Unnamed: 0,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,bike_availability_557.0,dock_availability_557.0,bike_availability_549.0,dock_availability_549.0,bike_availability_1023.0,dock_availability_1023.0
2022-04-01 00:00:00+00:00,0.0,-1.2,2.1,2,0,4,0,False,,0.9861111111111108,0.9861111111111108,0.9861111111111108,0.9861111111111108,0.9861111111111108,0.9861111111111108
2022-04-01 01:00:00+00:00,0.0,-2.7,1.2,2,0,4,1,False,0.0,0.9611111111111108,0.9611111111111108,0.9611111111111108,0.9611111111111108,0.9611111111111108,0.9611111111111108
2022-04-01 02:00:00+00:00,0.0,-2.2,2.1,2,0,4,2,False,0.0,0.981111111111111,0.981111111111111,0.981111111111111,0.981111111111111,0.981111111111111,0.981111111111111
2022-04-01 03:00:00+00:00,0.0,-3.2,0.8,2,0,4,3,False,0.0,0.9855555555555556,0.9855555555555556,0.9855555555555556,0.9855555555555556,0.9855555555555556,0.9855555555555556
2022-04-01 04:00:00+00:00,0.0,-4.0,1.7,2,0,4,4,False,0.0,0.9649999999999996,0.9649999999999996,0.9649999999999996,0.9649999999999996,0.9649999999999996,0.9649999999999996
2022-04-01 05:00:00+00:00,0.0,-3.9,1.8,2,0,4,5,False,0.0,0.9811111111111108,0.9811111111111108,0.9811111111111108,0.9811111111111108,0.9811111111111108,0.9811111111111108
2022-04-01 06:00:00+00:00,0.0,-2.8,2.1,2,0,4,6,False,0.0,0.9849999999999998,0.9849999999999998,0.9849999999999998,0.9849999999999998,0.9849999999999998,0.9849999999999998
2022-04-01 07:00:00+00:00,0.0,-2.8,0.7,4,0,4,7,False,0.0,0.8680555555555557,0.8680555555555557,0.8680555555555557,0.8680555555555557,0.8680555555555557,0.8680555555555557
2022-04-01 08:00:00+00:00,0.0,-3.0,2.4,4,0,4,8,False,0.0,0.9791666666666669,0.9791666666666669,0.8691666666666668,0.8533333333333334,0.0458333333333333,0.0
2022-04-01 09:00:00+00:00,0.0,-3.2,2.6,4,0,4,9,False,0.0,0.9027777777777778,0.8558333333333333,0.1608333333333333,0.2075,0.7108333333333333,0.7422222222222222
2022-04-01 10:00:00+00:00,0.0,-3.8,1.1,4,0,4,10,False,0.0,0.0,0.0,0.875833333333333,0.8991666666666663,0.9897222222222218,0.9897222222222218
2022-04-01 11:00:00+00:00,0.0,-2.5,1.2,4,1,4,11,False,0.0,0.0,0.0,0.999444444444444,0.999444444444444,0.8805555555555552,0.8655555555555552
2022-04-01 12:00:00+00:00,0.0,-1.3,0.8,4,1,4,12,False,1.0,0.0,0.0,0.1505555555555555,0.1194444444444444,0.0,0.0
2022-04-01 13:00:00+00:00,0.0,0.2,0.9,5,2,4,13,False,1.0,0.0,0.0,0.0319444444444444,0.0491666666666666,0.0,0.0
2022-04-01 14:00:00+00:00,0.0,-0.1,1.8,5,2,4,14,False,2.0,0.7219444444444443,0.7305555555555553,0.8038888888888888,0.811111111111111,0.8422222222222221,0.8744444444444442
2022-04-01 15:00:00+00:00,0.0,-1.0,0.7,5,2,4,15,False,2.0,0.937222222222222,0.9430555555555552,0.984722222222222,0.984722222222222,0.9688888888888886,0.9527777777777776
2022-04-01 16:00:00+00:00,0.0,-1.6,1.8,6,1,4,16,False,2.0,0.9841666666666667,0.9841666666666667,0.9841666666666667,0.9841666666666667,0.598611111111111,0.6297222222222222
2022-04-01 17:00:00+00:00,0.0,-1.9,0.6,6,1,4,17,False,1.0,0.9822222222222224,0.9822222222222224,0.9822222222222224,0.9822222222222224,0.1738888888888889,0.1422222222222222
2022-04-01 18:00:00+00:00,0.0,-2.1,1.3,6,1,4,18,False,1.0,0.9988888888888888,0.9988888888888888,0.9988888888888888,0.9988888888888888,0.0,0.0
2022-04-01 19:00:00+00:00,0.0,-2.8,1.8,4,0,4,19,False,1.0,0.9869444444444444,0.9869444444444444,0.9869444444444444,0.9869444444444444,0.0,0.0
2022-04-01 20:00:00+00:00,0.0,-3.8,1.8,4,0,4,20,False,0.0,0.9816666666666664,0.9816666666666664,0.9816666666666664,0.9816666666666664,0.0,0.0
2022-04-01 21:00:00+00:00,0.0,-4.4,2.5,4,0,4,21,False,0.0,0.9655555555555554,0.9655555555555554,0.9655555555555554,0.9655555555555554,0.0,0.0
2022-04-01 22:00:00+00:00,0.0,-3.4,3.1,6,2,4,22,False,0.0,0.9702777777777772,0.9702777777777772,0.9702777777777772,0.9702777777777772,0.8652777777777773,0.8808333333333329
