Unnamed: 0,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,bike_availability_1,dock_availability_1,bike_availability_2,dock_availability_2,bike_availability_3,dock_availability_3,bike_availability_4,dock_availability_4,bike_availability_5,dock_availability_5,availability,dock_availability
2022-09-01 00:00:00+00:00,0.0,-2.5,3.4,8,0,3,0,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.9830555555555558,0.9830555555555558,0.0,0.0,0.9830555555555558,0.9830555555555558
2022-09-01 01:00:00+00:00,0.0,-2.5,4.1,8,0,3,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9825000000000004,0.9825000000000004,0.0,0.0,0.9825000000000004,0.9825000000000004
2022-09-01 02:00:00+00:00,0.0,-2.3,3.6,8,0,3,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
2022-09-01 03:00:00+00:00,0.0,-2.0,4.3,8,0,3,3,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9791666666666669,0.9791666666666669,0.0,0.0,0.9791666666666669,0.9791666666666669
2022-09-01 04:00:00+00:00,0.0,-1.7,4.1,8,0,3,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9836111111111114,0.9836111111111114,0.0,0.0,0.9836111111111114,0.9836111111111114
2022-09-01 05:00:00+00:00,0.0,-1.8,3.7,8,1,3,5,False,0.0,0.1147222222222222,0.1327777777777777,0.0,0.0,0.0,0.0,0.9822222222222222,0.9822222222222222,0.0,0.0,0.9822222222222222,0.9822222222222222
2022-09-01 06:00:00+00:00,0.0,-1.9,3.5,8,1,3,6,False,1.0,0.747777777777778,0.7294444444444447,0.0,0.0,0.0,0.0,0.983888888888889,0.983888888888889,0.0,0.0,0.983888888888889,0.983888888888889
2022-09-01 07:00:00+00:00,0.0,-1.7,3.7,8,2,3,7,False,1.0,0.2561111111111112,0.2508333333333333,0.5672222222222222,0.5791666666666666,0.03,0.0308333333333333,0.3616666666666666,0.3477777777777777,0.3150000000000001,0.3272222222222223,0.7341666666666665,0.715
2022-09-01 08:00:00+00:00,0.0,-1.6,3.9,8,0,3,8,False,2.0,0.6422222222222221,0.6533333333333332,0.8694444444444444,0.8625,0.2261111111111111,0.2394444444444444,0.1783333333333333,0.2061111111111111,0.22,0.2097222222222222,0.2508333333333333,0.2605555555555556
2022-09-01 09:00:00+00:00,0.0,-1.6,3.5,8,2,3,9,False,0.0,0.5813888888888887,0.563611111111111,0.9980555555555554,0.9980555555555554,0.4833333333333333,0.5036111111111111,0.9980555555555554,0.9980555555555554,0.0,0.0,0.3480555555555555,0.3544444444444444
2022-09-01 10:00:00+00:00,0.0,-1.5,4.0,7,0,3,10,False,2.0,0.0,0.0,0.9819444444444442,0.9819444444444442,0.9819444444444442,0.9819444444444442,0.6849999999999998,0.6791666666666665,0.2177777777777778,0.2325,0.0,0.0
2022-09-01 11:00:00+00:00,0.0,-1.2,4.7,7,2,3,11,False,0.0,0.5516666666666667,0.5702777777777778,0.9825,0.9825,0.9825,0.9825,0.848611111111111,0.8483333333333333,0.2816666666666667,0.2633333333333333,0.8819444444444444,0.8947222222222222
2022-09-01 12:00:00+00:00,0.0,-1.1,5.1,7,0,3,12,False,2.0,0.628888888888889,0.6169444444444446,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.0,0.0,0.8833333333333334,0.8650000000000001
2022-09-01 13:00:00+00:00,0.0,-1.1,6.3,7,3,3,13,False,0.0,0.5630555555555555,0.5691666666666666,0.8844444444444443,0.8655555555555554,0.9819444444444444,0.9819444444444444,0.1011111111111111,0.0886111111111111,0.0,0.0,0.8808333333333331,0.8933333333333331
