Unnamed: 0,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,bike_availability_1,dock_availability_1,bike_availability_2,dock_availability_2,bike_availability_3,dock_availability_3,bike_availability_4,dock_availability_4,bike_availability_5,dock_availability_5,availability,dock_availability
2022-09-01 00:00:00+00:00,0.0,-2.5,3.4,8,0,3,0,False,,0.9830555555555558,0.9830555555555558,0.9830555555555558,0.9830555555555558,0.6553703703703705,0.9830555555555558,0.983055555555556,0.9830555555555558,0.983055555555556,0.9830555555555558,0.9830555555555558,0.9830555555555558
2022-09-01 01:00:00+00:00,0.0,-2.5,4.1,8,0,3,1,False,0.0,0.9825000000000004,0.9825000000000004,0.9825000000000004,0.9825000000000004,0.6550000000000002,0.9825000000000004,0.9825000000000004,0.9825000000000004,0.9825000000000004,0.9825000000000004,0.9825000000000004,0.9825000000000004
2022-09-01 02:00:00+00:00,0.0,-2.3,3.6,8,0,3,2,False,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-09-01 03:00:00+00:00,0.0,-2.0,4.3,8,0,3,3,False,0.0,0.9791666666666669,0.9791666666666669,0.9791666666666669,0.9791666666666669,0.6527777777777779,0.9791666666666669,0.9791666666666669,0.9791666666666669,0.9791666666666669,0.9791666666666669,0.9791666666666669,0.9791666666666669
2022-09-01 04:00:00+00:00,0.0,-1.7,4.1,8,1,3,4,False,0.0,0.9836111111111114,0.9836111111111114,0.9836111111111114,0.9836111111111114,0.655740740740741,0.9836111111111114,0.9836111111111115,0.9836111111111114,0.9836111111111115,0.9836111111111114,0.9836111111111114,0.9836111111111114
2022-09-01 05:00:00+00:00,0.0,-1.8,3.7,8,0,3,5,False,1.0,0.9822222222222222,0.9822222222222222,0.9822222222222222,0.9822222222222222,0.6548148148148148,0.9822222222222222,0.9822222222222222,0.9822222222222222,0.9822222222222222,0.9822222222222222,0.9822222222222222,0.9822222222222222
2022-09-01 06:00:00+00:00,0.0,-1.9,3.5,8,1,3,6,False,0.0,0.983888888888889,0.983888888888889,0.983888888888889,0.983888888888889,0.655925925925926,0.983888888888889,0.983888888888889,0.983888888888889,0.983888888888889,0.983888888888889,0.983888888888889,0.983888888888889
2022-09-01 07:00:00+00:00,0.0,-1.7,3.7,8,1,3,7,False,1.0,0.9972222222222222,0.9972222222222222,0.9972222222222222,0.9972222222222222,0.6648148148148149,0.9972222222222222,0.9972222222222222,0.9972222222222222,0.856388888888889,0.9972222222222222,0.9972222222222222,0.9972222222222222
2022-09-01 08:00:00+00:00,0.0,-1.6,3.9,8,1,3,8,False,1.0,0.9808333333333332,0.9808333333333332,0.5313888888888888,0.5122222222222221,0.3876851851851851,0.9808333333333332,0.7380555555555555,0.6330555555555554,0.6538888888888889,0.9808333333333332,0.9808333333333332,0.9808333333333332
2022-09-01 09:00:00+00:00,0.0,-1.6,3.5,8,1,3,9,False,1.0,0.9980555555555554,0.9980555555555554,0.0,0.0,0.5166666666666666,0.9980555555555554,0.6777777777777777,0.9980555555555554,0.7316666666666665,0.9980555555555554,0.4341666666666666,0.4163888888888888
2022-09-01 10:00:00+00:00,0.0,-1.5,4.0,7,0,3,10,False,1.0,0.9819444444444442,0.9819444444444442,0.7294444444444442,0.7394444444444441,0.5448148148148148,0.9819444444444442,0.6546296296296295,0.9819444444444442,0.6546296296296295,0.9819444444444442,0.2536111111111111,0.27
2022-09-01 11:00:00+00:00,0.0,-1.2,4.7,7,1,3,11,False,0.0,0.5302777777777778,0.5297222222222222,0.436388888888889,0.4488888888888889,0.655,0.9825,0.688888888888889,0.9319444444444444,0.710462962962963,0.9825,0.9825,0.9825
2022-09-01 12:00:00+00:00,0.0,-1.1,5.1,7,2,3,12,False,1.0,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.6546296296296296,0.9819444444444444,0.4371296296296297,0.7300000000000001,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.9819444444444444
2022-09-01 13:00:00+00:00,0.0,-1.1,6.3,7,4,3,13,False,2.0,0.9819444444444444,0.9819444444444444,0.7491666666666665,0.7302777777777777,0.6546296296296296,0.9819444444444444,0.3291666666666666,0.4536111111111112,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.9819444444444444
2022-09-01 14:00:00+00:00,0.0,-0.9,5.6,7,4,3,14,False,4.0,0.9805555555555554,0.9805555555555554,0.0,0.0,0.6537037037037036,0.9805555555555554,0.6762962962962962,0.9805555555555554,0.9805555555555556,0.9805555555555554,0.9805555555555554,0.9805555555555554
2022-09-01 15:00:00+00:00,0.0,-1.0,5.7,7,4,3,15,False,4.0,0.9833333333333332,0.9833333333333332,0.0,0.0,0.6555555555555554,0.9833333333333332,0.9316666666666664,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9833333333333332
2022-09-01 16:00:00+00:00,0.0,-1.0,5.6,7,4,3,16,False,4.0,0.9844444444444446,0.9844444444444446,0.0,0.0,0.6562962962962964,0.9844444444444446,0.9844444444444446,0.9844444444444446,0.9844444444444446,0.9844444444444446,0.9844444444444446,0.9844444444444446
2022-09-01 17:00:00+00:00,0.0,-1.1,5.6,7,3,3,17,False,4.0,0.980277777777778,0.980277777777778,0.2144444444444444,0.2322222222222222,0.6535185185185187,0.980277777777778,0.980277777777778,0.980277777777778,0.980277777777778,0.980277777777778,0.980277777777778,0.980277777777778
2022-09-01 18:00:00+00:00,0.0,-1.0,5.1,7,0,3,18,False,3.0,0.9858333333333332,0.9858333333333332,0.9858333333333332,0.9858333333333332,0.6572222222222222,0.9858333333333332,0.9858333333333332,0.9858333333333332,0.8950925925925924,0.9858333333333332,0.9858333333333332,0.9858333333333332
2022-09-01 19:00:00+00:00,0.0,-1.0,5.9,7,0,3,19,False,0.0,0.9813888888888892,0.9813888888888892,0.9813888888888892,0.9813888888888892,0.6542592592592594,0.9813888888888892,0.9813888888888892,0.9813888888888892,0.6542592592592594,0.9813888888888892,0.9813888888888892,0.9813888888888892
