Unnamed: 0,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,bike_availability_1,dock_availability_1,bike_availability_2,dock_availability_2,bike_availability_3,dock_availability_3,bike_availability_4,dock_availability_4,availability,dock_availability
2022-09-01 00:00:00+00:00,0.0,-2.5,3.4,8,0,3,0,False,,0.9830555555555558,0.9830555555555558,0.9830555555555558,0.9830555555555558,0.9830555555555558,0.9830555555555558,0.983055555555556,0.9830555555555558,0.9830555555555558,0.9830555555555558
2022-09-01 01:00:00+00:00,0.0,-2.5,4.1,8,0,3,1,False,0.0,0.9825000000000004,0.9825000000000004,0.9825000000000004,0.9825000000000004,0.9825000000000004,0.9825000000000004,0.9825000000000004,0.9825000000000004,0.9825000000000004,0.9825000000000004
2022-09-01 02:00:00+00:00,0.0,-2.3,3.6,8,0,3,2,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-09-01 03:00:00+00:00,0.0,-2.0,4.3,8,0,3,3,False,0.0,0.9791666666666669,0.9791666666666669,0.9791666666666669,0.9791666666666669,0.9791666666666669,0.9791666666666669,0.9791666666666669,0.9791666666666669,0.9791666666666669,0.9791666666666669
2022-09-01 04:00:00+00:00,0.0,-1.7,4.1,8,1,3,4,False,0.0,0.9836111111111114,0.9836111111111114,0.9836111111111114,0.9836111111111114,0.9836111111111114,0.9836111111111114,0.9836111111111115,0.9836111111111114,0.9836111111111114,0.9836111111111114
2022-09-01 05:00:00+00:00,0.0,-1.8,3.7,8,4,3,5,False,1.0,0.9822222222222222,0.9822222222222222,0.9822222222222222,0.9822222222222222,0.9822222222222222,0.9822222222222222,0.9822222222222222,0.9822222222222222,0.9822222222222222,0.9822222222222222
2022-09-01 06:00:00+00:00,0.0,-1.9,3.5,8,0,3,6,False,4.0,0.983888888888889,0.983888888888889,0.983888888888889,0.983888888888889,0.983888888888889,0.983888888888889,0.983888888888889,0.983888888888889,0.983888888888889,0.983888888888889
2022-09-01 07:00:00+00:00,0.0,-1.7,3.7,8,2,3,7,False,0.0,0.9972222222222222,0.9972222222222222,0.9972222222222222,0.9972222222222222,0.9972222222222222,0.9972222222222222,0.9972222222222222,0.9972222222222222,0.9972222222222222,0.9972222222222222
2022-09-01 08:00:00+00:00,0.0,-1.6,3.9,8,1,3,8,False,2.0,0.9808333333333332,0.9808333333333332,0.8680555555555555,0.8649999999999999,0.9808333333333332,0.9808333333333332,0.7380555555555555,0.6330555555555554,0.9808333333333332,0.9808333333333332
2022-09-01 09:00:00+00:00,0.0,-1.6,3.5,8,0,3,9,False,1.0,0.9980555555555554,0.9980555555555554,0.4341666666666666,0.4163888888888888,0.9980555555555554,0.9980555555555554,0.6777777777777777,0.9980555555555554,0.4852777777777777,0.4819444444444444
2022-09-01 10:00:00+00:00,0.0,-1.5,4.0,7,2,3,10,False,0.0,0.9819444444444442,0.9819444444444442,0.2030555555555555,0.2208333333333333,0.9819444444444442,0.9819444444444442,0.6546296296296295,0.9819444444444442,0.9819444444444442,0.9819444444444442
2022-09-01 11:00:00+00:00,0.0,-1.2,4.7,7,3,3,11,False,2.0,0.9825,0.9825,0.3611111111111111,0.3669444444444444,0.7980555555555555,0.7797222222222222,0.688888888888889,0.9319444444444444,0.1005555555555555,0.0877777777777777
2022-09-01 12:00:00+00:00,0.0,-1.1,5.1,7,2,3,12,False,3.0,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.0,0.0,0.4371296296296297,0.7300000000000001,0.5858333333333333,0.6044444444444445
2022-09-01 13:00:00+00:00,0.0,-1.1,6.3,7,7,3,13,False,2.0,0.9819444444444444,0.9819444444444444,0.6833333333333333,0.6777777777777778,0.3149999999999999,0.3344444444444444,0.3291666666666666,0.4536111111111112,0.6663888888888889,0.6661111111111111
2022-09-01 14:00:00+00:00,0.0,-0.9,5.6,7,16,3,14,False,7.0,0.9805555555555554,0.9805555555555554,0.9805555555555554,0.9805555555555554,0.1163888888888889,0.0980555555555555,0.6762962962962962,0.9805555555555554,0.9175,0.9183333333333332
2022-09-01 15:00:00+00:00,0.0,-1.0,5.7,7,9,3,15,False,16.0,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.6511111111111112,0.6694444444444445,0.9316666666666664,0.9833333333333332,0.9038888888888889,0.9166666666666666
2022-09-01 16:00:00+00:00,0.0,-1.0,5.6,7,5,3,16,False,9.0,0.9844444444444446,0.9844444444444446,0.9844444444444446,0.9844444444444446,0.9844444444444446,0.9844444444444446,0.9844444444444446,0.9844444444444446,0.9844444444444446,0.9844444444444446
2022-09-01 17:00:00+00:00,0.0,-1.1,5.6,7,1,3,17,False,5.0,0.980277777777778,0.980277777777778,0.980277777777778,0.980277777777778,0.980277777777778,0.980277777777778,0.980277777777778,0.980277777777778,0.980277777777778,0.980277777777778
2022-09-01 18:00:00+00:00,0.0,-1.0,5.1,7,3,3,18,False,1.0,0.9858333333333332,0.9858333333333332,0.9858333333333332,0.9858333333333332,0.9858333333333332,0.9858333333333332,0.9858333333333332,0.9858333333333332,0.9858333333333332,0.9858333333333332
2022-09-01 19:00:00+00:00,0.0,-1.0,5.9,7,1,3,19,False,3.0,0.9813888888888892,0.9813888888888892,0.9813888888888892,0.9813888888888892,0.9813888888888892,0.9813888888888892,0.9813888888888892,0.9813888888888892,0.9813888888888892,0.9813888888888892
2022-09-01 20:00:00+00:00,0.0,-0.9,4.9,7,1,3,20,False,1.0,0.9827777777777778,0.9827777777777778,0.9827777777777778,0.9827777777777778,0.9827777777777778,0.9827777777777778,0.9827777777777778,0.9827777777777778,0.9827777777777778,0.9827777777777778
2022-09-01 21:00:00+00:00,0.0,-1.0,5.7,7,3,3,21,False,1.0,0.9799999999999998,0.9799999999999998,0.9799999999999998,0.9799999999999998,0.9799999999999998,0.9799999999999998,0.98,0.9799999999999998,0.9799999999999998,0.9799999999999998
2022-09-01 22:00:00+00:00,0.0,-1.0,4.9,7,1,3,22,False,3.0,0.9775,0.9775,0.9775,0.9775,0.9775,0.9775,0.9775,0.9775,0.9775,0.9775
2022-09-01 23:00:00+00:00,0.0,-1.2,4.6,7,0,3,23,False,1.0,0.9838888888888891,0.9838888888888891,0.9838888888888891,0.9838888888888891,0.9838888888888891,0.9838888888888891,0.9838888888888891,0.9838888888888891,0.9838888888888891,0.9838888888888891
2022-09-02 00:00:00+00:00,0.0,-1.1,3.6,1,0,4,0,False,0.0,0.9816666666666672,0.9816666666666672,0.9816666666666672,0.9816666666666672,0.9816666666666672,0.9816666666666672,0.9816666666666672,0.9816666666666672,0.9816666666666672,0.9816666666666672
2022-09-02 01:00:00+00:00,0.0,1.6,4.4,1,0,4,1,False,0.0,0.9808333333333334,0.9808333333333334,0.9808333333333334,0.9808333333333334,0.9808333333333334,0.9808333333333334,0.9808333333333334,0.9808333333333334,0.9808333333333334,0.9808333333333334
2022-09-02 02:00:00+00:00,0.0,2.0,5.6,1,0,4,2,False,0.0,0.9844444444444445,0.9844444444444445,0.9844444444444445,0.9844444444444445,0.9844444444444445,0.9844444444444445,0.9844444444444445,0.9844444444444445,0.9844444444444445,0.9844444444444445
2022-09-02 03:00:00+00:00,0.0,1.4,3.9,1,0,4,3,False,0.0,0.9816666666666668,0.9816666666666668,0.9816666666666668,0.9816666666666668,0.9816666666666668,0.9816666666666668,0.9816666666666668,0.9816666666666668,0.9816666666666668,0.9816666666666668
2022-09-02 04:00:00+00:00,0.0,0.8,3.1,1,0,4,4,False,0.0,0.9805555555555558,0.9805555555555558,0.9805555555555558,0.9805555555555558,0.9805555555555558,0.9805555555555558,0.9805555555555556,0.9805555555555558,0.9805555555555558,0.9805555555555558
2022-09-02 05:00:00+00:00,0.0,-0.3,1.7,1,1,4,5,False,0.0,0.980555555555556,0.980555555555556,0.980555555555556,0.980555555555556,0.980555555555556,0.980555555555556,0.980555555555556,0.980555555555556,0.980555555555556,0.980555555555556
2022-09-02 06:00:00+00:00,0.0,0.5,2.6,1,4,4,6,False,1.0,0.9791666666666664,0.9791666666666664,0.9791666666666664,0.9791666666666664,0.9791666666666664,0.9791666666666664,0.9791666666666664,0.9791666666666664,0.9791666666666664,0.9791666666666664
2022-09-02 07:00:00+00:00,0.0,0.1,1.8,2,1,4,7,False,4.0,0.9833333333333336,0.9833333333333336,0.9833333333333336,0.9833333333333336,0.9833333333333336,0.9833333333333336,0.9833333333333336,0.9833333333333336,0.9833333333333336,0.9833333333333336
2022-09-02 08:00:00+00:00,0.0,-0.5,1.3,2,0,4,8,False,1.0,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.966574074074074,0.9319444444444444,0.9833333333333332,0.9833333333333332
2022-09-02 09:00:00+00:00,0.0,0.9,2.4,2,2,4,9,False,0.0,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.3161111111111111,0.298611111111111,0.1885185185185185,0.345,0.9797222222222224,0.9797222222222224
2022-09-02 10:00:00+00:00,0.0,2.4,1.4,3,3,4,10,False,2.0,0.9836111111111108,0.9836111111111108,0.9836111111111108,0.9836111111111108,0.0,0.0,0.8418518518518517,0.9836111111111108,0.4841666666666666,0.466111111111111
2022-09-02 11:00:00+00:00,0.0,4.3,2.3,3,0,4,11,False,3.0,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.0,0.0,0.759074074074074,0.9791666666666666,0.7791666666666667,0.7977777777777779
2022-09-02 12:00:00+00:00,0.0,6.0,2.5,3,6,4,12,False,0.0,0.9805555555555556,0.9805555555555556,0.9805555555555556,0.9805555555555556,0.0,0.0,0.7025925925925925,0.9805555555555556,0.9805555555555556,0.9805555555555556
2022-09-02 13:00:00+00:00,0.0,5.9,5.7,2,4,4,13,False,6.0,0.979722222222222,0.979722222222222,0.979722222222222,0.979722222222222,0.125,0.1122222222222222,0.4930555555555555,0.8155555555555555,0.979722222222222,0.979722222222222
2022-09-02 14:00:00+00:00,0.0,6.5,6.6,2,12,4,14,False,4.0,0.9980555555555553,0.9980555555555553,0.9980555555555553,0.9980555555555553,0.4983333333333334,0.5175000000000001,0.4436111111111112,0.8177777777777777,0.9980555555555553,0.9980555555555553
2022-09-02 15:00:00+00:00,0.0,6.2,7.0,2,6,4,15,False,12.0,0.9777777777777776,0.9777777777777776,0.9777777777777776,0.9777777777777776,0.7983333333333333,0.7966666666666666,0.8231481481481481,0.9777777777777776,0.7449999999999999,0.7452777777777777
2022-09-02 16:00:00+00:00,0.0,5.4,5.5,1,1,4,16,False,6.0,0.9794444444444446,0.9794444444444446,0.9794444444444446,0.9794444444444446,0.9794444444444446,0.9794444444444446,0.9079629629629632,0.9794444444444446,0.8772222222222225,0.9069444444444444
2022-09-02 17:00:00+00:00,0.0,3.1,3.8,1,5,4,17,False,1.0,0.9811111111111108,0.9811111111111108,0.9811111111111108,0.9811111111111108,0.9811111111111108,0.9811111111111108,0.9598148148148146,0.9811111111111108,0.9811111111111108,0.9811111111111108
2022-09-02 18:00:00+00:00,0.0,2.1,4.5,1,0,4,18,False,5.0,0.9816666666666664,0.9816666666666664,0.9816666666666664,0.9816666666666664,0.7855555555555555,0.7608333333333333,0.9816666666666664,0.9816666666666664,0.9816666666666664,0.9816666666666664
