Unnamed: 0,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,bike_availability_4,dock_availability_4,bike_availability_523,dock_availability_523,availability,dock_availability
2022-07-01 00:00:00+00:00,0.0,-7.1,2.2,5,0.0,4,0,False,,0.9997222222222218,0.999722222222222,0.999722222222222,0.999722222222222,0.8810042735042731,0.999722222222222
2022-07-01 01:00:00+00:00,0.0,-8.1,0.4,5,0.0,4,1,False,0.0,0.6798148148148146,0.9627777777777776,0.9627777777777776,0.9627777777777776,0.8887179487179484,0.9627777777777776
2022-07-01 02:00:00+00:00,0.0,-7.9,2.4,5,0.0,4,2,False,0.0,0.6661111111111112,0.9991666666666668,0.9991666666666668,0.9991666666666668,0.9223076923076924,0.9991666666666668
2022-07-01 03:00:00+00:00,0.0,-7.3,0.2,5,0.0,4,3,False,0.0,0.6553703703703704,0.9830555555555556,0.9830555555555556,0.9830555555555556,0.9074358974358976,0.9830555555555556
2022-07-01 04:00:00+00:00,0.0,-6.0,3.4,5,12.0,4,4,False,0.0,0.6559259259259259,0.9838888888888888,0.9838888888888888,0.9838888888888888,0.908205128205128,0.9838888888888888
2022-07-01 05:00:00+00:00,0.0,-5.7,3.4,5,24.0,4,5,False,12.0,0.6438888888888891,0.9658333333333337,0.9658333333333337,0.9658333333333337,0.891538461538462,0.9658333333333337
2022-07-01 06:00:00+00:00,0.1,-5.7,4.9,5,23.0,4,6,False,24.0,0.6527777777777776,0.9791666666666664,0.9791666666666664,0.9791666666666664,0.8820726495726492,0.9791666666666664
2022-07-01 07:00:00+00:00,0.4,-5.5,4.2,0,21.0,4,7,False,23.0,0.588425925925926,0.7458333333333333,0.9977777777777778,0.9977777777777778,0.8876923076923074,0.9977777777777778
2022-07-01 08:00:00+00:00,0.6,-5.7,5.1,0,15.0,4,8,False,21.0,0.369074074074074,0.1616666666666666,0.9605555555555556,0.9605555555555556,0.9082264957264956,0.9605555555555556
2022-07-01 09:00:00+00:00,1.2,-5.5,4.8,0,14.0,4,9,False,15.0,0.554537037037037,0.1569444444444444,0.981388888888889,0.981388888888889,0.9510256410256408,0.981388888888889
2022-07-01 10:00:00+00:00,0.6,-5.0,3.8,0,7.0,4,10,False,14.0,0.3217592592592593,0.0,0.965277777777778,0.965277777777778,0.8269444444444447,0.965277777777778
2022-07-01 11:00:00+00:00,0.6,-4.2,4.1,0,8.0,4,11,False,7.0,0.3265740740740741,0.0,0.9797222222222224,0.9797222222222224,0.8662393162393163,0.9797222222222224
2022-07-01 12:00:00+00:00,0.5,-4.0,4.5,0,18.0,4,12,False,8.0,0.3273148148148148,0.0,0.9819444444444444,0.9819444444444444,0.8760897435897436,0.9819444444444444
2022-07-01 13:00:00+00:00,0.2,-3.1,4.8,0,26.0,4,13,False,18.0,0.3918518518518517,0.2116666666666667,0.9786111111111108,0.9786111111111108,0.894572649572649,0.9786111111111108
2022-07-01 14:00:00+00:00,0.4,-2.8,4.5,0,27.0,4,14,False,26.0,0.7566666666666665,0.9994444444444442,0.9994444444444442,0.9994444444444442,0.8704700854700853,0.9994444444444442
2022-07-01 15:00:00+00:00,0.5,-3.1,3.9,0,31.0,4,15,False,27.0,0.9658333333333332,0.9658333333333332,0.9658333333333332,0.9658333333333332,0.8639316239316237,0.9658333333333332
2022-07-01 16:00:00+00:00,0.8,-3.1,4.7,0,25.0,4,16,False,31.0,0.7892592592592589,0.4313888888888888,0.9605555555555552,0.9605555555555552,0.7777777777777773,0.9605555555555552
2022-07-01 17:00:00+00:00,0.2,-2.8,3.9,0,26.0,4,17,False,25.0,0.975833333333333,0.9719444444444444,0.9855555555555552,0.9855555555555552,0.8065170940170938,0.9855555555555552
2022-07-01 18:00:00+00:00,0.0,-3.1,4.3,0,20.0,4,18,False,26.0,0.9791666666666669,0.9791666666666669,0.9791666666666669,0.9791666666666669,0.7480555555555556,0.9791666666666669
2022-07-01 19:00:00+00:00,0.1,-3.3,6.1,8,10.0,4,19,False,20.0,0.9441666666666664,0.9441666666666664,0.9441666666666664,0.9441666666666664,0.695833333333333,0.9441666666666664
2022-07-01 20:00:00+00:00,0.3,-3.3,6.5,8,15.0,4,20,False,10.0,0.9470370370370368,0.9986111111111108,0.9986111111111108,0.9986111111111108,0.7558333333333331,0.9986111111111108
2022-07-01 21:00:00+00:00,0.2,-3.2,5.7,8,28.0,4,21,False,15.0,0.7294444444444445,0.9794444444444445,0.9794444444444445,0.9794444444444445,0.733397435897436,0.9794444444444445
2022-07-01 22:00:00+00:00,0.4,-3.1,5.5,8,15.0,4,22,False,28.0,0.8749999999999999,0.9827777777777776,0.9827777777777776,0.9827777777777776,0.7340170940170938,0.9827777777777776
2022-07-01 23:00:00+00:00,0.1,-3.4,6.8,8,0.0,4,23,False,15.0,0.6533333333333332,0.9799999999999998,0.9799999999999998,0.9799999999999998,0.7054059829059827,0.5016666666666667
2022-07-02 00:00:00+00:00,0.0,-4.1,1.4,2,0.0,5,0,False,0.0,0.6653703703703704,0.9980555555555556,0.9980555555555556,0.9980555555555556,0.8022435897435897,0.1180555555555555
2022-07-02 01:00:00+00:00,0.0,-4.7,1.0,2,0.0,5,1,False,0.0,0.6648148148148149,0.9972222222222222,0.9972222222222222,0.9972222222222222,0.726239316239316,0.3125
2022-07-02 02:00:00+00:00,0.0,-5.1,0.7,2,0.0,5,2,False,0.0,0.6531481481481481,0.9797222222222222,0.9797222222222222,0.9797222222222222,0.6782692307692305,0.0
2022-07-02 03:00:00+00:00,0.0,-3.7,1.7,2,0.0,5,3,False,0.0,0.6653703703703703,0.9980555555555554,0.9980555555555554,0.9980555555555554,0.6909615384615383,0.0
2022-07-02 04:00:00+00:00,0.0,-3.2,2.0,2,0.0,5,4,False,0.0,0.6446296296296298,0.9669444444444446,0.9669444444444446,0.9669444444444446,0.669423076923077,0.0
2022-07-02 05:00:00+00:00,0.0,-2.8,1.8,2,5.0,5,5,False,0.0,0.6662962962962962,0.9994444444444442,0.9994444444444442,0.9994444444444442,0.6919230769230768,0.0
2022-07-02 06:00:00+00:00,0.0,-2.6,1.7,2,4.0,5,6,False,5.0,0.655,0.9825,0.9825,0.9825,0.6801923076923078,0.0
2022-07-02 07:00:00+00:00,0.0,-3.6,0.9,1,7.0,5,7,False,4.0,0.6649999999999997,0.9974999999999996,0.9974999999999996,0.9974999999999996,0.7338461538461535,0.5702777777777779
2022-07-02 08:00:00+00:00,0.0,-3.0,1.2,1,13.0,5,8,False,7.0,0.6546296296296296,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.7106410256410255,0.0
2022-07-02 09:00:00+00:00,0.0,1.4,1.4,1,29.0,5,9,False,13.0,0.5865740740740741,0.8983333333333333,0.9611111111111112,0.9611111111111112,0.7107692307692309,0.0
