dateTime,availability 0,availability 1,availability 2,availability 3,availability 4,availability 5,availability 6,availability 7,nedør,temp,vind,hour,count,count_last_hour,isHoliday,weekday,month,Mean_close_count_last_hour
2022-04-01 17:00:00,1,1,0,1,1,1,1,1,0.0,-1.6,1.8,16,2,0.0,False,4,4,0.75
2022-04-01 18:00:00,1,1,0,1,1,1,1,1,0.0,-1.9,0.6,17,0,2.0,False,4,4,0.5
2022-04-01 19:00:00,1,1,1,1,1,1,1,1,0.0,-2.1,1.3,18,1,0.0,False,4,4,0.25
2022-04-01 20:00:00,1,1,1,1,1,1,1,1,0.0,-2.8,1.8,19,0,1.0,False,4,4,0.5
2022-04-01 21:00:00,1,1,1,1,1,1,1,1,0.0,-3.8,1.8,20,2,0.0,False,4,4,0.25
2022-04-01 22:00:00,1,1,1,1,1,1,1,1,0.0,-4.4,2.5,21,0,2.0,False,4,4,0.125
2022-04-01 23:00:00,1,1,1,1,1,1,1,1,0.0,-3.4,3.1,22,0,0.0,False,4,4,0.25
2022-04-01 00:00:00,1,1,1,1,1,1,1,1,0.0,-2.8,2.4,23,0,0.0,False,4,4,0.0
2022-04-02 01:00:00,1,1,1,1,1,1,1,1,0.0,-2.5,2.5,0,0,,False,5,4,0.0
2022-04-02 02:00:00,1,1,1,1,1,1,1,1,0.2,-1.8,1.9,1,0,0.0,False,5,4,0.0
2022-04-02 03:00:00,1,1,1,1,1,1,1,1,0.0,-1.6,1.7,2,0,0.0,False,5,4,0.0
2022-04-02 04:00:00,1,1,1,1,1,1,1,1,0.2,-0.6,1.7,3,0,0.0,False,5,4,0.0
2022-04-02 05:00:00,1,1,1,1,1,1,1,1,0.4,-0.5,0.4,4,0,0.0,False,5,4,0.125
2022-04-02 06:00:00,1,1,1,1,1,1,1,1,0.2,0.4,1.1,5,0,0.0,False,5,4,0.25
2022-04-02 07:00:00,1,1,1,1,1,0,1,1,0.6,1.4,1.1,6,0,0.0,False,5,4,0.0
2022-04-02 08:00:00,1,1,1,1,1,0,1,1,1.5,2.2,2.3,7,1,0.0,False,5,4,0.0
2022-04-02 09:00:00,1,1,1,1,1,0,1,1,1.1,2.8,2.6,8,0,1.0,False,5,4,0.375
2022-04-02 10:00:00,1,1,1,1,1,0,1,1,0.0,3.0,1.2,9,3,0.0,False,5,4,0.375
2022-04-02 11:00:00,1,1,1,1,1,0,1,1,0.0,2.6,2.2,10,1,3.0,False,5,4,0.625
2022-04-02 12:00:00,1,1,1,1,1,0,1,1,0.0,2.4,3.1,11,0,1.0,False,5,4,1.125
2022-04-02 13:00:00,1,1,1,1,1,0,1,1,0.0,3.4,4.5,12,3,0.0,False,5,4,0.75
2022-04-02 14:00:00,1,1,1,1,1,0,1,1,0.0,3.4,2.2,13,1,3.0,False,5,4,0.75
2022-04-02 15:00:00,1,1,1,1,1,0,1,1,0.0,3.5,4.1,14,1,1.0,False,5,4,1.25
2022-04-02 16:00:00,1,1,1,1,1,0,1,1,0.0,2.9,4.2,15,0,1.0,False,5,4,0.75
2022-04-02 17:00:00,1,1,1,1,1,0,1,1,0.0,2.6,4.6,16,2,0.0,False,5,4,1.125
2022-04-02 18:00:00,1,1,1,1,1,0,1,1,0.0,1.3,2.7,17,1,2.0,False,5,4,1.125
2022-04-02 19:00:00,1,1,1,1,1,0,1,1,0.0,0.6,1.2,18,0,1.0,False,5,4,0.25
2022-04-02 20:00:00,1,1,1,1,1,0,1,1,0.0,0.8,2.6,19,1,0.0,False,5,4,0.375
2022-04-02 21:00:00,1,1,1,1,1,0,1,1,0.0,-0.3,1.9,20,0,1.0,False,5,4,0.25
2022-04-02 22:00:00,1,1,1,1,1,0,1,1,0.0,-0.7,1.7,21,0,0.0,False,5,4,0.125
2022-04-02 23:00:00,1,1,1,1,1,0,1,1,0.0,-1.7,0.8,22,0,0.0,False,5,4,0.25
2022-04-02 00:00:00,1,1,1,1,1,0,1,1,0.0,-2.0,1.7,23,0,0.0,False,5,4,0.0
2022-04-16 01:00:00,1,1,1,1,1,1,1,1,0.0,2.6,1.4,0,0,,False,5,4,0.0
2022-04-16 02:00:00,1,1,1,1,1,1,1,1,0.0,2.0,1.5,1,0,0.0,False,5,4,0.0
2022-04-16 03:00:00,1,1,1,1,1,1,1,1,0.0,1.0,0.7,2,0,0.0,False,5,4,0.0
2022-04-16 04:00:00,1,1,1,1,1,1,1,1,0.0,1.1,0.8,3,0,0.0,False,5,4,0.0
2022-04-16 05:00:00,1,1,1,1,1,1,1,1,0.0,0.2,0.7,4,0,0.0,False,5,4,0.125
2022-04-16 06:00:00,1,1,1,1,1,1,1,1,0.0,0.0,1.5,5,0,0.0,False,5,4,0.0
2022-04-16 07:00:00,1,1,1,1,1,1,1,1,0.0,1.0,1.9,6,0,0.0,False,5,4,0.0
2022-04-16 08:00:00,1,1,1,1,1,1,1,1,0.0,5.1,0.0,7,1,0.0,False,5,4,0.125
2022-04-16 09:00:00,1,1,1,1,1,1,1,1,0.0,5.8,0.6,8,0,1.0,False,5,4,0.125
2022-04-16 10:00:00,1,1,1,1,1,1,1,1,0.0,7.8,1.2,9,0,0.0,False,5,4,0.75
2022-04-16 11:00:00,1,1,1,1,1,1,1,1,0.0,9.4,2.0,10,1,0.0,False,5,4,0.375
2022-04-16 12:00:00,1,1,1,1,1,1,1,1,0.0,11.7,1.9,11,1,1.0,False,5,4,0.5
2022-04-16 13:00:00,1,1,1,1,1,1,1,1,0.0,12.7,3.2,12,0,1.0,False,5,4,1.0
2022-04-16 14:00:00,1,1,1,1,1,1,1,1,0.0,14.1,3.6,13,0,0.0,False,5,4,0.75
2022-04-16 15:00:00,1,1,1,1,1,1,1,1,0.0,14.3,2.6,14,1,0.0,False,5,4,1.625
2022-04-16 16:00:00,1,1,0,1,1,1,1,1,0.0,14.3,2.8,15,0,1.0,False,5,4,0.5
2022-04-16 17:00:00,1,1,1,1,1,1,1,1,0.0,14.6,3.9,16,0,0.0,False,5,4,0.25
2022-04-16 18:00:00,1,1,1,1,1,0,1,1,0.0,12.6,4.7,17,0,0.0,False,5,4,0.25
2022-04-16 19:00:00,1,1,1,1,1,1,1,1,0.0,11.3,3.3,18,0,0.0,False,5,4,0.375
2022-04-16 20:00:00,1,1,1,1,1,1,1,1,0.0,8.9,2.8,19,0,0.0,False,5,4,0.25
2022-04-16 21:00:00,1,1,1,1,1,1,1,1,0.0,7.0,2.5,20,0,0.0,False,5,4,0.375
2022-04-16 22:00:00,1,1,1,1,1,1,1,1,0.0,5.3,2.0,21,0,0.0,False,5,4,0.125
2022-04-16 23:00:00,1,1,1,1,1,1,1,1,0.0,3.9,1.4,22,0,0.0,False,5,4,0.5
2022-04-16 00:00:00,1,1,1,1,1,1,1,1,0.0,3.2,0.8,23,0,0.0,False,5,4,0.0
2022-04-17 01:00:00,1,1,1,1,1,1,1,1,0.0,2.4,1.2,0,0,,True,6,4,0.0
2022-04-17 02:00:00,1,1,1,1,1,1,1,1,0.0,3.2,1.5,1,0,0.0,True,6,4,0.0
2022-04-17 03:00:00,1,1,1,1,1,1,1,1,0.0,3.0,2.2,2,0,0.0,True,6,4,0.0
2022-04-17 04:00:00,1,1,1,1,1,1,1,1,0.0,2.1,2.2,3,0,0.0,True,6,4,0.0
2022-04-17 05:00:00,1,1,1,1,1,1,1,1,0.0,0.9,1.9,4,0,0.0,True,6,4,0.0
2022-04-17 06:00:00,1,1,1,1,1,1,1,1,0.0,0.8,1.7,5,0,0.0,True,6,4,0.0
2022-04-17 07:00:00,1,1,1,1,1,1,1,1,0.0,1.4,0.4,6,0,0.0,True,6,4,0.0
2022-04-17 08:00:00,1,1,1,1,1,1,1,1,0.0,1.9,0.5,7,0,0.0,True,6,4,0.0
2022-04-17 09:00:00,1,1,1,1,1,1,1,1,0.0,5.1,0.6,8,0,0.0,True,6,4,0.125
2022-04-17 10:00:00,1,1,1,1,1,1,1,1,0.0,6.0,2.2,9,0,0.0,True,6,4,0.375
2022-04-17 11:00:00,1,1,1,1,1,1,1,1,0.0,6.8,2.3,10,1,0.0,True,6,4,0.5
2022-04-17 12:00:00,1,1,1,1,1,1,1,1,0.0,7.4,2.4,11,0,1.0,True,6,4,0.25
2022-04-17 13:00:00,1,1,1,1,1,1,1,1,0.0,8.6,2.1,12,0,0.0,True,6,4,0.5
2022-04-17 14:00:00,1,1,1,1,1,1,1,1,0.0,10.4,1.7,13,0,0.0,True,6,4,0.75
2022-04-17 15:00:00,1,1,1,1,1,1,1,1,0.0,12.0,2.2,14,0,0.0,True,6,4,0.75
2022-04-17 16:00:00,1,1,1,1,1,0,1,1,0.0,13.2,2.2,15,0,0.0,True,6,4,0.875
2022-04-17 17:00:00,1,1,1,1,1,0,1,1,0.0,13.3,2.6,16,1,0.0,True,6,4,1.25
2022-04-17 18:00:00,1,1,1,1,1,1,1,1,0.0,12.3,4.5,17,1,1.0,True,6,4,0.375
2022-04-17 19:00:00,1,1,1,1,1,0,1,1,0.0,10.8,3.3,18,1,1.0,True,6,4,0.375
2022-04-17 20:00:00,1,1,1,1,1,0,1,1,0.0,8.8,3.0,19,1,1.0,True,6,4,0.125
2022-04-17 21:00:00,1,1,1,1,1,0,1,1,0.0,6.9,1.7,20,0,1.0,True,6,4,0.0
2022-04-17 22:00:00,1,1,1,1,1,0,1,1,0.0,5.4,2.2,21,0,0.0,True,6,4,0.375
2022-04-17 23:00:00,1,1,1,1,1,1,1,1,0.0,4.2,1.9,22,0,0.0,True,6,4,0.5
2022-04-17 00:00:00,1,1,1,1,1,1,1,1,0.0,2.8,0.1,23,0,0.0,True,6,4,0.0
2022-04-18 01:00:00,1,1,1,1,1,1,1,1,0.0,3.8,1.3,0,0,,True,0,4,0.0
2022-04-18 02:00:00,1,1,1,1,1,1,1,1,0.0,3.7,1.9,1,0,0.0,True,0,4,0.0
2022-04-18 03:00:00,1,1,1,1,1,1,1,1,0.0,3.4,1.0,2,0,0.0,True,0,4,0.0
2022-04-18 04:00:00,1,1,1,1,1,1,1,1,0.0,3.0,1.5,3,0,0.0,True,0,4,0.0
2022-04-18 05:00:00,1,1,1,1,1,1,1,1,0.0,2.7,0.5,4,0,0.0,True,0,4,0.0
2022-04-18 06:00:00,1,1,1,1,1,1,1,1,0.0,2.6,0.1,5,0,0.0,True,0,4,0.125
2022-04-18 07:00:00,1,1,1,1,1,1,1,1,0.0,2.4,0.6,6,0,0.0,True,0,4,0.0
2022-04-18 08:00:00,1,1,1,1,1,1,1,1,0.0,2.6,1.3,7,2,0.0,True,0,4,0.0
2022-04-18 09:00:00,1,1,1,1,1,1,1,1,0.0,2.8,0.6,8,0,2.0,True,0,4,0.375
2022-04-18 10:00:00,1,1,1,1,1,1,1,1,0.0,3.6,0.6,9,0,0.0,True,0,4,0.625
2022-04-18 11:00:00,1,1,1,1,1,1,1,1,0.0,4.9,2.5,10,0,0.0,True,0,4,0.875
2022-04-18 12:00:00,1,1,1,1,0,1,1,1,0.0,6.7,1.4,11,1,0.0,True,0,4,0.5
2022-04-18 13:00:00,1,1,1,1,0,1,1,1,0.0,8.3,2.3,12,1,1.0,True,0,4,1.0
2022-04-18 14:00:00,1,1,1,1,0,1,1,1,0.0,10.1,2.8,13,0,1.0,True,0,4,1.375
2022-04-18 15:00:00,1,1,1,1,0,1,1,1,0.0,11.3,2.1,14,2,0.0,True,0,4,0.875
2022-04-18 16:00:00,1,1,1,1,1,1,1,1,0.0,12.5,2.2,15,2,2.0,True,0,4,1.875
2022-04-18 17:00:00,1,1,1,1,1,1,1,1,0.0,13.6,1.3,16,2,2.0,True,0,4,0.875
2022-04-18 18:00:00,1,1,1,1,0,1,1,1,0.0,13.4,1.9,17,4,2.0,True,0,4,0.5
2022-04-18 19:00:00,1,1,1,1,0,0,1,1,0.0,12.5,1.9,18,0,4.0,True,0,4,0.375
2022-04-18 20:00:00,1,1,1,1,1,0,1,1,0.0,11.2,2.0,19,0,0.0,True,0,4,0.375
2022-04-18 21:00:00,1,1,1,1,1,0,1,1,0.0,9.4,1.8,20,0,0.0,True,0,4,0.625
2022-04-18 22:00:00,1,1,1,1,1,0,1,1,0.0,6.3,0.5,21,0,0.0,True,0,4,0.375
2022-04-18 23:00:00,1,1,1,1,1,1,1,1,0.0,4.6,0.7,22,0,0.0,True,0,4,0.5
2022-04-18 00:00:00,1,1,1,1,1,1,1,1,0.0,3.2,1.4,23,0,0.0,True,0,4,0.0
2022-04-19 01:00:00,1,1,1,1,1,1,1,1,0.0,2.6,1.3,0,0,,False,1,4,0.0
2022-04-19 02:00:00,1,1,1,1,1,1,1,1,0.0,2.0,1.3,1,0,0.0,False,1,4,0.0
2022-04-19 03:00:00,1,1,1,1,1,1,1,1,0.0,1.7,2.7,2,0,0.0,False,1,4,0.0
2022-04-19 04:00:00,1,1,1,1,1,1,1,1,0.0,1.4,1.7,3,0,0.0,False,1,4,0.0
2022-04-19 05:00:00,1,1,1,1,1,1,1,1,0.0,1.2,2.1,4,0,0.0,False,1,4,0.0
2022-04-19 06:00:00,1,1,1,1,1,1,1,1,0.0,0.4,1.5,5,4,0.0,False,1,4,0.625
2022-04-19 07:00:00,1,1,1,1,1,1,1,1,0.0,2.0,1.9,6,4,4.0,False,1,4,1.375
2022-04-19 08:00:00,1,1,1,1,1,0,1,1,0.0,4.5,1.2,7,1,4.0,False,1,4,3.75
2022-04-19 09:00:00,1,1,1,1,1,1,1,1,0.0,7.2,0.9,8,0,1.0,False,1,4,1.0
2022-04-19 10:00:00,1,1,1,1,1,1,1,1,0.0,9.3,1.0,9,2,0.0,False,1,4,0.375
2022-04-19 11:00:00,0,1,1,1,1,0,1,1,0.0,10.8,1.5,10,0,2.0,False,1,4,0.625
2022-04-19 12:00:00,0,1,1,1,1,0,1,1,0.0,12.8,1.8,11,1,0.0,False,1,4,0.625
2022-04-19 13:00:00,1,1,1,1,1,0,1,1,0.0,14.5,1.9,12,0,1.0,False,1,4,0.375
2022-04-19 14:00:00,0,1,1,1,1,1,1,1,0.0,15.5,2.2,13,4,0.0,False,1,4,1.625
2022-04-19 15:00:00,0,1,1,1,1,1,1,1,0.0,17.2,1.8,14,1,4.0,False,1,4,2.5
2022-04-19 16:00:00,1,1,1,1,1,0,1,1,0.0,17.4,2.8,15,1,1.0,False,1,4,1.0
2022-04-19 17:00:00,1,1,1,1,1,1,0,1,0.0,17.2,2.3,16,1,1.0,False,1,4,1.125
2022-04-19 18:00:00,1,1,1,1,1,1,0,1,0.0,17.8,2.7,17,0,1.0,False,1,4,0.875
2022-04-19 19:00:00,1,1,1,1,1,1,1,1,0.0,16.9,2.0,18,0,0.0,False,1,4,1.375
2022-04-19 20:00:00,1,1,1,0,1,1,1,1,0.0,15.9,2.0,19,0,0.0,False,1,4,0.25
2022-04-19 21:00:00,1,1,1,0,1,1,1,1,0.0,10.9,1.7,20,3,0.0,False,1,4,0.625
2022-04-19 22:00:00,1,1,1,0,1,1,1,1,0.0,9.0,2.3,21,1,3.0,False,1,4,0.75
2022-04-19 23:00:00,1,1,1,0,1,1,1,1,0.0,8.2,2.7,22,0,1.0,False,1,4,0.625
2022-04-19 00:00:00,1,1,1,0,1,1,0,1,0.0,6.9,1.2,23,0,0.0,False,1,4,0.0
2022-04-20 01:00:00,1,1,1,0,1,1,0,1,0.0,6.9,2.2,0,0,,False,2,4,0.0
2022-04-20 02:00:00,1,1,1,0,1,1,0,1,0.0,6.4,2.1,1,0,0.0,False,2,4,0.0
2022-04-20 03:00:00,1,1,1,0,1,1,0,1,0.0,4.9,1.1,2,0,0.0,False,2,4,0.0
2022-04-20 04:00:00,1,1,1,0,1,1,0,1,0.0,4.4,1.0,3,0,0.0,False,2,4,0.0
2022-04-20 05:00:00,1,1,1,0,1,1,0,1,0.0,4.1,1.2,4,0,0.0,False,2,4,0.0
2022-04-20 06:00:00,1,1,1,0,1,1,0,1,0.0,3.9,2.1,5,1,0.0,False,2,4,0.875
2022-04-20 07:00:00,1,1,1,1,1,1,0,1,0.0,5.3,1.6,6,16,1.0,False,2,4,2.0
2022-04-20 08:00:00,1,1,1,1,1,1,0,1,0.0,8.4,0.7,7,0,16.0,False,2,4,4.125
2022-04-20 09:00:00,1,1,1,1,1,1,1,1,0.0,11.1,0.6,8,1,0.0,False,2,4,1.625
2022-04-20 10:00:00,0,1,1,1,1,1,1,1,0.0,13.4,0.8,9,0,1.0,False,2,4,1.0
2022-04-20 11:00:00,0,1,1,1,1,1,1,1,0.0,14.9,1.7,10,1,0.0,False,2,4,0.75
2022-04-20 12:00:00,1,1,1,1,1,1,1,1,0.0,15.7,2.9,11,2,1.0,False,2,4,1.0
2022-04-20 13:00:00,1,1,1,0,1,1,1,1,0.0,17.3,1.4,12,1,2.0,False,2,4,0.75
2022-04-20 14:00:00,1,1,1,0,1,1,1,1,0.0,18.5,2.2,13,1,1.0,False,2,4,0.25
2022-04-20 15:00:00,0,1,1,1,1,1,1,1,0.0,18.6,3.8,14,1,1.0,False,2,4,1.25
2022-04-20 16:00:00,1,1,1,1,1,1,1,1,0.0,18.8,2.8,15,5,1.0,False,2,4,2.625
2022-04-20 17:00:00,1,1,1,1,1,1,1,1,0.0,19.2,3.6,16,3,5.0,False,2,4,1.75
2022-04-20 18:00:00,1,1,1,1,1,1,1,1,0.0,19.0,3.7,17,1,3.0,False,2,4,2.375
2022-04-20 19:00:00,1,1,1,1,1,1,1,1,0.0,18.8,2.6,18,0,1.0,False,2,4,0.625
2022-04-20 20:00:00,1,1,1,0,1,1,1,1,0.0,18.1,2.6,19,1,0.0,False,2,4,0.875
2022-04-20 21:00:00,1,1,1,1,1,1,1,1,0.0,13.8,1.8,20,3,1.0,False,2,4,1.0
2022-04-20 22:00:00,1,1,1,1,1,1,1,1,0.0,13.3,3.4,21,0,3.0,False,2,4,1.125
2022-04-20 23:00:00,1,1,1,1,1,1,1,1,0.0,12.1,3.0,22,0,0.0,False,2,4,0.875
2022-04-20 00:00:00,1,1,1,1,1,1,1,1,0.0,11.7,3.2,23,0,0.0,False,2,4,0.0
2022-04-21 01:00:00,1,1,1,1,1,1,1,1,0.0,11.5,3.9,0,0,,False,3,4,0.0
2022-04-21 02:00:00,1,1,1,1,1,1,1,1,0.0,10.4,3.2,1,0,0.0,False,3,4,0.0
2022-04-21 03:00:00,1,1,1,1,1,1,1,1,0.0,10.6,3.1,2,0,0.0,False,3,4,0.0
2022-04-21 04:00:00,1,1,1,1,1,1,1,1,0.0,9.5,3.9,3,0,0.0,False,3,4,0.0
2022-04-21 05:00:00,1,1,1,1,1,1,1,1,0.0,9.0,3.8,4,2,0.0,False,3,4,0.0
2022-04-21 06:00:00,1,1,1,1,1,1,1,1,0.0,9.0,4.3,5,6,2.0,False,3,4,1.0
2022-04-21 07:00:00,1,1,1,1,1,1,1,1,0.0,9.5,4.1,6,9,6.0,False,3,4,2.0
2022-04-21 08:00:00,1,1,1,1,1,1,1,1,0.0,10.3,3.4,7,4,9.0,False,3,4,3.0
2022-04-21 09:00:00,1,1,1,1,1,1,1,1,0.0,11.0,4.4,8,1,4.0,False,3,4,1.25
2022-04-21 10:00:00,0,1,1,1,1,1,1,1,0.0,12.6,4.4,9,1,1.0,False,3,4,1.0
2022-04-21 11:00:00,0,1,1,1,1,1,1,1,0.0,14.4,3.2,10,0,1.0,False,3,4,2.375
2022-04-21 12:00:00,1,1,1,1,1,1,1,1,0.0,14.9,3.1,11,3,0.0,False,3,4,1.375
2022-04-21 13:00:00,0,0,1,1,1,1,1,1,0.0,15.6,3.3,12,1,3.0,False,3,4,1.25
2022-04-21 14:00:00,0,0,0,1,1,1,1,1,0.0,16.8,4.1,13,3,1.0,False,3,4,1.125
2022-04-21 15:00:00,1,0,0,1,1,1,1,1,0.0,17.3,3.5,14,2,3.0,False,3,4,1.875
2022-04-21 16:00:00,1,0,0,1,1,1,1,1,0.0,17.7,3.3,15,2,2.0,False,3,4,2.0
2022-04-21 17:00:00,1,1,0,1,1,1,1,1,0.0,18.4,4.2,16,2,2.0,False,3,4,2.75
2022-04-21 18:00:00,1,1,0,1,1,1,1,1,0.0,17.9,3.5,17,0,2.0,False,3,4,2.0
2022-04-21 19:00:00,1,1,1,1,1,1,1,1,0.0,17.6,4.4,18,0,0.0,False,3,4,1.25
2022-04-21 20:00:00,1,1,1,1,1,1,1,1,0.0,16.3,2.3,19,1,0.0,False,3,4,0.75
2022-04-21 21:00:00,1,1,1,1,1,1,1,1,0.0,13.3,2.3,20,1,1.0,False,3,4,0.875
2022-04-21 22:00:00,1,1,1,1,1,1,1,1,0.0,12.5,3.4,21,0,1.0,False,3,4,1.375
2022-04-21 23:00:00,1,1,1,1,1,1,1,1,0.0,12.2,4.3,22,0,0.0,False,3,4,0.375
2022-04-21 00:00:00,1,1,1,1,1,1,1,1,0.0,11.6,3.5,23,0,0.0,False,3,4,0.0
2022-04-22 01:00:00,1,1,1,1,1,1,1,1,0.0,11.1,3.0,0,0,,False,4,4,0.0
2022-04-22 02:00:00,1,1,1,1,1,1,1,1,0.0,11.6,3.7,1,0,0.0,False,4,4,0.0
2022-04-22 03:00:00,1,1,1,1,1,1,1,1,0.0,9.7,2.9,2,0,0.0,False,4,4,0.0
2022-04-22 04:00:00,1,1,1,1,1,1,1,1,0.0,9.3,3.5,3,0,0.0,False,4,4,0.0
2022-04-22 05:00:00,1,1,1,1,1,1,1,1,0.0,8.6,3.4,4,1,0.0,False,4,4,0.0
2022-04-22 06:00:00,1,1,1,1,1,1,1,1,0.0,9.2,3.9,5,3,1.0,False,4,4,1.0
2022-04-22 07:00:00,1,1,1,1,1,1,1,1,0.0,10.3,4.7,6,6,3.0,False,4,4,2.375
2022-04-22 08:00:00,1,1,1,1,1,1,1,1,0.0,12.3,4.6,7,4,6.0,False,4,4,4.375
2022-04-22 09:00:00,1,1,1,1,1,1,1,1,0.0,13.6,6.0,8,2,4.0,False,4,4,1.25
2022-04-22 10:00:00,0,1,1,1,1,1,1,1,0.0,14.5,5.9,9,3,2.0,False,4,4,0.625
2022-04-22 11:00:00,1,0,0,1,1,1,1,1,0.0,15.3,5.7,10,0,3.0,False,4,4,0.875
2022-04-22 12:00:00,1,0,0,1,1,1,1,1,0.0,16.3,5.8,11,0,0.0,False,4,4,0.375
2022-04-22 13:00:00,0,1,0,1,1,1,1,1,0.0,17.6,4.8,12,2,0.0,False,4,4,1.0
2022-04-22 14:00:00,0,1,1,1,1,0,1,1,0.0,18.4,6.1,13,1,2.0,False,4,4,1.125
2022-04-22 15:00:00,1,1,1,1,1,0,1,1,0.0,18.9,5.5,14,1,1.0,False,4,4,1.75
2022-04-22 16:00:00,1,1,1,1,1,0,1,1,0.0,19.2,4.6,15,1,1.0,False,4,4,2.875
2022-04-22 17:00:00,1,1,1,1,1,0,1,1,0.0,19.4,5.1,16,4,1.0,False,4,4,1.5
2022-04-22 18:00:00,1,1,1,1,1,1,1,1,0.0,19.2,5.1,17,2,4.0,False,4,4,1.625
2022-04-22 19:00:00,1,1,1,1,1,1,1,1,0.0,18.8,4.0,18,1,2.0,False,4,4,1.5
2022-04-22 20:00:00,1,1,1,1,1,1,1,1,0.0,17.5,4.3,19,1,1.0,False,4,4,0.625
2022-04-22 21:00:00,1,1,1,1,1,1,1,1,0.0,15.6,5.2,20,3,1.0,False,4,4,0.5
2022-04-22 22:00:00,1,1,1,1,1,1,1,1,0.0,13.8,4.8,21,0,3.0,False,4,4,0.5
2022-04-22 23:00:00,1,1,1,1,1,1,1,1,0.0,12.9,4.5,22,1,0.0,False,4,4,0.5
2022-04-22 00:00:00,1,1,1,1,1,1,1,1,0.0,12.0,5.0,23,0,1.0,False,4,4,0.0
2022-04-23 01:00:00,1,1,1,1,1,1,1,1,0.0,11.4,4.8,0,0,,False,5,4,0.0
2022-04-23 02:00:00,1,1,1,1,1,1,1,1,0.0,10.6,3.7,1,0,0.0,False,5,4,0.0
2022-04-23 03:00:00,1,1,1,1,1,1,1,1,0.0,10.2,2.2,2,0,0.0,False,5,4,0.0
2022-04-23 04:00:00,1,1,1,1,1,1,1,1,0.0,9.0,3.0,3,0,0.0,False,5,4,0.0
2022-04-23 05:00:00,1,1,1,1,1,1,1,1,0.0,7.9,1.6,4,1,0.0,False,5,4,0.125
2022-04-23 06:00:00,1,1,1,1,1,1,1,1,0.0,7.4,1.5,5,0,1.0,False,5,4,0.0
2022-04-23 07:00:00,1,1,1,1,1,1,1,1,0.0,7.7,4.5,6,0,0.0,False,5,4,0.375
2022-04-23 08:00:00,1,1,1,1,1,1,1,1,0.0,8.4,4.2,7,1,0.0,False,5,4,0.375
2022-04-23 09:00:00,1,1,1,1,1,1,1,1,0.0,9.0,4.1,8,0,1.0,False,5,4,1.125
2022-04-23 10:00:00,1,1,1,1,1,1,1,1,0.0,9.9,4.0,9,1,0.0,False,5,4,1.375
2022-04-23 11:00:00,1,1,1,1,1,1,1,1,0.0,10.9,4.7,10,4,1.0,False,5,4,1.125
2022-04-23 12:00:00,1,1,1,1,1,1,1,1,0.0,11.1,5.0,11,1,4.0,False,5,4,2.125
2022-04-23 13:00:00,1,1,1,1,1,1,1,1,0.0,11.9,5.9,12,3,1.0,False,5,4,1.125
2022-04-23 14:00:00,1,1,1,1,1,0,1,1,0.0,12.6,5.2,13,7,3.0,False,5,4,1.625
2022-04-23 15:00:00,1,1,1,1,1,1,1,1,0.0,13.4,3.2,14,2,7.0,False,5,4,2.125
2022-04-23 16:00:00,1,1,1,1,1,0,1,1,0.0,12.5,6.0,15,1,2.0,False,5,4,1.375
2022-04-23 17:00:00,1,1,1,1,1,1,1,1,0.0,13.1,5.8,16,1,1.0,False,5,4,1.625
2022-04-23 18:00:00,1,1,1,1,1,0,1,1,0.0,11.9,6.5,17,2,1.0,False,5,4,0.875
