,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour
2022-04-01 00:00:00+00:00,0.0,-1.2,2.1,2,0,4,0,False,
2022-04-01 01:00:00+00:00,0.0,-2.7,1.2,2,0,4,1,False,0.0
2022-04-01 02:00:00+00:00,0.0,-2.2,2.1,2,0,4,2,False,0.0
2022-04-01 03:00:00+00:00,0.0,-3.2,0.8,2,0,4,3,False,0.0
2022-04-01 04:00:00+00:00,0.0,-4.0,1.7,2,0,4,4,False,0.0
2022-04-01 05:00:00+00:00,0.0,-3.9,1.8,2,0,4,5,False,0.0
2022-04-01 06:00:00+00:00,0.0,-2.8,2.1,2,0,4,6,False,0.0
2022-04-01 07:00:00+00:00,0.0,-2.8,0.7,4,0,4,7,False,0.0
2022-04-01 08:00:00+00:00,0.0,-3.0,2.4,4,0,4,8,False,0.0
2022-04-01 09:00:00+00:00,0.0,-3.2,2.6,4,0,4,9,False,0.0
2022-04-01 10:00:00+00:00,0.0,-3.8,1.1,4,0,4,10,False,0.0
2022-04-01 11:00:00+00:00,0.0,-2.5,1.2,4,0,4,11,False,0.0
2022-04-22 12:00:00+00:00,0.0,17.6,4.8,1,1,4,12,False,0.0
2022-04-22 13:00:00+00:00,0.0,18.4,6.1,1,3,4,13,False,1.0
2022-04-22 14:00:00+00:00,0.0,18.9,5.5,1,0,4,14,False,3.0
2022-04-22 15:00:00+00:00,0.0,19.2,4.6,1,1,4,15,False,0.0
2022-04-22 16:00:00+00:00,0.0,19.4,5.1,2,0,4,16,False,1.0
2022-04-22 17:00:00+00:00,0.0,19.2,5.1,2,0,4,17,False,0.0
2022-04-22 18:00:00+00:00,0.0,18.8,4,2,0,4,18,False,0.0
2022-04-22 19:00:00+00:00,0.0,17.5,4.3,2,0,4,19,False,0.0
2022-04-22 20:00:00+00:00,0.0,15.6,5.2,2,1,4,20,False,0.0
2022-04-22 21:00:00+00:00,0.0,13.8,4.8,2,0,4,21,False,1.0
