dateTime,nedør,temp,vind,hour,count,count_last_hour,isHoliday,weekday,month,availability,Mean_close_count_last_hour
2022-06-17 01:00:00,0.0,12.3,1.1,0,0,,False,4,6,1,0
2022-06-17 02:00:00,0.0,11.7,1.5,1,0,0.0,False,4,6,1,0
2022-06-17 03:00:00,0.0,11.4,1.4,2,0,0.0,False,4,6,1,0
2022-06-17 04:00:00,0.0,10.7,2.0,3,0,0.0,False,4,6,1,0
2022-06-17 05:00:00,0.0,10.5,1.8,4,0,0.0,False,4,6,1,0
2022-06-17 06:00:00,0.0,12.7,0.5,5,0,0.0,False,4,6,1,0
2022-06-17 07:00:00,0.0,15.0,1.3,6,0,0.0,False,4,6,1,0
2022-06-17 08:00:00,0.0,17.2,1.1,7,0,0.0,False,4,6,1,0
2022-06-17 09:00:00,0.0,18.8,1.4,8,0,0.0,False,4,6,1,0
2022-06-17 10:00:00,0.0,19.9,1.9,9,0,0.0,False,4,6,1,0
2022-06-17 11:00:00,0.0,20.6,1.7,10,0,0.0,False,4,6,1,0
2022-06-17 12:00:00,0.0,21.1,2.6,11,0,0.0,False,4,6,1,0
2022-06-17 13:00:00,0.0,21.0,3.5,12,5,0.0,False,4,6,1,0
2022-06-17 14:00:00,0.0,21.2,2.7,13,3,5.0,False,4,6,1,1
2022-06-17 15:00:00,0.0,20.0,6.2,14,0,3.0,False,4,6,0,0
2022-06-17 16:00:00,0.0,18.7,4.3,15,1,0.0,False,4,6,1,1
2022-06-17 17:00:00,0.0,18.0,4.8,16,0,1.0,False,4,6,1,0
2022-06-17 18:00:00,0.2,17.0,4.6,17,0,0.0,False,4,6,1,0
2022-06-17 19:00:00,0.5,15.5,4.4,18,0,0.0,False,4,6,1,0
2022-06-17 20:00:00,2.8,13.7,5.7,19,0,0.0,False,4,6,1,0
2022-06-17 21:00:00,2.6,13.9,3.7,20,0,0.0,False,4,6,1,0
2022-06-17 22:00:00,0.3,13.9,4.0,21,0,0.0,False,4,6,1,0
2022-06-17 23:00:00,1.1,14.1,2.4,22,0,0.0,False,4,6,1,0
2022-06-17 00:00:00,0.1,14.2,3.2,23,0,0.0,False,4,6,1,0
2022-06-18 01:00:00,0.0,14.3,2.5,0,0,,False,5,6,1,0
2022-06-18 02:00:00,0.0,14.2,2.0,1,0,0.0,False,5,6,1,0
2022-06-18 03:00:00,0.0,14.0,1.7,2,0,0.0,False,5,6,1,0
2022-06-18 04:00:00,0.0,14.0,2.3,3,0,0.0,False,5,6,1,0
2022-06-18 05:00:00,0.0,13.9,2.0,4,0,0.0,False,5,6,1,0
2022-06-18 06:00:00,0.0,14.0,1.9,5,0,0.0,False,5,6,1,0
2022-06-18 07:00:00,0.0,14.3,1.8,6,0,0.0,False,5,6,1,0
2022-06-18 08:00:00,0.0,14.9,1.9,7,0,0.0,False,5,6,1,0
2022-06-18 09:00:00,0.0,16.3,4.9,8,0,0.0,False,5,6,1,0
2022-06-18 10:00:00,0.0,16.8,6.2,9,1,0.0,False,5,6,1,0
2022-06-18 11:00:00,0.0,18.0,5.1,10,1,1.0,False,5,6,1,1
