Unnamed: 0,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,bike_availability_x,dock_availability_x,bike_availability_y,dock_availability_y,bike_availability_x,dock_availability_x,bike_availability_y,dock_availability_y,bike_availability_x,dock_availability_x,bike_availability_y,dock_availability_y,availability,dock_availability
2022-08-01 00:00:00+00:00,0.2,-3.5,6.1,8,0,0,0,False,,0.8611111111111112,0.8611111111111112,0.8611111111111112,0.8611111111111112,0.8611111111111112,0.8611111111111112,0.0,0.0,0.8611111111111112,0.8611111111111112,0.8611111111111112,0.8611111111111112,0.48,0.4944444444444444
2022-08-01 01:00:00+00:00,0.1,-3.4,6.1,8,0,0,1,False,0.0,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.0,0.0,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224
2022-08-01 02:00:00+00:00,0.3,-3.5,4.1,8,0,0,2,False,0.0,0.9755555555555554,0.9755555555555554,0.9755555555555554,0.9755555555555554,0.9755555555555554,0.9755555555555554,0.0,0.0,0.9755555555555554,0.9755555555555554,0.9755555555555554,0.9755555555555554,0.9755555555555554,0.9755555555555554
2022-08-01 03:00:00+00:00,0.2,-3.5,4.3,8,0,0,3,False,0.0,0.9811111111111108,0.9811111111111108,0.9811111111111108,0.9811111111111108,0.9811111111111108,0.9811111111111108,0.0,0.0,0.9811111111111108,0.9811111111111108,0.9811111111111108,0.9811111111111108,0.9811111111111108,0.9811111111111108
2022-08-01 04:00:00+00:00,0.2,-3.4,4.3,8,2,0,4,False,0.0,0.9988888888888888,0.9988888888888888,0.9988888888888888,0.9988888888888888,0.9988888888888888,0.9988888888888888,0.0,0.0,0.9988888888888888,0.9988888888888888,0.9988888888888888,0.9988888888888888,0.9988888888888888,0.9988888888888888
2022-08-01 05:00:00+00:00,0.2,-3.5,5.0,8,0,0,5,False,2.0,0.9980555555555554,0.9980555555555554,0.9980555555555554,0.9980555555555554,0.9980555555555554,0.9980555555555554,0.0,0.0,0.9980555555555554,0.9980555555555554,0.9980555555555554,0.9980555555555554,0.9980555555555554,0.9980555555555554
2022-08-01 06:00:00+00:00,0.0,-3.3,4.0,8,0,0,6,False,0.0,0.9830555555555556,0.9830555555555556,0.9830555555555556,0.9830555555555556,0.9830555555555556,0.9830555555555556,0.0,0.0,0.9830555555555556,0.9830555555555556,0.9830555555555556,0.9830555555555556,0.9830555555555556,0.9830555555555556
2022-08-01 07:00:00+00:00,0.3,-3.7,3.6,0,0,0,7,False,0.0,0.96,0.96,0.96,0.96,0.96,0.96,0.0,0.0,0.96,0.96,0.96,0.96,0.9455555555555556,0.9163888888888888
2022-08-01 08:00:00+00:00,0.2,-3.6,3.6,0,0,0,8,False,0.0,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.2928703703703704,0.1172222222222222,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.0,0.0
2022-08-01 09:00:00+00:00,0.3,-3.7,2.6,0,0,0,9,False,0.0,0.6124999999999998,0.6119444444444444,0.9958333333333332,0.9958333333333332,0.9958333333333332,0.9958333333333332,0.0158333333333333,0.0,0.9958333333333332,0.9958333333333332,0.9958333333333332,0.9958333333333332,0.0,0.0
2022-08-01 10:00:00+00:00,0.0,-3.5,3.9,7,1,0,10,False,0.0,0.981111111111111,0.981111111111111,0.981111111111111,0.981111111111111,0.981111111111111,0.981111111111111,0.0837962962962963,0.0,0.981111111111111,0.981111111111111,0.981111111111111,0.981111111111111,0.0,0.0
2022-08-01 11:00:00+00:00,0.1,-3.3,2.6,7,2,0,11,False,1.0,0.982777777777778,0.982777777777778,0.982777777777778,0.982777777777778,0.982777777777778,0.982777777777778,0.6551851851851853,0.0,0.982777777777778,0.982777777777778,0.982777777777778,0.982777777777778,0.0,0.0
2022-08-01 12:00:00+00:00,0.1,-3.0,2.4,7,2,0,12,False,2.0,0.9908333333333332,0.9908333333333332,0.5783333333333334,0.5258333333333333,0.0436111111111111,0.0125,0.6605555555555555,0.0,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.7819444444444444,0.7977777777777777
2022-08-01 13:00:00+00:00,0.0,-2.6,2.0,7,2,0,13,False,2.0,0.9794444444444445,0.9794444444444445,0.9794444444444445,0.9794444444444445,0.0,0.0,0.6353703703703703,0.0,0.9794444444444445,0.9794444444444445,0.9794444444444445,0.9794444444444445,0.9794444444444445,0.9794444444444445
2022-08-01 14:00:00+00:00,0.0,-2.5,1.7,7,1,0,14,False,2.0,0.9805555555555556,0.9805555555555556,0.8608333333333333,0.8305555555555556,0.0,0.0,0.2242592592592592,0.1858333333333333,0.9805555555555556,0.9805555555555556,0.9805555555555556,0.9805555555555556,0.8438888888888889,0.8594444444444445
2022-08-01 15:00:00+00:00,0.0,-2.6,2.5,7,5,0,15,False,1.0,0.9788888888888888,0.9788888888888888,0.5522222222222222,0.5830555555555555,0.7327777777777779,0.7475000000000002,0.3010185185185185,0.1102777777777777,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.9788888888888888
2022-08-01 16:00:00+00:00,0.0,-3.0,2.4,7,0,0,16,False,5.0,0.9816666666666664,0.9816666666666664,0.9816666666666664,0.9816666666666664,0.9816666666666664,0.9816666666666664,0.1886111111111111,0.0,0.9816666666666664,0.9816666666666664,0.9816666666666664,0.9816666666666664,0.52,0.5127777777777778
2022-08-01 17:00:00+00:00,0.0,-2.7,2.5,7,1,0,17,False,0.0,0.9794444444444442,0.9794444444444442,0.9794444444444442,0.9794444444444442,0.9794444444444442,0.9794444444444442,0.0996296296296296,0.0,0.9794444444444442,0.9794444444444442,0.9794444444444442,0.9794444444444442,0.9794444444444442,0.9794444444444442
2022-08-01 18:00:00+00:00,0.0,-2.8,2.9,7,0,0,18,False,1.0,0.9777777777777776,0.9777777777777776,0.9777777777777776,0.9777777777777776,0.9777777777777776,0.9777777777777776,0.4934259259259259,0.0,0.9777777777777776,0.9777777777777776,0.9777777777777776,0.9777777777777776,0.9777777777777776,0.9777777777777776
