Unnamed: 0,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,month,bike_availability_430.0,dock_availability_430.0,bike_availability_615.0,dock_availability_615.0,bike_availability_623.0,dock_availability_623.0,bike_availability_2280.0,dock_availability_2280.0,bike_availability_387.0,dock_availability_387.0,num_bikes_available
2022-08-01 00:00:00+00:00,0.2,-3.5,6.1,8,0,0,0,False,,8,0.8611111111111112,0.8611111111111112,0.8611111111111112,0.8611111111111112,0.8611111111111112,0.8611111111111112,0.0,0.0,0.8611111111111112,0.8611111111111112,11
2022-08-01 01:00:00+00:00,0.1,-3.4,6.1,8,0,0,1,False,0.0,8,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.0,0.0,0.9797222222222224,0.9797222222222224,11
2022-08-01 02:00:00+00:00,0.3,-3.5,4.1,8,0,0,2,False,0.0,8,0.9755555555555554,0.9755555555555554,0.9755555555555554,0.9755555555555554,0.9755555555555554,0.9755555555555554,0.0,0.0,0.9755555555555554,0.9755555555555554,11
2022-08-01 03:00:00+00:00,0.2,-3.5,4.3,8,0,0,3,False,0.0,8,0.9811111111111108,0.9811111111111108,0.9811111111111108,0.9811111111111108,0.9811111111111108,0.9811111111111108,0.0,0.0,0.9811111111111108,0.9811111111111108,11
2022-08-01 04:00:00+00:00,0.2,-3.4,4.3,8,0,0,4,False,0.0,8,0.9988888888888888,0.9988888888888888,0.9988888888888888,0.9988888888888888,0.9988888888888888,0.9988888888888888,0.0,0.0,0.9988888888888888,0.9988888888888888,11
2022-08-01 05:00:00+00:00,0.2,-3.5,5.0,8,3,0,5,False,0.0,8,0.9980555555555554,0.9980555555555554,0.9980555555555554,0.9980555555555554,0.9980555555555554,0.9980555555555554,0.0,0.0,0.9980555555555554,0.9980555555555554,11
2022-08-01 06:00:00+00:00,0.0,-3.3,4.0,8,2,0,6,False,3.0,8,0.9830555555555556,0.9830555555555556,0.9830555555555556,0.9830555555555556,0.9830555555555556,0.9830555555555556,0.0,0.0,0.9830555555555556,0.9830555555555556,11
2022-08-01 07:00:00+00:00,0.3,-3.7,3.6,0,0,0,7,False,2.0,8,0.96,0.96,0.96,0.96,0.96,0.96,0.0,0.0,0.96,0.96,13
2022-08-01 08:00:00+00:00,0.2,-3.6,3.6,0,1,0,8,False,0.0,8,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.6633333333333333,0.655,0.6627777777777777,0.6647222222222222,11
2022-08-01 09:00:00+00:00,0.3,-3.7,2.6,0,1,0,9,False,1.0,8,0.9958333333333332,0.9958333333333332,0.9958333333333332,0.9958333333333332,0.9958333333333332,0.9958333333333332,0.0,0.0,0.9283333333333332,0.8980555555555555,16
2022-08-01 10:00:00+00:00,0.0,-3.5,3.9,7,0,0,10,False,1.0,8,0.981111111111111,0.981111111111111,0.981111111111111,0.981111111111111,0.981111111111111,0.981111111111111,0.0,0.0,0.2816666666666667,0.2511111111111111,20
2022-08-01 11:00:00+00:00,0.1,-3.3,2.6,7,0,0,11,False,0.0,8,0.982777777777778,0.982777777777778,0.982777777777778,0.982777777777778,0.982777777777778,0.982777777777778,0.0,0.0,0.0,0.0,21
2022-08-01 12:00:00+00:00,0.1,-3.0,2.4,7,2,0,12,False,0.0,8,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.0991666666666666,0.0777777777777777,0.0,0.0,0.0,0.0277777777777777,20
2022-08-01 13:00:00+00:00,0.0,-2.6,2.0,7,0,0,13,False,2.0,8,0.9794444444444445,0.9794444444444445,0.9794444444444445,0.9794444444444445,0.3833333333333333,0.9502777777777776,0.2366666666666666,0.8727777777777778,0.9794444444444445,0.9794444444444445,20
2022-08-01 14:00:00+00:00,0.0,-2.5,1.7,7,5,0,14,False,0.0,8,0.9805555555555556,0.9805555555555556,0.9805555555555556,0.9805555555555556,0.9805555555555556,0.9805555555555556,0.9805555555555556,0.9805555555555556,0.1152777777777777,0.0922222222222222,21
2022-08-01 15:00:00+00:00,0.0,-2.6,2.5,7,1,0,15,False,5.0,8,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.9788888888888888,20
2022-08-01 16:00:00+00:00,0.0,-3.0,2.4,7,1,0,16,False,1.0,8,0.9816666666666664,0.9816666666666664,0.9816666666666664,0.9816666666666664,0.9816666666666664,0.9816666666666664,0.9816666666666664,0.9816666666666664,0.9816666666666664,0.9816666666666664,23
2022-08-01 17:00:00+00:00,0.0,-2.7,2.5,7,1,0,17,False,1.0,8,0.9794444444444442,0.9794444444444442,0.9794444444444442,0.9794444444444442,0.9794444444444442,0.9794444444444442,0.9794444444444442,0.9794444444444442,0.9794444444444442,0.9794444444444442,10
2022-08-01 18:00:00+00:00,0.0,-2.8,2.9,7,2,0,18,False,1.0,8,0.9777777777777776,0.9777777777777776,0.9777777777777776,0.9777777777777776,0.9777777777777776,0.9777777777777776,0.9777777777777776,0.9777777777777776,0.9777777777777776,0.9777777777777776,2
2022-08-01 19:00:00+00:00,0.0,-2.8,2.7,8,0,0,19,False,2.0,8,0.976111111111111,0.976111111111111,0.976111111111111,0.976111111111111,0.976111111111111,0.976111111111111,0.976111111111111,0.976111111111111,0.976111111111111,0.976111111111111,2
2022-08-01 20:00:00+00:00,0.0,-2.7,3.1,8,3,0,20,False,0.0,8,0.9705555555555552,0.9705555555555552,0.9705555555555552,0.9705555555555552,0.9705555555555552,0.9705555555555552,0.9705555555555552,0.9705555555555552,0.9705555555555552,0.9705555555555552,4
