Unnamed: 0,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,bike_availability_x,dock_availability_x,bike_availability_y,dock_availability_y,availability,dock_availability
2022-06-01 00:00:00+00:00,0.0,-3.7,2.2,0,0,2,0,False,,0.9963888888888884,0.9963888888888884,0.4981944444444442,0.0,0.9963888888888884,0.9963888888888884
2022-06-01 01:00:00+00:00,0.0,-4.4,0.5,0,0,2,1,False,0.0,0.7716666666666668,0.9797222222222224,0.4898611111111112,0.0,0.9797222222222224,0.9797222222222224
2022-06-01 02:00:00+00:00,0.0,-1.7,5.3,0,0,2,2,False,0.0,0.6577777777777777,0.9866666666666666,0.4933333333333333,0.0,0.9866666666666666,0.9866666666666666
2022-06-01 03:00:00+00:00,0.0,-4.3,2.5,0,0,2,3,False,0.0,0.6546296296296296,0.9819444444444444,0.4909722222222222,0.0,0.9819444444444444,0.9819444444444444
2022-06-01 04:00:00+00:00,0.0,-4.3,3.8,0,1,2,4,False,0.0,0.6525925925925927,0.978888888888889,0.4894444444444445,0.0,0.978888888888889,0.978888888888889
2022-06-01 05:00:00+00:00,0.0,-3.8,3.7,0,5,2,5,False,1.0,0.6160185185185189,0.8497222222222226,0.7033333333333336,0.4244444444444445,0.9966666666666671,0.9966666666666671
2022-06-01 06:00:00+00:00,0.0,-4.5,1.4,0,8,2,6,False,5.0,0.6564814814814813,0.984722222222222,0.984722222222222,0.984722222222222,0.984722222222222,0.984722222222222
2022-06-01 07:00:00+00:00,0.0,-5.1,1.0,4,3,2,7,False,8.0,0.3596296296296297,0.2941666666666667,0.9783333333333334,0.9783333333333334,0.9783333333333334,0.9783333333333334
2022-06-01 08:00:00+00:00,0.0,-5.3,0.5,4,3,2,8,False,3.0,0.5537037037037037,0.7794444444444446,0.9880555555555556,0.9880555555555556,0.9880555555555556,0.9880555555555556
2022-06-01 09:00:00+00:00,0.0,-5.4,2.2,4,1,2,9,False,3.0,0.4618518518518518,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.9908333333333332
2022-06-01 10:00:00+00:00,0.0,-5.9,1.1,2,2,2,10,False,1.0,0.8811111111111112,0.9816666666666668,0.9816666666666668,0.9816666666666668,0.9816666666666668,0.9816666666666668
2022-06-01 11:00:00+00:00,0.0,-4.6,1.3,2,1,2,11,False,2.0,0.5949074074074074,0.986388888888889,0.986388888888889,0.986388888888889,0.986388888888889,0.986388888888889
2022-06-01 12:00:00+00:00,0.0,-4.2,1.2,2,1,2,12,False,1.0,0.3279629629629629,0.9838888888888888,0.9838888888888888,0.9838888888888888,0.9838888888888888,0.9838888888888888
2022-06-01 13:00:00+00:00,0.0,-2.7,1.5,2,4,2,13,False,1.0,0.4068518518518518,0.9899999999999998,0.9899999999999998,0.9899999999999998,0.9899999999999998,0.9899999999999998
2022-06-01 14:00:00+00:00,0.0,-3.9,0.2,2,3,2,14,False,4.0,0.3757407407407407,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.9908333333333332
2022-06-01 15:00:00+00:00,0.0,-4.0,0.8,2,3,2,15,False,3.0,0.5467592592592591,0.9874999999999996,0.9874999999999996,0.9874999999999996,0.9874999999999996,0.9874999999999996
2022-06-01 16:00:00+00:00,0.0,-6.6,0.0,1,1,2,16,False,3.0,0.6548148148148147,0.982222222222222,0.982222222222222,0.982222222222222,0.982222222222222,0.982222222222222
2022-06-01 17:00:00+00:00,0.0,-7.7,1.6,1,1,2,17,False,1.0,0.3796296296296295,0.9911111111111108,0.9911111111111108,0.9911111111111108,0.9911111111111108,0.9911111111111108
2022-06-01 18:00:00+00:00,0.0,-8.5,1.1,1,0,2,18,False,1.0,0.3097222222222222,0.3402777777777778,0.7116666666666664,0.989444444444444,0.989444444444444,0.989444444444444
2022-06-01 19:00:00+00:00,0.0,-9.0,1.7,0,0,2,19,False,0.0,0.5794444444444444,0.9258333333333332,0.8504166666666666,0.9933333333333332,0.9933333333333332,0.9933333333333332
2022-06-01 20:00:00+00:00,0.0,-9.0,2.7,0,1,2,20,False,0.0,0.4263888888888887,0.9983333333333332,0.5240277777777776,0.9983333333333332,0.9983333333333332,0.9983333333333332
2022-06-01 21:00:00+00:00,0.0,-9.5,1.8,0,0,2,21,False,1.0,0.7053703703703701,0.9899999999999995,0.4949999999999998,0.9899999999999995,0.9899999999999995,0.9899999999999995
