Unnamed: 0,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,bike_availability_x,dock_availability_x,bike_availability_y,dock_availability_y,bike_availability_x,dock_availability_x,bike_availability_y,dock_availability_y,bike_availability_x,dock_availability_x,bike_availability_y,dock_availability_y,bike_availability_x,dock_availability_x,bike_availability_y,dock_availability_y,bike_availability_x,dock_availability_x,bike_availability_y,dock_availability_y,bike_availability,dock_availability_x,availability,dock_availability_y
2022-06-01 00:00:00+00:00,0.0,-3.7,2.2,0,0,2,0,False,,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9058080808080804,0.9963888888888884
2022-06-01 01:00:00+00:00,0.0,-4.4,0.5,0,0,2,1,False,0.0,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.8906565656565658,0.9797222222222224
2022-06-01 02:00:00+00:00,0.0,-1.7,5.3,0,0,2,2,False,0.0,0.9866666666666666,0.9866666666666666,0.9866666666666666,0.9866666666666666,0.9866666666666666,0.9866666666666666,0.9866666666666666,0.9866666666666666,0.9866666666666666,0.9866666666666666,0.9866666666666666,0.9866666666666666,0.9866666666666666,0.9866666666666666,0.9866666666666666,0.9866666666666666,0.9866666666666666,0.9866666666666666,0.9866666666666666,0.9866666666666666,0.9866666666666666,0.9866666666666666,0.8969696969696969,0.9866666666666666
2022-06-01 03:00:00+00:00,0.0,-4.3,2.5,0,1,2,3,False,0.0,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.8926767676767677,0.9819444444444444
2022-06-01 04:00:00+00:00,0.0,-4.3,3.8,0,1,2,4,False,1.0,0.978888888888889,0.978888888888889,0.978888888888889,0.978888888888889,0.978888888888889,0.978888888888889,0.978888888888889,0.978888888888889,0.978888888888889,0.978888888888889,0.978888888888889,0.978888888888889,0.978888888888889,0.978888888888889,0.978888888888889,0.978888888888889,0.978888888888889,0.978888888888889,0.978888888888889,0.978888888888889,0.978888888888889,0.978888888888889,0.88989898989899,0.978888888888889
2022-06-01 05:00:00+00:00,0.0,-3.8,3.7,0,12,2,5,False,1.0,0.9966666666666671,0.9966666666666671,0.9966666666666671,0.9966666666666671,0.9966666666666671,0.9966666666666671,0.9966666666666671,0.9966666666666671,0.9966666666666671,0.9966666666666671,0.9966666666666671,0.9966666666666671,0.9966666666666671,0.9966666666666671,0.9966666666666671,0.9966666666666671,0.9966666666666671,0.9966666666666671,0.9966666666666671,0.9966666666666671,0.9966666666666671,0.9966666666666671,0.9884848484848492,0.9966666666666671
2022-06-01 06:00:00+00:00,0.0,-4.5,1.4,0,12,2,6,False,12.0,0.984722222222222,0.984722222222222,0.984722222222222,0.984722222222222,0.984722222222222,0.984722222222222,0.984722222222222,0.984722222222222,0.984722222222222,0.984722222222222,0.984722222222222,0.984722222222222,0.984722222222222,0.984722222222222,0.984722222222222,0.984722222222222,0.984722222222222,0.984722222222222,0.984722222222222,0.984722222222222,0.984722222222222,0.984722222222222,0.9275757575757576,0.984722222222222
2022-06-01 07:00:00+00:00,0.0,-5.1,1.0,4,6,2,7,False,12.0,0.9783333333333334,0.9783333333333334,0.9783333333333334,0.9783333333333334,0.9783333333333334,0.9783333333333334,0.9783333333333334,0.9783333333333334,0.9783333333333334,0.9783333333333334,0.9783333333333334,0.9783333333333334,0.9783333333333334,0.9783333333333334,0.9783333333333334,0.9783333333333334,0.9783333333333334,0.9783333333333334,0.9783333333333334,0.9783333333333334,0.9783333333333334,0.9783333333333334,0.8366666666666668,0.9636111111111112
2022-06-01 08:00:00+00:00,0.0,-5.3,0.5,4,6,2,8,False,6.0,0.9880555555555556,0.9880555555555556,0.9880555555555556,0.9880555555555556,0.9880555555555556,0.9880555555555556,0.9880555555555556,0.9880555555555556,0.9880555555555556,0.9880555555555556,0.9880555555555556,0.9880555555555556,0.7405555555555555,0.6863888888888888,0.9880555555555556,0.9880555555555556,0.7405555555555555,0.6863888888888888,0.7405555555555555,0.6863888888888888,0.7405555555555555,0.6863888888888888,0.7117171717171717,0.9880555555555556
2022-06-01 09:00:00+00:00,0.0,-5.4,2.2,4,8,2,9,False,6.0,0.0041666666666666,0.0,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.0508333333333333,0.0455555555555555,0.9908333333333332,0.9908333333333332,0.0508333333333333,0.0455555555555555,0.0508333333333333,0.0455555555555555,0.0508333333333333,0.0455555555555555,0.5128282828282827,0.9908333333333332
2022-06-01 10:00:00+00:00,0.0,-5.9,1.1,2,4,2,10,False,8.0,0.1658333333333333,0.1661111111111111,0.0883333333333333,0.0505555555555555,0.0883333333333333,0.0505555555555555,0.0883333333333333,0.0505555555555555,0.0883333333333333,0.0505555555555555,0.0883333333333333,0.0505555555555555,0.4522222222222223,0.4672222222222223,0.0883333333333333,0.0505555555555555,0.4522222222222223,0.4672222222222223,0.4522222222222223,0.4672222222222223,0.4522222222222223,0.4672222222222223,0.3216414141414142,0.6797222222222224
2022-06-01 11:00:00+00:00,0.0,-4.6,1.3,2,11,2,11,False,4.0,0.0,0.0,0.6966666666666668,0.7286111111111113,0.6966666666666668,0.7286111111111113,0.6966666666666668,0.7286111111111113,0.6966666666666668,0.7286111111111113,0.6966666666666668,0.7286111111111113,0.986388888888889,0.986388888888889,0.6966666666666668,0.7286111111111113,0.986388888888889,0.986388888888889,0.986388888888889,0.986388888888889,0.986388888888889,0.986388888888889,0.35,0.5038888888888889
2022-06-01 12:00:00+00:00,0.0,-4.2,1.2,2,9,2,12,False,11.0,0.2852777777777778,0.2544444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9838888888888888,0.9838888888888888,0.0,0.0,0.9838888888888888,0.9838888888888888,0.9838888888888888,0.9838888888888888,0.9838888888888888,0.9838888888888888,0.0609090909090909,0.0527777777777777
2022-06-01 13:00:00+00:00,0.0,-2.7,1.5,2,18,2,13,False,9.0,0.4394444444444444,0.4313888888888889,0.6244444444444445,0.6558333333333334,0.6244444444444445,0.6558333333333334,0.6244444444444445,0.6558333333333334,0.6244444444444445,0.6558333333333334,0.6244444444444445,0.6558333333333334,0.9899999999999998,0.9899999999999998,0.6244444444444445,0.6558333333333334,0.9899999999999998,0.9899999999999998,0.9899999999999998,0.9899999999999998,0.9899999999999998,0.9899999999999998,0.1906565656565656,0.6175
2022-06-01 14:00:00+00:00,0.0,-3.9,0.2,2,24,2,14,False,18.0,0.6388888888888887,0.653611111111111,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.1894444444444444,0.6233333333333332
2022-06-01 15:00:00+00:00,0.0,-4.0,0.8,2,22,2,15,False,24.0,0.9874999999999996,0.9874999999999996,0.9874999999999996,0.9874999999999996,0.9874999999999996,0.9874999999999996,0.9874999999999996,0.9874999999999996,0.9874999999999996,0.9874999999999996,0.9874999999999996,0.9874999999999996,0.9874999999999996,0.9874999999999996,0.9874999999999996,0.9874999999999996,0.9874999999999996,0.9874999999999996,0.9874999999999996,0.9874999999999996,0.9874999999999996,0.9874999999999996,0.3144949494949494,0.8119444444444442
