Unnamed: 0,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,bike_availability_5,dock_availability_5,availability,dock_availability
2022-09-01 00:00:00+00:00,0.0,-2.5,3.4,8,0,3,0,False,,0.9830555555555558,0.9830555555555558,0.9830555555555558,0.9830555555555558
2022-09-01 01:00:00+00:00,0.0,-2.5,4.1,8,0,3,1,False,0.0,0.9825,0.9825000000000004,0.9825000000000002,0.9825000000000004
2022-09-01 02:00:00+00:00,0.0,-2.3,3.6,8,0,3,2,False,0.0,1.0,1.0,1.0,1.0
2022-09-01 03:00:00+00:00,0.0,-2.0,4.3,8,2,3,3,False,0.0,0.9791666666666666,0.9791666666666669,0.9791666666666669,0.9791666666666669
2022-09-01 04:00:00+00:00,0.0,-1.7,4.1,8,17,3,4,False,2.0,0.9836111111111112,0.9836111111111114,0.9836111111111114,0.9836111111111114
2022-09-01 05:00:00+00:00,0.0,-1.8,3.7,8,6,3,5,False,17.0,0.9822222222222226,0.9822222222222222,0.9822222222222224,0.9822222222222222
2022-09-01 06:00:00+00:00,0.0,-1.9,3.5,8,15,3,6,False,6.0,0.9838888888888886,0.983888888888889,0.9838888888888888,0.983888888888889
2022-09-01 07:00:00+00:00,0.0,-1.7,3.7,8,4,3,7,False,15.0,0.997222222222222,0.9972222222222222,0.997222222222222,0.9972222222222222
2022-09-01 08:00:00+00:00,0.0,-1.6,3.9,8,2,3,8,False,4.0,0.955816993464052,0.9808333333333332,0.9808333333333332,0.9808333333333332
2022-09-01 09:00:00+00:00,0.0,-1.6,3.5,8,3,3,9,False,2.0,0.9648856209150328,0.9980555555555554,0.9980555555555556,0.9980555555555554
2022-09-01 10:00:00+00:00,0.0,-1.5,4.0,7,6,3,10,False,3.0,0.936127450980392,0.9819444444444442,0.981944444444444,0.9819444444444442
2022-09-01 11:00:00+00:00,0.0,-1.2,4.7,7,9,3,11,False,6.0,0.9459477124183008,0.9825,0.9825000000000002,0.9825
2022-09-01 12:00:00+00:00,0.0,-1.1,5.1,7,7,3,12,False,9.0,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.9819444444444444
2022-09-01 13:00:00+00:00,0.0,-1.1,6.3,7,13,3,13,False,7.0,0.9643790849673204,0.9819444444444444,0.9819444444444444,0.9819444444444444
2022-09-01 14:00:00+00:00,0.0,-0.9,5.6,7,26,3,14,False,13.0,0.9805555555555556,0.9805555555555554,0.9805555555555554,0.9805555555555554
2022-09-01 15:00:00+00:00,0.0,-1.0,5.7,7,37,3,15,False,26.0,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9833333333333332
2022-09-01 16:00:00+00:00,0.0,-1.0,5.6,7,9,3,16,False,37.0,0.9844444444444445,0.9844444444444446,0.9844444444444445,0.9844444444444446
2022-09-01 17:00:00+00:00,0.0,-1.1,5.6,7,12,3,17,False,9.0,0.980277777777778,0.980277777777778,0.980277777777778,0.980277777777778
2022-09-01 18:00:00+00:00,0.0,-1.0,5.1,7,9,3,18,False,12.0,0.9858333333333336,0.9858333333333332,0.9858333333333332,0.9858333333333332
2022-09-01 19:00:00+00:00,0.0,-1.0,5.9,7,7,3,19,False,9.0,0.981388888888889,0.9813888888888892,0.9813888888888892,0.9813888888888892
2022-09-01 20:00:00+00:00,0.0,-0.9,4.9,7,11,3,20,False,7.0,0.9827777777777772,0.9827777777777778,0.9827777777777776,0.9827777777777778
2022-09-01 21:00:00+00:00,0.0,-1.0,5.7,7,4,3,21,False,11.0,0.98,0.9799999999999998,0.9799999999999998,0.9799999999999998
2022-09-01 22:00:00+00:00,0.0,-1.0,4.9,7,4,3,22,False,4.0,0.9774999999999996,0.9775,0.9774999999999998,0.9775
2022-09-01 23:00:00+00:00,0.0,-1.2,4.6,7,0,3,23,False,4.0,0.9838888888888894,0.9838888888888891,0.9838888888888891,0.9838888888888891
