started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2022-01-01 04:02:05.754000+00:00,2022-01-01 04:06:15.626000+00:00,249,744,Hallénparken,ved Vogts gate,59.9315302,10.762169,421,Alexander Kiellands Plass,langs Maridalsveien,59.92806670615684,10.751202636819613
2022-01-01 05:19:58.537000+00:00,2022-01-01 05:31:51.152000+00:00,712,470,St. Hanshaugen park nord,krysset Colletts gt / Geitmyrsveien,59.92979845370007,10.743540765932096,527,Biskop Gunnerus' gate,ved Oslo City,59.9123341,10.752292
2022-01-01 05:39:54.044000+00:00,2022-01-01 05:47:37.467000+00:00,463,403,Parkveien,ved trikkestoppet,59.921768,10.730476,478,Jernbanetorget,Europarådets plass,59.911901,10.749929
2022-01-01 06:04:24.778000+00:00,2022-01-01 06:12:36.898000+00:00,492,432,St. Hanshaugen park sør,ved dammen,59.924821,10.739909,392,Sjøsiden ved fontenen,Oslo S,59.910180852633516,10.751698750995615
2022-01-01 06:44:57.020000+00:00,2022-01-01 06:55:31.318000+00:00,634,540,Lilleborgbanen,langs Ole Bulls gate,59.93363159074286,10.769118139881124,408,Tøyen skole,forsiden av skolebygget,59.914943,10.773977
2022-01-01 07:32:16.947000+00:00,2022-01-01 07:34:27.403000+00:00,130,415,Sinsenveien,ved Kongehellegata,59.929542,10.781053,458,Jenny Braatens Plass,langs Rosenhoffgata,59.928349,10.77837
2022-01-01 07:45:40.693000+00:00,2022-01-01 07:53:22.881000+00:00,462,421,Alexander Kiellands Plass,langs Maridalsveien,59.92806670615684,10.751202636819613,598,Sofienbergparken nord,langs Helgesens gate,59.923229,10.766171
2022-01-01 10:39:50.506000+00:00,2022-01-01 10:50:23.704000+00:00,633,463,Schous plass trikkestopp,ved biblioteket,59.9207284,10.7594857,607,Marcus Thranes gate,ved Akerselva,59.93277225626508,10.758594919923468
2022-01-01 10:44:06.487000+00:00,2022-01-01 10:50:10.231000+00:00,363,551,Olaf Ryes plass,langs Sofienberggata,59.922425,10.758182,599,Paléhaven,langs Strandgata,59.910331,10.75011
2022-01-01 10:48:50.866000+00:00,2022-01-01 10:53:36.585000+00:00,285,564,Oscars gate,ved Hegdehaugsveien,59.9224222,10.7272388,564,Oscars gate,ved Hegdehaugsveien,59.9224222,10.7272388
