Unnamed: 0,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour
2022-07-01 00:00:00+00:00,0.0,-7.1,2.2,5,0,4,0,False,
2022-07-01 01:00:00+00:00,0.0,-8.1,0.4,5,0,4,1,False,0.0
2022-07-01 02:00:00+00:00,0.0,-7.9,2.4,5,0,4,2,False,0.0
2022-07-01 03:00:00+00:00,0.0,-7.3,0.2,5,0,4,3,False,0.0
2022-07-01 04:00:00+00:00,0.0,-6.0,3.4,5,0,4,4,False,0.0
2022-07-01 05:00:00+00:00,0.0,-5.7,3.4,5,0,4,5,False,0.0
2022-07-01 06:00:00+00:00,0.1,-5.7,4.9,5,0,4,6,False,0.0
2022-07-01 07:00:00+00:00,0.4,-5.5,4.2,0,1,4,7,False,0.0
2022-07-01 08:00:00+00:00,0.6,-5.7,5.1,0,0,4,8,False,1.0
2022-07-01 09:00:00+00:00,1.2,-5.5,4.8,0,0,4,9,False,0.0
2022-07-01 10:00:00+00:00,0.6,-5.0,3.8,0,0,4,10,False,0.0
2022-07-01 11:00:00+00:00,0.6,-4.2,4.1,0,0,4,11,False,0.0
2022-07-01 12:00:00+00:00,0.5,-4.0,4.5,0,0,4,12,False,0.0
2022-07-01 13:00:00+00:00,0.2,-3.1,4.8,0,1,4,13,False,0.0
2022-07-01 14:00:00+00:00,0.4,-2.8,4.5,0,2,4,14,False,1.0
2022-07-01 15:00:00+00:00,0.5,-3.1,3.9,0,1,4,15,False,2.0
2022-07-01 16:00:00+00:00,0.8,-3.1,4.7,0,0,4,16,False,1.0
2022-07-01 17:00:00+00:00,0.2,-2.8,3.9,0,0,4,17,False,0.0
2022-07-01 18:00:00+00:00,0.0,-3.1,4.3,0,1,4,18,False,0.0
2022-07-01 19:00:00+00:00,0.1,-3.3,6.1,8,0,4,19,False,1.0
2022-07-01 20:00:00+00:00,0.3,-3.3,6.5,8,0,4,20,False,0.0
2022-07-01 21:00:00+00:00,0.2,-3.2,5.7,8,0,4,21,False,0.0
2022-07-01 22:00:00+00:00,0.4,-3.1,5.5,8,0,4,22,False,0.0
2022-07-01 23:00:00+00:00,0.1,-3.4,6.8,8,0,4,23,False,0.0
2022-07-02 00:00:00+00:00,0.0,-4.1,1.4,2,0,5,0,False,0.0
2022-07-02 01:00:00+00:00,0.0,-4.7,1.0,2,0,5,1,False,0.0
2022-07-02 02:00:00+00:00,0.0,-5.1,0.7,2,0,5,2,False,0.0
2022-07-02 03:00:00+00:00,0.0,-3.7,1.7,2,0,5,3,False,0.0
2022-07-02 04:00:00+00:00,0.0,-3.2,2.0,2,0,5,4,False,0.0
2022-07-02 05:00:00+00:00,0.0,-2.8,1.8,2,0,5,5,False,0.0
2022-07-02 06:00:00+00:00,0.0,-2.6,1.7,2,0,5,6,False,0.0
2022-07-02 07:00:00+00:00,0.0,-3.6,0.9,1,0,5,7,False,0.0
2022-07-02 08:00:00+00:00,0.0,-3.0,1.2,1,0,5,8,False,0.0
2022-07-02 09:00:00+00:00,0.0,1.4,1.4,1,3,5,9,False,0.0
2022-07-02 10:00:00+00:00,0.0,-0.2,1.5,1,0,5,10,False,3.0
2022-07-02 11:00:00+00:00,0.0,3.1,1.6,1,3,5,11,False,0.0
2022-07-02 12:00:00+00:00,0.0,6.6,3.0,1,6,5,12,False,3.0
2022-07-02 13:00:00+00:00,0.0,7.3,2.5,1,1,5,13,False,6.0
2022-07-02 14:00:00+00:00,0.0,7.7,2.1,1,3,5,14,False,1.0
2022-07-02 15:00:00+00:00,0.0,7.0,2.5,1,2,5,15,False,3.0
2022-07-02 16:00:00+00:00,0.0,5.5,1.9,2,2,5,16,False,2.0
2022-07-02 17:00:00+00:00,0.0,3.1,1.3,2,1,5,17,False,2.0
2022-07-02 18:00:00+00:00,0.0,0.8,0.5,2,3,5,18,False,1.0
2022-07-02 19:00:00+00:00,0.0,0.4,0.9,8,2,5,19,False,3.0
2022-07-02 20:00:00+00:00,0.0,0.2,0.3,8,1,5,20,False,2.0
2022-07-02 21:00:00+00:00,0.0,-0.2,0.4,8,1,5,21,False,1.0
2022-07-02 22:00:00+00:00,0.0,0.6,0.7,8,3,5,22,False,1.0
2022-07-02 23:00:00+00:00,0.0,1.1,0.8,8,0,5,23,False,3.0
2022-07-03 00:00:00+00:00,0.0,0.3,1.7,3,0,6,0,False,0.0
2022-07-03 01:00:00+00:00,0.0,-0.2,0.8,3,0,6,1,False,0.0
2022-07-03 02:00:00+00:00,0.0,0.1,0.9,3,0,6,2,False,0.0
2022-07-03 03:00:00+00:00,0.0,0.2,0.8,3,0,6,3,False,0.0
2022-07-03 04:00:00+00:00,0.0,0.4,1.0,3,0,6,4,False,0.0
2022-07-03 05:00:00+00:00,0.0,0.2,1.4,3,0,6,5,False,0.0
2022-07-03 06:00:00+00:00,0.0,-0.3,1.0,3,0,6,6,False,0.0
2022-07-03 07:00:00+00:00,0.0,-0.9,1.4,3,1,6,7,False,0.0
2022-07-03 08:00:00+00:00,0.0,-0.5,1.5,3,0,6,8,False,1.0
2022-07-03 09:00:00+00:00,0.0,1.9,0.8,3,2,6,9,False,0.0
2022-07-03 10:00:00+00:00,0.0,3.0,1.1,5,1,6,10,False,2.0
2022-07-03 11:00:00+00:00,0.0,4.6,1.6,5,0,6,11,False,1.0
2022-07-03 12:00:00+00:00,0.0,5.8,1.4,5,0,6,12,False,0.0
2022-07-03 13:00:00+00:00,0.0,7.2,2.0,6,3,6,13,False,0.0
2022-07-03 14:00:00+00:00,0.0,8.0,2.4,6,2,6,14,False,3.0
2022-07-03 15:00:00+00:00,0.0,8.3,2.1,6,1,6,15,False,2.0
2022-07-03 16:00:00+00:00,0.0,8.1,1.5,7,0,6,16,False,1.0
2022-07-03 17:00:00+00:00,0.0,7.2,1.4,7,0,6,17,False,0.0
2022-07-03 18:00:00+00:00,0.0,5.3,1.7,7,4,6,18,False,0.0
2022-07-03 19:00:00+00:00,0.0,2.4,1.7,4,4,6,19,False,4.0
2022-07-03 20:00:00+00:00,0.0,1.2,1.6,4,2,6,20,False,4.0
2022-07-03 21:00:00+00:00,0.0,-0.4,0.6,4,0,6,21,False,2.0
2022-07-03 22:00:00+00:00,0.0,-1.3,0.5,3,0,6,22,False,0.0
2022-07-03 23:00:00+00:00,0.0,-1.3,1.2,3,0,6,23,False,0.0
2022-07-04 00:00:00+00:00,0.0,-1.2,1.9,5,0,0,0,False,0.0
2022-07-04 01:00:00+00:00,0.0,-1.2,2.8,5,0,0,1,False,0.0
2022-07-04 02:00:00+00:00,0.0,-1.2,3.1,5,0,0,2,False,0.0
2022-07-04 03:00:00+00:00,0.0,-0.8,3.6,5,0,0,3,False,0.0
2022-07-04 04:00:00+00:00,0.0,-0.7,3.7,5,1,0,4,False,0.0
2022-07-04 05:00:00+00:00,0.0,-0.8,4.2,5,1,0,5,False,1.0
2022-07-04 06:00:00+00:00,0.0,-0.4,5.4,5,0,0,6,False,1.0
2022-07-04 07:00:00+00:00,0.0,0.3,4.1,7,0,0,7,False,0.0
2022-07-04 08:00:00+00:00,0.0,0.8,3.9,7,1,0,8,False,0.0
2022-07-04 09:00:00+00:00,0.0,1.3,3.9,7,0,0,9,False,1.0
2022-07-04 10:00:00+00:00,0.0,2.2,3.3,8,4,0,10,False,0.0
2022-07-04 11:00:00+00:00,0.0,3.1,5.4,8,1,0,11,False,4.0
2022-07-04 12:00:00+00:00,0.0,3.6,6.5,8,0,0,12,False,1.0
2022-07-04 13:00:00+00:00,0.0,4.0,7.5,8,3,0,13,False,0.0
2022-07-04 14:00:00+00:00,0.0,4.3,5.0,8,0,0,14,False,3.0
2022-07-04 15:00:00+00:00,0.0,4.4,6.5,8,0,0,15,False,0.0
2022-07-04 16:00:00+00:00,0.0,4.4,7.8,7,1,0,16,False,0.0
2022-07-04 17:00:00+00:00,0.0,4.4,7.9,7,3,0,17,False,1.0
2022-07-04 18:00:00+00:00,0.0,3.6,8.0,7,0,0,18,False,3.0
2022-07-04 19:00:00+00:00,0.0,2.5,8.8,8,0,0,19,False,0.0
2022-07-04 20:00:00+00:00,0.0,2.4,5.8,8,0,0,20,False,0.0
2022-07-04 21:00:00+00:00,0.0,2.6,6.1,8,0,0,21,False,0.0
2022-07-04 22:00:00+00:00,0.0,2.1,6.6,6,0,0,22,False,0.0
2022-07-04 23:00:00+00:00,0.0,1.8,6.3,6,0,0,23,False,0.0
2022-07-05 00:00:00+00:00,0.1,10.7,2.9,7,0,1,0,False,0.0
2022-07-05 01:00:00+00:00,0.0,10.4,2.5,7,0,1,1,False,0.0
2022-07-05 02:00:00+00:00,0.0,9.2,1.2,7,0,1,2,False,0.0
2022-07-05 03:00:00+00:00,0.0,8.6,3.8,7,0,1,3,False,0.0
2022-07-05 04:00:00+00:00,0.0,8.8,1.3,7,0,1,4,False,0.0
2022-07-05 05:00:00+00:00,0.0,8.4,1.5,7,0,1,5,False,0.0
2022-07-05 06:00:00+00:00,0.0,10.5,5.6,7,0,1,6,False,0.0
2022-07-05 07:00:00+00:00,0.0,10.6,5.4,5,0,1,7,False,0.0
2022-07-05 08:00:00+00:00,0.0,11.7,2.9,5,1,1,8,False,0.0
2022-07-05 09:00:00+00:00,0.0,12.8,3.5,5,0,1,9,False,1.0
2022-07-05 10:00:00+00:00,0.0,13.0,3.9,5,2,1,10,False,0.0
2022-07-05 11:00:00+00:00,0.0,13.8,4.7,5,2,1,11,False,2.0
2022-07-05 12:00:00+00:00,0.0,14.6,2.8,5,2,1,12,False,2.0
2022-07-05 13:00:00+00:00,0.0,15.6,2.9,6,0,1,13,False,2.0
2022-07-05 14:00:00+00:00,0.0,14.7,3.7,6,1,1,14,False,0.0
2022-07-05 15:00:00+00:00,0.0,15.0,3.4,6,0,1,15,False,1.0
2022-07-05 16:00:00+00:00,0.0,15.3,4.1,7,0,1,16,False,0.0
2022-07-05 17:00:00+00:00,0.0,15.2,3.5,7,1,1,17,False,0.0
2022-07-05 18:00:00+00:00,0.0,14.8,3.0,7,0,1,18,False,1.0
2022-07-05 19:00:00+00:00,0.0,13.5,3.6,3,0,1,19,False,0.0
2022-07-05 20:00:00+00:00,0.0,11.3,4.2,3,0,1,20,False,0.0
2022-07-05 21:00:00+00:00,0.0,9.4,4.4,3,1,1,21,False,0.0
2022-07-05 22:00:00+00:00,0.0,7.4,3.6,1,0,1,22,False,1.0
2022-07-05 23:00:00+00:00,0.0,5.9,1.5,1,0,1,23,False,0.0
2022-07-06 00:00:00+00:00,0.0,14.8,2.5,4,0,2,0,False,0.0
2022-07-06 01:00:00+00:00,0.0,14.1,2.6,4,0,2,1,False,0.0
2022-07-06 02:00:00+00:00,0.0,13.5,2.7,4,0,2,2,False,0.0
2022-07-06 03:00:00+00:00,0.0,13.7,3.1,4,0,2,3,False,0.0
2022-07-06 04:00:00+00:00,0.0,14.0,1.6,4,2,2,4,False,0.0
2022-07-06 05:00:00+00:00,0.0,14.7,3.0,4,1,2,5,False,2.0
2022-07-06 06:00:00+00:00,0.1,15.2,2.5,4,0,2,6,False,1.0
2022-07-06 07:00:00+00:00,0.0,15.8,2.1,6,0,2,7,False,0.0
2022-07-06 08:00:00+00:00,0.0,17.2,2.8,6,0,2,8,False,0.0
2022-07-06 09:00:00+00:00,0.0,18.0,2.2,6,0,2,9,False,0.0
2022-07-06 10:00:00+00:00,0.1,17.7,4.2,7,1,2,10,False,0.0
2022-07-06 11:00:00+00:00,0.0,17.7,2.0,7,1,2,11,False,1.0
2022-07-06 12:00:00+00:00,0.0,17.2,3.1,7,1,2,12,False,1.0
2022-07-06 13:00:00+00:00,0.0,18.6,3.1,7,1,2,13,False,1.0
2022-07-06 14:00:00+00:00,0.0,18.5,4.4,7,1,2,14,False,1.0
