Unnamed: 0,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,bike_availability_x,dock_availability_x,bike_availability_y,dock_availability_y,availability,dock_availability
2022-06-01 00:00:00+00:00,0.0,-3.7,2.2,0,0,2,0,False,,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884
2022-06-01 01:00:00+00:00,0.0,-4.4,0.5,0,0,2,1,False,0.0,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224
2022-06-01 02:00:00+00:00,0.0,-1.7,5.3,0,0,2,2,False,0.0,0.9866666666666666,0.9866666666666666,0.9866666666666666,0.9866666666666666,0.9866666666666666,0.9866666666666666
2022-06-01 03:00:00+00:00,0.0,-4.3,2.5,0,0,2,3,False,0.0,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.9819444444444444
2022-06-01 04:00:00+00:00,0.0,-4.3,3.8,0,0,2,4,False,0.0,0.978888888888889,0.978888888888889,0.978888888888889,0.978888888888889,0.978888888888889,0.978888888888889
2022-06-01 05:00:00+00:00,0.0,-3.8,3.7,0,3,2,5,False,0.0,0.9966666666666671,0.9966666666666671,0.9966666666666671,0.9966666666666671,0.9966666666666671,0.9966666666666671
2022-06-01 06:00:00+00:00,0.0,-4.5,1.4,0,2,2,6,False,3.0,0.984722222222222,0.984722222222222,0.984722222222222,0.984722222222222,0.984722222222222,0.984722222222222
2022-06-01 07:00:00+00:00,0.0,-5.1,1.0,4,0,2,7,False,2.0,0.9783333333333334,0.9783333333333334,0.9783333333333334,0.9783333333333334,0.8136111111111113,0.8061111111111113
2022-06-01 08:00:00+00:00,0.0,-5.3,0.5,4,1,2,8,False,0.0,0.2961111111111111,0.2883333333333333,0.8802777777777777,0.863611111111111,0.3511111111111111,0.3569444444444444
2022-06-01 09:00:00+00:00,0.0,-5.4,2.2,4,2,2,9,False,1.0,0.5483333333333332,0.5488888888888889,0.1688888888888889,0.1805555555555555,0.0,0.0
2022-06-01 10:00:00+00:00,0.0,-5.9,1.1,2,3,2,10,False,2.0,0.7966666666666667,0.8338888888888889,0.0,0.0,0.1288888888888888,0.1516666666666666
2022-06-01 11:00:00+00:00,0.0,-4.6,1.3,2,1,2,11,False,3.0,0.3738888888888889,0.3583333333333333,0.2702777777777778,0.2783333333333333,0.3505555555555556,0.3580555555555555
2022-06-01 12:00:00+00:00,0.0,-4.2,1.2,2,1,2,12,False,1.0,0.0,0.0,0.9838888888888888,0.9838888888888888,0.9388888888888888,0.9325
2022-06-01 13:00:00+00:00,0.0,-2.7,1.5,2,3,2,13,False,1.0,0.0,0.0,0.9899999999999998,0.9899999999999998,0.9899999999999998,0.9899999999999998
2022-06-01 14:00:00+00:00,0.0,-3.9,0.2,2,9,2,14,False,3.0,0.5563888888888888,0.571111111111111,0.6833333333333333,0.6675,0.9908333333333332,0.9908333333333332
2022-06-01 15:00:00+00:00,0.0,-4.0,0.8,2,8,2,15,False,9.0,0.9874999999999996,0.9874999999999996,0.4333333333333333,0.4486111111111112,0.9038888888888886,0.8891666666666664
