dateTime,availability 0,availability 1,availability 2,availability 3,availability 4,availability 5,nedør,temp,vind,hour,count,count_last_hour,isHoliday,weekday,month,Mean_close_count_last_hour
2022-06-01 01:00:00,0,1,1,1,0,1.0,0.0,-3.7,2.2,0,0,,False,2,6,0.0
2022-06-01 02:00:00,0,1,1,1,0,1.0,0.0,-4.4,0.5,1,0,0.0,False,2,6,0.0
2022-06-01 03:00:00,0,1,1,1,0,1.0,0.0,-1.7,5.3,2,0,0.0,False,2,6,0.0
2022-06-01 04:00:00,0,1,1,1,0,1.0,0.0,-4.3,2.5,3,0,0.0,False,2,6,0.0
2022-06-01 05:00:00,0,1,1,1,0,1.0,0.0,-4.3,3.8,4,0,0.0,False,2,6,0.0
2022-06-01 06:00:00,0,1,1,1,0,1.0,0.0,-3.8,3.7,5,0,0.0,False,2,6,0.0
2022-06-01 07:00:00,0,1,1,1,1,1.0,0.0,-4.5,1.4,6,1,0.0,False,2,6,0.5
2022-06-01 08:00:00,1,1,1,1,1,1.0,0.0,-5.1,1.0,7,0,1.0,False,2,6,1.1666666666666667
2022-06-01 09:00:00,1,1,1,1,1,1.0,0.0,-5.3,0.5,8,0,0.0,False,2,6,0.5
2022-06-01 10:00:00,1,1,1,1,1,1.0,0.0,-5.4,2.2,9,1,0.0,False,2,6,0.6666666666666666
2022-06-01 11:00:00,1,1,1,1,1,1.0,0.0,-5.9,1.1,10,0,1.0,False,2,6,0.8333333333333334
2022-06-01 12:00:00,1,1,1,1,1,1.0,0.0,-4.6,1.3,11,0,0.0,False,2,6,0.3333333333333333
2022-06-01 13:00:00,1,1,1,1,1,1.0,0.0,-4.2,1.2,12,1,0.0,False,2,6,1.6666666666666667
2022-06-01 14:00:00,1,1,1,1,1,1.0,0.0,-2.7,1.5,13,2,1.0,False,2,6,2.6666666666666665
2022-06-01 15:00:00,1,1,1,1,1,1.0,0.0,-3.9,0.2,14,5,2.0,False,2,6,4.666666666666667
2022-06-01 16:00:00,1,1,1,1,1,1.0,0.0,-4.0,0.8,15,2,5.0,False,2,6,6.5
2022-06-01 17:00:00,1,1,1,1,1,1.0,0.0,-6.6,0.0,16,1,2.0,False,2,6,2.3333333333333335
2022-06-01 18:00:00,1,0,1,1,1,1.0,0.0,-7.7,1.6,17,1,1.0,False,2,6,1.5
2022-06-01 19:00:00,1,0,1,1,1,1.0,0.0,-8.5,1.1,18,0,1.0,False,2,6,1.6666666666666667
2022-06-01 20:00:00,1,1,1,1,0,1.0,0.0,-9.0,1.7,19,1,0.0,False,2,6,0.6666666666666666
2022-06-01 21:00:00,1,0,1,1,0,1.0,0.0,-9.0,2.7,20,1,1.0,False,2,6,0.0
2022-06-01 22:00:00,1,0,1,1,0,1.0,0.0,-9.5,1.8,21,0,1.0,False,2,6,0.6666666666666666
2022-06-01 23:00:00,1,0,1,1,0,1.0,0.0,-9.2,2.2,22,0,0.0,False,2,6,0.16666666666666666
2022-06-01 00:00:00,1,0,1,1,0,1.0,0.0,-8.2,1.9,23,0,0.0,False,2,6,0.0
2022-06-02 01:00:00,1,0,1,1,0,1.0,0.0,3.1,0.9,0,0,,False,3,6,0.0
2022-06-02 02:00:00,1,0,1,1,0,1.0,0.0,2.3,2.2,1,0,0.0,False,3,6,0.0
2022-06-02 03:00:00,1,0,1,1,0,1.0,0.0,1.1,2.5,2,0,0.0,False,3,6,0.0
2022-06-02 04:00:00,1,0,1,1,0,1.0,0.0,1.4,5.6,3,0,0.0,False,3,6,0.0
2022-06-02 05:00:00,1,0,1,1,0,1.0,0.0,2.1,6.3,4,0,0.0,False,3,6,0.0
2022-06-02 06:00:00,1,0,1,1,0,1.0,0.0,1.2,5.4,5,2,0.0,False,3,6,0.0
2022-06-02 07:00:00,1,0,1,1,0,1.0,0.0,-0.3,4.1,6,1,2.0,False,3,6,0.16666666666666666
2022-06-02 08:00:00,1,0,1,1,0,1.0,0.0,-0.8,4.1,7,0,1.0,False,3,6,0.3333333333333333
2022-06-02 09:00:00,1,1,1,1,1,1.0,0.0,-0.8,3.6,8,0,0.0,False,3,6,0.3333333333333333
2022-06-02 10:00:00,1,1,1,1,1,1.0,0.0,-0.2,2.1,9,0,0.0,False,3,6,0.6666666666666666
2022-06-02 11:00:00,1,1,1,1,1,1.0,0.0,0.1,4.1,10,0,0.0,False,3,6,0.6666666666666666
2022-06-02 12:00:00,1,1,1,1,1,1.0,0.0,1.3,2.0,11,0,0.0,False,3,6,1.6666666666666667
2022-06-02 13:00:00,1,1,1,1,1,1.0,0.0,1.1,3.8,12,0,0.0,False,3,6,1.0
2022-06-02 14:00:00,1,1,1,1,1,1.0,0.0,3.1,4.6,13,4,0.0,False,3,6,0.6666666666666666
2022-06-02 15:00:00,1,1,1,1,1,1.0,0.0,2.9,3.5,14,9,4.0,False,3,6,1.8333333333333333
2022-06-02 16:00:00,1,1,1,1,1,1.0,0.0,2.5,3.1,15,4,9.0,False,3,6,5.666666666666667
2022-06-02 17:00:00,1,1,1,1,1,1.0,0.0,2.4,3.7,16,3,4.0,False,3,6,4.333333333333333
2022-06-02 18:00:00,1,1,1,1,1,1.0,0.0,0.7,3.5,17,1,3.0,False,3,6,2.6666666666666665
2022-06-02 19:00:00,1,1,1,1,1,1.0,0.0,-0.6,1.3,18,0,1.0,False,3,6,1.1666666666666667
2022-06-02 20:00:00,1,1,1,1,1,1.0,0.0,-0.9,2.3,19,0,0.0,False,3,6,1.8333333333333333
2022-06-02 21:00:00,1,1,1,1,1,1.0,0.0,-2.6,0.4,20,0,0.0,False,3,6,1.3333333333333333
2022-06-02 22:00:00,1,1,1,1,1,1.0,0.0,-3.2,1.1,21,1,0.0,False,3,6,0.3333333333333333
2022-06-02 23:00:00,1,1,1,1,0,1.0,0.0,-4.0,1.8,22,0,1.0,False,3,6,0.6666666666666666
2022-06-02 00:00:00,1,1,1,1,0,1.0,0.0,-3.3,2.1,23,0,0.0,False,3,6,0.0
2022-06-03 01:00:00,1,1,1,1,0,1.0,0.0,-1.3,1.4,0,0,,False,4,6,0.0
2022-06-03 02:00:00,1,1,1,1,0,1.0,0.0,-1.6,0.9,1,0,0.0,False,4,6,0.0
2022-06-03 03:00:00,1,1,1,1,0,1.0,0.0,-2.0,1.3,2,0,0.0,False,4,6,0.0
2022-06-03 04:00:00,1,1,1,1,0,1.0,0.0,-3.1,0.3,3,0,0.0,False,4,6,0.0
2022-06-03 05:00:00,1,1,1,1,0,1.0,0.0,-3.4,1.1,4,0,0.0,False,4,6,0.0
2022-06-03 06:00:00,1,1,1,1,0,1.0,0.0,-3.1,1.7,5,0,0.0,False,4,6,0.0
2022-06-03 07:00:00,1,1,1,1,0,1.0,0.0,-3.5,1.0,6,2,0.0,False,4,6,0.3333333333333333
2022-06-03 08:00:00,1,1,1,1,0,1.0,0.0,-3.8,0.8,7,0,2.0,False,4,6,0.3333333333333333
2022-06-03 09:00:00,1,1,1,1,1,1.0,0.0,-3.3,0.6,8,1,0.0,False,4,6,0.3333333333333333
2022-06-03 10:00:00,1,1,1,1,1,1.0,0.0,0.9,0.4,9,1,1.0,False,4,6,0.5
2022-06-03 11:00:00,1,1,1,1,1,1.0,0.0,0.9,1.8,10,1,1.0,False,4,6,1.0
2022-06-03 12:00:00,1,1,1,1,1,1.0,0.0,3.2,1.4,11,0,1.0,False,4,6,2.1666666666666665
2022-06-03 13:00:00,1,1,1,1,1,1.0,0.0,4.7,1.3,12,2,0.0,False,4,6,1.0
2022-06-03 14:00:00,1,1,1,1,1,1.0,0.0,7.0,1.1,13,1,2.0,False,4,6,3.5
2022-06-03 15:00:00,1,1,1,1,1,1.0,0.0,6.9,2.6,14,1,1.0,False,4,6,1.6666666666666667
2022-06-03 16:00:00,1,1,1,1,1,1.0,0.0,8.1,2.2,15,5,1.0,False,4,6,3.1666666666666665
2022-06-03 17:00:00,1,1,1,1,1,1.0,0.0,8.0,3.2,16,2,5.0,False,4,6,2.5
2022-06-03 18:00:00,1,1,1,1,1,1.0,0.0,7.2,2.0,17,4,2.0,False,4,6,1.3333333333333333
2022-06-03 19:00:00,1,1,1,1,1,1.0,0.0,5.7,0.3,18,2,4.0,False,4,6,0.6666666666666666
2022-06-03 20:00:00,1,1,1,1,1,1.0,0.0,4.8,2.3,19,0,2.0,False,4,6,0.6666666666666666
2022-06-03 21:00:00,1,1,1,1,1,1.0,0.0,4.2,2.7,20,0,0.0,False,4,6,0.3333333333333333
2022-06-03 22:00:00,1,1,1,1,1,1.0,0.0,1.9,1.3,21,0,0.0,False,4,6,0.8333333333333334
2022-06-03 23:00:00,1,1,1,1,1,1.0,0.0,1.0,1.4,22,1,0.0,False,4,6,0.3333333333333333
2022-06-03 00:00:00,1,1,1,1,0,1.0,0.0,0.5,1.8,23,0,1.0,False,4,6,0.0
2022-06-04 01:00:00,1,1,1,1,0,1.0,0.0,-2.3,1.0,0,0,,False,5,6,0.0
2022-06-04 02:00:00,1,1,1,1,0,1.0,0.0,-2.8,0.9,1,0,0.0,False,5,6,0.0
2022-06-04 03:00:00,1,1,1,1,0,1.0,0.0,-1.7,1.0,2,0,0.0,False,5,6,0.0
2022-06-04 04:00:00,1,1,1,1,0,1.0,0.0,-2.1,2.2,3,0,0.0,False,5,6,0.0
2022-06-04 05:00:00,1,1,1,1,0,1.0,0.0,-3.8,0.8,4,0,0.0,False,5,6,0.0
2022-06-04 06:00:00,1,1,1,1,0,1.0,0.0,-4.5,1.3,5,0,0.0,False,5,6,0.0
2022-06-04 07:00:00,1,1,1,1,0,1.0,0.0,-4.2,1.6,6,0,0.0,False,5,6,0.16666666666666666
2022-06-04 08:00:00,1,1,1,1,0,1.0,0.0,-2.8,2.0,7,0,0.0,False,5,6,0.3333333333333333
2022-06-04 09:00:00,1,1,1,1,0,1.0,0.0,-0.8,0.5,8,0,0.0,False,5,6,0.5
2022-06-04 10:00:00,1,1,1,1,0,1.0,0.0,0.4,1.3,9,2,0.0,False,5,6,0.6666666666666666
2022-06-04 11:00:00,1,1,1,1,1,1.0,0.0,1.4,2.6,10,0,2.0,False,5,6,0.6666666666666666
2022-06-04 12:00:00,1,1,1,1,1,1.0,0.0,2.7,1.4,11,0,0.0,False,5,6,0.8333333333333334
2022-06-04 13:00:00,1,1,1,1,1,1.0,0.0,4.2,0.8,12,2,0.0,False,5,6,0.8333333333333334
2022-06-04 14:00:00,1,1,1,1,1,1.0,0.0,4.6,1.3,13,3,2.0,False,5,6,3.6666666666666665
2022-06-04 15:00:00,1,1,1,1,1,1.0,0.0,4.9,1.7,14,3,3.0,False,5,6,2.0
2022-06-04 16:00:00,1,1,1,1,1,1.0,0.0,5.3,0.8,15,0,3.0,False,5,6,2.6666666666666665
2022-06-04 17:00:00,1,1,1,1,1,1.0,0.0,5.2,1.1,16,0,0.0,False,5,6,1.3333333333333333
2022-06-04 18:00:00,1,1,1,1,1,1.0,0.0,4.9,1.5,17,0,0.0,False,5,6,2.5
2022-06-04 19:00:00,1,1,1,1,1,1.0,0.0,4.5,1.3,18,0,0.0,False,5,6,1.0
2022-06-04 20:00:00,1,1,1,1,1,1.0,0.0,3.6,1.0,19,1,0.0,False,5,6,0.3333333333333333
