dateTime,availability 0,availability 1,availability 2,availability 3,availability 4,availability 5,nedør,temp,vind,hour,count,count_last_hour,isHoliday,weekday,month,Mean_close_count_last_hour
2022-06-04 21:00:00,1,1,1,1,1,1.0,0.0,1.0,2.3,20,0,1.0,False,5,6,0.16666666666666666
2022-06-04 22:00:00,1,1,1,1,1,1.0,0.0,0.4,3.6,21,0,0.0,False,5,6,0.8333333333333334
2022-06-04 23:00:00,1,1,1,1,1,1.0,0.0,0.1,3.1,22,0,0.0,False,5,6,1.0
2022-06-04 00:00:00,1,1,1,1,1,1.0,0.0,0.1,4.0,23,0,0.0,False,5,6,0.0
2022-06-05 01:00:00,1,1,1,1,1,1.0,0.0,8.0,0.7,0,0,,True,6,6,0.0
2022-06-05 02:00:00,1,1,1,1,1,1.0,0.0,6.3,0.8,1,0,0.0,True,6,6,0.0
2022-06-05 03:00:00,1,1,1,1,1,1.0,0.0,5.8,1.3,2,0,0.0,True,6,6,0.0
2022-06-05 04:00:00,1,1,1,1,1,1.0,0.0,4.8,1.6,3,0,0.0,True,6,6,0.0
2022-06-05 05:00:00,1,1,1,1,1,1.0,0.0,3.9,1.0,4,0,0.0,True,6,6,0.0
2022-06-05 06:00:00,1,1,1,1,1,1.0,0.0,4.1,1.9,5,0,0.0,True,6,6,0.3333333333333333
2022-06-05 07:00:00,1,1,1,1,1,1.0,0.0,6.9,0.9,6,0,0.0,True,6,6,0.16666666666666666
2022-06-05 08:00:00,1,1,1,1,1,1.0,0.0,9.8,0.9,7,1,0.0,True,6,6,0.16666666666666666
2022-06-05 09:00:00,1,1,1,1,1,1.0,0.0,11.0,1.8,8,0,1.0,True,6,6,0.8333333333333334
2022-06-05 10:00:00,1,1,1,1,1,1.0,0.0,12.5,2.5,9,0,0.0,True,6,6,0.3333333333333333
2022-06-05 11:00:00,1,1,1,1,1,1.0,0.0,14.2,2.7,10,0,0.0,True,6,6,0.8333333333333334
2022-06-05 12:00:00,1,1,1,1,1,1.0,0.0,15.4,3.9,11,1,0.0,True,6,6,1.1666666666666667
2022-06-05 13:00:00,1,1,1,1,1,1.0,0.0,17.1,3.2,12,3,1.0,True,6,6,0.5
2022-06-05 14:00:00,1,1,1,1,1,1.0,0.0,17.3,4.8,13,3,3.0,True,6,6,1.3333333333333333
2022-06-05 15:00:00,1,1,1,1,1,1.0,0.0,18.2,4.1,14,0,3.0,True,6,6,0.16666666666666666
2022-06-05 16:00:00,1,1,1,1,1,1.0,0.0,16.9,4.5,15,2,0.0,True,6,6,2.0
2022-06-05 17:00:00,1,1,1,1,1,1.0,0.0,16.6,4.1,16,0,2.0,True,6,6,2.3333333333333335
2022-06-05 18:00:00,1,1,1,1,1,1.0,0.0,16.2,4.6,17,0,0.0,True,6,6,0.8333333333333334
2022-06-05 19:00:00,1,1,1,1,1,1.0,0.0,13.3,3.9,18,0,0.0,True,6,6,0.8333333333333334
2022-06-05 20:00:00,1,1,1,1,1,1.0,0.0,12.8,3.5,19,1,0.0,True,6,6,0.6666666666666666
2022-06-05 21:00:00,1,1,1,1,1,1.0,0.1,12.5,1.7,20,0,1.0,True,6,6,1.0
2022-06-05 22:00:00,1,1,1,1,1,1.0,0.3,12.0,2.0,21,0,0.0,True,6,6,0.0
2022-06-05 23:00:00,1,1,1,1,1,1.0,0.1,11.8,2.4,22,0,0.0,True,6,6,0.0
2022-06-05 00:00:00,1,1,1,1,1,1.0,0.3,11.2,2.2,23,0,0.0,True,6,6,0.0
2022-06-06 01:00:00,1,1,1,1,1,1.0,0.0,11.5,0.7,0,0,,True,0,6,0.0
2022-06-06 02:00:00,1,1,1,1,1,1.0,0.0,11.3,2.3,1,0,0.0,True,0,6,0.0
2022-06-06 03:00:00,1,1,1,1,1,1.0,0.0,11.4,1.5,2,0,0.0,True,0,6,0.0
2022-06-06 04:00:00,1,1,1,1,1,1.0,0.0,12.5,3.5,3,0,0.0,True,0,6,0.0
2022-06-06 05:00:00,1,1,1,1,1,1.0,0.0,12.2,3.3,4,0,0.0,True,0,6,0.0
2022-06-06 06:00:00,1,1,1,1,1,1.0,0.0,13.9,1.5,5,0,0.0,True,0,6,0.0
2022-06-06 07:00:00,1,1,1,1,1,1.0,0.0,15.3,2.2,6,0,0.0,True,0,6,0.16666666666666666
2022-06-06 08:00:00,1,1,1,1,1,1.0,0.0,16.6,1.8,7,1,0.0,True,0,6,0.3333333333333333
2022-06-06 09:00:00,1,1,1,1,1,1.0,0.0,17.4,2.0,8,0,1.0,True,0,6,0.0
2022-06-06 10:00:00,1,1,1,1,1,1.0,0.0,18.2,1.9,9,0,0.0,True,0,6,0.16666666666666666
2022-06-06 11:00:00,1,1,1,1,1,1.0,0.0,20.6,1.1,10,2,0.0,True,0,6,0.16666666666666666
2022-06-06 12:00:00,1,1,1,1,1,1.0,0.0,21.4,1.1,11,0,2.0,True,0,6,0.8333333333333334
2022-06-06 13:00:00,1,1,1,1,1,1.0,0.0,22.3,1.7,12,0,0.0,True,0,6,1.5
2022-06-06 14:00:00,1,1,1,1,0,1.0,0.0,23.7,3.1,13,2,0.0,True,0,6,0.8333333333333334
2022-06-06 15:00:00,1,1,1,1,1,1.0,0.0,24.0,3.2,14,0,2.0,True,0,6,1.3333333333333333
2022-06-06 16:00:00,1,1,1,1,0,1.0,0.0,24.5,3.8,15,1,0.0,True,0,6,1.0
2022-06-06 17:00:00,1,1,1,1,0,1.0,0.0,24.6,2.4,16,0,1.0,True,0,6,1.6666666666666667
2022-06-06 18:00:00,1,1,1,1,0,1.0,0.0,24.5,1.9,17,0,0.0,True,0,6,1.6666666666666667
2022-06-06 19:00:00,1,1,1,1,0,1.0,0.0,24.2,1.7,18,0,0.0,True,0,6,0.8333333333333334
2022-06-06 20:00:00,1,1,1,1,0,1.0,0.0,22.9,4.4,19,1,0.0,True,0,6,0.16666666666666666
2022-06-06 21:00:00,1,1,1,1,0,1.0,0.0,20.6,3.4,20,0,1.0,True,0,6,0.3333333333333333
2022-06-06 22:00:00,1,1,1,1,1,1.0,0.0,19.0,1.5,21,0,0.0,True,0,6,1.3333333333333333
2022-06-06 23:00:00,1,1,1,1,1,1.0,0.0,17.3,1.1,22,1,0.0,True,0,6,0.3333333333333333
2022-06-06 00:00:00,1,1,1,1,1,1.0,0.0,15.6,1.9,23,0,1.0,True,0,6,0.0
2022-06-07 01:00:00,1,1,1,1,1,1.0,0.0,13.2,2.1,0,0,,False,1,6,0.0
2022-06-07 02:00:00,1,1,1,1,1,1.0,0.0,12.7,1.7,1,0,0.0,False,1,6,0.0
2022-06-07 03:00:00,1,1,1,1,1,1.0,0.0,11.8,1.4,2,0,0.0,False,1,6,0.0
2022-06-07 04:00:00,1,1,1,1,1,1.0,0.0,10.3,0.6,3,0,0.0,False,1,6,0.0
2022-06-07 05:00:00,1,1,1,1,1,1.0,0.0,9.8,1.4,4,0,0.0,False,1,6,0.0
2022-06-07 06:00:00,1,1,1,1,1,1.0,0.0,11.7,1.3,5,0,0.0,False,1,6,0.0
2022-06-07 07:00:00,1,1,1,1,1,1.0,0.0,13.7,1.8,6,1,0.0,False,1,6,0.0
2022-06-07 08:00:00,1,1,1,1,1,1.0,0.0,15.4,1.3,7,0,1.0,False,1,6,1.0
2022-06-07 09:00:00,1,1,1,1,1,1.0,0.0,17.1,2.1,8,1,0.0,False,1,6,0.5
2022-06-07 10:00:00,1,1,1,1,1,1.0,0.0,17.6,4.2,9,2,1.0,False,1,6,0.3333333333333333
2022-06-07 11:00:00,1,1,1,1,1,1.0,0.0,19.3,3.3,10,0,2.0,False,1,6,0.6666666666666666
2022-06-07 12:00:00,1,1,1,1,1,1.0,0.0,19.0,4.2,11,0,0.0,False,1,6,1.1666666666666667
2022-06-07 13:00:00,1,1,1,1,1,1.0,0.0,19.5,4.3,12,0,0.0,False,1,6,1.3333333333333333
2022-06-07 14:00:00,1,1,1,1,1,1.0,0.0,20.0,2.7,13,1,0.0,False,1,6,2.3333333333333335
2022-06-07 15:00:00,1,1,1,1,1,1.0,0.0,20.7,4.4,14,7,1.0,False,1,6,2.6666666666666665
2022-06-07 16:00:00,1,1,1,1,1,1.0,0.0,19.6,4.7,15,3,7.0,False,1,6,5.166666666666667
2022-06-07 17:00:00,1,1,1,1,1,1.0,0.0,17.6,6.6,16,0,3.0,False,1,6,3.1666666666666665
2022-06-07 18:00:00,1,1,1,1,1,1.0,0.0,15.8,3.7,17,1,0.0,False,1,6,1.3333333333333333
2022-06-07 19:00:00,1,1,1,1,1,1.0,0.3,13.9,3.8,18,0,1.0,False,1,6,2.8333333333333335
2022-06-07 20:00:00,1,1,1,1,1,1.0,1.9,11.9,2.5,19,0,0.0,False,1,6,1.0
2022-06-07 21:00:00,1,0,1,1,1,1.0,1.1,12.0,1.9,20,0,0.0,False,1,6,0.8333333333333334
2022-06-07 22:00:00,1,0,1,1,1,1.0,0.6,11.8,3.9,21,0,0.0,False,1,6,0.6666666666666666
2022-06-07 23:00:00,1,0,1,1,0,0.0,0.6,11.8,2.8,22,0,0.0,False,1,6,0.3333333333333333
2022-06-07 00:00:00,1,0,1,1,0,0.0,1.1,12.2,1.6,23,0,0.0,False,1,6,0.0
2022-06-08 01:00:00,0,0,1,1,1,0.0,0.0,12.7,1.0,0,0,,False,2,6,0.0
2022-06-08 02:00:00,0,0,1,1,1,0.0,0.0,11.7,0.9,1,0,0.0,False,2,6,0.0
2022-06-08 03:00:00,0,0,1,1,1,0.0,0.0,11.8,2.7,2,0,0.0,False,2,6,0.0
2022-06-08 04:00:00,0,0,1,1,1,0.0,0.0,11.4,1.8,3,0,0.0,False,2,6,0.0
2022-06-08 05:00:00,0,0,1,1,1,0.0,0.0,10.7,2.0,4,0,0.0,False,2,6,0.0
2022-06-08 06:00:00,0,0,1,1,1,0.0,0.0,10.5,2.9,5,0,0.0,False,2,6,0.0
2022-06-08 07:00:00,0,1,1,1,1,0.0,0.0,11.2,1.5,6,0,0.0,False,2,6,0.0
2022-06-08 08:00:00,1,1,1,1,1,1.0,0.0,13.7,2.4,7,0,0.0,False,2,6,0.3333333333333333
2022-06-08 09:00:00,1,1,1,1,1,1.0,0.0,13.6,1.8,8,0,0.0,False,2,6,0.3333333333333333
2022-06-08 10:00:00,1,1,1,1,1,1.0,0.0,16.7,2.6,9,1,0.0,False,2,6,0.6666666666666666
2022-06-08 11:00:00,1,1,1,1,1,1.0,0.0,17.8,2.3,10,0,1.0,False,2,6,0.8333333333333334
2022-06-08 12:00:00,1,1,1,1,1,1.0,0.0,19.1,3.3,11,0,0.0,False,2,6,0.16666666666666666
2022-06-08 13:00:00,1,1,1,1,1,1.0,0.0,18.8,4.6,12,2,0.0,False,2,6,1.1666666666666667
2022-06-08 14:00:00,1,1,1,1,1,1.0,0.0,19.0,3.2,13,2,2.0,False,2,6,1.8333333333333333
2022-06-08 15:00:00,1,1,1,1,1,1.0,0.0,19.9,3.3,14,5,2.0,False,2,6,3.6666666666666665
2022-06-08 16:00:00,1,1,1,1,1,1.0,0.0,20.3,1.8,15,4,5.0,False,2,6,4.833333333333333
2022-06-08 17:00:00,1,1,1,1,1,1.0,0.0,21.4,2.0,16,2,4.0,False,2,6,1.8333333333333333
2022-06-08 18:00:00,1,1,1,1,1,1.0,0.0,20.8,3.2,17,1,2.0,False,2,6,1.8333333333333333
2022-06-08 19:00:00,1,1,1,1,1,1.0,0.0,20.2,3.0,18,1,1.0,False,2,6,1.5
2022-06-08 20:00:00,1,1,1,1,1,1.0,0.0,18.5,4.4,19,1,1.0,False,2,6,0.16666666666666666
2022-06-08 21:00:00,1,1,0,1,0,1.0,0.0,16.2,3.7,20,0,1.0,False,2,6,1.3333333333333333
2022-06-08 22:00:00,1,1,0,1,1,1.0,0.0,14.0,3.2,21,0,0.0,False,2,6,0.6666666666666666
2022-06-08 23:00:00,1,1,0,1,1,1.0,0.0,13.2,1.8,22,0,0.0,False,2,6,0.6666666666666666
2022-06-08 00:00:00,1,1,1,1,0,1.0,0.0,11.9,1.4,23,0,0.0,False,2,6,0.0
2022-06-09 01:00:00,1,1,1,1,0,1.0,0.0,9.4,1.8,0,0,,False,3,6,0.0
2022-06-09 02:00:00,1,1,1,1,0,1.0,0.0,9.2,2.2,1,0,0.0,False,3,6,0.0
2022-06-09 03:00:00,1,1,1,1,0,1.0,0.0,9.1,2.1,2,0,0.0,False,3,6,0.0
2022-06-09 04:00:00,1,1,1,1,0,1.0,0.0,8.3,1.9,3,0,0.0,False,3,6,0.0
2022-06-09 05:00:00,1,1,1,1,0,1.0,0.0,8.1,1.8,4,0,0.0,False,3,6,0.0
2022-06-09 06:00:00,1,1,1,1,0,1.0,0.0,7.9,1.8,5,0,0.0,False,3,6,0.16666666666666666
2022-06-09 07:00:00,1,1,1,1,0,1.0,0.0,7.6,1.6,6,1,0.0,False,3,6,0.0
2022-06-09 08:00:00,1,1,0,1,1,1.0,0.0,10.5,0.5,7,2,1.0,False,3,6,0.3333333333333333
2022-06-09 09:00:00,1,1,1,1,1,1.0,0.0,12.8,0.8,8,1,2.0,False,3,6,1.0
2022-06-09 10:00:00,1,1,1,1,1,1.0,0.0,14.8,1.0,9,1,1.0,False,3,6,0.16666666666666666
2022-06-09 11:00:00,1,1,1,1,1,1.0,0.0,15.9,1.6,10,0,1.0,False,3,6,1.3333333333333333
2022-06-09 12:00:00,1,1,1,1,1,1.0,0.0,17.7,1.8,11,1,0.0,False,3,6,1.0
2022-06-09 13:00:00,1,1,1,1,1,1.0,0.0,19.7,2.3,12,0,1.0,False,3,6,1.1666666666666667
2022-06-09 14:00:00,1,1,1,1,1,1.0,0.0,19.7,3.2,13,7,0.0,False,3,6,2.8333333333333335
2022-06-09 15:00:00,1,1,1,1,1,1.0,0.0,21.0,2.2,14,4,7.0,False,3,6,4.333333333333333
2022-06-09 16:00:00,1,1,1,1,1,1.0,0.0,20.6,2.8,15,7,4.0,False,3,6,5.0
2022-06-09 17:00:00,1,1,1,1,1,1.0,0.0,20.4,3.5,16,0,7.0,False,3,6,2.5
2022-06-09 18:00:00,1,1,1,1,0,1.0,0.0,19.5,3.7,17,1,0.0,False,3,6,2.5
2022-06-09 19:00:00,1,1,1,1,0,1.0,0.0,17.9,2.7,18,0,1.0,False,3,6,1.8333333333333333
2022-06-09 20:00:00,1,1,1,1,1,1.0,0.0,15.8,1.5,19,0,0.0,False,3,6,1.0
2022-06-09 21:00:00,1,1,1,1,1,1.0,0.0,13.9,0.5,20,0,0.0,False,3,6,1.6666666666666667
2022-06-09 22:00:00,1,1,1,1,1,1.0,0.0,12.3,1.6,21,1,0.0,False,3,6,1.0
2022-06-09 23:00:00,1,1,1,1,1,1.0,0.0,11.5,1.8,22,0,1.0,False,3,6,1.1666666666666667
2022-06-09 00:00:00,1,1,1,1,1,1.0,0.0,11.1,2.3,23,0,0.0,False,3,6,0.0
2022-06-10 01:00:00,1,1,1,1,1,1.0,0.0,10.8,2.2,0,0,,False,4,6,0.0
2022-06-10 02:00:00,1,1,1,1,1,1.0,0.0,10.2,2.0,1,0,0.0,False,4,6,0.0
2022-06-10 03:00:00,1,1,1,1,1,1.0,0.0,9.5,1.3,2,0,0.0,False,4,6,0.0
2022-06-10 04:00:00,1,1,1,1,1,1.0,0.0,8.9,2.5,3,0,0.0,False,4,6,0.0
2022-06-10 05:00:00,1,1,1,1,1,1.0,0.0,8.0,2.9,4,0,0.0,False,4,6,0.0
2022-06-10 06:00:00,1,1,1,1,1,1.0,0.0,7.3,2.1,5,0,0.0,False,4,6,0.0
2022-06-10 07:00:00,1,1,1,1,1,1.0,0.0,7.6,1.2,6,0,0.0,False,4,6,0.0
2022-06-10 08:00:00,1,1,1,1,1,1.0,0.0,6.4,1.9,7,1,0.0,False,4,6,0.0
2022-06-10 09:00:00,1,1,1,1,1,1.0,0.0,9.9,3.3,8,1,1.0,False,4,6,0.3333333333333333
2022-06-10 10:00:00,1,1,1,1,1,1.0,0.0,10.0,3.6,9,3,1.0,False,4,6,0.5
2022-06-10 11:00:00,1,1,1,1,1,1.0,0.0,10.5,3.9,10,0,3.0,False,4,6,0.5
2022-06-10 12:00:00,1,1,1,1,1,1.0,0.0,11.1,4.3,11,2,0.0,False,4,6,1.1666666666666667
2022-06-10 13:00:00,1,1,1,1,1,1.0,0.0,11.9,3.5,12,1,2.0,False,4,6,1.1666666666666667
2022-06-10 14:00:00,1,1,1,1,1,1.0,0.0,13.8,5.2,13,2,1.0,False,4,6,3.0
2022-06-10 15:00:00,1,1,1,1,1,1.0,0.0,13.6,5.9,14,4,2.0,False,4,6,3.5
