Unnamed: 0,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,bike_availability_x,dock_availability_x,bike_availability_y,dock_availability_y,bike_availability_x,dock_availability_x,bike_availability_y,dock_availability_y,bike_availability_x,dock_availability_x,bike_availability_y,dock_availability_y,bike_availability_x,dock_availability_x,bike_availability_y,dock_availability_y,availability,dock_availability
2022-08-01 00:00:00+00:00,0.2,-3.5,6.1,8,0,0,0,False,,0.5158333333333334,0.615,0.8611111111111112,0.8611111111111112,0.4305555555555556,0.0,0.8611111111111112,0.8611111111111112,0.0,0.0,0.8611111111111112,0.8611111111111112,0.8611111111111112,0.8611111111111112,0.6634722222222222,0.4302777777777777,0.8611111111111112,0.8611111111111112
2022-08-01 01:00:00+00:00,0.1,-3.4,6.1,8,0,0,1,False,0.0,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.4898611111111112,0.0,0.9797222222222224,0.9797222222222224,0.0,0.0,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.4898611111111112,0.0,0.9797222222222224,0.9797222222222224
2022-08-01 02:00:00+00:00,0.3,-3.5,4.1,8,0,0,2,False,0.0,0.9755555555555554,0.9755555555555554,0.9755555555555554,0.9755555555555554,0.4877777777777777,0.0,0.9755555555555554,0.9755555555555554,0.0,0.0,0.9755555555555554,0.9755555555555554,0.9755555555555554,0.9755555555555554,0.4877777777777777,0.0,0.9755555555555554,0.9755555555555554
2022-08-01 03:00:00+00:00,0.2,-3.5,4.3,8,0,0,3,False,0.0,0.9811111111111108,0.9811111111111108,0.9811111111111108,0.9811111111111108,0.4905555555555554,0.0,0.9811111111111108,0.9811111111111108,0.0,0.0,0.9811111111111108,0.9811111111111108,0.9811111111111108,0.9811111111111108,0.4905555555555554,0.0,0.9811111111111108,0.9811111111111108
2022-08-01 04:00:00+00:00,0.2,-3.4,4.3,8,1,0,4,False,0.0,0.9988888888888888,0.9988888888888888,0.9988888888888888,0.9988888888888888,0.4994444444444444,0.0,0.9988888888888888,0.9988888888888888,0.0,0.0,0.9988888888888888,0.9988888888888888,0.9988888888888888,0.9988888888888888,0.4994444444444444,0.0,0.9988888888888888,0.9988888888888888
2022-08-01 05:00:00+00:00,0.2,-3.5,5.0,8,2,0,5,False,1.0,0.9980555555555554,0.9980555555555554,0.9980555555555554,0.9980555555555554,0.4990277777777777,0.0,0.9980555555555554,0.9980555555555554,0.0,0.0,0.9980555555555554,0.9980555555555554,0.9980555555555554,0.9980555555555554,0.3820833333333333,0.0,0.9980555555555554,0.9980555555555554
2022-08-01 06:00:00+00:00,0.0,-3.3,4.0,8,1,0,6,False,2.0,0.9830555555555556,0.9830555555555556,0.9830555555555556,0.9830555555555556,0.4915277777777778,0.0,0.9830555555555556,0.9830555555555556,0.0,0.0,0.9830555555555556,0.9830555555555556,0.9830555555555556,0.9830555555555556,0.1658333333333333,0.3530555555555555,0.9830555555555556,0.9830555555555556
2022-08-01 07:00:00+00:00,0.3,-3.7,3.6,0,1,0,7,False,1.0,0.96,0.96,0.96,0.96,0.48,0.0,0.96,0.96,0.0,0.0,0.96,0.96,0.96,0.96,0.5606944444444444,0.96,0.96,0.96
2022-08-01 08:00:00+00:00,0.2,-3.6,3.6,0,1,0,8,False,1.0,0.9963888888888884,0.9963888888888884,0.8280555555555553,0.8427777777777776,0.9879166666666662,0.9936111111111108,0.936481481481481,0.794722222222222,0.2928703703703704,0.1172222222222222,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884
2022-08-01 09:00:00+00:00,0.3,-3.7,2.6,0,1,0,9,False,1.0,0.9958333333333332,0.9958333333333332,0.2655555555555555,0.2422222222222222,0.8379166666666666,0.6791666666666667,0.6638888888888889,0.0,0.0158333333333333,0.0,0.9958333333333332,0.9958333333333332,0.9958333333333332,0.9958333333333332,0.9958333333333332,0.9958333333333332,0.9958333333333332,0.9958333333333332
2022-08-01 10:00:00+00:00,0.0,-3.5,3.9,7,1,0,10,False,1.0,0.981111111111111,0.981111111111111,0.981111111111111,0.981111111111111,0.981111111111111,0.981111111111111,0.654074074074074,0.0,0.0837962962962963,0.0,0.981111111111111,0.981111111111111,0.981111111111111,0.981111111111111,0.981111111111111,0.981111111111111,0.981111111111111,0.981111111111111
2022-08-01 11:00:00+00:00,0.1,-3.3,2.6,7,2,0,11,False,1.0,0.982777777777778,0.982777777777778,0.3941666666666667,0.3788888888888889,0.982777777777778,0.982777777777778,0.6551851851851853,0.0,0.6551851851851853,0.0,0.982777777777778,0.982777777777778,0.982777777777778,0.982777777777778,0.797638888888889,0.982777777777778,0.982777777777778,0.982777777777778
2022-08-01 12:00:00+00:00,0.1,-3.0,2.4,7,1,0,12,False,2.0,0.9908333333333332,0.9908333333333332,0.0,0.0,0.9908333333333332,0.9908333333333332,0.7026851851851852,0.1413888888888889,0.6605555555555555,0.0,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.4954166666666666,0.9908333333333332,0.9908333333333332,0.9908333333333332
2022-08-01 13:00:00+00:00,0.0,-2.6,2.0,7,1,0,13,False,1.0,0.9794444444444445,0.9794444444444445,0.0,0.0,0.9794444444444445,0.9794444444444445,0.8516666666666667,0.0291666666666666,0.6353703703703703,0.0,0.9794444444444445,0.9794444444444445,0.9794444444444445,0.9794444444444445,0.4897222222222222,0.9794444444444445,0.9794444444444445,0.9794444444444445
2022-08-01 14:00:00+00:00,0.0,-2.5,1.7,7,2,0,14,False,1.0,0.9805555555555556,0.9805555555555556,0.4683333333333332,0.4769444444444444,0.7245833333333334,0.5011111111111111,0.8147222222222222,0.543611111111111,0.2242592592592592,0.1858333333333333,0.9805555555555556,0.9805555555555556,0.9805555555555556,0.9805555555555556,0.8733333333333334,0.9805555555555556,0.9805555555555556,0.9805555555555556
2022-08-01 15:00:00+00:00,0.0,-2.6,2.5,7,5,0,15,False,2.0,0.9788888888888888,0.9788888888888888,0.3127777777777777,0.3194444444444445,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.3010185185185185,0.1102777777777777,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.9633333333333334,0.9788888888888888,0.9630555555555556,0.9636111111111112
2022-08-01 16:00:00+00:00,0.0,-3.0,2.4,7,4,0,16,False,5.0,0.4986111111111112,0.498888888888889,0.1361111111111111,0.1286111111111111,0.5972222222222221,0.1975,0.9816666666666664,0.9816666666666664,0.1886111111111111,0.0,0.7058333333333332,0.4158333333333334,0.9816666666666664,0.9816666666666664,0.9816666666666664,0.9816666666666664,0.2497222222222222,0.2283333333333333
2022-08-01 17:00:00+00:00,0.0,-2.7,2.5,7,0,0,17,False,4.0,0.1494444444444444,0.1333333333333333,0.7463888888888887,0.7841666666666665,0.313611111111111,0.3958333333333333,0.7962037037037035,0.4141666666666667,0.0996296296296296,0.0,0.4197222222222221,0.4802777777777777,0.9794444444444442,0.9794444444444442,0.9794444444444442,0.9794444444444442,0.6499999999999999,0.6727777777777776
2022-08-01 18:00:00+00:00,0.0,-2.8,2.9,7,3,0,18,False,0.0,0.2172222222222222,0.3136111111111112,0.9777777777777776,0.9777777777777776,0.4294444444444444,0.5125,0.8562962962962962,0.6624999999999999,0.4934259259259259,0.0,0.9777777777777776,0.9777777777777776,0.9777777777777776,0.9777777777777776,0.7552777777777777,0.9777777777777776,0.9777777777777776,0.9777777777777776
2022-08-01 19:00:00+00:00,0.0,-2.8,2.7,8,1,0,19,False,3.0,0.8494444444444442,0.7874999999999998,0.976111111111111,0.976111111111111,0.1984722222222222,0.1005555555555555,0.976111111111111,0.976111111111111,0.6459259259259259,0.0,0.976111111111111,0.976111111111111,0.976111111111111,0.976111111111111,0.7686111111111111,0.976111111111111,0.976111111111111,0.976111111111111
2022-08-01 20:00:00+00:00,0.0,-2.7,3.1,8,1,0,20,False,1.0,0.0,0.0,0.9705555555555552,0.9705555555555552,0.2995833333333332,0.0,0.9705555555555552,0.9705555555555552,0.3235185185185183,0.0,0.9705555555555552,0.9705555555555552,0.9705555555555552,0.9705555555555552,0.7081944444444443,0.4152777777777778,0.8549999999999996,0.8713888888888885
2022-08-01 21:00:00+00:00,0.0,-2.6,2.0,8,1,0,21,False,1.0,0.0994444444444444,0.1813888888888888,0.9780555555555552,0.9780555555555552,0.3986111111111111,0.3458333333333333,0.9780555555555552,0.9780555555555552,0.576111111111111,0.7652777777777778,0.7555555555555554,0.5672222222222223,0.9780555555555552,0.9780555555555552,0.2708333333333333,0.0,0.9780555555555552,0.9780555555555552
2022-08-01 22:00:00+00:00,0.0,-2.6,1.9,8,0,0,22,False,1.0,0.9811111111111112,0.9811111111111112,0.9811111111111112,0.9811111111111112,0.6184722222222223,0.6258333333333335,0.9811111111111112,0.9811111111111112,0.7368518518518519,0.9811111111111112,0.9811111111111112,0.9811111111111112,0.9811111111111112,0.9811111111111112,0.4354166666666667,0.0669444444444444,0.9811111111111112,0.9811111111111112
2022-08-01 23:00:00+00:00,0.0,-2.6,3.8,8,0,0,23,False,0.0,0.0108333333333333,0.0033333333333333,0.9263888888888888,0.9263888888888888,0.2704166666666667,0.4791666666666667,0.9263888888888888,0.9263888888888888,0.9263888888888888,0.9263888888888888,0.9263888888888888,0.9263888888888888,0.9263888888888888,0.9263888888888888,0.5295833333333333,0.1766666666666666,0.9263888888888888,0.9263888888888888
2022-08-02 00:00:00+00:00,0.0,1.2,1.6,8,0,1,0,False,0.0,0.0,0.0,0.9927777777777776,0.9927777777777776,0.0,0.0,0.9927777777777776,0.9927777777777776,0.9927777777777776,0.9927777777777776,0.9927777777777776,0.9927777777777776,0.9927777777777776,0.9927777777777776,0.6159722222222221,0.2305555555555555,0.9927777777777776,0.9927777777777776
2022-08-02 01:00:00+00:00,0.0,1.1,1.4,8,0,1,1,False,0.0,0.0,0.0,0.9827777777777774,0.9827777777777774,0.0,0.0,0.9827777777777774,0.9827777777777774,0.9827777777777774,0.9827777777777774,0.9827777777777774,0.9827777777777774,0.9827777777777774,0.9827777777777774,0.9827777777777774,0.9827777777777774,0.9827777777777774,0.9827777777777774
2022-08-02 02:00:00+00:00,0.0,1.7,3.6,8,0,1,2,False,0.0,0.0,0.0,0.946111111111111,0.946111111111111,0.0,0.0,0.946111111111111,0.946111111111111,0.946111111111111,0.946111111111111,0.946111111111111,0.946111111111111,0.946111111111111,0.946111111111111,0.946111111111111,0.946111111111111,0.946111111111111,0.946111111111111
