started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2022-02-01 04:46:50.639000+00:00,2022-02-01 04:53:41.698000+00:00,411,507,Jens Bjelkes Gate,ved Trondheimsveien,59.91914743024347,10.76412958416006,552,Trelastgata,ved Nordenga bru,59.908004655328924,10.7625700380287
2022-02-01 05:14:21.118000+00:00,2022-02-01 05:19:10.323000+00:00,289,584,Henrik Wergelands allé,ved Bogstadveien,59.9268942,10.7207894,603,Frogner plass,i rundkjøringen,59.9225392,10.7045406
2022-02-01 05:15:49.373000+00:00,2022-02-01 05:21:54.926000+00:00,365,385,Søndre gate,ved Ankerbrua,59.918632,10.757867,448,Oslo Plaza,ved rundkjøringen,59.91218291295141,10.7544337247013
2022-02-01 05:16:09.283000+00:00,2022-02-01 05:23:21.159000+00:00,431,480,Helga Helgesens plass,langs Grønlandsleiret,59.9121109,10.7661939,549,Linaaes gate,langs Møllergata,59.91382393242077,10.745704482209018
2022-02-01 05:17:33.512000+00:00,2022-02-01 05:23:58.635000+00:00,385,583,Galgeberg,langs St. Halvards gate,59.90707579234818,10.779164402446728,443,Sjøsiden ved trappen,Oslo S,59.910154466964954,10.751980909227372
2022-02-01 05:20:23.376000+00:00,2022-02-01 05:36:47.886000+00:00,984,415,Sinsenveien,ved Kongehellegata,59.929542,10.781053,597,Fredensborg,ved rundkjøringen,59.920995,10.750358
2022-02-01 05:20:42.769000+00:00,2022-02-01 05:58:10.033000+00:00,2247,551,Olaf Ryes plass,langs Sofienberggata,59.922425,10.758182,542,Grünerhagen Nord,ved Sofienberggata,59.9224256,10.7554274
2022-02-01 05:35:47.593000+00:00,2022-02-01 05:41:50.483000+00:00,362,499,Bjerregaards gate,ovenfor Fredrikke Qvams gate,59.925488,10.746058,557,Akersgata,ved Grensen,59.9141971,10.7428828
2022-02-01 05:39:58.456000+00:00,2022-02-01 05:44:42.287000+00:00,283,1755,Aker Brygge,ved trikkestopp,59.91118372188379,10.730034556850455,1023,Professor Aschehougs plass,ved Kristian IVs gate,59.9147672,10.740971
2022-02-01 05:40:56.778000+00:00,2022-02-01 05:51:12.709000+00:00,615,393,Hans Nielsen Hauges plass,langs Hans Nielsen Hauges gate,59.939244,10.774319,489,Torggata,ved Bernt Ankers gate,59.91598309274519,10.75155119076095
