Unnamed: 0,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,month,bike_availability_489.0,dock_availability_489.0,bike_availability_437.0,dock_availability_437.0,num_bikes_available
2022-06-01 00:00:00+00:00,0.0,-3.7,2.2,0,0,2,0,False,,6,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,19
2022-06-01 01:00:00+00:00,0.0,-4.4,0.5,0,0,2,1,False,0.0,6,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,18
2022-06-01 02:00:00+00:00,0.0,-1.7,5.3,0,0,2,2,False,0.0,6,0.9866666666666666,0.9866666666666666,0.9866666666666666,0.9866666666666666,18
2022-06-01 03:00:00+00:00,0.0,-4.3,2.5,0,0,2,3,False,0.0,6,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.9819444444444444,18
2022-06-01 04:00:00+00:00,0.0,-4.3,3.8,0,0,2,4,False,0.0,6,0.978888888888889,0.978888888888889,0.978888888888889,0.978888888888889,18
2022-06-01 05:00:00+00:00,0.0,-3.8,3.7,0,3,2,5,False,0.0,6,0.9966666666666671,0.9966666666666671,0.9966666666666671,0.9966666666666671,18
2022-06-01 06:00:00+00:00,0.0,-4.5,1.4,0,10,2,6,False,3.0,6,0.984722222222222,0.984722222222222,0.984722222222222,0.984722222222222,18
2022-06-01 07:00:00+00:00,0.0,-5.1,1.0,4,1,2,7,False,10.0,6,0.9783333333333334,0.9783333333333334,0.752777777777778,0.7258333333333336,20
2022-06-01 08:00:00+00:00,0.0,-5.3,0.5,4,2,2,8,False,1.0,6,0.7405555555555555,0.6863888888888888,0.0,0.0,19
2022-06-01 09:00:00+00:00,0.0,-5.4,2.2,4,0,2,9,False,2.0,6,0.0508333333333333,0.0455555555555555,0.0636111111111111,0.0630555555555555,19
2022-06-01 10:00:00+00:00,0.0,-5.9,1.1,2,2,2,10,False,0.0,6,0.4522222222222223,0.4672222222222223,0.0,0.0,20
2022-06-01 11:00:00+00:00,0.0,-4.6,1.3,2,1,2,11,False,2.0,6,0.986388888888889,0.986388888888889,0.0,0.0,19
2022-06-01 12:00:00+00:00,0.0,-4.2,1.2,2,2,2,12,False,1.0,6,0.9838888888888888,0.9838888888888888,0.0,0.0,20
2022-06-01 13:00:00+00:00,0.0,-2.7,1.5,2,3,2,13,False,2.0,6,0.9899999999999998,0.9899999999999998,0.0541666666666666,0.0766666666666666,18
2022-06-01 14:00:00+00:00,0.0,-3.9,0.2,2,6,2,14,False,3.0,6,0.9908333333333332,0.9908333333333332,0.4438888888888888,0.4277777777777776,18
2022-06-01 15:00:00+00:00,0.0,-4.0,0.8,2,5,2,15,False,6.0,6,0.9874999999999996,0.9874999999999996,0.6513888888888889,0.6655555555555556,18
2022-06-01 16:00:00+00:00,0.0,-6.6,0.0,1,2,2,16,False,5.0,6,0.982222222222222,0.982222222222222,0.982222222222222,0.982222222222222,17
2022-06-01 17:00:00+00:00,0.0,-7.7,1.6,1,2,2,17,False,2.0,6,0.9911111111111108,0.9911111111111108,0.9911111111111108,0.9911111111111108,14
2022-06-01 18:00:00+00:00,0.0,-8.5,1.1,1,3,2,18,False,2.0,6,0.989444444444444,0.989444444444444,0.989444444444444,0.989444444444444,10
2022-06-01 19:00:00+00:00,0.0,-9.0,1.7,0,2,2,19,False,3.0,6,0.9933333333333332,0.9933333333333332,0.9933333333333332,0.9933333333333332,10
2022-06-01 20:00:00+00:00,0.0,-9.0,2.7,0,1,2,20,False,2.0,6,0.9983333333333332,0.9983333333333332,0.9983333333333332,0.9983333333333332,8
2022-06-01 21:00:00+00:00,0.0,-9.5,1.8,0,1,2,21,False,1.0,6,0.9899999999999995,0.9899999999999995,0.9899999999999995,0.9899999999999995,9
2022-06-01 22:00:00+00:00,0.0,-9.2,2.2,5,0,2,22,False,1.0,6,0.9877777777777776,0.9877777777777776,0.9877777777777776,0.9877777777777776,9
2022-06-01 23:00:00+00:00,0.0,-8.2,1.9,5,0,2,23,False,0.0,6,0.979722222222222,0.979722222222222,0.979722222222222,0.979722222222222,9
2022-06-02 00:00:00+00:00,0.0,3.1,0.9,8,0,3,0,False,0.0,6,0.9847222222222224,0.9847222222222224,0.9847222222222224,0.9847222222222224,8
2022-06-02 01:00:00+00:00,0.0,2.3,2.2,8,0,3,1,False,0.0,6,0.9841666666666667,0.9841666666666667,0.9841666666666667,0.9841666666666667,8
2022-06-02 02:00:00+00:00,0.0,1.1,2.5,8,0,3,2,False,0.0,6,0.9808333333333332,0.9808333333333332,0.9808333333333332,0.9808333333333332,8
2022-06-02 03:00:00+00:00,0.0,1.4,5.6,8,0,3,3,False,0.0,6,0.9911111111111108,0.9911111111111108,0.9911111111111108,0.9911111111111108,8
2022-06-02 04:00:00+00:00,0.0,2.1,6.3,8,0,3,4,False,0.0,6,0.9866666666666664,0.9866666666666664,0.9866666666666664,0.9866666666666664,8
2022-06-02 05:00:00+00:00,0.0,1.2,5.4,8,4,3,5,False,0.0,6,0.984444444444444,0.984444444444444,0.984444444444444,0.984444444444444,8
2022-06-02 06:00:00+00:00,0.0,-0.3,4.1,8,4,3,6,False,4.0,6,0.9861111111111108,0.9861111111111108,0.9861111111111108,0.9861111111111108,8
2022-06-02 07:00:00+00:00,0.0,-0.8,4.1,3,1,3,7,False,4.0,6,0.9877777777777776,0.9877777777777776,0.9877777777777776,0.9877777777777776,10
2022-06-02 08:00:00+00:00,0.0,-0.8,3.6,3,2,3,8,False,1.0,6,0.7655555555555555,0.7441666666666665,0.7508333333333332,0.7347222222222222,13
2022-06-02 09:00:00+00:00,0.0,-0.2,2.1,3,1,3,9,False,2.0,6,0.1358333333333333,0.1222222222222222,0.0,0.0,18
2022-06-02 10:00:00+00:00,0.0,0.1,4.1,5,1,3,10,False,1.0,6,0.0,0.0155555555555555,0.3552777777777778,0.4005555555555556,20
2022-06-02 11:00:00+00:00,0.0,1.3,2.0,5,3,3,11,False,1.0,6,0.6386111111111109,0.6138888888888888,0.1344444444444444,0.1269444444444444,20
2022-06-02 12:00:00+00:00,0.0,1.1,3.8,5,3,3,12,False,3.0,6,0.9858333333333332,0.9858333333333332,0.5825000000000001,0.6050000000000001,19
2022-06-02 13:00:00+00:00,0.0,3.1,4.6,3,4,3,13,False,3.0,6,0.9966666666666668,0.9966666666666668,0.9966666666666668,0.9966666666666668,18
2022-06-02 14:00:00+00:00,0.0,2.9,3.5,3,3,3,14,False,4.0,6,0.999722222222222,0.999722222222222,0.1508333333333333,0.1213888888888889,16
2022-06-02 15:00:00+00:00,0.0,2.5,3.1,3,4,3,15,False,3.0,6,1.0,1.0,0.8433333333333333,0.8519444444444444,16
2022-06-02 16:00:00+00:00,0.0,2.4,3.7,3,1,3,16,False,4.0,6,0.9836111111111112,0.9836111111111112,0.9836111111111112,0.9836111111111112,13
2022-06-02 17:00:00+00:00,0.0,0.7,3.5,3,3,3,17,False,1.0,6,0.9805555555555554,0.9805555555555554,0.9805555555555554,0.9805555555555554,13
2022-06-02 18:00:00+00:00,0.0,-0.6,1.3,3,0,3,18,False,3.0,6,0.9802777777777776,0.9802777777777776,0.9802777777777776,0.9802777777777776,12
2022-06-02 19:00:00+00:00,0.0,-0.9,2.3,4,1,3,19,False,0.0,6,0.985277777777778,0.985277777777778,0.985277777777778,0.985277777777778,20
2022-06-02 20:00:00+00:00,0.0,-2.6,0.4,4,3,3,20,False,1.0,6,0.9844444444444446,0.9844444444444446,0.9844444444444446,0.9844444444444446,19
2022-06-02 21:00:00+00:00,0.0,-3.2,1.1,4,2,3,21,False,3.0,6,0.9855555555555556,0.9855555555555556,0.9855555555555556,0.9855555555555556,20
2022-06-02 22:00:00+00:00,0.0,-4.0,1.8,2,2,3,22,False,2.0,6,0.985,0.985,0.985,0.985,20
2022-06-02 23:00:00+00:00,0.0,-3.3,2.1,2,0,3,23,False,2.0,6,0.9766666666666668,0.9766666666666668,0.9766666666666668,0.9766666666666668,20
2022-06-03 00:00:00+00:00,0.0,-1.3,1.4,2,0,4,0,False,0.0,6,0.9802777777777778,0.9802777777777778,0.9802777777777778,0.9802777777777778,18
2022-06-03 01:00:00+00:00,0.0,-1.6,0.9,2,0,4,1,False,0.0,6,0.9897222222222222,0.9897222222222222,0.9897222222222222,0.9897222222222222,19
2022-06-03 02:00:00+00:00,0.0,-2.0,1.3,2,0,4,2,False,0.0,6,0.9916666666666668,0.9916666666666668,0.9916666666666668,0.9916666666666668,19
2022-06-03 03:00:00+00:00,0.0,-3.1,0.3,2,0,4,3,False,0.0,6,0.9891666666666666,0.9891666666666666,0.9891666666666666,0.9891666666666666,19
2022-06-03 04:00:00+00:00,0.0,-3.4,1.1,2,0,4,4,False,0.0,6,0.9825,0.9825,0.9825,0.9825,19
