Unnamed: 0,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,availability,dock_availability
2022-06-01 00:00:00+00:00,0.0,-3.7,2.2,0,0,2,0,False,,0.8540476190476187,0.9963888888888884
2022-06-01 01:00:00+00:00,0.0,-4.4,0.5,0,0,2,1,False,0.0,0.8397619047619049,0.9797222222222224
2022-06-01 02:00:00+00:00,0.0,-1.7,5.3,0,0,2,2,False,0.0,0.8457142857142855,0.9866666666666666
2022-06-01 03:00:00+00:00,0.0,-4.3,2.5,0,1,2,3,False,0.0,0.8416666666666667,0.9819444444444444
2022-06-01 04:00:00+00:00,0.0,-4.3,3.8,0,4,2,4,False,1.0,0.8390476190476192,0.978888888888889
2022-06-01 05:00:00+00:00,0.0,-3.8,3.7,0,11,2,5,False,4.0,0.8542857142857148,0.9966666666666671
2022-06-01 06:00:00+00:00,0.0,-4.5,1.4,0,29,2,6,False,11.0,0.844047619047619,0.984722222222222
2022-06-01 07:00:00+00:00,0.0,-5.1,1.0,4,8,2,7,False,29.0,0.8385714285714286,0.9783333333333334
2022-06-01 08:00:00+00:00,0.0,-5.3,0.5,4,0,2,8,False,8.0,0.8469047619047619,0.9880555555555556
2022-06-01 09:00:00+00:00,0.0,-5.4,2.2,4,3,2,9,False,0.0,0.8492857142857141,0.9908333333333332
2022-06-01 10:00:00+00:00,0.0,-5.9,1.1,2,6,2,10,False,3.0,0.8414285714285715,0.9816666666666668
2022-06-01 11:00:00+00:00,0.0,-4.6,1.3,2,4,2,11,False,6.0,0.8454761904761907,0.986388888888889
2022-06-01 12:00:00+00:00,0.0,-4.2,1.2,2,6,2,12,False,4.0,0.8433333333333334,0.9838888888888888
2022-06-01 13:00:00+00:00,0.0,-2.7,1.5,2,5,2,13,False,6.0,0.8485714285714285,0.9899999999999998
2022-06-01 14:00:00+00:00,0.0,-3.9,0.2,2,18,2,14,False,5.0,0.8492857142857141,0.9908333333333332
2022-06-01 15:00:00+00:00,0.0,-4.0,0.8,2,11,2,15,False,18.0,0.8464285714285712,0.9874999999999996
2022-06-01 16:00:00+00:00,0.0,-6.6,0.0,1,7,2,16,False,11.0,0.8419047619047617,0.982222222222222
2022-06-01 17:00:00+00:00,0.0,-7.7,1.6,1,0,2,17,False,7.0,0.8134920634920633,0.9911111111111108
2022-06-01 18:00:00+00:00,0.0,-8.5,1.1,1,8,2,18,False,0.0,0.8480952380952377,0.989444444444444
2022-06-01 19:00:00+00:00,0.0,-9.0,1.7,0,6,2,19,False,8.0,0.8514285714285713,0.9933333333333332
2022-06-01 20:00:00+00:00,0.0,-9.0,2.7,0,4,2,20,False,6.0,0.8557142857142856,0.9983333333333332
2022-06-01 21:00:00+00:00,0.0,-9.5,1.8,0,3,2,21,False,4.0,0.8485714285714281,0.9899999999999995
2022-06-01 22:00:00+00:00,0.0,-9.2,2.2,5,1,2,22,False,3.0,0.8466666666666666,0.9877777777777776
2022-06-01 23:00:00+00:00,0.0,-8.2,1.9,5,0,2,23,False,1.0,0.8397619047619046,0.979722222222222
2022-06-02 00:00:00+00:00,0.0,3.1,0.9,8,0,3,0,False,0.0,0.8440476190476192,0.9847222222222224
2022-06-02 01:00:00+00:00,0.0,2.3,2.2,8,0,3,1,False,0.0,0.8435714285714286,0.9841666666666667
2022-06-02 02:00:00+00:00,0.0,1.1,2.5,8,0,3,2,False,0.0,0.8407142857142855,0.9808333333333332
2022-06-02 03:00:00+00:00,0.0,1.4,5.6,8,0,3,3,False,0.0,0.8495238095238092,0.9911111111111108
2022-06-02 04:00:00+00:00,0.0,2.1,6.3,8,7,3,4,False,0.0,0.8457142857142854,0.9866666666666664
2022-06-02 05:00:00+00:00,0.0,1.2,5.4,8,11,3,5,False,7.0,0.8438095238095233,0.984444444444444
2022-06-02 06:00:00+00:00,0.0,-0.3,4.1,8,17,3,6,False,11.0,0.845238095238095,0.9861111111111108
2022-06-02 07:00:00+00:00,0.0,-0.8,4.1,3,8,3,7,False,17.0,0.8466666666666666,0.9877777777777776
2022-06-02 08:00:00+00:00,0.0,-0.8,3.6,3,6,3,8,False,8.0,0.856190476190476,0.9988888888888886
2022-06-02 09:00:00+00:00,0.0,-0.2,2.1,3,3,3,9,False,6.0,0.8273809523809522,0.9652777777777776
2022-06-02 10:00:00+00:00,0.0,0.1,4.1,5,8,3,10,False,3.0,0.8400000000000001,0.98
2022-06-02 11:00:00+00:00,0.0,1.3,2.0,5,8,3,11,False,8.0,0.845238095238095,0.9861111111111108
2022-06-02 12:00:00+00:00,0.0,1.1,3.8,5,4,3,12,False,8.0,0.8449999999999999,0.9858333333333332
2022-06-02 13:00:00+00:00,0.0,3.1,4.6,3,1,3,13,False,4.0,0.8542857142857144,0.9966666666666668
2022-06-02 14:00:00+00:00,0.0,2.9,3.5,3,16,3,14,False,1.0,0.8569047619047617,0.999722222222222
2022-06-02 15:00:00+00:00,0.0,2.5,3.1,3,8,3,15,False,16.0,0.8571428571428571,1.0
2022-06-02 16:00:00+00:00,0.0,2.4,3.7,3,10,3,16,False,8.0,0.8430952380952382,0.9836111111111112
2022-06-02 17:00:00+00:00,0.0,0.7,3.5,3,8,3,17,False,10.0,0.8404761904761903,0.9805555555555554
2022-06-02 18:00:00+00:00,0.0,-0.6,1.3,3,8,3,18,False,8.0,0.840238095238095,0.9802777777777776
2022-06-02 19:00:00+00:00,0.0,-0.9,2.3,4,3,3,19,False,8.0,0.8445238095238097,0.985277777777778
2022-06-02 20:00:00+00:00,0.0,-2.6,0.4,4,6,3,20,False,3.0,0.8438095238095239,0.9844444444444446
2022-06-02 21:00:00+00:00,0.0,-3.2,1.1,4,3,3,21,False,6.0,0.8447619047619048,0.9855555555555556
2022-06-02 22:00:00+00:00,0.0,-4.0,1.8,2,3,3,22,False,3.0,0.8442857142857143,0.985
2022-06-02 23:00:00+00:00,0.0,-3.3,2.1,2,0,3,23,False,3.0,0.8371428571428572,0.9766666666666668
2022-06-03 00:00:00+00:00,0.0,-1.3,1.4,2,0,4,0,False,0.0,0.8402380952380951,0.9802777777777778
2022-06-03 01:00:00+00:00,0.0,-1.6,0.9,2,0,4,1,False,0.0,0.8483333333333334,0.9897222222222222
2022-06-03 02:00:00+00:00,0.0,-2.0,1.3,2,0,4,2,False,0.0,0.8500000000000002,0.9916666666666668
2022-06-03 03:00:00+00:00,0.0,-3.1,0.3,2,0,4,3,False,0.0,0.8478571428571428,0.9891666666666666
2022-06-03 04:00:00+00:00,0.0,-3.4,1.1,2,3,4,4,False,0.0,0.8421428571428572,0.9825
2022-06-03 05:00:00+00:00,0.0,-3.1,1.7,2,3,4,5,False,3.0,0.8452380952380951,0.9861111111111112
2022-06-03 06:00:00+00:00,0.0,-3.5,1.0,2,16,4,6,False,3.0,0.8499999999999999,0.9916666666666666
2022-06-03 07:00:00+00:00,0.0,-3.8,0.8,0,8,4,7,False,16.0,0.8295238095238096,0.9677777777777776
2022-06-03 08:00:00+00:00,0.0,-3.3,0.6,0,3,4,8,False,8.0,0.7992857142857143,0.9325
2022-06-03 09:00:00+00:00,0.0,0.9,0.4,0,7,4,9,False,3.0,0.8442857142857146,0.9850000000000004
2022-06-03 10:00:00+00:00,0.0,0.9,1.8,1,4,4,10,False,7.0,0.8426190476190474,0.9830555555555552
2022-06-03 11:00:00+00:00,0.0,3.2,1.4,1,4,4,11,False,4.0,0.845238095238095,0.9861111111111108
2022-06-03 12:00:00+00:00,0.0,4.7,1.3,1,7,4,12,False,4.0,0.8288095238095234,0.9669444444444442
2022-06-03 13:00:00+00:00,0.0,7.0,1.1,1,8,4,13,False,7.0,0.8511904761904762,0.9930555555555556
2022-06-03 14:00:00+00:00,0.0,6.9,2.6,1,8,4,14,False,8.0,0.8464285714285718,0.9875000000000004
2022-06-03 15:00:00+00:00,0.0,8.1,2.2,1,13,4,15,False,8.0,0.8511904761904762,0.9930555555555556
2022-06-03 16:00:00+00:00,0.0,8.0,3.2,5,5,4,16,False,13.0,0.8464285714285715,0.9875000000000002
2022-06-03 17:00:00+00:00,0.0,7.2,2.0,5,6,4,17,False,5.0,0.8447619047619048,0.9855555555555556
2022-06-03 18:00:00+00:00,0.0,5.7,0.3,5,1,4,18,False,6.0,0.8449999999999999,0.9858333333333332
2022-06-03 19:00:00+00:00,0.0,4.8,2.3,7,2,4,19,False,1.0,0.8440476190476186,0.9847222222222218
2022-06-03 20:00:00+00:00,0.0,4.2,2.7,7,1,4,20,False,2.0,0.8457142857142854,0.9866666666666664
2022-06-03 21:00:00+00:00,0.0,1.9,1.3,7,3,4,21,False,1.0,0.8564285714285714,0.9991666666666668
2022-06-03 22:00:00+00:00,0.0,1.0,1.4,3,5,4,22,False,3.0,0.8435714285714286,0.9841666666666667
2022-06-03 23:00:00+00:00,0.0,0.5,1.8,3,0,4,23,False,5.0,0.8442857142857143,0.985
2022-06-04 00:00:00+00:00,0.0,-2.3,1.0,0,0,5,0,False,0.0,0.8438095238095235,0.9844444444444442
2022-06-04 01:00:00+00:00,0.0,-2.8,0.9,0,0,5,1,False,0.0,0.8504761904761907,0.9922222222222224
2022-06-04 02:00:00+00:00,0.0,-1.7,1.0,0,0,5,2,False,0.0,0.8499999999999998,0.9916666666666664
2022-06-04 03:00:00+00:00,0.0,-2.1,2.2,0,0,5,3,False,0.0,0.8449999999999999,0.9858333333333332
2022-06-04 04:00:00+00:00,0.0,-3.8,0.8,0,0,5,4,False,0.0,0.8411904761904762,0.9813888888888888
2022-06-04 05:00:00+00:00,0.0,-4.5,1.3,0,0,5,5,False,0.0,0.8359523809523812,0.975277777777778
2022-06-04 06:00:00+00:00,0.0,-4.2,1.6,0,1,5,6,False,0.0,0.8428571428571427,0.9833333333333332
2022-06-04 07:00:00+00:00,0.0,-2.8,2.0,8,4,5,7,False,1.0,0.8430952380952382,0.9836111111111112
2022-06-04 08:00:00+00:00,0.0,-0.8,0.5,8,6,5,8,False,4.0,0.8450000000000003,0.9858333333333336
2022-06-04 09:00:00+00:00,0.0,0.4,1.3,8,9,5,9,False,6.0,0.8295238095238099,0.9677777777777782
2022-06-04 10:00:00+00:00,0.0,1.4,2.6,8,15,5,10,False,9.0,0.8430952380952382,0.9861111111111112
2022-06-04 11:00:00+00:00,0.0,2.7,1.4,8,8,5,11,False,15.0,0.8092063492063494,0.9797222222222224
2022-06-04 12:00:00+00:00,0.0,4.2,0.8,8,9,5,12,False,8.0,0.7742857142857144,0.9033333333333334
2022-06-04 13:00:00+00:00,0.0,4.6,1.3,8,5,5,13,False,9.0,0.8530952380952381,0.9952777777777778
2022-06-04 14:00:00+00:00,0.0,4.9,1.7,8,6,5,14,False,5.0,0.8127777777777776,0.9761111111111108
2022-06-04 15:00:00+00:00,0.0,5.3,0.8,8,5,5,15,False,6.0,0.8419047619047617,0.982222222222222
2022-06-04 16:00:00+00:00,0.0,5.2,1.1,8,4,5,16,False,5.0,0.8547619047619051,0.9972222222222225
2022-06-04 17:00:00+00:00,0.0,4.9,1.5,8,7,5,17,False,4.0,0.8569047619047617,0.999722222222222
2022-06-04 18:00:00+00:00,0.0,4.5,1.3,8,1,5,18,False,7.0,0.8314285714285713,0.97
2022-06-04 19:00:00+00:00,0.0,3.6,1.0,6,6,5,19,False,1.0,0.8437301587301587,0.9894444444444443
2022-06-04 20:00:00+00:00,0.0,1.0,2.3,6,2,5,20,False,6.0,0.8416666666666667,0.9819444444444444
2022-06-04 21:00:00+00:00,0.0,0.4,3.6,6,2,5,21,False,2.0,0.8492857142857141,0.9908333333333332
2022-06-04 22:00:00+00:00,0.0,0.1,3.1,5,6,5,22,False,2.0,0.8480952380952377,0.989444444444444
