Unnamed: 0,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,month,num_bikes_available
2022-03-21 18:00:00+00:00,0.0,7.2,2.1,0,1,0,18,False,0.0,3,0
2022-03-21 19:00:00+00:00,0.0,4.8,0.6,2,0,0,19,False,1.0,3,0
2022-03-21 20:00:00+00:00,0.0,2.6,1.9,2,0,0,20,False,0.0,3,0
2022-03-21 21:00:00+00:00,0.0,1.9,2.1,2,0,0,21,False,0.0,3,0
2022-03-21 22:00:00+00:00,0.0,1.1,2.5,2,0,0,22,False,0.0,3,0
2022-03-21 23:00:00+00:00,0.0,0.6,2.8,2,0,0,23,False,0.0,3,0
2022-03-22 00:00:00+00:00,0.0,0.6,2.9,2,0,1,0,False,0.0,3,0
2022-03-22 01:00:00+00:00,0.0,2.2,4.3,2,0,1,1,False,0.0,3,0
2022-03-22 02:00:00+00:00,0.0,1.3,1.9,2,0,1,2,False,0.0,3,0
2022-03-22 03:00:00+00:00,0.0,1.8,2.2,2,0,1,3,False,0.0,3,0
2022-03-22 04:00:00+00:00,0.0,1.7,1.9,2,0,1,4,False,0.0,3,0
2022-03-22 05:00:00+00:00,0.0,1.4,1.6,2,0,1,5,False,0.0,3,0
2022-03-22 06:00:00+00:00,0.0,1.3,1.9,2,0,1,6,False,0.0,3,0
2022-03-22 07:00:00+00:00,0.0,2.2,0.9,8,0,1,7,False,0.0,3,0
2022-03-22 08:00:00+00:00,0.0,3.0,1.8,8,0,1,8,False,0.0,3,0
2022-03-22 09:00:00+00:00,0.0,2.9,1.9,8,0,1,9,False,0.0,3,0
2022-03-22 10:00:00+00:00,0.0,2.9,1.6,8,0,1,10,False,0.0,3,0
2022-03-22 11:00:00+00:00,0.0,4.8,1.6,8,2,1,11,False,0.0,3,0
2022-03-22 12:00:00+00:00,0.0,6.2,1.8,8,0,1,12,False,2.0,3,1
2022-03-22 13:00:00+00:00,0.0,7.6,2.3,1,1,1,13,False,0.0,3,0
2022-03-22 14:00:00+00:00,0.0,8.7,3.4,1,0,1,14,False,1.0,3,1
2022-03-22 15:00:00+00:00,0.0,9.1,3.4,1,0,1,15,False,0.0,3,0
2022-03-22 16:00:00+00:00,0.0,9.3,2.8,4,1,1,16,False,0.0,3,0
2022-03-22 17:00:00+00:00,0.0,9.0,2.6,4,0,1,17,False,1.0,3,0
2022-03-22 18:00:00+00:00,0.0,7.5,1.2,4,1,1,18,False,0.0,3,0
2022-03-22 19:00:00+00:00,0.0,5.6,2.5,1,0,1,19,False,1.0,3,1
2022-03-22 20:00:00+00:00,0.0,3.1,1.0,1,0,1,20,False,0.0,3,0
2022-03-22 21:00:00+00:00,0.0,5.9,5.6,1,0,1,21,False,0.0,3,0
2022-03-22 22:00:00+00:00,0.0,3.9,3.5,0,0,1,22,False,0.0,3,0
2022-03-22 23:00:00+00:00,0.0,2.4,2.1,0,0,1,23,False,0.0,3,0
2022-03-23 00:00:00+00:00,0.0,0.8,1.6,0,0,2,0,False,0.0,3,0
2022-03-23 01:00:00+00:00,0.0,-0.5,0.7,0,0,2,1,False,0.0,3,0
2022-03-23 02:00:00+00:00,0.0,-1.2,0.8,0,0,2,2,False,0.0,3,0
2022-03-23 03:00:00+00:00,0.0,-1.7,1.0,0,0,2,3,False,0.0,3,0
2022-03-23 04:00:00+00:00,0.0,-2.2,0.7,0,0,2,4,False,0.0,3,0
2022-03-23 05:00:00+00:00,0.0,-2.4,0.4,0,0,2,5,False,0.0,3,0
2022-03-23 06:00:00+00:00,0.0,-2.6,0.2,0,0,2,6,False,0.0,3,0
2022-03-23 07:00:00+00:00,0.0,-2.3,0.8,0,0,2,7,False,0.0,3,0
2022-03-23 08:00:00+00:00,0.0,1.6,0.2,0,0,2,8,False,0.0,3,0
2022-03-23 09:00:00+00:00,0.0,3.5,0.5,0,1,2,9,False,0.0,3,0
2022-03-23 10:00:00+00:00,0.0,4.7,1.7,0,0,2,10,False,1.0,3,0
2022-03-23 11:00:00+00:00,0.0,6.2,1.9,0,1,2,11,False,0.0,3,1
