Unnamed: 0,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,month,bike_availability_478.0,dock_availability_478.0,bike_availability_609.0,dock_availability_609.0,bike_availability_577.0,dock_availability_577.0,bike_availability_545.0,dock_availability_545.0,bike_availability_527.0,dock_availability_527.0,bike_availability_2330.0,dock_availability_2330.0,num_bikes_available
2022-04-01 00:00:00+00:00,0.0,-1.2,2.1,2,0,4,0,False,,4,0.9861111111111108,0.9861111111111108,0.9861111111111108,0.9861111111111108,0.9861111111111108,0.9861111111111108,0.9861111111111108,0.9861111111111108,0.0,0.0,0.9861111111111108,0.9861111111111108,11
2022-04-01 01:00:00+00:00,0.0,-2.7,1.2,2,0,4,1,False,0.0,4,0.9611111111111108,0.9611111111111108,0.9611111111111108,0.9611111111111108,0.9611111111111108,0.9611111111111108,0.9611111111111108,0.9611111111111108,0.0,0.0,0.9611111111111108,0.9611111111111108,11
2022-04-01 02:00:00+00:00,0.0,-2.2,2.1,2,0,4,2,False,0.0,4,0.981111111111111,0.981111111111111,0.981111111111111,0.981111111111111,0.981111111111111,0.981111111111111,0.981111111111111,0.981111111111111,0.0,0.0,0.981111111111111,0.981111111111111,11
2022-04-01 03:00:00+00:00,0.0,-3.2,0.8,2,0,4,3,False,0.0,4,0.9855555555555556,0.9855555555555556,0.9855555555555556,0.9855555555555556,0.9855555555555556,0.9855555555555556,0.9855555555555556,0.9855555555555556,0.0,0.0,0.9855555555555556,0.9855555555555556,11
2022-04-01 04:00:00+00:00,0.0,-4.0,1.7,2,0,4,4,False,0.0,4,0.9649999999999996,0.9649999999999996,0.9649999999999996,0.9649999999999996,0.9649999999999996,0.9649999999999996,0.9649999999999996,0.9649999999999996,0.0,0.0,0.9649999999999996,0.9649999999999996,11
2022-04-01 05:00:00+00:00,0.0,-3.9,1.8,2,0,4,5,False,0.0,4,0.9811111111111108,0.9811111111111108,0.9811111111111108,0.9811111111111108,0.9811111111111108,0.9811111111111108,0.9811111111111108,0.9811111111111108,0.0,0.0,0.9811111111111108,0.9811111111111108,11
2022-04-01 06:00:00+00:00,0.0,-2.8,2.1,2,0,4,6,False,0.0,4,0.34,0.3175,0.9849999999999998,0.9849999999999998,0.9849999999999998,0.9849999999999998,0.9849999999999998,0.9849999999999998,0.0,0.0,0.9849999999999998,0.9849999999999998,11
2022-04-01 07:00:00+00:00,0.0,-2.8,0.7,4,2,4,7,False,0.0,4,0.5447222222222223,0.5852777777777778,0.8680555555555557,0.8680555555555557,0.8680555555555557,0.8680555555555557,0.8680555555555557,0.8680555555555557,0.0,0.0,0.8680555555555557,0.8680555555555557,13
2022-04-01 08:00:00+00:00,0.0,-3.0,2.4,4,1,4,8,False,2.0,4,0.4013888888888888,0.3988888888888888,0.9791666666666669,0.9791666666666669,0.9791666666666669,0.9791666666666669,0.9791666666666669,0.9791666666666669,0.0,0.0,0.9791666666666669,0.9791666666666669,14
2022-04-01 09:00:00+00:00,0.0,-3.2,2.6,4,0,4,9,False,1.0,4,0.9183333333333332,0.9272222222222222,0.949722222222222,0.949722222222222,0.3169444444444444,0.2783333333333333,0.949722222222222,0.949722222222222,0.5947222222222223,0.6022222222222222,0.919722222222222,0.8883333333333332,17
