dateTime,nedør,temp,vind,hour,count,count_last_hour,isHoliday,weekday,month,availability,Mean_close_count_last_hour
2021-06-01 01:00:00,0.0,-10.6,0.4,0,0,,False,1,6,2,0.0
2021-06-01 02:00:00,0.0,-10.3,0.7,1,0,0.0,False,1,6,2,0.0
2021-06-01 03:00:00,0.0,-11.2,1.8,2,0,0.0,False,1,6,2,0.0
2021-06-01 04:00:00,0.0,-11.0,2.0,3,0,0.0,False,1,6,2,0.0
2021-06-01 05:00:00,0.0,-10.8,1.6,4,0,0.0,False,1,6,2,0.0
2021-06-01 06:00:00,0.0,-11.3,0.8,5,2,0.0,False,1,6,2,0.6666666666666666
2021-06-01 07:00:00,0.0,-11.0,0.7,6,0,2.0,False,1,6,2,0.3333333333333333
2021-06-01 08:00:00,0.0,-11.1,0.8,7,0,0.0,False,1,6,2,3.0
2021-06-01 09:00:00,0.0,-10.8,2.5,8,1,0.0,False,1,6,2,3.6666666666666665
2021-06-01 10:00:00,0.0,-10.8,1.8,9,1,1.0,False,1,6,2,0.3333333333333333
2021-06-01 11:00:00,0.0,-10.7,2.0,10,0,1.0,False,1,6,1,2.333333333333333
2021-06-01 12:00:00,0.0,-10.0,2.3,11,0,0.0,False,1,6,1,1.3333333333333333
2021-06-01 13:00:00,0.0,-9.4,2.2,12,1,0.0,False,1,6,0,1.6666666666666667
2021-06-01 14:00:00,0.0,-9.3,4.0,13,1,1.0,False,1,6,3,2.333333333333333
2021-06-01 15:00:00,0.0,-9.2,3.4,14,6,1.0,False,1,6,2,5.0
2021-06-01 16:00:00,0.1,-9.3,3.9,15,1,6.0,False,1,6,3,3.0
2021-06-01 17:00:00,0.0,-9.1,4.8,16,0,1.0,False,1,6,1,2.333333333333333
2021-06-01 18:00:00,0.0,-8.2,2.4,17,1,0.0,False,1,6,2,4.333333333333333
2021-06-01 19:00:00,0.0,-7.5,2.0,18,0,1.0,False,1,6,3,3.0
2021-06-01 20:00:00,0.0,-7.2,0.9,19,1,0.0,False,1,6,3,2.333333333333333
2021-06-01 21:00:00,0.0,-6.2,2.9,20,1,1.0,False,1,6,2,0.0
2021-06-01 22:00:00,0.0,-5.5,4.6,21,0,1.0,False,1,6,3,2.6666666666666665
2021-06-01 23:00:00,0.0,-5.5,5.3,22,0,0.0,False,1,6,3,0.0
2021-06-01 00:00:00,0.0,-5.4,5.4,23,0,0.0,False,1,6,3,0.0
2021-06-02 01:00:00,0.0,-7.0,4.8,0,0,,False,2,6,3,0.0
2021-06-02 02:00:00,0.0,-7.0,3.8,1,0,0.0,False,2,6,3,0.0
2021-06-02 03:00:00,0.0,-6.2,3.9,2,0,0.0,False,2,6,3,0.0
2021-06-02 04:00:00,0.0,-6.5,4.1,3,0,0.0,False,2,6,3,0.0
2021-06-02 05:00:00,0.0,-6.5,4.4,4,0,0.0,False,2,6,3,0.0
2021-06-02 06:00:00,0.0,-7.2,3.4,5,2,0.0,False,2,6,3,1.6666666666666667
2021-06-02 07:00:00,0.0,-7.4,4.6,6,4,2.0,False,2,6,3,4.333333333333333
2021-06-02 08:00:00,0.0,-7.9,3.6,7,0,4.0,False,2,6,4,6.0
2021-06-02 09:00:00,0.0,-8.3,3.2,8,0,0.0,False,2,6,4,1.6666666666666667
2021-06-02 10:00:00,0.0,-8.2,3.7,9,1,0.0,False,2,6,1,4.0
2021-06-02 11:00:00,0.0,-7.5,2.8,10,0,1.0,False,2,6,2,3.0
2021-06-02 12:00:00,0.0,-6.0,5.1,11,0,0.0,False,2,6,2,2.0
2021-06-02 13:00:00,0.0,-4.6,3.3,12,2,0.0,False,2,6,2,1.0
2021-06-02 14:00:00,0.0,-3.9,2.5,13,0,2.0,False,2,6,3,2.6666666666666665
2021-06-02 15:00:00,0.0,-3.8,3.0,14,1,0.0,False,2,6,2,4.333333333333333
2021-06-02 16:00:00,0.0,-4.1,4.2,15,0,1.0,False,2,6,1,2.6666666666666665
2021-06-02 17:00:00,0.0,-4.6,3.0,16,1,0.0,False,2,6,3,2.333333333333333
2021-06-02 18:00:00,0.0,-5.9,3.3,17,1,1.0,False,2,6,2,4.666666666666667
2021-06-02 19:00:00,0.0,-7.1,2.6,18,1,1.0,False,2,6,3,4.666666666666667
2021-06-02 20:00:00,0.0,-7.2,2.8,19,0,1.0,False,2,6,2,1.0
2021-06-02 21:00:00,0.0,-7.3,3.0,20,0,0.0,False,2,6,3,1.0
2021-06-02 22:00:00,0.0,-7.1,3.9,21,0,0.0,False,2,6,2,2.0
2021-06-02 23:00:00,0.0,-6.5,6.8,22,0,0.0,False,2,6,3,0.6666666666666666
2021-06-02 00:00:00,0.0,-6.6,5.3,23,0,0.0,False,2,6,3,0.0
2021-06-03 01:00:00,0.0,-3.1,0.6,0,0,,False,3,6,2,0.0
2021-06-03 02:00:00,0.0,-3.2,0.0,1,0,0.0,False,3,6,2,0.0
2021-06-03 03:00:00,0.0,-2.7,1.1,2,0,0.0,False,3,6,2,0.0
2021-06-03 04:00:00,0.0,-2.3,1.0,3,0,0.0,False,3,6,2,0.0
2021-06-03 05:00:00,0.0,-2.4,1.3,4,0,0.0,False,3,6,2,0.0
2021-06-03 06:00:00,0.0,-3.3,1.3,5,0,0.0,False,3,6,2,1.6666666666666667
2021-06-03 07:00:00,0.0,-3.7,0.8,6,2,0.0,False,3,6,2,5.333333333333333
2021-06-03 08:00:00,0.0,-2.8,1.5,7,0,2.0,False,3,6,2,3.6666666666666665
2021-06-03 09:00:00,0.0,-1.9,1.3,8,1,0.0,False,3,6,4,1.6666666666666667
2021-06-03 10:00:00,0.0,-1.4,1.0,9,0,1.0,False,3,6,2,2.0
2021-06-03 11:00:00,0.0,-0.1,1.1,10,1,0.0,False,3,6,2,2.6666666666666665
2021-06-03 12:00:00,0.0,1.2,0.6,11,0,1.0,False,3,6,3,3.6666666666666665
2021-06-03 13:00:00,0.0,2.3,1.6,12,1,0.0,False,3,6,2,3.0
2021-06-03 14:00:00,0.0,4.3,2.2,13,0,1.0,False,3,6,3,3.6666666666666665
2021-06-03 15:00:00,0.0,5.9,3.9,14,2,0.0,False,3,6,3,3.6666666666666665
2021-06-03 16:00:00,0.0,7.6,6.5,15,1,2.0,False,3,6,2,2.6666666666666665
2021-06-03 17:00:00,0.0,7.5,6.0,16,1,1.0,False,3,6,2,2.6666666666666665
2021-06-03 18:00:00,0.0,7.7,6.0,17,0,1.0,False,3,6,2,3.0
2021-06-03 19:00:00,0.0,7.0,4.2,18,2,0.0,False,3,6,2,3.0
2021-06-03 20:00:00,0.0,7.1,5.8,19,1,2.0,False,3,6,0,3.0
2021-06-03 21:00:00,0.0,6.7,5.7,20,1,1.0,False,3,6,3,1.0
2021-06-03 22:00:00,0.0,6.1,4.0,21,0,1.0,False,3,6,3,1.6666666666666667
2021-06-03 23:00:00,0.0,5.9,4.5,22,0,0.0,False,3,6,2,1.3333333333333333
2021-06-03 00:00:00,0.0,4.6,2.5,23,0,0.0,False,3,6,2,0.0
2021-06-04 01:00:00,0.0,2.2,6.1,0,0,,False,4,6,4,0.0
2021-06-04 02:00:00,0.0,2.1,5.3,1,0,0.0,False,4,6,4,0.0
2021-06-04 03:00:00,0.0,2.0,5.7,2,0,0.0,False,4,6,4,0.0
2021-06-04 04:00:00,0.0,1.6,2.5,3,0,0.0,False,4,6,4,0.0
2021-06-04 05:00:00,0.0,0.6,1.8,4,0,0.0,False,4,6,4,0.0
2021-06-04 06:00:00,0.0,1.4,3.5,5,3,0.0,False,4,6,3,0.6666666666666666
2021-06-04 07:00:00,0.0,0.9,1.5,6,1,3.0,False,4,6,3,4.666666666666667
2021-06-04 08:00:00,0.0,2.1,2.5,7,0,1.0,False,4,6,3,4.666666666666667
2021-06-04 09:00:00,0.0,3.6,3.6,8,0,0.0,False,4,6,3,1.3333333333333333
2021-06-04 10:00:00,0.0,5.0,3.2,9,0,0.0,False,4,6,2,2.0
2021-06-04 11:00:00,0.0,5.4,3.5,10,2,0.0,False,4,6,2,2.6666666666666665
2021-06-04 12:00:00,0.0,5.8,5.0,11,0,2.0,False,4,6,1,3.333333333333333
