,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,month
2021-07-01 00:00:00+00:00,0.0,-5.6,5.1,8,0,3,0,False,,7
2021-07-01 01:00:00+00:00,0.0,-5.7,4.2,8,0,3,1,False,0.0,7
2021-07-01 02:00:00+00:00,0.0,-5.6,6.1,8,0,3,2,False,0.0,7
2021-07-01 03:00:00+00:00,0.0,-6.0,5.6,8,0,3,3,False,0.0,7
2021-07-01 04:00:00+00:00,0.2,-5.7,4.2,8,0,3,4,False,0.0,7
2021-07-01 05:00:00+00:00,0.0,-5.9,4.2,8,0,3,5,False,0.0,7
2021-07-01 06:00:00+00:00,0.0,-5.7,4.1,8,1,3,6,False,0.0,7
2021-07-01 07:00:00+00:00,0.0,-5.7,3,8,1,3,7,False,1.0,7
2021-07-01 08:00:00+00:00,0.0,-5.5,5.2,8,0,3,8,False,1.0,7
2021-07-01 09:00:00+00:00,0.0,-5.1,4.4,8,0,3,9,False,0.0,7
2021-07-01 10:00:00+00:00,0.0,-4.9,4.4,8,0,3,10,False,0.0,7
2021-07-01 11:00:00+00:00,0.0,-5.3,4.6,8,3,3,11,False,0.0,7
2021-07-01 12:00:00+00:00,0.0,-5.4,4.7,8,1,3,12,False,3.0,7
2021-07-01 13:00:00+00:00,0.1,-4.6,1.3,8,0,3,13,False,1.0,7
2021-07-01 14:00:00+00:00,0.0,-5.1,3.7,8,0,3,14,False,0.0,7
2021-07-01 15:00:00+00:00,0.1,-5.0,3.1,8,3,3,15,False,0.0,7
2021-07-01 16:00:00+00:00,0.0,-5.1,3.3,8,1,3,16,False,3.0,7
2021-07-01 17:00:00+00:00,0.0,-5.1,3.9,8,0,3,17,False,1.0,7
2021-07-01 18:00:00+00:00,0.1,-4.9,1.4,8,1,3,18,False,0.0,7
2021-07-01 19:00:00+00:00,0.0,-5.1,2,8,1,3,19,False,1.0,7
2021-07-01 20:00:00+00:00,0.0,-5.0,3,8,1,3,20,False,1.0,7
2021-07-01 21:00:00+00:00,0.0,-5.1,3.2,8,0,3,21,False,1.0,7
2021-07-01 22:00:00+00:00,0.0,-4.9,2.4,8,0,3,22,False,0.0,7
2021-07-01 23:00:00+00:00,0.0,-4.9,3.2,8,0,3,23,False,0.0,7
2021-07-02 00:00:00+00:00,0.0,-7.0,5.7,2,0,4,0,False,0.0,7
2021-07-02 01:00:00+00:00,0.0,-7.0,6.2,2,0,4,1,False,0.0,7
2021-07-02 02:00:00+00:00,0.0,-7.4,6.2,2,0,4,2,False,0.0,7
2021-07-02 03:00:00+00:00,0.0,-7.3,6.3,2,0,4,3,False,0.0,7
2021-07-02 04:00:00+00:00,0.0,-6.7,5.6,2,0,4,4,False,0.0,7
2021-07-02 05:00:00+00:00,0.0,-6.4,5.6,2,0,4,5,False,0.0,7
2021-07-02 06:00:00+00:00,0.0,-6.2,6.3,2,1,4,6,False,0.0,7
2021-07-02 07:00:00+00:00,0.0,-6.4,6.9,6,0,4,7,False,1.0,7
2021-07-02 08:00:00+00:00,0.0,-6.9,6,6,0,4,8,False,0.0,7
2021-07-02 09:00:00+00:00,0.0,-6.8,6.1,6,0,4,9,False,0.0,7
2021-07-02 10:00:00+00:00,0.0,-6.5,4.9,2,0,4,10,False,0.0,7
2021-07-02 11:00:00+00:00,0.0,-5.9,5.2,2,0,4,11,False,0.0,7
2021-07-02 12:00:00+00:00,0.0,-5.1,4.1,2,0,4,12,False,0.0,7
2021-07-02 13:00:00+00:00,0.0,-5.3,3.9,2,1,4,13,False,0.0,7
2021-07-02 14:00:00+00:00,0.0,-4.7,3.7,2,3,4,14,False,1.0,7
2021-07-02 15:00:00+00:00,0.0,-5.0,4.4,2,0,4,15,False,3.0,7
2021-07-02 16:00:00+00:00,0.0,-5.5,5,1,5,4,16,False,0.0,7
2021-07-02 17:00:00+00:00,0.0,-6.4,4.4,1,1,4,17,False,5.0,7
2021-07-02 18:00:00+00:00,0.0,-7.9,1.9,1,3,4,18,False,1.0,7
2021-07-02 19:00:00+00:00,0.0,-7.5,3.9,0,2,4,19,False,3.0,7
2021-07-02 20:00:00+00:00,0.0,-8.3,2.3,0,0,4,20,False,2.0,7
2021-07-02 21:00:00+00:00,0.0,-7.8,4,0,0,4,21,False,0.0,7
2021-07-02 22:00:00+00:00,0.0,-7.8,3.5,0,1,4,22,False,0.0,7
2021-07-02 23:00:00+00:00,0.0,-7.8,4.6,0,0,4,23,False,1.0,7
2021-07-03 00:00:00+00:00,0.0,3.8,4.5,5,0,5,0,False,0.0,7
2021-07-03 01:00:00+00:00,0.0,2.3,4.7,5,0,5,1,False,0.0,7
2021-07-03 02:00:00+00:00,0.0,1.2,4.4,5,0,5,2,False,0.0,7
2021-07-03 03:00:00+00:00,0.0,1.2,3,5,0,5,3,False,0.0,7
2021-07-03 04:00:00+00:00,0.0,1.3,4.8,5,0,5,4,False,0.0,7
2021-07-03 05:00:00+00:00,0.0,0.8,4.5,5,0,5,5,False,0.0,7
2021-07-03 06:00:00+00:00,0.0,0.3,3.4,5,1,5,6,False,0.0,7
2021-07-03 07:00:00+00:00,0.0,-0.1,1.5,5,2,5,7,False,1.0,7
2021-07-03 08:00:00+00:00,0.0,0.2,3.6,5,0,5,8,False,2.0,7
2021-07-03 09:00:00+00:00,0.0,1.0,4.4,5,2,5,9,False,0.0,7
2021-07-03 10:00:00+00:00,0.0,1.5,4.6,6,3,5,10,False,2.0,7
2021-07-03 11:00:00+00:00,0.0,3.0,3.7,6,3,5,11,False,3.0,7
2021-07-03 12:00:00+00:00,0.0,3.2,7.4,6,3,5,12,False,3.0,7
2021-07-03 13:00:00+00:00,0.0,4.3,6.4,6,3,5,13,False,3.0,7
2021-07-03 14:00:00+00:00,0.0,4.5,7.8,6,0,5,14,False,3.0,7
2021-07-03 15:00:00+00:00,0.0,4.7,7.7,6,2,5,15,False,0.0,7
2021-07-03 16:00:00+00:00,0.0,4.5,6.8,3,1,5,16,False,2.0,7
2021-07-03 17:00:00+00:00,0.0,3.5,6.2,3,0,5,17,False,1.0,7
2021-07-03 18:00:00+00:00,0.0,2.3,4.3,3,0,5,18,False,0.0,7
2021-07-03 19:00:00+00:00,0.0,0.5,2.7,2,0,5,19,False,0.0,7
2021-07-03 20:00:00+00:00,0.0,-0.8,1.5,2,0,5,20,False,0.0,7
2021-07-03 21:00:00+00:00,0.0,-2.0,1.2,2,0,5,21,False,0.0,7
2021-07-03 22:00:00+00:00,0.0,-2.3,0.8,2,1,5,22,False,0.0,7
2021-07-03 23:00:00+00:00,0.0,-3.4,0.9,2,0,5,23,False,1.0,7
2021-07-04 00:00:00+00:00,0.0,0.5,2.9,2,0,6,0,False,0.0,7
2021-07-04 01:00:00+00:00,0.0,0.2,1.4,2,0,6,1,False,0.0,7
2021-07-04 02:00:00+00:00,0.0,-0.9,1.6,2,0,6,2,False,0.0,7
2021-07-04 03:00:00+00:00,0.0,-1.6,1.1,2,0,6,3,False,0.0,7
2021-07-04 04:00:00+00:00,0.0,-1.4,2.9,2,0,6,4,False,0.0,7
2021-07-04 05:00:00+00:00,0.0,-0.5,2.2,2,0,6,5,False,0.0,7
2021-07-04 06:00:00+00:00,0.0,0.3,2.7,2,0,6,6,False,0.0,7
2021-07-04 07:00:00+00:00,0.0,1.1,2.3,7,0,6,7,False,0.0,7
2021-07-04 08:00:00+00:00,0.0,3.3,3,7,0,6,8,False,0.0,7
2021-07-04 09:00:00+00:00,0.0,4.9,3.9,7,2,6,9,False,0.0,7
2021-07-04 10:00:00+00:00,0.0,5.4,3.8,7,0,6,10,False,2.0,7
2021-07-04 11:00:00+00:00,0.0,6.9,2.6,7,1,6,11,False,0.0,7
2021-07-04 12:00:00+00:00,0.0,7.0,3.3,7,3,6,12,False,1.0,7
2021-07-04 13:00:00+00:00,0.0,7.7,3.6,7,0,6,13,False,3.0,7
2021-07-04 14:00:00+00:00,0.0,7.2,4,7,0,6,14,False,0.0,7
2021-07-04 15:00:00+00:00,0.1,8.1,3.8,7,0,6,15,False,0.0,7
2021-07-04 16:00:00+00:00,0.0,7.6,1.9,5,0,6,16,False,0.0,7
2021-07-04 17:00:00+00:00,0.0,7.1,3.4,5,0,6,17,False,0.0,7
2021-07-04 18:00:00+00:00,0.0,5.6,4.8,5,0,6,18,False,0.0,7
2021-07-04 19:00:00+00:00,0.0,4.9,4.1,7,1,6,19,False,0.0,7
2021-07-04 20:00:00+00:00,0.0,4.1,3.8,7,0,6,20,False,1.0,7
2021-07-04 21:00:00+00:00,0.0,3.8,2.1,7,0,6,21,False,0.0,7
2021-07-04 22:00:00+00:00,0.0,3.0,3,6,0,6,22,False,0.0,7
2021-07-04 23:00:00+00:00,0.0,2.0,2.5,6,0,6,23,False,0.0,7
2021-07-05 00:00:00+00:00,0.0,3.8,3.9,6,0,0,0,False,0.0,7
2021-07-05 01:00:00+00:00,0.1,3.3,5.1,6,0,0,1,False,0.0,7
2021-07-05 02:00:00+00:00,0.0,3.0,4.9,6,0,0,2,False,0.0,7
2021-07-05 03:00:00+00:00,0.0,2.4,4.8,6,0,0,3,False,0.0,7
2021-07-05 04:00:00+00:00,0.0,2.1,4.4,6,0,0,4,False,0.0,7
2021-07-05 05:00:00+00:00,0.0,2.2,4.4,6,0,0,5,False,0.0,7
2021-07-05 06:00:00+00:00,0.1,3.9,3.3,6,1,0,6,False,0.0,7
2021-07-05 07:00:00+00:00,0.0,5.1,4.2,3,1,0,7,False,1.0,7
2021-07-05 08:00:00+00:00,0.0,6.7,2.5,3,1,0,8,False,1.0,7
2021-07-05 09:00:00+00:00,0.0,7.3,2.6,3,0,0,9,False,1.0,7
2021-07-05 10:00:00+00:00,0.0,9.0,1.5,5,0,0,10,False,0.0,7
2021-07-05 11:00:00+00:00,0.0,8.2,1.5,5,0,0,11,False,0.0,7
2021-07-05 12:00:00+00:00,0.1,8.4,1,5,1,0,12,False,0.0,7
2021-07-05 13:00:00+00:00,0.0,9.4,1.8,6,0,0,13,False,1.0,7
2021-07-05 14:00:00+00:00,0.0,10.8,2.5,6,1,0,14,False,0.0,7
2021-07-05 15:00:00+00:00,0.0,10.8,2.5,6,0,0,15,False,1.0,7
2021-07-05 16:00:00+00:00,0.1,11.4,3.1,6,1,0,16,False,0.0,7
2021-07-05 17:00:00+00:00,0.0,10.6,2.4,6,0,0,17,False,1.0,7
2021-07-05 18:00:00+00:00,0.0,9.5,0.4,6,0,0,18,False,0.0,7
2021-07-05 19:00:00+00:00,0.0,9.7,4.4,4,0,0,19,False,0.0,7
2021-07-05 20:00:00+00:00,0.0,8.5,3.7,4,0,0,20,False,0.0,7
2021-07-05 21:00:00+00:00,0.0,7.3,2,4,0,0,21,False,0.0,7
2021-07-05 22:00:00+00:00,0.0,7.2,2.7,3,0,0,22,False,0.0,7
2021-07-05 23:00:00+00:00,0.0,5.5,1.7,3,0,0,23,False,0.0,7
2021-07-06 00:00:00+00:00,0.0,16.4,1.8,5,0,1,0,False,0.0,7
2021-07-06 01:00:00+00:00,0.0,16.0,1.4,5,0,1,1,False,0.0,7
2021-07-06 02:00:00+00:00,0.0,15.4,1.3,5,0,1,2,False,0.0,7
2021-07-06 03:00:00+00:00,0.0,15.0,1.2,5,0,1,3,False,0.0,7
2021-07-06 04:00:00+00:00,0.0,14.1,1.7,5,0,1,4,False,0.0,7
2021-07-06 05:00:00+00:00,0.0,15.0,1.2,5,0,1,5,False,0.0,7
2021-07-06 06:00:00+00:00,0.0,16.5,1.5,5,1,1,6,False,0.0,7
2021-07-06 07:00:00+00:00,0.0,18.1,0.7,6,0,1,7,False,1.0,7
2021-07-06 08:00:00+00:00,0.0,20.0,1.2,6,0,1,8,False,0.0,7
2021-07-06 09:00:00+00:00,0.0,20.6,1.4,6,1,1,9,False,0.0,7
2021-07-06 10:00:00+00:00,0.0,21.4,2.7,6,0,1,10,False,1.0,7
2021-07-06 11:00:00+00:00,0.0,22.8,2.8,6,0,1,11,False,0.0,7
2021-07-06 12:00:00+00:00,0.0,23.0,3.6,6,0,1,12,False,0.0,7
2021-07-06 13:00:00+00:00,0.0,22.7,3,7,5,1,13,False,0.0,7
2021-07-06 14:00:00+00:00,0.0,20.5,3.2,7,3,1,14,False,5.0,7
2021-07-06 15:00:00+00:00,0.0,19.8,3.2,7,2,1,15,False,3.0,7
2021-07-06 16:00:00+00:00,0.0,17.6,3.8,7,0,1,16,False,2.0,7
2021-07-06 17:00:00+00:00,0.0,16.7,2.9,7,3,1,17,False,0.0,7
2021-07-06 18:00:00+00:00,0.0,16.9,1.5,7,0,1,18,False,3.0,7
