Unnamed: 0,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,month,bike_availability_739.0,dock_availability_739.0,bike_availability_437.0,dock_availability_437.0,bike_availability_477.0,dock_availability_477.0,num_bikes_available
2021-08-01 00:00:00+00:00,0.1,-4.9,3.2,8,0,6,0,False,,8,0.3399999999999999,0.2669444444444444,0.8330555555555555,0.8330555555555555,0.6027777777777779,0.6883333333333334,30
2021-08-01 01:00:00+00:00,0.0,-4.7,1.6,8,0,6,1,False,0.0,8,0.0,0.0,0.5030555555555556,0.5030555555555556,0.5030555555555556,0.5030555555555556,30
2021-08-01 02:00:00+00:00,0.0,-5.0,1.6,8,0,6,2,False,0.0,8,0.0,0.0,0.3838888888888889,0.3838888888888889,0.3838888888888889,0.3838888888888889,30
2021-08-01 03:00:00+00:00,0.0,-4.9,1.3,8,0,6,3,False,0.0,8,0.0,0.0,0.3744444444444444,0.3744444444444444,0.3744444444444444,0.3744444444444444,30
2021-08-01 04:00:00+00:00,0.0,-5.2,3.3,8,0,6,4,False,0.0,8,0.0,0.0,0.3552777777777777,0.3552777777777777,0.3552777777777777,0.3552777777777777,30
2021-08-01 05:00:00+00:00,0.0,-5.4,2.7,8,1,6,5,False,0.0,8,0.0,0.0,0.5372222222222222,0.5372222222222222,0.5372222222222222,0.5372222222222222,30
2021-08-01 06:00:00+00:00,0.0,-5.9,2.8,8,0,6,6,False,1.0,8,0.0,0.0,0.82,0.82,0.82,0.82,30
2021-08-01 07:00:00+00:00,0.0,-5.5,1.9,7,0,6,7,False,0.0,8,0.0,0.0,0.8230555555555557,0.8230555555555557,0.8230555555555557,0.8230555555555557,30
2021-08-01 08:00:00+00:00,0.0,-5.4,2.0,7,2,6,8,False,0.0,8,0.0,0.0,0.8272222222222222,0.8272222222222222,0.8272222222222222,0.8272222222222222,29
2021-08-01 09:00:00+00:00,0.0,-5.1,2.4,7,1,6,9,False,2.0,8,0.0,0.0,0.9352777777777778,0.9352777777777778,0.0,0.0,29
2021-08-01 10:00:00+00:00,0.0,-4.9,2.2,8,2,6,10,False,1.0,8,0.6738888888888889,0.906111111111111,0.9341666666666666,0.9341666666666666,0.0,0.0,30
2021-08-01 11:00:00+00:00,0.0,-4.7,3.4,8,0,6,11,False,2.0,8,0.94,0.94,0.94,0.94,0.0,0.0,28
2021-08-01 12:00:00+00:00,0.0,-4.2,2.3,8,2,6,12,False,0.0,8,0.9372222222222222,0.9372222222222222,0.9372222222222222,0.9372222222222222,0.0,0.0,29
2021-08-01 13:00:00+00:00,0.0,-4.1,2.0,8,2,6,13,False,2.0,8,0.9369444444444446,0.9369444444444446,0.9369444444444446,0.9369444444444446,0.0,0.0,29
2021-08-01 14:00:00+00:00,0.0,-4.0,1.6,8,0,6,14,False,2.0,8,0.9327777777777776,0.9327777777777776,0.9327777777777776,0.9327777777777776,0.0,0.0,28
2021-08-01 15:00:00+00:00,0.0,-4.0,3.4,8,1,6,15,False,0.0,8,0.9641666666666666,0.9641666666666666,0.9641666666666666,0.9641666666666666,0.0,0.0,10
2021-08-01 16:00:00+00:00,0.0,-4.0,3.5,8,1,6,16,False,1.0,8,0.8794444444444445,0.8794444444444445,0.8794444444444445,0.8794444444444445,0.0,0.0,12
2021-08-01 17:00:00+00:00,0.0,-4.0,4.0,8,2,6,17,False,1.0,8,0.8041666666666666,0.1419444444444444,0.8788888888888888,0.8788888888888888,0.0,0.0,16
2021-08-01 18:00:00+00:00,0.0,-3.9,2.3,8,5,6,18,False,2.0,8,0.8844444444444444,0.8844444444444444,0.8844444444444444,0.8844444444444444,0.0,0.0,21
2021-08-01 19:00:00+00:00,0.0,-4.0,1.5,8,7,6,19,False,5.0,8,0.4972222222222222,0.2497222222222222,0.8930555555555555,0.8930555555555555,0.0,0.0,23
2021-08-01 20:00:00+00:00,0.0,-4.2,0.8,8,0,6,20,False,7.0,8,0.0,0.0,0.9838888888888888,0.9838888888888888,0.0,0.0,30
2021-08-01 21:00:00+00:00,0.0,-4.2,1.0,8,0,6,21,False,0.0,8,0.0313888888888888,0.2375,0.9225,0.9225,0.0,0.0,29
2021-08-01 22:00:00+00:00,0.0,-4.2,0.6,8,2,6,22,False,0.0,8,0.9280555555555556,0.9280555555555556,0.9280555555555556,0.9280555555555556,0.0,0.0,4
2021-08-01 23:00:00+00:00,0.0,-4.3,0.3,8,0,6,23,False,2.0,8,0.9275,0.9275,0.9275,0.9275,0.0,0.0,7
2021-08-02 00:00:00+00:00,0.0,-7.9,3.4,0,0,0,0,False,0.0,8,0.9705555555555556,0.9705555555555556,0.9705555555555556,0.9705555555555556,0.0,0.0,7
2021-08-02 01:00:00+00:00,0.0,-9.0,1.3,0,0,0,1,False,0.0,8,0.7172222222222222,0.7172222222222222,0.7172222222222222,0.7172222222222222,0.0,0.0,5
2021-08-02 02:00:00+00:00,0.0,-8.9,1.1,0,0,0,2,False,0.0,8,0.9516666666666668,0.9516666666666668,0.9516666666666668,0.9516666666666668,0.0,0.0,5
2021-08-02 03:00:00+00:00,0.0,-7.7,2.3,0,0,0,3,False,0.0,8,0.9547222222222222,0.9547222222222222,0.9547222222222222,0.9547222222222222,0.0,0.0,5
2021-08-02 04:00:00+00:00,0.0,-6.0,5.1,0,1,0,4,False,0.0,8,0.8533333333333333,0.8533333333333333,0.8533333333333333,0.8533333333333333,0.0,0.0,5
2021-08-02 05:00:00+00:00,0.0,-6.0,6.0,0,0,0,5,False,1.0,8,0.9844444444444445,0.9844444444444445,0.9844444444444445,0.9844444444444445,0.0,0.0,5
2021-08-02 06:00:00+00:00,0.0,-5.9,6.3,0,0,0,6,False,0.0,8,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.0,0.0,5
2021-08-02 07:00:00+00:00,0.0,-5.7,5.4,8,2,0,7,False,0.0,8,0.9827777777777778,0.9827777777777778,0.9827777777777778,0.9827777777777778,0.0,0.0,7
2021-08-02 08:00:00+00:00,0.0,-5.6,5.2,8,1,0,8,False,2.0,8,0.9252777777777778,0.9252777777777778,0.9252777777777778,0.9252777777777778,0.0,0.0,16
2021-08-02 09:00:00+00:00,0.0,-5.6,5.0,8,0,0,9,False,1.0,8,0.4841666666666666,0.6336111111111111,0.9313888888888888,0.9313888888888888,0.0,0.0,30
2021-08-02 10:00:00+00:00,0.0,-4.8,5.4,5,3,0,10,False,0.0,8,0.0772222222222222,0.0,0.921111111111111,0.921111111111111,0.0,0.0,30
2021-08-02 11:00:00+00:00,0.0,-4.6,4.9,5,3,0,11,False,3.0,8,0.0,0.0,0.585,0.585,0.0,0.0,29
2021-08-02 12:00:00+00:00,0.0,-3.4,5.3,5,7,0,12,False,3.0,8,0.1488888888888888,0.18,0.2405555555555555,0.0344444444444444,0.0,0.0,30
2021-08-02 13:00:00+00:00,0.0,-3.1,5.1,3,3,0,13,False,7.0,8,0.0336111111111111,0.0,0.3491666666666667,0.4677777777777778,0.0,0.0,29
2021-08-02 14:00:00+00:00,0.0,-3.4,5.6,3,6,0,14,False,3.0,8,0.0,0.0,0.7519444444444444,0.7519444444444444,0.7519444444444444,0.7519444444444444,15
2021-08-02 15:00:00+00:00,0.0,-3.6,4.2,3,12,0,15,False,6.0,8,0.4422222222222222,0.7122222222222221,0.7122222222222221,0.7122222222222221,0.7122222222222221,0.7122222222222221,18
2021-08-02 16:00:00+00:00,0.0,-4.0,5.2,2,8,0,16,False,12.0,8,0.7527777777777777,0.7527777777777777,0.7527777777777777,0.7527777777777777,0.7527777777777777,0.7527777777777777,17
2021-08-02 17:00:00+00:00,0.0,-4.4,4.7,2,3,0,17,False,8.0,8,0.7502777777777777,0.7502777777777777,0.7502777777777777,0.7502777777777777,0.7502777777777777,0.7502777777777777,18
2021-08-02 18:00:00+00:00,0.0,-4.9,5.5,2,4,0,18,False,3.0,8,0.9277777777777776,0.9277777777777776,0.9277777777777776,0.9277777777777776,0.9277777777777776,0.9277777777777776,18
2021-08-02 19:00:00+00:00,0.0,-4.8,5.9,7,4,0,19,False,4.0,8,0.83,0.83,0.83,0.83,0.83,0.83,19
2021-08-02 20:00:00+00:00,0.0,-4.7,5.5,7,1,0,20,False,4.0,8,0.861388888888889,0.861388888888889,0.861388888888889,0.861388888888889,0.861388888888889,0.861388888888889,19
2021-08-02 21:00:00+00:00,0.0,-4.8,4.8,7,0,0,21,False,1.0,8,0.9644444444444444,0.9644444444444444,0.9644444444444444,0.9644444444444444,0.9644444444444444,0.9644444444444444,22
2021-08-02 22:00:00+00:00,0.0,-4.9,6.9,7,1,0,22,False,0.0,8,0.9680555555555556,0.9680555555555556,0.9680555555555556,0.9680555555555556,0.9680555555555556,0.9680555555555556,21
2021-08-02 23:00:00+00:00,0.0,-5.1,6.5,7,0,0,23,False,1.0,8,0.6991666666666667,0.6991666666666667,0.6991666666666667,0.6991666666666667,0.6991666666666667,0.6991666666666667,23
2021-08-03 00:00:00+00:00,0.0,-3.7,0.8,2,0,1,0,False,0.0,8,0.9872222222222222,0.9872222222222222,0.9872222222222222,0.9872222222222222,0.9872222222222222,0.9872222222222222,23
2021-08-03 01:00:00+00:00,0.0,-3.7,1.2,2,0,1,1,False,0.0,8,0.9947222222222224,0.9947222222222224,0.9947222222222224,0.9947222222222224,0.9947222222222224,0.9947222222222224,26
2021-08-03 02:00:00+00:00,0.0,-3.7,1.9,2,0,1,2,False,0.0,8,0.8091666666666666,0.8091666666666666,0.8091666666666666,0.8091666666666666,0.8091666666666666,0.8091666666666666,26
2021-08-03 03:00:00+00:00,0.0,-4.5,2.4,2,0,1,3,False,0.0,8,0.8077777777777777,0.8077777777777777,0.8077777777777777,0.8077777777777777,0.8077777777777777,0.8077777777777777,26
2021-08-03 04:00:00+00:00,0.0,-3.7,0.7,2,1,1,4,False,0.0,8,0.8230555555555555,0.8230555555555555,0.8230555555555555,0.8230555555555555,0.8230555555555555,0.8230555555555555,26
2021-08-03 05:00:00+00:00,0.0,-4.4,0.9,2,1,1,5,False,1.0,8,0.8308333333333333,0.8308333333333333,0.8308333333333333,0.8308333333333333,0.8308333333333333,0.8308333333333333,26
2021-08-03 06:00:00+00:00,0.0,-5.5,0.5,2,2,1,6,False,1.0,8,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,27
2021-08-03 07:00:00+00:00,0.0,-4.6,2.0,3,2,1,7,False,2.0,8,0.8941666666666666,0.8941666666666666,0.8941666666666666,0.8941666666666666,0.8941666666666666,0.8941666666666666,6
2021-08-03 08:00:00+00:00,0.0,-4.1,0.6,3,0,1,8,False,2.0,8,0.9516666666666668,0.9516666666666668,0.9516666666666668,0.9516666666666668,0.9516666666666668,0.9516666666666668,11
2021-08-03 09:00:00+00:00,0.0,-1.6,1.0,3,3,1,9,False,0.0,8,0.8183333333333332,0.8183333333333332,0.8183333333333332,0.8183333333333332,0.8183333333333332,0.8183333333333332,27
2021-08-03 10:00:00+00:00,0.0,-0.6,1.1,3,1,1,10,False,3.0,8,0.8802777777777777,0.8802777777777777,0.42,0.0694444444444444,0.8802777777777777,0.8802777777777777,28
2021-08-03 11:00:00+00:00,0.0,1.4,1.2,3,2,1,11,False,1.0,8,0.8802777777777778,0.8802777777777778,0.0,0.0,0.8802777777777778,0.8802777777777778,11
