Unnamed: 0,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,month,bike_availability_478.0,dock_availability_478.0,bike_availability_609.0,dock_availability_609.0,bike_availability_547.0,dock_availability_547.0,bike_availability_576.0,dock_availability_576.0,bike_availability_396.0,dock_availability_396.0,bike_availability_545.0,dock_availability_545.0,num_bikes_available
2021-08-01 00:00:00+00:00,0.1,-4.9,3.2,8,0,6,0,False,,8,0.1386111111111111,0.4930555555555556,0.8330555555555555,0.8330555555555555,0.8330555555555555,0.8330555555555555,0.8330555555555555,0.8330555555555555,0.8330555555555555,0.8330555555555555,0.8330555555555555,0.8330555555555555,18
2021-08-01 01:00:00+00:00,0.0,-4.7,1.6,8,0,6,1,False,0.0,8,0.5030555555555556,0.5030555555555556,0.5030555555555556,0.5030555555555556,0.5030555555555556,0.5030555555555556,0.5030555555555556,0.5030555555555556,0.5030555555555556,0.5030555555555556,0.5030555555555556,0.5030555555555556,19
2021-08-01 02:00:00+00:00,0.0,-5.0,1.6,8,0,6,2,False,0.0,8,0.3838888888888889,0.3838888888888889,0.3838888888888889,0.3838888888888889,0.3838888888888889,0.3838888888888889,0.3838888888888889,0.3838888888888889,0.3838888888888889,0.3838888888888889,0.3838888888888889,0.3838888888888889,19
2021-08-01 03:00:00+00:00,0.0,-4.9,1.3,8,0,6,3,False,0.0,8,0.3744444444444444,0.3744444444444444,0.3744444444444444,0.3744444444444444,0.3744444444444444,0.3744444444444444,0.3744444444444444,0.3744444444444444,0.3744444444444444,0.3744444444444444,0.3744444444444444,0.3744444444444444,19
2021-08-01 04:00:00+00:00,0.0,-5.2,3.3,8,0,6,4,False,0.0,8,0.3552777777777777,0.3552777777777777,0.3552777777777777,0.3552777777777777,0.3552777777777777,0.3552777777777777,0.3552777777777777,0.3552777777777777,0.3552777777777777,0.3552777777777777,0.3552777777777777,0.3552777777777777,19
2021-08-01 05:00:00+00:00,0.0,-5.4,2.7,8,0,6,5,False,0.0,8,0.5372222222222222,0.5372222222222222,0.5372222222222222,0.5372222222222222,0.5372222222222222,0.5372222222222222,0.5372222222222222,0.5372222222222222,0.5372222222222222,0.5372222222222222,0.5372222222222222,0.5372222222222222,19
2021-08-01 06:00:00+00:00,0.0,-5.9,2.8,8,0,6,6,False,0.0,8,0.2408333333333333,0.1316666666666666,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,19
2021-08-01 07:00:00+00:00,0.0,-5.5,1.9,7,1,6,7,False,0.0,8,0.0,0.1891666666666666,0.8230555555555557,0.8230555555555557,0.8230555555555557,0.8230555555555557,0.8230555555555557,0.8230555555555557,0.8230555555555557,0.8230555555555557,0.8230555555555557,0.8230555555555557,19
2021-08-01 08:00:00+00:00,0.0,-5.4,2.0,7,0,6,8,False,1.0,8,0.4841666666666666,0.4358333333333333,0.8272222222222222,0.8272222222222222,0.8272222222222222,0.8272222222222222,0.8272222222222222,0.8272222222222222,0.8272222222222222,0.8272222222222222,0.8272222222222222,0.8272222222222222,19
2021-08-01 09:00:00+00:00,0.0,-5.1,2.4,7,0,6,9,False,0.0,8,0.0,0.0,0.9352777777777778,0.9352777777777778,0.9352777777777778,0.9352777777777778,0.9352777777777778,0.9352777777777778,0.9352777777777778,0.9352777777777778,0.9352777777777778,0.9352777777777778,19
2021-08-01 10:00:00+00:00,0.0,-4.9,2.2,8,0,6,10,False,0.0,8,0.0,0.0,0.9341666666666666,0.9341666666666666,0.9341666666666666,0.9341666666666666,0.9341666666666666,0.9341666666666666,0.9341666666666666,0.9341666666666666,0.9341666666666666,0.9341666666666666,18
2021-08-01 11:00:00+00:00,0.0,-4.7,3.4,8,0,6,11,False,0.0,8,0.1566666666666666,0.2141666666666666,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,19
2021-08-01 12:00:00+00:00,0.0,-4.2,2.3,8,0,6,12,False,0.0,8,0.9372222222222222,0.9372222222222222,0.9372222222222222,0.9372222222222222,0.9372222222222222,0.9372222222222222,0.9372222222222222,0.9372222222222222,0.9372222222222222,0.9372222222222222,0.9372222222222222,0.9372222222222222,19
2021-08-01 13:00:00+00:00,0.0,-4.1,2.0,8,0,6,13,False,0.0,8,0.9369444444444446,0.9369444444444446,0.9369444444444446,0.9369444444444446,0.9369444444444446,0.9369444444444446,0.9369444444444446,0.9369444444444446,0.9369444444444446,0.9369444444444446,0.9369444444444446,0.9369444444444446,19
2021-08-01 14:00:00+00:00,0.0,-4.0,1.6,8,2,6,14,False,0.0,8,0.606388888888889,0.1361111111111111,0.9327777777777776,0.9327777777777776,0.9327777777777776,0.9327777777777776,0.9327777777777776,0.9327777777777776,0.9327777777777776,0.9327777777777776,0.9327777777777776,0.9327777777777776,21
2021-08-01 15:00:00+00:00,0.0,-4.0,3.4,8,0,6,15,False,2.0,8,0.6980555555555555,0.2783333333333333,0.9641666666666666,0.9641666666666666,0.9641666666666666,0.9641666666666666,0.9641666666666666,0.9641666666666666,0.9641666666666666,0.9641666666666666,0.9641666666666666,0.9641666666666666,25
2021-08-01 16:00:00+00:00,0.0,-4.0,3.5,8,0,6,16,False,0.0,8,0.7258333333333333,0.7388888888888889,0.8794444444444445,0.8794444444444445,0.8794444444444445,0.8794444444444445,0.8794444444444445,0.8794444444444445,0.8794444444444445,0.8794444444444445,0.8794444444444445,0.8794444444444445,24
2021-08-01 17:00:00+00:00,0.0,-4.0,4.0,8,0,6,17,False,0.0,8,0.8177777777777777,0.8788888888888888,0.8788888888888888,0.8788888888888888,0.8788888888888888,0.8788888888888888,0.8788888888888888,0.8788888888888888,0.8788888888888888,0.8788888888888888,0.8788888888888888,0.8788888888888888,23
2021-08-01 18:00:00+00:00,0.0,-3.9,2.3,8,0,6,18,False,0.0,8,0.8844444444444444,0.5216666666666666,0.8844444444444444,0.8844444444444444,0.8844444444444444,0.8844444444444444,0.5216666666666666,0.1208333333333333,0.8844444444444444,0.8844444444444444,0.8844444444444444,0.8844444444444444,23
2021-08-01 19:00:00+00:00,0.0,-4.0,1.5,8,0,6,19,False,0.0,8,0.773611111111111,0.8930555555555555,0.8930555555555555,0.8930555555555555,0.8930555555555555,0.8930555555555555,0.6433333333333333,0.773611111111111,0.8930555555555555,0.8930555555555555,0.8930555555555555,0.8930555555555555,23
2021-08-01 20:00:00+00:00,0.0,-4.2,0.8,8,0,6,20,False,0.0,8,0.9838888888888888,0.9838888888888888,0.9838888888888888,0.9838888888888888,0.9838888888888888,0.9838888888888888,0.9838888888888888,0.9838888888888888,0.9838888888888888,0.9838888888888888,0.9838888888888888,0.9838888888888888,25
2021-08-01 21:00:00+00:00,0.0,-4.2,1.0,8,0,6,21,False,0.0,8,0.3302777777777778,0.2375,0.9225,0.9225,0.9225,0.9225,0.9225,0.9225,0.9225,0.9225,0.9225,0.9225,29
2021-08-01 22:00:00+00:00,0.0,-4.2,0.6,8,0,6,22,False,0.0,8,0.1305555555555555,0.5277777777777778,0.9280555555555556,0.9280555555555556,0.9280555555555556,0.9280555555555556,0.9280555555555556,0.9280555555555556,0.9280555555555556,0.9280555555555556,0.9280555555555556,0.9280555555555556,29
2021-08-01 23:00:00+00:00,0.0,-4.3,0.3,8,0,6,23,False,0.0,8,0.9275,0.9275,0.9275,0.9275,0.9275,0.9275,0.9275,0.9275,0.9275,0.9275,0.9275,0.9275,29
2021-08-02 00:00:00+00:00,0.0,-7.9,3.4,0,0,0,0,False,0.0,8,0.9705555555555556,0.9705555555555556,0.9705555555555556,0.9705555555555556,0.9705555555555556,0.9705555555555556,0.9705555555555556,0.9705555555555556,0.9705555555555556,0.9705555555555556,0.9705555555555556,0.9705555555555556,29
2021-08-02 01:00:00+00:00,0.0,-9.0,1.3,0,0,0,1,False,0.0,8,0.7172222222222222,0.7172222222222222,0.7172222222222222,0.7172222222222222,0.7172222222222222,0.7172222222222222,0.7172222222222222,0.7172222222222222,0.7172222222222222,0.7172222222222222,0.7172222222222222,0.7172222222222222,29
2021-08-02 02:00:00+00:00,0.0,-8.9,1.1,0,0,0,2,False,0.0,8,0.9516666666666668,0.9516666666666668,0.9516666666666668,0.9516666666666668,0.9516666666666668,0.9516666666666668,0.9516666666666668,0.9516666666666668,0.9516666666666668,0.9516666666666668,0.9516666666666668,0.9516666666666668,29
2021-08-02 03:00:00+00:00,0.0,-7.7,2.3,0,0,0,3,False,0.0,8,0.9547222222222222,0.9547222222222222,0.9547222222222222,0.9547222222222222,0.9547222222222222,0.9547222222222222,0.9547222222222222,0.9547222222222222,0.9547222222222222,0.9547222222222222,0.9547222222222222,0.9547222222222222,29
2021-08-02 04:00:00+00:00,0.0,-6.0,5.1,0,0,0,4,False,0.0,8,0.8533333333333333,0.8533333333333333,0.8533333333333333,0.8533333333333333,0.8533333333333333,0.8533333333333333,0.8533333333333333,0.8533333333333333,0.8533333333333333,0.8533333333333333,0.8533333333333333,0.8533333333333333,29
2021-08-02 05:00:00+00:00,0.0,-6.0,6.0,0,0,0,5,False,0.0,8,0.9844444444444445,0.9844444444444445,0.9844444444444445,0.9844444444444445,0.9844444444444445,0.9844444444444445,0.9844444444444445,0.9844444444444445,0.9844444444444445,0.9844444444444445,0.9844444444444445,0.9844444444444445,29
2021-08-02 06:00:00+00:00,0.0,-5.9,6.3,0,0,0,6,False,0.0,8,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.9788888888888888,29
