Unnamed: 0,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,month,bike_availability_385.0,dock_availability_385.0,bike_availability_500.0,dock_availability_500.0,bike_availability_521.0,dock_availability_521.0,num_bikes_available
2021-08-01 00:00:00+00:00,0.1,-4.9,3.2,8,0,6,0,False,,8,0.6944444444444444,0.3399999999999999,0.8330555555555555,0.3399999999999999,0.0,0.0,5
2021-08-01 01:00:00+00:00,0.0,-4.7,1.6,8,0,6,1,False,0.0,8,0.0,0.0,0.0,0.0,0.4322222222222223,0.5030555555555556,5
2021-08-01 02:00:00+00:00,0.0,-5.0,1.6,8,0,6,2,False,0.0,8,0.0,0.0,0.0,0.0,0.3838888888888889,0.3838888888888889,5
2021-08-01 03:00:00+00:00,0.0,-4.9,1.3,8,0,6,3,False,0.0,8,0.0,0.0,0.0,0.0,0.3744444444444444,0.3744444444444444,5
2021-08-01 04:00:00+00:00,0.0,-5.2,3.3,8,0,6,4,False,0.0,8,0.0,0.0,0.0,0.0,0.3552777777777777,0.3552777777777777,5
2021-08-01 05:00:00+00:00,0.0,-5.4,2.7,8,0,6,5,False,0.0,8,0.0,0.0,0.0,0.0,0.5372222222222222,0.5372222222222222,5
2021-08-01 06:00:00+00:00,0.0,-5.9,2.8,8,1,6,6,False,0.0,8,0.0,0.2163888888888888,0.0,0.0,0.82,0.82,5
2021-08-01 07:00:00+00:00,0.0,-5.5,1.9,7,0,6,7,False,1.0,8,0.8230555555555557,0.8230555555555557,0.3525,0.4625,0.8230555555555557,0.8230555555555557,5
2021-08-01 08:00:00+00:00,0.0,-5.4,2.0,7,0,6,8,False,0.0,8,0.2408333333333333,0.0,0.8272222222222222,0.8272222222222222,0.8272222222222222,0.8272222222222222,5
2021-08-01 09:00:00+00:00,0.0,-5.1,2.4,7,0,6,9,False,0.0,8,0.1155555555555555,0.1225,0.9352777777777778,0.9352777777777778,0.9352777777777778,0.9352777777777778,5
2021-08-01 10:00:00+00:00,0.0,-4.9,2.2,8,0,6,10,False,0.0,8,0.1594444444444444,0.5936111111111111,0.9341666666666666,0.9341666666666666,0.9341666666666666,0.9341666666666666,5
2021-08-01 11:00:00+00:00,0.0,-4.7,3.4,8,2,6,11,False,0.0,8,0.94,0.94,0.94,0.94,0.94,0.94,6
2021-08-01 12:00:00+00:00,0.0,-4.2,2.3,8,1,6,12,False,2.0,8,0.9372222222222222,0.9372222222222222,0.9372222222222222,0.9372222222222222,0.9372222222222222,0.9372222222222222,6
2021-08-01 13:00:00+00:00,0.0,-4.1,2.0,8,2,6,13,False,1.0,8,0.9369444444444446,0.9369444444444446,0.9369444444444446,0.9369444444444446,0.9369444444444446,0.9369444444444446,6
2021-08-01 14:00:00+00:00,0.0,-4.0,1.6,8,5,6,14,False,2.0,8,0.9327777777777776,0.9327777777777776,0.9327777777777776,0.9327777777777776,0.9327777777777776,0.9327777777777776,6
2021-08-01 15:00:00+00:00,0.0,-4.0,3.4,8,1,6,15,False,5.0,8,0.9641666666666666,0.9641666666666666,0.9641666666666666,0.9641666666666666,0.9641666666666666,0.9641666666666666,5
2021-08-01 16:00:00+00:00,0.0,-4.0,3.5,8,2,6,16,False,1.0,8,0.8794444444444445,0.8794444444444445,0.8794444444444445,0.8794444444444445,0.8794444444444445,0.8794444444444445,7
2021-08-01 17:00:00+00:00,0.0,-4.0,4.0,8,0,6,17,False,2.0,8,0.8788888888888888,0.8788888888888888,0.8788888888888888,0.8788888888888888,0.7980555555555555,0.0611111111111111,6
2021-08-01 18:00:00+00:00,0.0,-3.9,2.3,8,0,6,18,False,0.0,8,0.8844444444444444,0.8844444444444444,0.8844444444444444,0.8844444444444444,0.3627777777777777,0.763611111111111,6
2021-08-01 19:00:00+00:00,0.0,-4.0,1.5,8,0,6,19,False,0.0,8,0.36,0.3958333333333332,0.1194444444444444,0.0,0.6525,0.4972222222222222,5
2021-08-01 20:00:00+00:00,0.0,-4.2,0.8,8,1,6,20,False,0.0,8,0.2863888888888889,0.0,0.3708333333333333,0.2863888888888889,0.3266666666666667,0.6975000000000001,7
2021-08-01 21:00:00+00:00,0.0,-4.2,1.0,8,1,6,21,False,1.0,8,0.0,0.0,0.386111111111111,0.3544444444444444,0.685,0.3544444444444444,7
2021-08-01 22:00:00+00:00,0.0,-4.2,0.6,8,1,6,22,False,1.0,8,0.7366666666666667,0.8891666666666667,0.0,0.0,0.0,0.0,7
2021-08-01 23:00:00+00:00,0.0,-4.3,0.3,8,0,6,23,False,1.0,8,0.9275,0.9275,0.0,0.32,0.5741666666666667,0.8916666666666666,6
2021-08-02 00:00:00+00:00,0.0,-7.9,3.4,0,0,0,0,False,0.0,8,0.9705555555555556,0.9705555555555556,0.7499999999999999,0.9405555555555556,0.9705555555555556,0.9705555555555556,6
2021-08-02 01:00:00+00:00,0.0,-9.0,1.3,0,0,0,1,False,0.0,8,0.7172222222222222,0.7172222222222222,0.7172222222222222,0.7172222222222222,0.7172222222222222,0.7172222222222222,4
2021-08-02 02:00:00+00:00,0.0,-8.9,1.1,0,0,0,2,False,0.0,8,0.9516666666666668,0.9516666666666668,0.9516666666666668,0.9516666666666668,0.9516666666666668,0.9516666666666668,4
2021-08-02 03:00:00+00:00,0.0,-7.7,2.3,0,0,0,3,False,0.0,8,0.9547222222222222,0.9547222222222222,0.9547222222222222,0.9547222222222222,0.9547222222222222,0.9547222222222222,4
2021-08-02 04:00:00+00:00,0.0,-6.0,5.1,0,0,0,4,False,0.0,8,0.8533333333333333,0.8533333333333333,0.8533333333333333,0.8533333333333333,0.8533333333333333,0.8533333333333333,4
2021-08-02 05:00:00+00:00,0.0,-6.0,6.0,0,1,0,5,False,0.0,8,0.9844444444444445,0.9844444444444445,0.9844444444444445,0.9844444444444445,0.9844444444444445,0.9844444444444445,4
2021-08-02 06:00:00+00:00,0.0,-5.9,6.3,0,1,0,6,False,1.0,8,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.9788888888888888,4
2021-08-02 07:00:00+00:00,0.0,-5.7,5.4,8,0,0,7,False,1.0,8,0.9827777777777778,0.9827777777777778,0.3622222222222222,0.1072222222222222,0.9827777777777778,0.9827777777777778,5
2021-08-02 08:00:00+00:00,0.0,-5.6,5.2,8,1,0,8,False,0.0,8,0.9252777777777778,0.9252777777777778,0.4641666666666666,0.2952777777777777,0.9252777777777778,0.9252777777777778,7
