Unnamed: 0,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,month,bike_availability_469.0,dock_availability_469.0,bike_availability_476.0,dock_availability_476.0,bike_availability_530.0,dock_availability_530.0,bike_availability_400.0,dock_availability_400.0,num_bikes_available
2021-08-01 00:00:00+00:00,0.1,-4.9,3.2,8,0,6,0,False,,8,0.8330555555555555,0.8330555555555555,0.8330555555555555,0.8330555555555555,0.8330555555555555,0.8330555555555555,0.8330555555555555,0.8330555555555555,0
2021-08-01 01:00:00+00:00,0.0,-4.7,1.6,8,0,6,1,False,0.0,8,0.5030555555555556,0.5030555555555556,0.1447222222222222,0.0708333333333333,0.5030555555555556,0.5030555555555556,0.5030555555555556,0.5030555555555556,0
2021-08-01 02:00:00+00:00,0.0,-5.0,1.6,8,0,6,2,False,0.0,8,0.3838888888888889,0.3838888888888889,0.0,0.0,0.3838888888888889,0.3838888888888889,0.3838888888888889,0.3838888888888889,0
2021-08-01 03:00:00+00:00,0.0,-4.9,1.3,8,0,6,3,False,0.0,8,0.3744444444444444,0.3744444444444444,0.0,0.0,0.3744444444444444,0.3744444444444444,0.3744444444444444,0.3744444444444444,0
2021-08-01 04:00:00+00:00,0.0,-5.2,3.3,8,0,6,4,False,0.0,8,0.3552777777777777,0.3552777777777777,0.0,0.0,0.3552777777777777,0.3552777777777777,0.3552777777777777,0.3552777777777777,0
2021-08-01 05:00:00+00:00,0.0,-5.4,2.7,8,0,6,5,False,0.0,8,0.5372222222222222,0.5372222222222222,0.0,0.0,0.5372222222222222,0.5372222222222222,0.5372222222222222,0.5372222222222222,0
2021-08-01 06:00:00+00:00,0.0,-5.9,2.8,8,0,6,6,False,0.0,8,0.82,0.82,0.0,0.0,0.82,0.82,0.82,0.82,0
2021-08-01 07:00:00+00:00,0.0,-5.5,1.9,7,0,6,7,False,0.0,8,0.8230555555555557,0.8230555555555557,0.3525,0.4625,0.8230555555555557,0.8230555555555557,0.8230555555555557,0.8230555555555557,0
2021-08-01 08:00:00+00:00,0.0,-5.4,2.0,7,0,6,8,False,0.0,8,0.8272222222222222,0.8272222222222222,0.8272222222222222,0.8272222222222222,0.8272222222222222,0.8272222222222222,0.8272222222222222,0.8272222222222222,0
2021-08-01 09:00:00+00:00,0.0,-5.1,2.4,7,0,6,9,False,0.0,8,0.9352777777777778,0.9352777777777778,0.9352777777777778,0.9352777777777778,0.9352777777777778,0.9352777777777778,0.9352777777777778,0.9352777777777778,0
2021-08-01 10:00:00+00:00,0.0,-4.9,2.2,8,0,6,10,False,0.0,8,0.9341666666666666,0.9341666666666666,0.9341666666666666,0.9341666666666666,0.9341666666666666,0.9341666666666666,0.9341666666666666,0.9341666666666666,0
2021-08-01 11:00:00+00:00,0.0,-4.7,3.4,8,0,6,11,False,0.0,8,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0
2021-08-01 12:00:00+00:00,0.0,-4.2,2.3,8,1,6,12,False,0.0,8,0.9372222222222222,0.9372222222222222,0.9372222222222222,0.9372222222222222,0.9372222222222222,0.9372222222222222,0.9372222222222222,0.9372222222222222,0
2021-08-01 13:00:00+00:00,0.0,-4.1,2.0,8,0,6,13,False,1.0,8,0.9369444444444446,0.9369444444444446,0.6377777777777778,0.3044444444444444,0.9369444444444446,0.9369444444444446,0.9369444444444446,0.9369444444444446,1
2021-08-01 14:00:00+00:00,0.0,-4.0,1.6,8,0,6,14,False,0.0,8,0.9327777777777776,0.9327777777777776,0.0,0.0,0.9327777777777776,0.9327777777777776,0.9327777777777776,0.9327777777777776,1
2021-08-01 15:00:00+00:00,0.0,-4.0,3.4,8,0,6,15,False,0.0,8,0.9641666666666666,0.9641666666666666,0.0927777777777777,0.1694444444444444,0.9641666666666666,0.9641666666666666,0.9641666666666666,0.9641666666666666,0
2021-08-01 16:00:00+00:00,0.0,-4.0,3.5,8,0,6,16,False,0.0,8,0.8794444444444445,0.8794444444444445,0.7913888888888889,0.3225,0.8794444444444445,0.8794444444444445,0.8794444444444445,0.8794444444444445,0
2021-08-01 17:00:00+00:00,0.0,-4.0,4.0,8,0,6,17,False,0.0,8,0.8788888888888888,0.8788888888888888,0.8788888888888888,0.8788888888888888,0.8788888888888888,0.8788888888888888,0.8788888888888888,0.8788888888888888,0
2021-08-01 18:00:00+00:00,0.0,-3.9,2.3,8,0,6,18,False,0.0,8,0.8844444444444444,0.8844444444444444,0.8844444444444444,0.8844444444444444,0.5216666666666666,0.4836111111111111,0.8844444444444444,0.8844444444444444,1
2021-08-01 19:00:00+00:00,0.0,-4.0,1.5,8,0,6,19,False,0.0,8,0.8930555555555555,0.8930555555555555,0.8930555555555555,0.8930555555555555,0.1194444444444444,0.0,0.8930555555555555,0.8930555555555555,1
2021-08-01 20:00:00+00:00,0.0,-4.2,0.8,8,0,6,20,False,0.0,8,0.9838888888888888,0.9838888888888888,0.9838888888888888,0.9838888888888888,0.3266666666666667,0.6975000000000001,0.9838888888888888,0.9838888888888888,1
2021-08-01 21:00:00+00:00,0.0,-4.2,1.0,8,0,6,21,False,0.0,8,0.9225,0.9225,0.9225,0.9225,0.9225,0.9225,0.9225,0.9225,1
2021-08-01 22:00:00+00:00,0.0,-4.2,0.6,8,0,6,22,False,0.0,8,0.9280555555555556,0.9280555555555556,0.9280555555555556,0.9280555555555556,0.4002777777777777,0.3819444444444444,0.9280555555555556,0.9280555555555556,1
2021-08-01 23:00:00+00:00,0.0,-4.3,0.3,8,0,6,23,False,0.0,8,0.9275,0.9275,0.9275,0.9275,0.8916666666666666,0.9275,0.9275,0.9275,1
2021-08-02 00:00:00+00:00,0.0,-7.9,3.4,0,0,0,0,False,0.0,8,0.9705555555555556,0.9705555555555556,0.9705555555555556,0.9705555555555556,0.9705555555555556,0.9705555555555556,0.9705555555555556,0.9705555555555556,1
2021-08-02 01:00:00+00:00,0.0,-9.0,1.3,0,0,0,1,False,0.0,8,0.7172222222222222,0.7172222222222222,0.7172222222222222,0.7172222222222222,0.7172222222222222,0.7172222222222222,0.7172222222222222,0.7172222222222222,1
2021-08-02 02:00:00+00:00,0.0,-8.9,1.1,0,0,0,2,False,0.0,8,0.9516666666666668,0.9516666666666668,0.9516666666666668,0.9516666666666668,0.9516666666666668,0.9516666666666668,0.9516666666666668,0.9516666666666668,1
2021-08-02 03:00:00+00:00,0.0,-7.7,2.3,0,0,0,3,False,0.0,8,0.9547222222222222,0.9547222222222222,0.9547222222222222,0.9547222222222222,0.9547222222222222,0.9547222222222222,0.9547222222222222,0.9547222222222222,1
2021-08-02 04:00:00+00:00,0.0,-6.0,5.1,0,1,0,4,False,0.0,8,0.8533333333333333,0.8533333333333333,0.8533333333333333,0.8533333333333333,0.8533333333333333,0.8533333333333333,0.8533333333333333,0.8533333333333333,1
2021-08-02 05:00:00+00:00,0.0,-6.0,6.0,0,1,0,5,False,1.0,8,0.9844444444444445,0.9844444444444445,0.9844444444444445,0.9844444444444445,0.9844444444444445,0.9844444444444445,0.9844444444444445,0.9844444444444445,1
2021-08-02 06:00:00+00:00,0.0,-5.9,6.3,0,1,0,6,False,1.0,8,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.9788888888888888,1
2021-08-02 07:00:00+00:00,0.0,-5.7,5.4,8,0,0,7,False,1.0,8,0.9827777777777778,0.9827777777777778,0.9827777777777778,0.9827777777777778,0.9827777777777778,0.9827777777777778,0.9827777777777778,0.9827777777777778,1
2021-08-02 08:00:00+00:00,0.0,-5.6,5.2,8,0,0,8,False,0.0,8,0.9252777777777778,0.9252777777777778,0.5933333333333333,0.3586111111111111,0.4611111111111111,0.63,0.9252777777777778,0.9252777777777778,0
2021-08-02 09:00:00+00:00,0.0,-5.6,5.0,8,1,0,9,False,0.0,8,0.9313888888888888,0.9313888888888888,0.0,0.0,0.0541666666666666,0.0,0.9313888888888888,0.9313888888888888,0
2021-08-02 10:00:00+00:00,0.0,-4.8,5.4,5,0,0,10,False,1.0,8,0.921111111111111,0.921111111111111,0.0,0.0,0.4591666666666666,0.6174999999999999,0.921111111111111,0.921111111111111,0
2021-08-02 11:00:00+00:00,0.0,-4.6,4.9,5,1,0,11,False,0.0,8,0.585,0.585,0.0,0.0,0.585,0.585,0.585,0.585,0
2021-08-02 12:00:00+00:00,0.0,-3.4,5.3,5,0,0,12,False,1.0,8,0.7380555555555555,0.7380555555555555,0.0,0.0,0.7380555555555555,0.7380555555555555,0.7380555555555555,0.7380555555555555,0
2021-08-02 13:00:00+00:00,0.0,-3.1,5.1,3,0,0,13,False,0.0,8,0.7091666666666667,0.7091666666666667,0.0,0.0,0.5569444444444445,0.36,0.7091666666666667,0.7091666666666667,1
2021-08-02 14:00:00+00:00,0.0,-3.4,5.6,3,2,0,14,False,0.0,8,0.7519444444444444,0.7519444444444444,0.3552777777777778,0.3855555555555555,0.1591666666666666,0.4044444444444445,0.7519444444444444,0.7519444444444444,2
2021-08-02 15:00:00+00:00,0.0,-3.6,4.2,3,1,0,15,False,2.0,8,0.7122222222222221,0.7122222222222221,0.6302777777777777,0.4422222222222222,0.7122222222222221,0.7122222222222221,0.7122222222222221,0.7122222222222221,2
2021-08-02 16:00:00+00:00,0.0,-4.0,5.2,2,0,0,16,False,1.0,8,0.7527777777777777,0.7527777777777777,0.7527777777777777,0.7527777777777777,0.7527777777777777,0.7527777777777777,0.7527777777777777,0.7527777777777777,3
2021-08-02 17:00:00+00:00,0.0,-4.4,4.7,2,1,0,17,False,0.0,8,0.7502777777777777,0.7502777777777777,0.7502777777777777,0.7502777777777777,0.7502777777777777,0.7502777777777777,0.7502777777777777,0.7502777777777777,1
2021-08-02 18:00:00+00:00,0.0,-4.9,5.5,2,0,0,18,False,1.0,8,0.9277777777777776,0.9277777777777776,0.9277777777777776,0.9277777777777776,0.9277777777777776,0.9277777777777776,0.9277777777777776,0.9277777777777776,0
2021-08-02 19:00:00+00:00,0.0,-4.8,5.9,7,0,0,19,False,0.0,8,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0
