Unnamed: 0,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,month,bike_availability_507.0,dock_availability_507.0,num_bikes_available
2021-08-01 00:00:00+00:00,0.1,-4.9,3.2,8,0,6,0,False,,8,0.8330555555555555,0.8330555555555555,24
2021-08-01 01:00:00+00:00,0.0,-4.7,1.6,8,0,6,1,False,0.0,8,0.5030555555555556,0.5030555555555556,25
2021-08-01 02:00:00+00:00,0.0,-5.0,1.6,8,0,6,2,False,0.0,8,0.3838888888888889,0.3838888888888889,25
2021-08-01 03:00:00+00:00,0.0,-4.9,1.3,8,0,6,3,False,0.0,8,0.3744444444444444,0.3744444444444444,25
2021-08-01 04:00:00+00:00,0.0,-5.2,3.3,8,0,6,4,False,0.0,8,0.3552777777777777,0.3552777777777777,25
2021-08-01 05:00:00+00:00,0.0,-5.4,2.7,8,0,6,5,False,0.0,8,0.5372222222222222,0.5372222222222222,25
2021-08-01 06:00:00+00:00,0.0,-5.9,2.8,8,0,6,6,False,0.0,8,0.82,0.82,26
2021-08-01 07:00:00+00:00,0.0,-5.5,1.9,7,0,6,7,False,0.0,8,0.8230555555555557,0.8230555555555557,26
2021-08-01 08:00:00+00:00,0.0,-5.4,2.0,7,0,6,8,False,0.0,8,0.8272222222222222,0.8272222222222222,26
2021-08-01 09:00:00+00:00,0.0,-5.1,2.4,7,0,6,9,False,0.0,8,0.605,0.4872222222222222,26
2021-08-01 10:00:00+00:00,0.0,-4.9,2.2,8,0,6,10,False,0.0,8,0.9341666666666666,0.9341666666666666,26
2021-08-01 11:00:00+00:00,0.0,-4.7,3.4,8,3,6,11,False,0.0,8,0.94,0.94,27
2021-08-01 12:00:00+00:00,0.0,-4.2,2.3,8,1,6,12,False,3.0,8,0.9372222222222222,0.9372222222222222,27
2021-08-01 13:00:00+00:00,0.0,-4.1,2.0,8,0,6,13,False,1.0,8,0.6377777777777778,0.3044444444444444,27
2021-08-01 14:00:00+00:00,0.0,-4.0,1.6,8,0,6,14,False,0.0,8,0.0,0.0,26
2021-08-01 15:00:00+00:00,0.0,-4.0,3.4,8,1,6,15,False,0.0,8,0.0,0.0,25
2021-08-01 16:00:00+00:00,0.0,-4.0,3.5,8,1,6,16,False,1.0,8,0.0,0.0,27
2021-08-01 17:00:00+00:00,0.0,-4.0,4.0,8,2,6,17,False,1.0,8,0.0808333333333333,0.8177777777777777,29
2021-08-01 18:00:00+00:00,0.0,-3.9,2.3,8,1,6,18,False,2.0,8,0.8844444444444444,0.8844444444444444,30
2021-08-01 19:00:00+00:00,0.0,-4.0,1.5,8,0,6,19,False,1.0,8,0.8930555555555555,0.8930555555555555,29
2021-08-01 20:00:00+00:00,0.0,-4.2,0.8,8,0,6,20,False,0.0,8,0.6130555555555557,0.6975000000000001,27
2021-08-01 21:00:00+00:00,0.0,-4.2,1.0,8,1,6,21,False,0.0,8,0.9225,0.9225,28
2021-08-01 22:00:00+00:00,0.0,-4.2,0.6,8,0,6,22,False,1.0,8,0.9280555555555556,0.9280555555555556,30
2021-08-01 23:00:00+00:00,0.0,-4.3,0.3,8,0,6,23,False,0.0,8,0.6075,0.3836111111111111,30
2021-08-02 00:00:00+00:00,0.0,-7.9,3.4,0,0,0,0,False,0.0,8,0.0,0.0,29
2021-08-02 01:00:00+00:00,0.0,-9.0,1.3,0,0,0,1,False,0.0,8,0.0,0.0,30
2021-08-02 02:00:00+00:00,0.0,-8.9,1.1,0,0,0,2,False,0.0,8,0.0,0.0,30
2021-08-02 03:00:00+00:00,0.0,-7.7,2.3,0,0,0,3,False,0.0,8,0.0,0.0,30
2021-08-02 04:00:00+00:00,0.0,-6.0,5.1,0,1,0,4,False,0.0,8,0.0,0.0,30
2021-08-02 05:00:00+00:00,0.0,-6.0,6.0,0,1,0,5,False,1.0,8,0.0,0.0,30
2021-08-02 06:00:00+00:00,0.0,-5.9,6.3,0,5,0,6,False,1.0,8,0.4852777777777778,0.876388888888889,30
2021-08-02 07:00:00+00:00,0.0,-5.7,5.4,8,0,0,7,False,5.0,8,0.9827777777777778,0.9827777777777778,29
2021-08-02 08:00:00+00:00,0.0,-5.6,5.2,8,1,0,8,False,0.0,8,0.9252777777777778,0.9252777777777778,28
2021-08-02 09:00:00+00:00,0.0,-5.6,5.0,8,0,0,9,False,1.0,8,0.9313888888888888,0.9313888888888888,24
2021-08-02 10:00:00+00:00,0.0,-4.8,5.4,5,4,0,10,False,0.0,8,0.921111111111111,0.921111111111111,24
2021-08-02 11:00:00+00:00,0.0,-4.6,4.9,5,1,0,11,False,4.0,8,0.585,0.585,23
2021-08-02 12:00:00+00:00,0.0,-3.4,5.3,5,1,0,12,False,1.0,8,0.7380555555555555,0.7380555555555555,23
2021-08-02 13:00:00+00:00,0.0,-3.1,5.1,3,1,0,13,False,1.0,8,0.7091666666666667,0.7091666666666667,19
2021-08-02 14:00:00+00:00,0.0,-3.4,5.6,3,1,0,14,False,1.0,8,0.7519444444444444,0.7519444444444444,18
2021-08-02 15:00:00+00:00,0.0,-3.6,4.2,3,4,0,15,False,1.0,8,0.7122222222222221,0.7122222222222221,20
2021-08-02 16:00:00+00:00,0.0,-4.0,5.2,2,0,0,16,False,4.0,8,0.7527777777777777,0.7527777777777777,21
