Unnamed: 0,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,month,bike_availability_478.0,dock_availability_478.0,bike_availability_609.0,dock_availability_609.0,bike_availability_577.0,dock_availability_577.0,bike_availability_599.0,dock_availability_599.0,bike_availability_547.0,dock_availability_547.0,bike_availability_396.0,dock_availability_396.0,bike_availability_545.0,dock_availability_545.0,num_bikes_available
2021-08-06 10:00:00+00:00,0.0,17.4,2.0,7,0,4,10,False,2.0,8,0.8969444444444443,0.8969444444444443,0.0430555555555555,0.2269444444444444,0.8538888888888888,0.8969444444444443,0.8969444444444443,0.8969444444444443,0.8969444444444443,0.8969444444444443,0.8969444444444443,0.8969444444444443,0.0,0.0,17
2021-08-06 11:00:00+00:00,0.0,19.0,2.0,7,0,4,11,False,0.0,8,0.8830555555555557,0.8830555555555557,0.8830555555555557,0.671388888888889,0.8830555555555557,0.8830555555555557,0.8830555555555557,0.8830555555555557,0.8830555555555557,0.8830555555555557,0.5402777777777779,0.3972222222222222,0.0,0.0,17
2021-08-06 12:00:00+00:00,0.0,19.7,2.8,7,0,4,12,False,0.0,8,0.8883333333333333,0.8883333333333333,0.0,0.0,0.8883333333333333,0.8883333333333333,0.8883333333333333,0.8883333333333333,0.8883333333333333,0.8883333333333333,0.7541666666666667,0.3386111111111111,0.0,0.0,16
2021-08-06 13:00:00+00:00,0.0,20.8,3.0,2,1,4,13,False,0.0,8,0.8538888888888888,0.8538888888888888,0.0,0.0,0.8538888888888888,0.8538888888888888,0.8538888888888888,0.8538888888888888,0.8538888888888888,0.8538888888888888,0.8538888888888888,0.8538888888888888,0.0,0.1988888888888889,16
2021-08-06 14:00:00+00:00,0.0,21.4,3.9,2,0,4,14,False,1.0,8,0.7025000000000001,0.7025000000000001,0.0,0.0,0.5900000000000001,0.5716666666666667,0.7025000000000001,0.7025000000000001,0.7025000000000001,0.7025000000000001,0.7025000000000001,0.7025000000000001,0.5900000000000001,0.5716666666666667,17
2021-08-06 15:00:00+00:00,0.0,21.2,3.8,2,0,4,15,False,0.0,8,0.9272222222222224,0.9272222222222224,0.1875,0.1388888888888889,0.9272222222222224,0.7352777777777778,0.9272222222222224,0.9272222222222224,0.9272222222222224,0.9272222222222224,0.9272222222222224,0.9272222222222224,0.9272222222222224,0.9272222222222224,17
2021-08-06 16:00:00+00:00,0.0,20.4,3.8,3,0,4,16,False,0.0,8,0.9369444444444444,0.9369444444444444,0.0,0.0,0.135,0.6416666666666666,0.9369444444444444,0.9369444444444444,0.9369444444444444,0.9369444444444444,0.5702777777777778,0.0,0.9369444444444444,0.9369444444444444,17
2021-08-06 17:00:00+00:00,0.0,20.2,3.4,3,0,4,17,False,0.0,8,0.9188888888888888,0.9188888888888888,0.1811111111111111,0.8091666666666667,0.3461111111111111,0.9188888888888888,0.9188888888888888,0.9188888888888888,0.9188888888888888,0.9188888888888888,0.3461111111111111,0.9188888888888888,0.9188888888888888,0.9188888888888888,18
2021-08-06 18:00:00+00:00,0.0,18.5,2.2,3,0,4,18,False,0.0,8,0.8077777777777777,0.8077777777777777,0.4649999999999999,0.3408333333333333,0.8077777777777777,0.8077777777777777,0.8077777777777777,0.8077777777777777,0.8077777777777777,0.8077777777777777,0.8077777777777777,0.8077777777777777,0.8077777777777777,0.8077777777777777,18
2021-08-06 19:00:00+00:00,0.0,17.8,1.9,4,0,4,19,False,0.0,8,0.8152777777777778,0.8152777777777778,0.1916666666666666,0.2291666666666666,0.5861111111111111,0.0,0.8152777777777778,0.8152777777777778,0.8152777777777778,0.8152777777777778,0.8152777777777778,0.8152777777777778,0.8152777777777778,0.8152777777777778,18
2021-08-06 20:00:00+00:00,0.0,17.6,2.4,4,0,4,20,False,0.0,8,0.8183333333333332,0.8183333333333332,0.3083333333333333,0.0,0.0,0.0,0.8183333333333332,0.8183333333333332,0.8183333333333332,0.8183333333333332,0.8183333333333332,0.8183333333333332,0.8183333333333332,0.8183333333333332,18
2021-08-06 21:00:00+00:00,0.0,16.6,2.1,4,0,4,21,False,0.0,8,0.8236111111111111,0.8236111111111111,0.1866666666666666,0.2311111111111111,0.0,0.0,0.8236111111111111,0.8236111111111111,0.8236111111111111,0.8236111111111111,0.8236111111111111,0.8236111111111111,0.8236111111111111,0.8236111111111111,18
2021-08-06 22:00:00+00:00,0.0,15.6,1.5,5,0,4,22,False,0.0,8,0.8269444444444446,0.8269444444444446,0.8269444444444446,0.8269444444444446,0.0,0.0,0.8269444444444446,0.8269444444444446,0.8269444444444446,0.8269444444444446,0.8269444444444446,0.8269444444444446,0.8269444444444446,0.8269444444444446,18
2021-08-06 23:00:00+00:00,0.0,14.7,1.6,5,0,4,23,False,0.0,8,0.9272222222222222,0.9272222222222222,0.9272222222222222,0.9272222222222222,0.0,0.0,0.9272222222222222,0.9272222222222222,0.9272222222222222,0.9272222222222222,0.9272222222222222,0.9272222222222222,0.9272222222222222,0.9272222222222222,18
2021-08-07 00:00:00+00:00,0.0,16.1,3.9,2,0,5,0,False,0.0,8,0.8986111111111111,0.8986111111111111,0.8986111111111111,0.8986111111111111,0.0,0.0,0.8986111111111111,0.8986111111111111,0.8986111111111111,0.8986111111111111,0.8986111111111111,0.8986111111111111,0.8316666666666667,0.3569444444444444,18
2021-08-07 01:00:00+00:00,0.0,16.1,3.0,2,0,5,1,False,0.0,8,0.9025,0.9025,0.9025,0.9025,0.0,0.0,0.9025,0.9025,0.9025,0.9025,0.9025,0.9025,0.0,0.0,18
2021-08-07 02:00:00+00:00,0.0,16.0,3.8,2,0,5,2,False,0.0,8,0.9063888888888888,0.9063888888888888,0.9063888888888888,0.9063888888888888,0.0,0.0,0.9063888888888888,0.9063888888888888,0.9063888888888888,0.9063888888888888,0.9063888888888888,0.9063888888888888,0.0,0.0,18
2021-08-07 03:00:00+00:00,0.0,16.1,2.2,2,0,5,3,False,0.0,8,0.9108333333333332,0.9108333333333332,0.9108333333333332,0.9108333333333332,0.0,0.0,0.9108333333333332,0.9108333333333332,0.9108333333333332,0.9108333333333332,0.9108333333333332,0.9108333333333332,0.0,0.0,18
2021-08-07 04:00:00+00:00,0.0,15.6,1.2,2,0,5,4,False,0.0,8,0.92,0.92,0.92,0.92,0.0,0.0,0.92,0.92,0.92,0.92,0.92,0.92,0.0,0.0,18
2021-08-07 05:00:00+00:00,0.0,16.0,2.3,2,0,5,5,False,0.0,8,0.5938888888888889,0.5938888888888889,0.5938888888888889,0.5938888888888889,0.0,0.0,0.5938888888888889,0.5938888888888889,0.5938888888888889,0.5938888888888889,0.5938888888888889,0.5938888888888889,0.0,0.0,18
2021-08-07 06:00:00+00:00,0.0,16.3,1.8,2,0,5,6,False,0.0,8,0.5994444444444444,0.5994444444444444,0.2808333333333333,0.0894444444444444,0.0,0.0,0.5994444444444444,0.5994444444444444,0.5994444444444444,0.5994444444444444,0.5994444444444444,0.5994444444444444,0.0,0.0,18
2021-08-07 07:00:00+00:00,0.0,18.2,1.8,6,0,5,7,False,0.0,8,0.6036111111111111,0.6036111111111111,0.0,0.0,0.0,0.0,0.6036111111111111,0.6036111111111111,0.6036111111111111,0.6036111111111111,0.6036111111111111,0.6036111111111111,0.0,0.0,18
2021-08-07 08:00:00+00:00,0.0,17.6,3.7,6,0,5,8,False,0.0,8,0.6122222222222222,0.6122222222222222,0.0,0.0,0.0,0.0,0.6122222222222222,0.6122222222222222,0.6122222222222222,0.6122222222222222,0.6122222222222222,0.6122222222222222,0.0,0.0,18
2021-08-07 09:00:00+00:00,0.0,18.5,4.5,6,0,5,9,False,0.0,8,0.6200000000000001,0.6200000000000001,0.0,0.0,0.0,0.0,0.6200000000000001,0.6200000000000001,0.6200000000000001,0.6200000000000001,0.6200000000000001,0.6200000000000001,0.0,0.0,18
2021-08-07 10:00:00+00:00,0.0,19.1,3.6,7,0,5,10,False,0.0,8,0.6283333333333333,0.6283333333333333,0.0,0.0,0.0,0.0,0.1452777777777777,0.0,0.6283333333333333,0.6283333333333333,0.6283333333333333,0.6283333333333333,0.0,0.0,18
2021-08-07 11:00:00+00:00,0.0,19.8,4.2,7,2,5,11,False,0.0,8,0.6283333333333334,0.6283333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.6283333333333334,0.6283333333333334,0.6283333333333334,0.3522222222222222,0.0,0.2761111111111111,18
2021-08-07 12:00:00+00:00,0.0,19.5,3.6,7,0,5,12,False,2.0,8,0.7561111111111111,0.7561111111111111,0.0,0.0,0.0,0.0,0.5969444444444445,0.3941666666666666,0.7561111111111111,0.7561111111111111,0.2663888888888889,0.3808333333333333,0.1277777777777777,0.0,18
2021-08-07 13:00:00+00:00,0.0,19.7,3.6,7,2,5,13,False,0.0,8,0.9233333333333336,0.9233333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.9233333333333336,0.9233333333333336,0.3413888888888889,0.0,0.0,0.0,18
2021-08-07 14:00:00+00:00,0.1,20.4,5.2,7,1,5,14,False,2.0,8,0.9205555555555556,0.9205555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.9205555555555556,0.9205555555555556,0.0,0.2227777777777777,0.0,0.0,18
2021-08-07 15:00:00+00:00,0.0,20.4,4.2,7,1,5,15,False,1.0,8,0.9241666666666668,0.9241666666666668,0.2030555555555555,0.2588888888888889,0.0,0.0,0.0,0.0,0.9241666666666668,0.9241666666666668,0.8711111111111112,0.3452777777777778,0.5483333333333333,0.9241666666666668,18
