,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,month
2022-03-01 00:00:00+00:00,0.0,-0.4,2.2,0,0,1,0,False,,3
2022-03-01 01:00:00+00:00,0.0,-0.5,1,0,0,1,1,False,0.0,3
2022-03-01 02:00:00+00:00,0.0,-0.5,1.6,0,0,1,2,False,0.0,3
2022-03-01 03:00:00+00:00,0.0,-0.5,1,0,0,1,3,False,0.0,3
2022-03-01 04:00:00+00:00,0.0,-0.4,0.7,0,0,1,4,False,0.0,3
2022-03-01 05:00:00+00:00,0.0,-0.4,0.4,0,0,1,5,False,0.0,3
2022-03-23 06:00:00+00:00,0.0,-2.6,0.2,0,2,2,6,False,0.0,3
2022-03-23 07:00:00+00:00,0.0,-2.3,0.8,0,0,2,7,False,2.0,3
2022-03-23 08:00:00+00:00,0.0,1.6,0.2,0,0,2,8,False,0.0,3
2022-03-23 09:00:00+00:00,0.0,3.5,0.5,0,0,2,9,False,0.0,3
2022-03-23 10:00:00+00:00,0.0,4.7,1.7,0,0,2,10,False,0.0,3
2022-03-23 11:00:00+00:00,0.0,6.2,1.9,0,0,2,11,False,0.0,3
2022-03-23 12:00:00+00:00,0.0,7.8,1.9,0,0,2,12,False,0.0,3
2022-03-23 13:00:00+00:00,0.0,9.1,2.4,0,0,2,13,False,0.0,3
2022-03-23 14:00:00+00:00,0.0,10.0,2.2,0,0,2,14,False,0.0,3
2022-03-23 15:00:00+00:00,0.0,10.7,2.6,0,0,2,15,False,0.0,3
2022-03-23 16:00:00+00:00,0.0,11.1,2.6,0,0,2,16,False,0.0,3
2022-03-23 17:00:00+00:00,0.0,10.0,2,0,0,2,17,False,0.0,3
2022-03-23 18:00:00+00:00,0.0,8.8,2.8,0,0,2,18,False,0.0,3
2022-03-23 19:00:00+00:00,0.0,6.2,2.7,1,0,2,19,False,0.0,3
2022-03-23 20:00:00+00:00,0.0,4.4,1.8,1,0,2,20,False,0.0,3
2022-03-23 21:00:00+00:00,0.0,3.0,1.1,1,0,2,21,False,0.0,3
2022-03-23 22:00:00+00:00,0.0,1.7,1.4,1,0,2,22,False,0.0,3
2022-03-23 23:00:00+00:00,0.0,1.3,1.1,1,0,2,23,False,0.0,3
2022-03-24 00:00:00+00:00,0.0,1.4,1.2,1,0,3,0,False,0.0,3
2022-03-24 01:00:00+00:00,0.0,1.3,1.4,1,0,3,1,False,0.0,3
2022-03-24 02:00:00+00:00,0.0,1.3,0.4,1,0,3,2,False,0.0,3
2022-03-24 03:00:00+00:00,0.0,1.3,1.4,1,0,3,3,False,0.0,3
2022-03-24 04:00:00+00:00,0.0,0.9,1.1,1,0,3,4,False,0.0,3
2022-03-24 05:00:00+00:00,0.0,0.8,1.2,1,0,3,5,False,0.0,3
2022-03-24 06:00:00+00:00,0.0,0.6,1.3,1,0,3,6,False,0.0,3
2022-03-24 07:00:00+00:00,0.0,0.5,1.1,0,0,3,7,False,0.0,3
2022-03-24 08:00:00+00:00,0.0,0.9,0.5,0,0,3,8,False,0.0,3
2022-03-24 09:00:00+00:00,0.0,1.2,1.1,0,0,3,9,False,0.0,3
2022-03-24 10:00:00+00:00,0.0,1.5,2,0,0,3,10,False,0.0,3
2022-03-24 11:00:00+00:00,0.0,2.2,1.6,0,0,3,11,False,0.0,3
2022-03-24 12:00:00+00:00,0.0,3.2,2,0,0,3,12,False,0.0,3
2022-03-24 13:00:00+00:00,0.0,4.1,2,7,0,3,13,False,0.0,3
2022-03-24 14:00:00+00:00,0.0,5.8,1,7,0,3,14,False,0.0,3
2022-03-24 15:00:00+00:00,0.0,8.6,1.2,7,0,3,15,False,0.0,3
2022-03-24 16:00:00+00:00,0.0,9.0,1.2,6,0,3,16,False,0.0,3
2022-03-24 17:00:00+00:00,0.0,8.8,0.9,6,0,3,17,False,0.0,3
2022-03-24 18:00:00+00:00,0.0,7.1,0.6,6,0,3,18,False,0.0,3
2022-03-24 19:00:00+00:00,0.0,5.5,0.8,4,0,3,19,False,0.0,3
2022-03-24 20:00:00+00:00,0.0,3.9,1.1,4,0,3,20,False,0.0,3
2022-03-24 21:00:00+00:00,0.0,3.2,0.8,4,0,3,21,False,0.0,3
2022-03-24 22:00:00+00:00,0.0,3.1,0.4,2,0,3,22,False,0.0,3
2022-03-24 23:00:00+00:00,0.0,2.2,0.4,2,0,3,23,False,0.0,3
2022-03-25 00:00:00+00:00,0.0,2.0,1.6,2,0,4,0,False,0.0,3
2022-03-25 01:00:00+00:00,0.0,1.7,0.4,2,0,4,1,False,0.0,3
2022-03-25 02:00:00+00:00,0.0,1.5,0.6,2,0,4,2,False,0.0,3
2022-03-25 03:00:00+00:00,0.0,1.4,0.6,2,0,4,3,False,0.0,3
2022-03-25 04:00:00+00:00,0.0,2.2,0.9,2,0,4,4,False,0.0,3
2022-03-25 05:00:00+00:00,0.0,2.6,1.6,2,0,4,5,False,0.0,3
2022-03-25 06:00:00+00:00,0.0,2.9,1.5,2,0,4,6,False,0.0,3
2022-03-25 07:00:00+00:00,0.0,3.8,1.4,7,0,4,7,False,0.0,3
2022-03-25 08:00:00+00:00,0.0,10.3,4.5,7,0,4,8,False,0.0,3
2022-03-25 09:00:00+00:00,0.0,10.4,3,7,0,4,9,False,0.0,3
2022-03-25 10:00:00+00:00,0.0,11.5,5.9,7,0,4,10,False,0.0,3
2022-03-25 11:00:00+00:00,0.0,12.1,4.2,7,0,4,11,False,0.0,3
2022-03-25 12:00:00+00:00,0.0,13.0,6.3,7,0,4,12,False,0.0,3
2022-03-25 13:00:00+00:00,0.0,13.3,5.6,7,0,4,13,False,0.0,3
2022-03-25 14:00:00+00:00,0.0,13.3,1.5,7,0,4,14,False,0.0,3
2022-03-25 15:00:00+00:00,0.0,13.9,4.2,7,0,4,15,False,0.0,3
2022-03-25 16:00:00+00:00,0.0,14.2,4.2,7,0,4,16,False,0.0,3
2022-03-25 17:00:00+00:00,0.0,13.4,5.8,7,0,4,17,False,0.0,3
2022-03-25 18:00:00+00:00,0.0,12.9,4.6,7,0,4,18,False,0.0,3
2022-03-25 19:00:00+00:00,0.0,11.9,4.9,3,0,4,19,False,0.0,3
2022-03-25 20:00:00+00:00,0.0,9.8,1.4,3,0,4,20,False,0.0,3
2022-03-25 21:00:00+00:00,0.0,10.5,4.3,3,0,4,21,False,0.0,3
2022-03-25 22:00:00+00:00,0.0,9.7,1.9,1,0,4,22,False,0.0,3
2022-03-25 23:00:00+00:00,0.0,9.0,2.7,1,0,4,23,False,0.0,3
2022-03-26 00:00:00+00:00,0.0,8.4,3.3,1,0,5,0,False,0.0,3
2022-03-26 01:00:00+00:00,0.0,6.2,1.5,1,0,5,1,False,0.0,3
2022-03-26 02:00:00+00:00,0.0,4.6,3.6,1,0,5,2,False,0.0,3
2022-03-26 03:00:00+00:00,0.0,5.5,5.4,1,0,5,3,False,0.0,3
2022-03-26 04:00:00+00:00,0.0,4.9,5.5,1,0,5,4,False,0.0,3
2022-03-26 05:00:00+00:00,0.0,3.3,1.5,1,0,5,5,False,0.0,3
2022-03-26 06:00:00+00:00,0.0,4.4,3.5,1,0,5,6,False,0.0,3
2022-03-26 07:00:00+00:00,0.0,3.5,1.6,1,0,5,7,False,0.0,3
2022-03-26 08:00:00+00:00,0.0,5.6,3.6,1,0,5,8,False,0.0,3
2022-03-26 09:00:00+00:00,0.0,7.7,4.1,1,0,5,9,False,0.0,3
2022-03-26 10:00:00+00:00,0.0,8.4,5.8,4,0,5,10,False,0.0,3
2022-03-26 11:00:00+00:00,0.0,9.4,4.6,4,0,5,11,False,0.0,3
2022-03-26 12:00:00+00:00,0.0,10.6,3.8,4,0,5,12,False,0.0,3
2022-03-26 13:00:00+00:00,0.0,10.8,5.8,3,0,5,13,False,0.0,3
2022-03-26 14:00:00+00:00,0.0,11.5,4.7,3,0,5,14,False,0.0,3
2022-03-26 15:00:00+00:00,0.0,11.4,2.3,3,0,5,15,False,0.0,3
2022-03-26 16:00:00+00:00,0.0,9.9,4.4,6,0,5,16,False,0.0,3
2022-03-26 17:00:00+00:00,0.0,10.0,2.2,6,0,5,17,False,0.0,3
2022-03-26 18:00:00+00:00,0.0,9.0,2.6,6,0,5,18,False,0.0,3
2022-03-26 19:00:00+00:00,0.0,7.1,3,4,0,5,19,False,0.0,3
2022-03-26 20:00:00+00:00,0.0,5.4,3.8,4,0,5,20,False,0.0,3
2022-03-26 21:00:00+00:00,0.0,5.2,2.1,4,0,5,21,False,0.0,3
2022-03-26 22:00:00+00:00,0.0,4.8,1.3,7,0,5,22,False,0.0,3
2022-03-26 23:00:00+00:00,0.0,5.1,0.4,7,0,5,23,False,0.0,3
2022-03-27 00:00:00+00:00,0.0,5.1,1.3,7,0,6,0,False,0.0,3
2022-03-27 01:00:00+00:00,0.0,4.8,0.7,7,0,6,1,False,0.0,3
2022-03-27 02:00:00+00:00,0.0,5.1,1.6,7,0,6,2,False,0.0,3
2022-03-27 03:00:00+00:00,0.0,4.2,2.7,7,0,6,3,False,0.0,3
2022-03-27 04:00:00+00:00,0.0,2.8,0.9,7,0,6,4,False,0.0,3
2022-03-27 05:00:00+00:00,0.0,1.2,1.5,7,0,6,5,False,0.0,3
2022-03-27 06:00:00+00:00,0.0,0.6,2.2,7,0,6,6,False,0.0,3
2022-03-27 07:00:00+00:00,0.0,1.2,1,8,0,6,7,False,0.0,3
2022-03-27 08:00:00+00:00,0.0,2.5,0.7,8,0,6,8,False,0.0,3
2022-03-27 09:00:00+00:00,0.0,3.7,0.4,8,0,6,9,False,0.0,3
2022-03-27 10:00:00+00:00,0.0,4.3,0.8,8,0,6,10,False,0.0,3
2022-03-27 11:00:00+00:00,0.0,4.8,0.6,8,0,6,11,False,0.0,3
2022-03-27 12:00:00+00:00,0.0,6.0,1,8,0,6,12,False,0.0,3
2022-03-27 13:00:00+00:00,0.0,7.8,0.7,7,0,6,13,False,0.0,3
2022-03-27 14:00:00+00:00,0.0,9.8,1.9,7,0,6,14,False,0.0,3
2022-03-27 15:00:00+00:00,0.0,14.2,5.3,7,0,6,15,False,0.0,3
2022-03-27 16:00:00+00:00,0.0,15.3,4.8,6,0,6,16,False,0.0,3
2022-03-27 17:00:00+00:00,0.0,13.9,6.8,6,0,6,17,False,0.0,3
2022-03-27 18:00:00+00:00,0.0,12.4,6.9,6,0,6,18,False,0.0,3
2022-03-27 19:00:00+00:00,0.0,11.0,5.1,6,0,6,19,False,0.0,3
