dateTime,availability 0,availability 1,availability 2,availability 3,availability 4,nedør,temp,vind,hour,count,count_last_hour,isHoliday,weekday,month,Mean_close_count_last_hour
2021-03-01 00:00:00,1,1,1,1,1,0.0,-3.5,2.9,23,0,0.0,False,0,3,0.0
2021-03-02 01:00:00,1,1,1,0,1,0.3,-5.2,6.1,0,0,,False,1,3,0.0
2021-03-02 02:00:00,1,1,1,0,1,0.1,-5.5,5.8,1,0,0.0,False,1,3,0.0
2021-03-02 03:00:00,1,1,1,0,1,0.0,-5.5,5.5,2,0,0.0,False,1,3,0.0
2021-03-02 04:00:00,1,1,1,0,1,0.0,-5.7,5.3,3,0,0.0,False,1,3,0.0
2021-03-02 05:00:00,1,1,1,0,1,0.0,-5.7,4.3,4,0,0.0,False,1,3,0.0
2021-03-02 06:00:00,1,1,1,0,1,0.0,-5.8,5.5,5,0,0.0,False,1,3,0.0
2021-03-02 07:00:00,1,1,1,0,1,0.0,-6.3,5.1,6,0,0.0,False,1,3,0.2
2021-03-02 08:00:00,1,1,0,1,1,0.0,-6.5,5.2,7,1,0.0,False,1,3,0.2
2021-03-02 09:00:00,1,1,0,1,1,0.0,-6.6,3.6,8,1,1.0,False,1,3,0.2
2021-03-02 10:00:00,1,1,1,1,1,0.0,-6.5,5.4,9,0,1.0,False,1,3,0.4
2021-03-02 11:00:00,1,1,1,1,1,0.0,-6.5,4.3,10,0,0.0,False,1,3,0.2
2021-03-02 12:00:00,1,1,1,1,1,0.0,-6.2,3.9,11,1,0.0,False,1,3,0.6
2021-03-02 13:00:00,1,1,1,1,1,0.0,-5.8,3.9,12,0,1.0,False,1,3,0.4
2021-03-02 14:00:00,1,1,1,1,1,0.0,-5.5,4.1,13,1,0.0,False,1,3,0.4
2021-03-02 15:00:00,1,1,1,1,1,0.0,-5.8,4.4,14,0,1.0,False,1,3,0.4
2021-03-02 16:00:00,1,1,1,1,1,0.0,-6.2,3.8,15,0,0.0,False,1,3,0.6
2021-03-02 17:00:00,1,1,1,1,1,0.0,-6.7,5.5,16,1,0.0,False,1,3,1.6
2021-03-02 18:00:00,1,1,1,1,1,0.0,-7.6,5.1,17,0,1.0,False,1,3,0.8
2021-03-02 19:00:00,1,1,1,1,1,0.0,-8.4,4.8,18,0,0.0,False,1,3,0.2
2021-03-02 20:00:00,1,1,1,1,1,0.0,-8.5,4.8,19,1,0.0,False,1,3,0.0
2021-03-02 21:00:00,1,1,1,1,1,0.0,-8.9,3.7,20,0,1.0,False,1,3,0.2
2021-03-02 22:00:00,1,1,1,1,1,0.0,-9.5,3.8,21,0,0.0,False,1,3,0.2
2021-03-02 23:00:00,1,1,1,1,1,0.0,-9.6,5.2,22,0,0.0,False,1,3,0.2
2021-03-02 00:00:00,1,1,1,1,1,0.0,-10.3,5.5,23,0,0.0,False,1,3,0.0
2021-03-03 01:00:00,1,1,1,1,1,0.0,-0.7,0.4,0,0,,False,2,3,0.0
2021-03-03 02:00:00,1,1,1,1,1,0.0,-1.5,0.3,1,0,0.0,False,2,3,0.0
2021-03-03 03:00:00,1,1,1,1,1,0.0,-1.8,0.3,2,0,0.0,False,2,3,0.0
2021-03-03 04:00:00,1,1,1,1,1,0.0,-2.2,1.1,3,0,0.0,False,2,3,0.0
2021-03-03 05:00:00,1,1,1,1,1,0.0,-1.0,0.9,4,0,0.0,False,2,3,0.0
2021-03-03 06:00:00,1,1,1,1,1,0.0,-1.1,1.8,5,0,0.0,False,2,3,0.0
2021-03-03 07:00:00,1,1,1,1,1,0.0,-1.2,1.4,6,0,0.0,False,2,3,0.2
2021-03-03 08:00:00,1,1,1,1,1,0.0,-1.3,1.5,7,0,0.0,False,2,3,0.0
2021-03-03 09:00:00,1,1,1,1,1,0.0,-1.4,1.5,8,0,0.0,False,2,3,0.4
2021-03-03 10:00:00,1,1,1,1,1,0.0,-1.3,1.3,9,0,0.0,False,2,3,0.0
2021-03-03 11:00:00,1,1,1,1,1,0.0,-1.3,1.7,10,0,0.0,False,2,3,0.0
2021-03-03 12:00:00,1,1,1,1,1,0.0,-1.2,1.3,11,1,0.0,False,2,3,0.2
2021-03-03 13:00:00,1,1,1,1,1,0.0,-1.2,1.5,12,0,1.0,False,2,3,0.0
2021-03-03 14:00:00,1,1,1,1,1,0.0,-1.2,1.1,13,0,0.0,False,2,3,0.0
2021-03-03 15:00:00,1,1,1,1,1,0.0,-1.1,1.0,14,0,0.0,False,2,3,0.0
2021-03-03 16:00:00,1,1,1,1,1,0.0,-0.8,0.9,15,0,0.0,False,2,3,0.6
2021-03-03 17:00:00,1,1,1,0,1,0.0,-1.0,1.0,16,2,0.0,False,2,3,1.0
2021-03-03 18:00:00,1,1,1,1,1,0.0,-1.4,1.0,17,0,2.0,False,2,3,0.0
2021-03-03 19:00:00,1,1,1,1,1,0.0,-1.5,0.7,18,0,0.0,False,2,3,0.2
2021-03-03 20:00:00,1,1,1,0,1,0.0,-1.4,0.4,19,0,0.0,False,2,3,0.0
2021-03-03 21:00:00,1,1,1,0,1,0.0,-1.6,1.1,20,0,0.0,False,2,3,0.0
2021-03-03 22:00:00,1,1,1,0,1,0.0,-1.7,1.0,21,0,0.0,False,2,3,0.4
2021-03-03 23:00:00,1,1,1,0,1,0.0,-1.3,0.3,22,0,0.0,False,2,3,0.0
2021-03-03 00:00:00,1,1,1,0,1,0.0,-1.0,1.0,23,0,0.0,False,2,3,0.0
2021-03-04 01:00:00,1,1,1,0,1,0.0,2.9,4.7,0,0,,False,3,3,0.0
2021-03-04 02:00:00,1,1,1,0,1,0.0,1.0,2.3,1,0,0.0,False,3,3,0.0
2021-03-04 03:00:00,1,1,1,0,1,0.0,-0.1,1.4,2,0,0.0,False,3,3,0.0
2021-03-04 04:00:00,1,1,1,0,1,0.0,-0.3,2.6,3,0,0.0,False,3,3,0.0
2021-03-04 05:00:00,1,1,1,0,1,0.0,-0.6,1.5,4,0,0.0,False,3,3,0.0
2021-03-04 06:00:00,1,1,1,0,1,0.0,-0.6,1.9,5,0,0.0,False,3,3,0.0
2021-03-04 07:00:00,1,1,1,0,1,0.0,-1.1,0.8,6,0,0.0,False,3,3,0.2
2021-03-04 08:00:00,1,1,1,1,1,0.0,0.7,0.6,7,1,0.0,False,3,3,0.2
2021-03-04 09:00:00,1,1,1,1,1,0.0,2.1,0.7,8,0,1.0,False,3,3,0.4
2021-03-04 10:00:00,1,1,1,1,1,0.0,3.9,0.8,9,0,0.0,False,3,3,0.0
2021-03-04 11:00:00,1,1,1,1,1,0.0,4.8,1.4,10,0,0.0,False,3,3,0.0
2021-03-04 12:00:00,1,1,1,1,1,0.0,6.5,3.1,11,0,0.0,False,3,3,0.4
2021-03-04 13:00:00,1,1,0,1,1,0.0,8.1,3.4,12,0,0.0,False,3,3,0.2
2021-03-04 14:00:00,1,1,0,1,1,0.0,9.0,2.3,13,0,0.0,False,3,3,0.2
2021-03-04 15:00:00,1,1,0,1,1,0.0,10.1,4.0,14,1,0.0,False,3,3,0.2
2021-03-04 16:00:00,1,1,0,1,1,0.0,9.3,4.1,15,1,1.0,False,3,3,0.8
2021-03-04 17:00:00,1,1,0,1,1,0.0,10.2,3.5,16,0,1.0,False,3,3,1.6
2021-03-04 18:00:00,1,1,1,1,1,0.0,10.0,3.0,17,0,0.0,False,3,3,0.4
2021-03-04 19:00:00,1,1,1,1,1,0.0,9.2,3.6,18,0,0.0,False,3,3,0.4
2021-03-04 20:00:00,1,1,1,1,1,0.0,7.2,2.5,19,0,0.0,False,3,3,0.6
2021-03-04 21:00:00,1,1,1,1,1,0.0,5.9,2.7,20,0,0.0,False,3,3,0.2
2021-03-04 22:00:00,1,1,0,1,1,0.0,4.4,1.2,21,0,0.0,False,3,3,0.2
2021-03-04 23:00:00,1,1,0,1,1,0.0,3.4,1.7,22,0,0.0,False,3,3,0.0
2021-03-04 00:00:00,1,1,0,1,1,0.0,1.6,1.6,23,0,0.0,False,3,3,0.0
2021-03-05 01:00:00,1,1,0,1,1,0.0,6.2,1.0,0,0,,False,4,3,0.0
2021-03-05 02:00:00,1,1,0,1,1,0.0,4.2,0.7,1,0,0.0,False,4,3,0.0
2021-03-05 03:00:00,1,1,0,1,1,0.0,3.4,0.8,2,0,0.0,False,4,3,0.0
2021-03-05 04:00:00,1,1,0,1,1,0.0,3.0,1.9,3,0,0.0,False,4,3,0.0
2021-03-05 05:00:00,1,1,0,1,1,0.0,2.6,2.8,4,0,0.0,False,4,3,0.0
2021-03-05 06:00:00,1,1,0,1,1,0.0,2.4,2.3,5,0,0.0,False,4,3,0.0
2021-03-05 07:00:00,1,1,0,1,1,0.0,3.8,1.6,6,0,0.0,False,4,3,0.0
2021-03-05 08:00:00,1,1,0,1,1,0.0,5.1,0.9,7,0,0.0,False,4,3,0.4
2021-03-05 09:00:00,1,1,0,1,1,0.0,6.8,0.8,8,0,0.0,False,4,3,0.2
2021-03-05 10:00:00,1,1,0,1,1,0.0,8.6,1.9,9,0,0.0,False,4,3,0.4
2021-03-05 11:00:00,1,1,0,1,1,0.0,10.3,2.3,10,0,0.0,False,4,3,0.0
2021-03-05 12:00:00,1,1,0,1,1,0.0,9.1,4.2,11,1,0.0,False,4,3,0.2
2021-03-05 13:00:00,1,1,0,1,1,0.2,9.6,4.4,12,0,1.0,False,4,3,0.4
2021-03-05 14:00:00,1,1,0,1,1,0.6,5.5,3.2,13,1,0.0,False,4,3,0.6
2021-03-05 15:00:00,1,1,0,1,0,1.2,4.8,4.7,14,0,1.0,False,4,3,0.4
2021-03-05 16:00:00,1,1,1,1,0,1.3,7.0,1.3,15,0,0.0,False,4,3,1.2
2021-03-05 17:00:00,1,1,1,1,0,0.0,7.5,1.7,16,0,0.0,False,4,3,0.2
2021-03-05 18:00:00,1,1,1,1,0,1.0,5.6,2.8,17,0,0.0,False,4,3,0.2
2021-03-05 19:00:00,1,1,1,1,1,0.3,6.3,1.4,18,0,0.0,False,4,3,0.4
2021-03-05 20:00:00,1,1,1,1,1,0.0,6.0,1.1,19,0,0.0,False,4,3,0.0
2021-03-05 21:00:00,1,1,1,1,1,0.0,5.2,0.8,20,0,0.0,False,4,3,0.0
2021-03-05 22:00:00,1,1,1,1,1,0.0,4.9,1.8,21,0,0.0,False,4,3,0.2
2021-03-05 23:00:00,1,1,1,1,1,0.0,5.0,1.3,22,0,0.0,False,4,3,0.2
2021-03-05 00:00:00,1,1,1,1,1,0.0,4.0,3.0,23,0,0.0,False,4,3,0.0
2021-03-06 01:00:00,1,1,1,1,1,0.0,17.5,0.9,0,0,,False,5,3,0.0
2021-03-06 02:00:00,1,1,1,1,1,0.0,15.7,1.0,1,0,0.0,False,5,3,0.0
2021-03-06 03:00:00,1,1,1,1,1,0.0,15.3,1.6,2,0,0.0,False,5,3,0.0
2021-03-06 04:00:00,1,1,1,1,1,0.0,13.3,3.0,3,0,0.0,False,5,3,0.0
2021-03-06 05:00:00,1,1,1,1,1,0.0,13.7,2.7,4,0,0.0,False,5,3,0.0
2021-03-06 06:00:00,1,1,1,1,1,0.0,15.2,2.0,5,0,0.0,False,5,3,0.0
2021-03-06 07:00:00,1,1,1,1,1,0.0,16.7,2.3,6,0,0.0,False,5,3,0.2
2021-03-06 08:00:00,1,1,1,1,1,0.0,18.4,1.5,7,0,0.0,False,5,3,0.0
2021-03-06 09:00:00,1,1,1,1,1,0.0,19.2,1.8,8,0,0.0,False,5,3,0.0
2021-03-06 10:00:00,1,1,1,1,1,0.0,19.9,3.6,9,0,0.0,False,5,3,0.2
2021-03-06 11:00:00,1,1,1,1,1,0.0,21.0,3.0,10,1,0.0,False,5,3,0.2
2021-03-06 12:00:00,1,1,1,1,1,0.0,20.6,4.3,11,0,1.0,False,5,3,0.2
2021-03-06 13:00:00,1,1,1,1,1,0.0,21.5,3.9,12,1,0.0,False,5,3,0.2
2021-03-06 14:00:00,1,1,1,1,1,0.0,22.0,3.3,13,0,1.0,False,5,3,0.6
2021-03-06 15:00:00,1,1,1,1,1,0.0,20.9,3.2,14,0,0.0,False,5,3,0.8
2021-03-06 16:00:00,1,1,1,1,1,0.0,22.8,3.0,15,1,0.0,False,5,3,0.2
2021-03-06 17:00:00,1,1,1,1,1,0.0,22.5,3.4,16,0,1.0,False,5,3,0.4
2021-03-06 18:00:00,1,1,0,1,1,0.0,22.7,3.2,17,2,0.0,False,5,3,1.0
2021-03-06 19:00:00,1,1,1,1,1,0.0,22.3,3.2,18,0,2.0,False,5,3,0.2
2021-03-06 20:00:00,1,1,1,1,1,0.0,21.6,2.5,19,0,0.0,False,5,3,0.2
2021-03-06 21:00:00,1,1,1,1,1,0.0,20.3,1.9,20,0,0.0,False,5,3,1.0
2021-03-06 22:00:00,1,1,1,1,1,0.0,19.6,2.5,21,0,0.0,False,5,3,0.0
2021-03-06 23:00:00,1,1,1,1,1,0.0,16.1,2.6,22,0,0.0,False,5,3,0.2
2021-03-06 00:00:00,1,1,1,1,1,0.0,14.6,2.3,23,0,0.0,False,5,3,0.0
2021-03-07 01:00:00,1,1,1,1,1,0.0,18.1,2.9,0,0,,False,6,3,0.0
2021-03-07 02:00:00,1,1,1,1,1,0.0,17.5,2.6,1,0,0.0,False,6,3,0.0
2021-03-07 03:00:00,1,1,1,1,1,0.0,16.4,1.2,2,0,0.0,False,6,3,0.0
2021-03-07 04:00:00,1,1,1,1,1,0.0,16.3,3.0,3,0,0.0,False,6,3,0.0
2021-03-07 05:00:00,1,1,1,1,1,0.0,17.1,3.3,4,0,0.0,False,6,3,0.0
2021-03-07 06:00:00,1,1,1,1,1,0.0,16.5,0.1,5,0,0.0,False,6,3,0.0
2021-03-07 07:00:00,1,1,1,1,1,0.0,19.7,0.9,6,0,0.0,False,6,3,0.0
2021-03-07 08:00:00,1,1,1,1,1,0.0,21.6,0.6,7,0,0.0,False,6,3,0.2
2021-03-07 09:00:00,1,1,1,1,1,0.0,24.5,1.1,8,0,0.0,False,6,3,0.0
2021-03-07 10:00:00,1,1,1,1,1,0.0,25.2,1.5,9,0,0.0,False,6,3,0.0
2021-03-07 11:00:00,1,1,1,1,1,0.0,26.3,1.6,10,1,0.0,False,6,3,0.0
2021-03-07 12:00:00,1,1,1,1,1,0.0,27.6,2.6,11,0,1.0,False,6,3,0.0
2021-03-07 13:00:00,1,1,1,1,1,0.0,27.9,2.3,12,0,0.0,False,6,3,0.6
2021-03-07 14:00:00,1,1,1,1,1,0.0,28.4,2.4,13,0,0.0,False,6,3,0.4
2021-03-07 15:00:00,1,1,0,1,1,0.0,27.9,2.3,14,3,0.0,False,6,3,0.6
2021-03-07 16:00:00,1,1,0,1,1,0.0,29.2,2.5,15,0,3.0,False,6,3,0.2
2021-03-07 17:00:00,1,1,0,1,1,0.0,28.5,2.7,16,0,0.0,False,6,3,0.2
2021-03-07 18:00:00,1,1,0,0,1,0.0,28.2,2.6,17,0,0.0,False,6,3,1.0
2021-03-07 19:00:00,1,1,1,0,1,0.0,28.2,2.3,18,3,0.0,False,6,3,0.2
2021-03-07 20:00:00,1,1,1,0,1,0.0,27.0,3.7,19,0,3.0,False,6,3,0.2
2021-03-07 21:00:00,1,1,1,0,1,0.0,25.9,3.6,20,0,0.0,False,6,3,0.0
2021-03-07 22:00:00,1,1,1,0,1,0.0,24.0,1.5,21,0,0.0,False,6,3,0.2
2021-03-07 23:00:00,1,1,1,0,0,0.0,21.0,1.4,22,0,0.0,False,6,3,0.0
2021-03-07 00:00:00,1,1,1,0,0,0.0,20.2,2.2,23,1,0.0,False,6,3,0.0
2021-03-08 01:00:00,1,1,1,0,0,0.0,10.5,3.2,0,0,,False,0,3,0.0
2021-03-08 02:00:00,1,1,1,0,0,0.0,10.7,3.3,1,0,0.0,False,0,3,0.0
2021-03-08 03:00:00,1,1,1,0,0,0.0,12.2,3.4,2,0,0.0,False,0,3,0.0
2021-03-08 04:00:00,1,1,1,0,0,0.0,12.3,3.8,3,0,0.0,False,0,3,0.0
2021-03-08 05:00:00,1,1,1,0,0,0.0,12.3,4.6,4,0,0.0,False,0,3,0.0
2021-03-08 06:00:00,1,1,1,0,0,0.0,12.5,3.9,5,0,0.0,False,0,3,0.0
2021-03-08 07:00:00,1,1,1,0,0,0.0,12.4,2.2,6,0,0.0,False,0,3,0.2
2021-03-08 08:00:00,1,1,0,1,0,0.0,12.9,3.3,7,0,0.0,False,0,3,0.0
2021-03-08 09:00:00,1,1,0,1,1,0.0,13.3,3.2,8,0,0.0,False,0,3,0.6
2021-03-08 10:00:00,1,1,0,1,0,0.0,14.8,2.2,9,0,0.0,False,0,3,0.0
2021-03-08 11:00:00,1,1,0,1,0,0.0,15.2,1.2,10,1,0.0,False,0,3,0.2
2021-03-08 12:00:00,1,1,0,1,1,0.0,16.3,1.2,11,0,1.0,False,0,3,0.0
2021-03-08 13:00:00,1,1,1,1,1,0.0,17.1,1.8,12,0,0.0,False,0,3,0.0
2021-03-08 14:00:00,1,1,1,1,1,0.0,19.3,1.8,13,1,0.0,False,0,3,0.4
2021-03-08 15:00:00,1,1,1,1,1,0.0,18.6,2.8,14,0,1.0,False,0,3,0.6
2021-03-08 16:00:00,1,1,0,0,1,0.0,18.8,3.2,15,0,0.0,False,0,3,0.2
2021-03-08 17:00:00,1,0,0,0,1,0.0,18.3,2.5,16,2,0.0,False,0,3,0.6
2021-03-08 18:00:00,1,1,0,0,1,0.0,17.9,2.5,17,1,2.0,False,0,3,0.8
2021-03-08 19:00:00,1,1,0,0,0,0.0,18.6,3.5,18,0,1.0,False,0,3,0.2
2021-03-08 20:00:00,1,1,1,0,0,0.0,17.1,2.3,19,0,0.0,False,0,3,0.2
2021-03-08 21:00:00,1,1,1,0,0,0.0,16.2,2.4,20,0,0.0,False,0,3,0.2
2021-03-08 22:00:00,1,1,1,0,1,0.0,14.1,0.9,21,0,0.0,False,0,3,0.0
2021-03-08 23:00:00,1,1,1,0,1,0.0,12.2,1.8,22,0,0.0,False,0,3,0.8
2021-03-08 00:00:00,1,1,1,0,0,0.0,11.7,2.7,23,0,0.0,False,0,3,0.0
2021-03-09 01:00:00,1,1,1,0,0,0.0,15.9,2.4,0,0,,False,1,3,0.0
2021-03-09 02:00:00,1,1,1,0,0,0.0,13.3,1.2,1,0,0.0,False,1,3,0.0
2021-03-09 03:00:00,1,1,1,0,0,0.0,13.7,3.1,2,0,0.0,False,1,3,0.0
2021-03-09 04:00:00,1,1,1,0,0,0.0,12.2,1.5,3,0,0.0,False,1,3,0.0
2021-03-09 05:00:00,1,1,1,0,0,0.0,11.0,0.6,4,0,0.0,False,1,3,0.0
2021-03-09 06:00:00,1,1,1,0,0,0.0,10.9,1.3,5,0,0.0,False,1,3,0.0
2021-03-09 07:00:00,1,1,1,0,0,0.0,11.2,1.5,6,0,0.0,False,1,3,0.2
2021-03-09 08:00:00,1,1,0,1,0,0.0,13.5,3.6,7,0,0.0,False,1,3,0.2
2021-03-09 09:00:00,1,1,0,1,1,0.0,14.6,4.2,8,0,0.0,False,1,3,0.4
2021-03-09 10:00:00,1,1,1,1,0,0.0,15.0,3.2,9,0,0.0,False,1,3,0.2
2021-03-09 11:00:00,1,1,1,1,1,0.0,15.9,3.6,10,0,0.0,False,1,3,0.2
2021-03-09 12:00:00,1,1,1,1,1,0.0,16.5,4.0,11,0,0.0,False,1,3,0.2
2021-03-09 13:00:00,1,1,1,1,1,0.0,16.6,4.0,12,0,0.0,False,1,3,0.2
2021-03-09 14:00:00,1,1,1,1,1,0.0,17.8,2.9,13,0,0.0,False,1,3,0.4
2021-03-09 15:00:00,1,1,1,1,1,0.0,17.6,2.8,14,0,0.0,False,1,3,0.4
2021-03-09 16:00:00,1,1,1,1,1,0.0,16.0,4.5,15,2,0.0,False,1,3,0.4
2021-03-09 17:00:00,1,1,1,1,1,0.0,15.6,3.3,16,2,2.0,False,1,3,1.2
2021-03-09 18:00:00,1,1,1,0,1,0.0,15.0,1.6,17,0,2.0,False,1,3,0.6
2021-03-09 19:00:00,1,1,1,1,1,0.0,15.0,0.9,18,0,0.0,False,1,3,1.2
2021-03-09 20:00:00,1,1,1,1,1,0.0,13.9,0.5,19,0,0.0,False,1,3,0.2
2021-03-09 21:00:00,1,1,1,1,1,0.0,13.3,2.9,20,0,0.0,False,1,3,0.2
2021-03-09 22:00:00,1,1,1,1,1,0.0,12.9,2.7,21,0,0.0,False,1,3,0.4
2021-03-09 23:00:00,1,0,1,1,1,0.0,12.7,4.4,22,0,0.0,False,1,3,0.4
2021-03-09 00:00:00,1,0,1,1,1,0.0,12.8,4.8,23,0,0.0,False,1,3,0.0
2021-03-10 01:00:00,1,1,1,1,1,0.0,11.0,2.0,0,0,,False,2,3,0.0
2021-03-10 02:00:00,1,1,1,1,1,0.2,11.2,2.3,1,0,0.0,False,2,3,0.0
2021-03-10 03:00:00,1,1,1,1,1,0.1,11.5,2.7,2,0,0.0,False,2,3,0.0
2021-03-10 04:00:00,1,1,1,1,1,0.0,12.2,3.7,3,0,0.0,False,2,3,0.0
2021-03-10 05:00:00,1,1,1,1,1,0.0,12.3,3.0,4,0,0.0,False,2,3,0.0
2021-03-10 06:00:00,1,1,1,1,1,0.0,12.2,4.4,5,0,0.0,False,2,3,0.0
2021-03-10 07:00:00,1,1,1,1,1,0.7,11.7,4.9,6,0,0.0,False,2,3,0.2
2021-03-10 08:00:00,1,1,1,1,1,1.1,11.7,5.2,7,0,0.0,False,2,3,0.6
2021-03-10 09:00:00,1,1,1,1,1,1.5,11.9,5.1,8,0,0.0,False,2,3,0.8
2021-03-10 10:00:00,1,1,1,0,1,2.0,12.2,4.6,9,0,0.0,False,2,3,0.2
2021-03-10 11:00:00,1,1,1,0,1,2.2,12.6,4.5,10,1,0.0,False,2,3,0.2
2021-03-10 12:00:00,1,1,1,1,1,0.9,13.0,5.1,11,0,1.0,False,2,3,0.2
2021-03-10 13:00:00,1,1,1,1,1,1.2,13.6,4.4,12,1,0.0,False,2,3,0.4
2021-03-10 14:00:00,1,1,1,1,1,2.1,13.8,4.5,13,0,1.0,False,2,3,0.4
2021-03-10 15:00:00,1,1,1,1,1,3.2,14.0,4.5,14,1,0.0,False,2,3,0.2
2021-03-10 16:00:00,1,1,1,1,1,4.3,13.8,3.5,15,0,1.0,False,2,3,0.4
2021-03-10 17:00:00,1,1,1,1,1,3.4,13.5,2.5,16,1,0.0,False,2,3,0.6
2021-03-10 18:00:00,1,1,1,0,1,0.9,13.2,3.0,17,0,1.0,False,2,3,0.2
2021-03-10 19:00:00,1,1,1,0,1,0.5,12.8,3.1,18,0,0.0,False,2,3,0.0
2021-03-10 20:00:00,1,1,1,0,1,0.7,11.5,3.4,19,0,0.0,False,2,3,0.2
2021-03-10 21:00:00,1,1,1,0,1,1.9,11.0,2.6,20,0,0.0,False,2,3,0.2
2021-03-10 22:00:00,1,1,1,0,1,2.9,10.8,4.1,21,0,0.0,False,2,3,0.0
2021-03-10 23:00:00,1,1,1,0,1,1.7,10.2,2.7,22,0,0.0,False,2,3,0.2
2021-03-10 00:00:00,1,1,1,0,1,0.8,9.8,3.0,23,0,0.0,False,2,3,0.0
2021-03-11 01:00:00,1,1,1,0,1,0.0,8.0,1.7,0,0,,False,3,3,0.0
2021-03-11 02:00:00,1,1,1,0,1,0.0,7.8,1.9,1,0,0.0,False,3,3,0.0
2021-03-11 03:00:00,1,1,1,0,1,0.0,7.1,2.0,2,0,0.0,False,3,3,0.0
2021-03-11 04:00:00,1,1,1,0,1,0.0,7.2,2.5,3,0,0.0,False,3,3,0.0
2021-03-11 05:00:00,1,1,1,0,1,0.0,6.6,1.6,4,0,0.0,False,3,3,0.0
2021-03-11 06:00:00,1,1,1,0,1,0.0,6.4,2.9,5,0,0.0,False,3,3,0.0
2021-03-11 07:00:00,1,1,1,0,1,0.0,6.2,1.5,6,0,0.0,False,3,3,0.0
2021-03-11 08:00:00,1,1,1,0,1,0.0,6.7,1.9,7,0,0.0,False,3,3,0.0
2021-03-11 09:00:00,1,1,1,0,1,0.0,6.4,1.3,8,0,0.0,False,3,3,0.0
2021-03-11 10:00:00,1,1,1,0,1,0.0,6.9,0.7,9,0,0.0,False,3,3,0.0
2021-03-11 11:00:00,1,1,1,1,1,0.0,7.4,0.4,10,0,0.0,False,3,3,0.2
2021-03-11 12:00:00,1,1,1,1,1,0.0,8.0,1.3,11,0,0.0,False,3,3,0.0
2021-03-11 13:00:00,1,1,1,1,1,0.0,8.2,1.3,12,0,0.0,False,3,3,0.2
2021-03-11 14:00:00,1,1,1,1,1,0.0,8.4,1.4,13,0,0.0,False,3,3,0.0
2021-03-11 15:00:00,1,1,1,1,1,0.0,8.3,1.4,14,0,0.0,False,3,3,0.0
2021-03-11 16:00:00,1,1,1,1,1,0.0,7.9,1.3,15,2,0.0,False,3,3,0.0
2021-03-11 17:00:00,1,1,1,1,1,0.1,7.7,0.5,16,1,2.0,False,3,3,0.2
2021-03-11 18:00:00,1,1,1,1,1,0.0,7.6,0.6,17,1,1.0,False,3,3,0.2
2021-03-11 19:00:00,1,1,1,1,1,0.0,7.5,0.0,18,0,1.0,False,3,3,0.2
2021-03-11 20:00:00,1,1,1,1,1,0.0,7.7,1.1,19,0,0.0,False,3,3,0.0
