dateTime,availability 0,availability 1,availability 2,nedør,temp,vind,hour,count,count_last_hour,isHoliday,weekday,month,Mean_close_count_last_hour
2021-11-01 01:00:00,1,1,1.0,0.0,-4.7,2.6,0,0,,False,0,11,0.3333333333333333
2021-11-01 02:00:00,1,1,1.0,0.0,-4.4,2.3,1,0,0.0,False,0,11,0.0
2021-11-01 03:00:00,1,1,1.0,0.0,-4.3,2.7,2,0,0.0,False,0,11,0.0
2021-11-01 04:00:00,1,1,1.0,0.0,-5.5,1.3,3,0,0.0,False,0,11,0.0
2021-11-01 05:00:00,1,1,1.0,0.0,-6.8,1.2,4,0,0.0,False,0,11,0.0
2021-11-01 06:00:00,1,1,1.0,0.0,-6.2,2.2,5,0,0.0,False,0,11,0.0
2021-11-01 07:00:00,1,1,1.0,0.0,-5.2,0.5,6,0,0.0,False,0,11,0.0
2021-11-01 08:00:00,1,1,1.0,0.0,-5.1,2.5,7,1,0.0,False,0,11,1.0
2021-11-01 09:00:00,1,1,1.0,0.0,-4.8,2.6,8,2,1.0,False,0,11,4.0
2021-11-01 10:00:00,1,1,1.0,0.0,-5.2,4.3,9,1,2.0,False,0,11,1.3333333333333333
2021-11-01 11:00:00,1,1,1.0,0.0,-5.3,4.2,10,0,1.0,False,0,11,0.3333333333333333
2021-11-01 12:00:00,1,1,1.0,0.1,-4.9,3.6,11,0,0.0,False,0,11,1.6666666666666667
2021-11-01 13:00:00,1,1,1.0,0.0,-4.5,4.9,12,0,0.0,False,0,11,0.3333333333333333
2021-11-01 14:00:00,1,1,1.0,0.2,-4.6,4.5,13,2,0.0,False,0,11,0.6666666666666666
2021-11-01 15:00:00,1,1,1.0,0.3,-4.0,2.9,14,1,2.0,False,0,11,1.3333333333333333
2021-11-01 16:00:00,1,1,1.0,0.2,-3.9,2.8,15,2,1.0,False,0,11,0.6666666666666666
2021-11-01 17:00:00,1,1,1.0,0.0,-4.0,2.3,16,3,2.0,False,0,11,1.6666666666666667
2021-11-01 18:00:00,1,1,1.0,0.1,-4.2,2.7,17,5,3.0,False,0,11,2.6666666666666665
2021-11-01 19:00:00,1,1,1.0,0.0,-4.4,2.9,18,1,5.0,False,0,11,1.3333333333333333
2021-11-01 20:00:00,1,1,1.0,0.2,-5.0,1.9,19,2,1.0,False,0,11,0.3333333333333333
2021-11-01 21:00:00,1,1,1.0,0.0,-6.5,2.5,20,0,2.0,False,0,11,2.0
2021-11-01 22:00:00,1,1,1.0,0.0,-7.6,2.8,21,5,0.0,False,0,11,1.3333333333333333
2021-11-01 23:00:00,1,1,1.0,0.0,-8.8,0.7,22,0,5.0,False,0,11,0.0
2021-11-01 00:00:00,1,1,1.0,0.0,-9.6,0.9,23,0,0.0,False,0,11,0.0
2021-11-02 01:00:00,1,1,1.0,0.0,-8.6,6.4,0,0,,False,1,11,0.0
2021-11-02 02:00:00,1,1,1.0,0.0,-9.3,6.5,1,0,0.0,False,1,11,0.0
2021-11-02 03:00:00,1,1,1.0,0.0,-9.9,4.9,2,0,0.0,False,1,11,0.0
2021-11-02 04:00:00,1,1,1.0,0.0,-10.1,5.0,3,0,0.0,False,1,11,0.0
2021-11-02 05:00:00,1,1,1.0,0.0,-10.1,5.5,4,0,0.0,False,1,11,0.0
2021-11-02 06:00:00,1,1,1.0,0.0,-10.1,6.0,5,0,0.0,False,1,11,0.0
2021-11-02 07:00:00,1,1,1.0,0.0,-10.0,3.6,6,0,0.0,False,1,11,0.0
2021-11-02 08:00:00,1,1,1.0,0.0,-11.6,0.8,7,0,0.0,False,1,11,2.0
2021-11-02 09:00:00,1,1,1.0,0.0,-11.1,1.3,8,2,0.0,False,1,11,2.6666666666666665
2021-11-02 10:00:00,1,1,1.0,0.0,-10.4,0.6,9,1,2.0,False,1,11,2.0
2021-11-02 11:00:00,1,1,1.0,0.0,-9.4,1.9,10,1,1.0,False,1,11,1.0
2021-11-02 12:00:00,1,1,1.0,0.0,-7.7,1.3,11,0,1.0,False,1,11,0.6666666666666666
2021-11-02 13:00:00,1,1,1.0,0.0,-4.9,1.1,12,0,0.0,False,1,11,1.0
2021-11-02 14:00:00,1,1,1.0,0.0,-4.5,3.6,13,0,0.0,False,1,11,0.3333333333333333
2021-11-02 15:00:00,1,1,1.0,0.0,-4.8,4.0,14,0,0.0,False,1,11,0.3333333333333333
2021-11-02 16:00:00,1,1,1.0,0.0,-4.7,3.4,15,4,0.0,False,1,11,2.0
2021-11-02 17:00:00,1,1,1.0,0.0,-5.2,3.9,16,4,4.0,False,1,11,3.0
2021-11-02 18:00:00,1,1,1.0,0.0,-6.4,5.4,17,7,4.0,False,1,11,3.3333333333333335
2021-11-02 19:00:00,1,1,1.0,0.0,-7.2,4.5,18,3,7.0,False,1,11,2.6666666666666665
2021-11-02 20:00:00,1,1,1.0,0.0,-7.7,2.5,19,2,3.0,False,1,11,1.3333333333333333
2021-11-02 21:00:00,1,1,1.0,0.0,-7.9,0.8,20,2,2.0,False,1,11,1.6666666666666667
2021-11-02 22:00:00,1,1,1.0,0.0,-9.2,0.5,21,0,2.0,False,1,11,1.3333333333333333
2021-11-02 23:00:00,1,1,1.0,0.0,-9.1,0.5,22,0,0.0,False,1,11,2.3333333333333335
2021-11-02 00:00:00,1,1,1.0,0.0,-9.2,0.6,23,0,0.0,False,1,11,0.0
2021-11-03 01:00:00,1,1,1.0,1.3,-1.1,2.0,0,0,,False,2,11,0.0
2021-11-03 02:00:00,1,1,1.0,2.0,-1.0,2.8,1,0,0.0,False,2,11,0.0
2021-11-03 03:00:00,1,1,1.0,1.8,-1.1,3.2,2,0,0.0,False,2,11,0.0
2021-11-03 04:00:00,1,1,1.0,2.0,-1.1,4.1,3,0,0.0,False,2,11,0.0
2021-11-03 05:00:00,1,1,1.0,1.5,-1.0,3.3,4,0,0.0,False,2,11,0.0
2021-11-03 06:00:00,1,1,1.0,0.2,-1.0,3.9,5,0,0.0,False,2,11,0.0
2021-11-03 07:00:00,1,1,1.0,1.6,-0.9,3.4,6,0,0.0,False,2,11,0.3333333333333333
2021-11-03 08:00:00,1,1,1.0,1.2,-0.5,2.6,7,0,0.0,False,2,11,3.3333333333333335
2021-11-03 09:00:00,1,1,1.0,0.8,0.0,1.6,8,1,0.0,False,2,11,4.0
2021-11-03 10:00:00,1,1,1.0,1.3,0.1,2.7,9,0,1.0,False,2,11,3.3333333333333335
2021-11-03 11:00:00,1,1,1.0,1.1,0.3,2.8,10,1,0.0,False,2,11,1.3333333333333333
2021-11-03 12:00:00,1,1,1.0,0.7,0.5,2.3,11,1,1.0,False,2,11,0.6666666666666666
2021-11-03 13:00:00,1,1,1.0,0.4,0.6,2.3,12,0,1.0,False,2,11,1.0
2021-11-03 14:00:00,1,1,1.0,0.8,0.8,2.7,13,1,0.0,False,2,11,0.3333333333333333
2021-11-03 15:00:00,1,1,1.0,0.7,0.8,3.7,14,1,1.0,False,2,11,0.6666666666666666
2021-11-03 16:00:00,1,1,1.0,0.5,1.3,3.6,15,4,1.0,False,2,11,2.6666666666666665
2021-11-03 17:00:00,1,1,1.0,0.3,1.1,3.5,16,4,4.0,False,2,11,4.0
2021-11-03 18:00:00,1,1,1.0,0.8,1.1,3.3,17,3,4.0,False,2,11,2.3333333333333335
2021-11-03 19:00:00,1,1,1.0,1.2,0.9,3.3,18,2,3.0,False,2,11,2.6666666666666665
2021-11-03 20:00:00,1,1,1.0,0.8,1.2,3.0,19,3,2.0,False,2,11,1.0
2021-11-03 21:00:00,1,1,1.0,0.8,1.1,2.6,20,0,3.0,False,2,11,1.6666666666666667
2021-11-03 22:00:00,1,1,1.0,0.8,1.0,3.0,21,0,0.0,False,2,11,1.0
2021-11-03 23:00:00,1,1,1.0,0.4,1.0,2.1,22,0,0.0,False,2,11,0.3333333333333333
2021-11-03 00:00:00,1,1,1.0,0.4,0.9,2.6,23,0,0.0,False,2,11,0.0
2021-11-04 01:00:00,1,1,1.0,0.0,-0.6,1.4,0,0,,False,3,11,0.0
2021-11-04 02:00:00,1,1,1.0,0.0,-1.2,2.6,1,0,0.0,False,3,11,0.0
2021-11-04 03:00:00,1,1,1.0,0.0,-1.6,3.1,2,0,0.0,False,3,11,0.0
2021-11-04 04:00:00,1,1,1.0,0.0,-1.8,2.1,3,0,0.0,False,3,11,0.0
2021-11-04 05:00:00,1,1,1.0,0.0,-1.6,2.4,4,0,0.0,False,3,11,0.0
2021-11-04 06:00:00,1,1,1.0,0.0,-2.7,1.9,5,0,0.0,False,3,11,0.3333333333333333
2021-11-04 07:00:00,1,1,1.0,0.0,-2.0,1.0,6,1,0.0,False,3,11,0.6666666666666666
2021-11-04 08:00:00,1,1,1.0,0.0,0.0,0.6,7,0,1.0,False,3,11,2.0
2021-11-04 09:00:00,1,1,1.0,0.0,2.1,1.6,8,0,0.0,False,3,11,4.0
2021-11-04 10:00:00,1,1,1.0,0.0,4.5,2.7,9,0,0.0,False,3,11,2.3333333333333335
2021-11-04 11:00:00,1,1,1.0,0.0,5.4,2.3,10,0,0.0,False,3,11,0.3333333333333333
2021-11-04 12:00:00,1,1,1.0,0.0,6.6,2.4,11,2,0.0,False,3,11,0.6666666666666666
2021-11-04 13:00:00,1,1,1.0,0.0,7.1,4.1,12,2,2.0,False,3,11,0.6666666666666666
2021-11-04 14:00:00,1,1,1.0,0.0,7.4,4.2,13,0,2.0,False,3,11,0.0
2021-11-04 15:00:00,1,1,1.0,0.0,7.8,3.4,14,1,0.0,False,3,11,1.3333333333333333
2021-11-04 16:00:00,1,1,1.0,0.0,7.9,4.2,15,4,1.0,False,3,11,1.0
2021-11-04 17:00:00,1,1,1.0,0.0,7.1,4.9,16,3,4.0,False,3,11,3.0
2021-11-04 18:00:00,1,1,1.0,0.0,6.4,4.1,17,4,3.0,False,3,11,1.3333333333333333
2021-11-04 19:00:00,1,1,1.0,0.0,5.2,3.6,18,0,4.0,False,3,11,2.0
2021-11-04 20:00:00,1,1,1.0,0.0,4.3,4.7,19,0,0.0,False,3,11,0.6666666666666666
2021-11-04 21:00:00,1,1,1.0,0.0,3.1,4.0,20,0,0.0,False,3,11,0.6666666666666666
2021-11-04 22:00:00,1,0,1.0,0.2,1.6,4.2,21,2,0.0,False,3,11,0.6666666666666666
2021-11-04 23:00:00,1,0,1.0,0.1,1.6,5.4,22,0,2.0,False,3,11,1.3333333333333333
2021-11-04 00:00:00,1,0,1.0,0.5,1.4,7.2,23,0,0.0,False,3,11,0.0
2021-11-05 01:00:00,1,0,1.0,0.0,9.1,4.1,0,0,,False,4,11,0.3333333333333333
2021-11-05 02:00:00,1,0,1.0,0.0,8.7,4.3,1,0,0.0,False,4,11,0.0
2021-11-05 03:00:00,1,0,1.0,0.0,8.2,3.8,2,0,0.0,False,4,11,0.0
2021-11-05 04:00:00,1,0,1.0,0.0,8.0,3.5,3,0,0.0,False,4,11,0.0
2021-11-05 05:00:00,1,0,1.0,0.0,7.9,2.8,4,0,0.0,False,4,11,0.0
2021-11-05 06:00:00,1,0,1.0,0.0,8.0,2.7,5,0,0.0,False,4,11,0.0
2021-11-05 07:00:00,1,0,1.0,0.0,8.3,2.5,6,1,0.0,False,4,11,0.6666666666666666
2021-11-05 08:00:00,1,1,1.0,0.0,8.2,1.1,7,0,1.0,False,4,11,0.6666666666666666
2021-11-05 09:00:00,1,1,1.0,0.0,8.7,1.0,8,0,0.0,False,4,11,3.0
2021-11-05 10:00:00,1,1,1.0,0.0,9.3,2.0,9,0,0.0,False,4,11,2.0
2021-11-05 11:00:00,1,1,1.0,0.0,9.9,1.7,10,1,0.0,False,4,11,0.3333333333333333
2021-11-05 12:00:00,1,1,1.0,0.0,10.0,1.5,11,0,1.0,False,4,11,0.0
2021-11-05 13:00:00,1,1,1.0,0.0,11.3,1.3,12,0,0.0,False,4,11,0.0
2021-11-05 14:00:00,1,1,1.0,0.0,11.6,1.6,13,0,0.0,False,4,11,0.6666666666666666
2021-11-05 15:00:00,1,1,1.0,0.0,12.0,1.1,14,2,0.0,False,4,11,1.0
2021-11-05 16:00:00,1,1,1.0,0.0,12.8,1.0,15,3,2.0,False,4,11,1.3333333333333333
2021-11-05 17:00:00,1,1,1.0,0.0,12.2,1.4,16,4,3.0,False,4,11,2.6666666666666665
2021-11-05 18:00:00,1,1,1.0,0.0,12.0,0.6,17,2,4.0,False,4,11,2.6666666666666665
2021-11-05 19:00:00,1,1,1.0,0.0,12.1,0.7,18,2,2.0,False,4,11,1.3333333333333333
2021-11-05 20:00:00,1,1,1.0,0.0,12.7,1.0,19,3,2.0,False,4,11,0.6666666666666666
2021-11-05 21:00:00,1,1,1.0,0.0,11.7,1.1,20,1,3.0,False,4,11,0.0
2021-11-05 22:00:00,1,1,1.0,0.0,10.5,2.4,21,1,1.0,False,4,11,0.6666666666666666
2021-11-05 23:00:00,1,1,1.0,0.0,10.1,2.6,22,1,1.0,False,4,11,0.0
2021-11-05 00:00:00,1,1,1.0,0.0,9.8,2.8,23,0,1.0,False,4,11,0.0
2021-11-06 01:00:00,1,1,1.0,0.0,16.1,1.9,0,0,,False,5,11,0.0
2021-11-06 02:00:00,1,1,1.0,0.0,15.3,1.7,1,0,0.0,False,5,11,0.0
2021-11-06 03:00:00,1,1,1.0,0.0,15.5,1.7,2,0,0.0,False,5,11,0.0
2021-11-06 04:00:00,1,1,1.0,0.0,15.3,2.1,3,0,0.0,False,5,11,0.0
2021-11-06 05:00:00,1,1,1.0,0.0,15.0,1.5,4,0,0.0,False,5,11,0.0
2021-11-06 06:00:00,1,1,1.0,0.0,15.0,1.7,5,0,0.0,False,5,11,0.0
2021-11-06 07:00:00,1,1,1.0,0.0,15.3,2.2,6,0,0.0,False,5,11,0.3333333333333333
2021-11-06 08:00:00,1,1,1.0,0.0,15.7,2.3,7,0,0.0,False,5,11,0.0
2021-11-06 09:00:00,1,1,1.0,0.0,16.0,1.3,8,0,0.0,False,5,11,0.3333333333333333
2021-11-06 10:00:00,1,1,1.0,0.0,17.7,1.3,9,0,0.0,False,5,11,0.0
2021-11-06 11:00:00,1,1,1.0,0.0,20.6,2.2,10,0,0.0,False,5,11,0.6666666666666666
2021-11-06 12:00:00,1,1,1.0,0.0,20.6,3.9,11,0,0.0,False,5,11,0.3333333333333333
2021-11-06 13:00:00,1,1,1.0,0.0,21.4,4.5,12,3,0.0,False,5,11,0.6666666666666666
2021-11-06 14:00:00,1,1,1.0,0.0,19.7,7.0,13,1,3.0,False,5,11,0.6666666666666666
2021-11-06 15:00:00,1,1,1.0,0.0,20.1,6.8,14,1,1.0,False,5,11,2.0
2021-11-06 16:00:00,1,1,1.0,0.0,18.8,5.6,15,1,1.0,False,5,11,0.6666666666666666
2021-11-06 17:00:00,1,1,1.0,0.0,18.4,4.7,16,1,1.0,False,5,11,0.6666666666666666
2021-11-06 18:00:00,1,1,1.0,0.0,16.8,5.4,17,1,1.0,False,5,11,1.0
2021-11-06 19:00:00,1,1,1.0,0.0,16.8,4.6,18,2,1.0,False,5,11,0.0
2021-11-06 20:00:00,1,1,1.0,0.0,16.9,4.6,19,0,2.0,False,5,11,0.3333333333333333
2021-11-06 21:00:00,1,1,1.0,0.0,16.7,5.0,20,0,0.0,False,5,11,0.0
2021-11-06 22:00:00,1,1,1.0,0.0,16.3,4.5,21,0,0.0,False,5,11,0.3333333333333333
2021-11-06 23:00:00,1,1,1.0,0.2,16.0,3.2,22,0,0.0,False,5,11,0.0
2021-11-06 00:00:00,1,1,1.0,0.1,15.9,1.5,23,0,0.0,False,5,11,0.0
2021-11-07 01:00:00,1,1,1.0,0.1,15.0,1.2,0,0,,False,6,11,0.0
2021-11-07 02:00:00,1,1,1.0,0.0,14.5,0.9,1,0,0.0,False,6,11,0.0
2021-11-07 03:00:00,1,1,1.0,0.0,14.5,1.0,2,0,0.0,False,6,11,0.0
2021-11-07 04:00:00,1,1,1.0,0.0,14.9,0.9,3,0,0.0,False,6,11,0.0
2021-11-07 05:00:00,1,1,1.0,0.0,15.0,1.0,4,0,0.0,False,6,11,0.0
2021-11-07 06:00:00,1,1,1.0,0.0,15.0,1.7,5,0,0.0,False,6,11,0.0
2021-11-07 07:00:00,1,1,1.0,0.0,15.5,1.0,6,0,0.0,False,6,11,0.0
2021-11-07 08:00:00,1,1,1.0,0.0,15.9,1.9,7,0,0.0,False,6,11,0.0
2021-11-07 09:00:00,1,1,1.0,0.0,17.4,1.6,8,0,0.0,False,6,11,0.3333333333333333
2021-11-07 10:00:00,1,1,1.0,0.0,18.7,1.3,9,0,0.0,False,6,11,0.3333333333333333
2021-11-07 11:00:00,1,1,1.0,0.0,20.8,1.8,10,0,0.0,False,6,11,0.3333333333333333
2021-11-07 12:00:00,1,1,1.0,0.0,21.0,4.1,11,0,0.0,False,6,11,1.0
