dateTime,availability 0,availability 1,availability 2,availability 3,availability 4,availability 5,availability 6,availability 7,availability 8,availability 9,availability 10,availability 11,availability 12,availability 13,availability 14,availability 15,nedør,temp,vind,hour,count,count_last_hour,isHoliday,weekday,month,Mean_close_count_last_hour
2021-08-02 10:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-5.6,5.0,9,2,0.0,False,0,8,1.0714285714285714
2021-08-02 11:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-4.8,5.4,10,1,2.0,False,0,8,1.5
2021-08-02 12:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-4.6,4.9,11,2,1.0,False,0,8,1.1428571428571428
2021-08-02 13:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-3.4,5.3,12,0,2.0,False,0,8,1.5
2021-08-02 14:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-3.1,5.1,13,2,0.0,False,0,8,2.0714285714285716
2021-08-02 15:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-3.4,5.6,14,7,2.0,False,0,8,3.2857142857142856
2021-08-02 16:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-3.6,4.2,15,0,7.0,False,0,8,3.7857142857142856
2021-08-02 17:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-4.0,5.2,16,0,0.0,False,0,8,3.0
2021-08-02 18:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-4.4,4.7,17,0,0.0,False,0,8,2.4285714285714284
2021-08-02 19:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-4.9,5.5,18,1,0.0,False,0,8,1.7142857142857142
2021-08-02 20:00:00,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,0.0,-4.8,5.9,19,0,1.0,False,0,8,1.0714285714285714
2021-08-02 21:00:00,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,0.0,-4.7,5.5,20,0,0.0,False,0,8,1.2142857142857142
2021-08-02 22:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-4.8,4.8,21,0,0.0,False,0,8,1.2142857142857142
2021-08-02 23:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-4.9,6.9,22,0,0.0,False,0,8,0.5714285714285714
2021-08-02 00:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-5.1,6.5,23,0,0.0,False,0,8,0.0
2021-08-03 01:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-3.7,0.8,0,0,,False,1,8,0.0
2021-08-03 02:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-3.7,1.2,1,0,0.0,False,1,8,0.0
2021-08-03 03:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-3.7,1.9,2,0,0.0,False,1,8,0.0
2021-08-03 04:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-4.5,2.4,3,0,0.0,False,1,8,0.0
2021-08-03 05:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-3.7,0.7,4,0,0.0,False,1,8,0.0
2021-08-03 06:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-4.4,0.9,5,0,0.0,False,1,8,0.0
2021-08-03 07:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-5.5,0.5,6,0,0.0,False,1,8,0.7142857142857143
2021-08-03 08:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-4.6,2.0,7,0,0.0,False,1,8,0.6428571428571429
2021-08-03 09:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-4.1,0.6,8,2,0.0,False,1,8,0.8571428571428571
2021-08-03 10:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-1.6,1.0,9,0,2.0,False,1,8,0.6428571428571429
2021-08-03 11:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-0.6,1.1,10,0,0.0,False,1,8,1.0714285714285714
2021-08-03 12:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.4,1.2,11,0,0.0,False,1,8,1.0
2021-08-03 13:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,2.5,2.2,12,0,0.0,False,1,8,1.4285714285714286
2021-08-03 14:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,3.4,2.6,13,2,0.0,False,1,8,2.5714285714285716
2021-08-03 15:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,3.4,3.5,14,0,2.0,False,1,8,2.7142857142857144
2021-08-03 16:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,3.4,3.8,15,2,0.0,False,1,8,3.642857142857143
2021-08-03 17:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,3.4,4.3,16,0,2.0,False,1,8,2.357142857142857
2021-08-03 18:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,2.5,3.1,17,0,0.0,False,1,8,1.7142857142857142
2021-08-03 19:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,3.6,18,0,0.0,False,1,8,1.5
2021-08-03 20:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.1,3.3,19,0,0.0,False,1,8,1.2857142857142858
2021-08-03 21:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-0.8,2.0,20,0,0.0,False,1,8,1.5
2021-08-03 22:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-1.1,1.7,21,1,0.0,False,1,8,1.3571428571428572
2021-08-03 23:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-2.0,0.2,22,0,1.0,False,1,8,0.8571428571428571
2021-08-03 00:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-2.3,0.6,23,0,0.0,False,1,8,0.0
2021-08-04 01:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-0.2,1.1,0,0,,False,2,8,0.0
2021-08-04 02:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.4,2.8,1,0,0.0,False,2,8,0.0
2021-08-04 03:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-0.4,0.6,2,0,0.0,False,2,8,0.0
2021-08-04 04:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.6,1.5,3,0,0.0,False,2,8,0.0
2021-08-04 05:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-0.3,0.7,4,0,0.0,False,2,8,0.0
