Unnamed: 0,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,month,bike_availability_2315.0,dock_availability_2315.0,num_bikes_available
2022-05-01 00:00:00+00:00,0.0,-3.0,3.1,6,0,6,0,False,,5,0.9877777777777776,0.9877777777777776,14
2022-05-01 01:00:00+00:00,0.0,-3.8,1.1,6,0,6,1,False,0.0,5,0.9908333333333332,0.9908333333333332,14
2022-05-01 02:00:00+00:00,0.0,-3.8,2.8,6,0,6,2,False,0.0,5,0.9811111111111108,0.9811111111111108,14
2022-05-01 03:00:00+00:00,0.0,-4.0,2.6,6,0,6,3,False,0.0,5,0.9924999999999996,0.9924999999999996,14
2022-05-01 04:00:00+00:00,0.0,-3.6,3.4,6,0,6,4,False,0.0,5,0.9905555555555552,0.9905555555555552,14
2022-05-01 05:00:00+00:00,0.0,-3.7,3.0,6,0,6,5,False,0.0,5,0.9891666666666664,0.9891666666666664,14
2022-05-01 06:00:00+00:00,0.0,-3.8,1.7,6,0,6,6,False,0.0,5,0.9866666666666668,0.9866666666666668,14
2022-05-01 07:00:00+00:00,0.0,-5.2,1.4,4,0,6,7,False,0.0,5,0.9791666666666664,0.9791666666666664,14
2022-05-01 08:00:00+00:00,0.0,-3.9,2.4,4,0,6,8,False,0.0,5,0.950277777777778,0.950277777777778,14
2022-05-01 09:00:00+00:00,0.0,-3.3,3.4,4,0,6,9,False,0.0,5,0.6427777777777778,0.6186111111111111,14
2022-05-01 10:00:00+00:00,0.0,-3.5,1.6,6,1,6,10,False,0.0,5,0.9191666666666666,0.9358333333333334,15
2022-05-01 11:00:00+00:00,0.0,-2.7,2.2,6,0,6,11,False,1.0,5,0.905,0.9130555555555556,15
2022-05-01 12:00:00+00:00,0.0,-2.3,1.4,6,0,6,12,False,0.0,5,0.0375,0.0197222222222222,3
2022-05-01 13:00:00+00:00,0.0,-1.4,3.6,2,0,6,13,False,0.0,5,0.5330555555555556,0.5650000000000001,3
2022-05-01 14:00:00+00:00,0.0,-0.9,1.3,2,0,6,14,False,0.0,5,0.9852777777777778,0.9852777777777778,3
2022-05-01 15:00:00+00:00,0.0,-0.3,4.3,2,0,6,15,False,0.0,5,0.9863888888888884,0.9863888888888884,3
2022-05-01 16:00:00+00:00,0.0,0.0,3.7,2,2,6,16,False,0.0,5,0.9905555555555554,0.9905555555555554,5
2022-05-01 17:00:00+00:00,0.0,-0.4,2.3,2,0,6,17,False,2.0,5,0.9997222222222224,0.9997222222222224,5
2022-05-01 18:00:00+00:00,0.0,-0.7,3.6,2,1,6,18,False,0.0,5,0.3222222222222223,0.2883333333333334,5
2022-05-01 19:00:00+00:00,0.0,-0.9,5.4,0,1,6,19,False,1.0,5,0.6558333333333333,0.5533333333333332,3
2022-05-01 20:00:00+00:00,0.0,-1.3,3.3,0,0,6,20,False,1.0,5,0.0,0.0,4
2022-05-01 21:00:00+00:00,0.0,-1.3,4.6,0,0,6,21,False,0.0,5,0.57,0.586111111111111,4
2022-05-01 22:00:00+00:00,0.0,-1.2,5.5,0,0,6,22,False,0.0,5,0.9802777777777776,0.9802777777777776,3
2022-05-01 23:00:00+00:00,0.0,-0.7,6.2,0,0,6,23,False,0.0,5,0.9830555555555552,0.9830555555555552,3
2022-05-02 00:00:00+00:00,0.0,-1.6,1.7,0,0,0,0,False,0.0,5,0.9699999999999998,0.9699999999999998,3
2022-05-02 01:00:00+00:00,0.0,-2.3,1.9,0,0,0,1,False,0.0,5,0.968333333333333,0.968333333333333,3
2022-05-02 02:00:00+00:00,0.0,-3.5,0.4,0,0,0,2,False,0.0,5,0.9913888888888888,0.9913888888888888,3
2022-05-02 03:00:00+00:00,0.0,-3.5,1.6,0,0,0,3,False,0.0,5,0.9819444444444446,0.9819444444444446,3
2022-05-02 04:00:00+00:00,0.0,-2.7,1.0,0,0,0,4,False,0.0,5,0.987222222222222,0.987222222222222,3
2022-05-02 05:00:00+00:00,0.0,-4.1,1.4,0,1,0,5,False,0.0,5,0.985555555555556,0.985555555555556,3
2022-05-02 06:00:00+00:00,0.0,-4.8,0.7,0,1,0,6,False,1.0,5,0.8480555555555552,0.8177777777777775,6
2022-05-02 07:00:00+00:00,0.0,-5.0,1.2,1,0,0,7,False,1.0,5,0.6141666666666667,0.6375000000000003,3
2022-05-02 08:00:00+00:00,0.0,-4.3,1.1,1,0,0,8,False,0.0,5,0.6580555555555554,0.6574999999999999,4
2022-05-02 09:00:00+00:00,0.0,-3.6,1.3,1,0,0,9,False,0.0,5,0.5666666666666665,0.5794444444444444,10
2022-05-02 10:00:00+00:00,0.0,-1.7,1.9,4,0,0,10,False,0.0,5,0.9644444444444444,0.9486111111111112,13
2022-05-02 11:00:00+00:00,0.0,-0.4,1.3,4,0,0,11,False,0.0,5,0.1802777777777778,0.1319444444444444,14
2022-05-02 12:00:00+00:00,0.0,3.0,2.4,4,0,0,12,False,0.0,5,0.3,0.3391666666666667,16
2022-05-02 13:00:00+00:00,0.0,2.8,3.6,4,0,0,13,False,0.0,5,0.9841666666666664,0.9841666666666664,18
2022-05-02 14:00:00+00:00,0.0,3.0,2.2,4,5,0,14,False,0.0,5,0.9880555555555556,0.9880555555555556,18
2022-05-02 15:00:00+00:00,0.0,3.4,4.7,4,1,0,15,False,5.0,5,0.6519444444444447,0.660277777777778,18
2022-05-02 16:00:00+00:00,0.0,2.8,4.0,7,3,0,16,False,1.0,5,0.7297222222222223,0.7641666666666668,18
2022-05-02 17:00:00+00:00,0.0,2.9,4.6,7,0,0,17,False,3.0,5,0.8361111111111112,0.9022222222222224,16
2022-05-02 18:00:00+00:00,0.0,2.5,3.9,7,2,0,18,False,0.0,5,0.5930555555555556,0.6005555555555554,16
2022-05-02 19:00:00+00:00,0.0,2.9,4.7,8,2,0,19,False,2.0,5,0.9855555555555556,0.9855555555555556,14
2022-05-02 20:00:00+00:00,0.0,3.0,2.9,8,0,0,20,False,2.0,5,0.9816666666666666,0.9816666666666666,15
