Unnamed: 0,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,month,bike_availability_387.0,dock_availability_387.0,bike_availability_430.0,dock_availability_430.0,bike_availability_509.0,dock_availability_509.0,num_bikes_available
2022-05-01 00:00:00+00:00,0.0,-3.0,3.1,6,0,6,0,False,,5,0.0,0.0,0.9877777777777776,0.9877777777777776,0.9877777777777776,0.9877777777777776,15
2022-05-01 01:00:00+00:00,0.0,-3.8,1.1,6,0,6,1,False,0.0,5,0.0,0.0,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.9908333333333332,14
2022-05-01 02:00:00+00:00,0.0,-3.8,2.8,6,0,6,2,False,0.0,5,0.0,0.0,0.9811111111111108,0.9811111111111108,0.9811111111111108,0.9811111111111108,14
2022-05-01 03:00:00+00:00,0.0,-4.0,2.6,6,0,6,3,False,0.0,5,0.0,0.0,0.9924999999999996,0.9924999999999996,0.9924999999999996,0.9924999999999996,14
2022-05-01 04:00:00+00:00,0.0,-3.6,3.4,6,0,6,4,False,0.0,5,0.0,0.0,0.9905555555555552,0.9905555555555552,0.9905555555555552,0.9905555555555552,14
2022-05-01 05:00:00+00:00,0.0,-3.7,3.0,6,0,6,5,False,0.0,5,0.8616666666666665,0.9080555555555552,0.9891666666666664,0.9891666666666664,0.9891666666666664,0.9891666666666664,14
2022-05-01 06:00:00+00:00,0.0,-3.8,1.7,6,0,6,6,False,0.0,5,0.9866666666666668,0.9866666666666668,0.9866666666666668,0.9866666666666668,0.9866666666666668,0.9866666666666668,14
2022-05-01 07:00:00+00:00,0.0,-5.2,1.4,4,0,6,7,False,0.0,5,0.9791666666666664,0.9791666666666664,0.9791666666666664,0.9791666666666664,0.9791666666666664,0.9791666666666664,14
2022-05-01 08:00:00+00:00,0.0,-3.9,2.4,4,0,6,8,False,0.0,5,0.950277777777778,0.950277777777778,0.950277777777778,0.950277777777778,0.950277777777778,0.950277777777778,14
2022-05-01 09:00:00+00:00,0.0,-3.3,3.4,4,0,6,9,False,0.0,5,0.9869444444444444,0.9869444444444444,0.9869444444444444,0.9869444444444444,0.9869444444444444,0.9869444444444444,14
2022-05-01 10:00:00+00:00,0.0,-3.5,1.6,6,1,6,10,False,0.0,5,0.97,0.97,0.97,0.97,0.97,0.97,15
2022-05-01 11:00:00+00:00,0.0,-2.7,2.2,6,0,6,11,False,1.0,5,0.987222222222222,0.987222222222222,0.987222222222222,0.987222222222222,0.987222222222222,0.987222222222222,15
2022-05-01 12:00:00+00:00,0.0,-2.3,1.4,6,2,6,12,False,0.0,5,0.9383333333333336,0.915,0.985,0.985,0.985,0.985,15
2022-05-01 13:00:00+00:00,0.0,-1.4,3.6,2,6,6,13,False,2.0,5,0.1363888888888889,0.1516666666666666,0.7994444444444445,0.7836111111111111,0.9511111111111112,0.9511111111111112,14
2022-05-01 14:00:00+00:00,0.0,-0.9,1.3,2,1,6,14,False,6.0,5,0.085,0.0691666666666666,0.5852777777777778,0.6002777777777778,0.9852777777777778,0.9852777777777778,19
2022-05-01 15:00:00+00:00,0.0,-0.3,4.3,2,1,6,15,False,1.0,5,0.0,0.0,0.9863888888888884,0.9863888888888884,0.9863888888888884,0.9863888888888884,18
2022-05-01 16:00:00+00:00,0.0,0.0,3.7,2,1,6,16,False,1.0,5,0.4694444444444445,0.4852777777777778,0.9905555555555554,0.9905555555555554,0.9905555555555554,0.9905555555555554,14
2022-05-01 17:00:00+00:00,0.0,-0.4,2.3,2,1,6,17,False,1.0,5,0.9997222222222224,0.9997222222222224,0.9997222222222224,0.9997222222222224,0.9997222222222224,0.9997222222222224,14
2022-05-01 18:00:00+00:00,0.0,-0.7,3.6,2,0,6,18,False,1.0,5,0.9897222222222222,0.9897222222222222,0.9897222222222222,0.9897222222222222,0.9897222222222222,0.9897222222222222,14
2022-05-01 19:00:00+00:00,0.0,-0.9,5.4,0,0,6,19,False,0.0,5,0.875,0.8108333333333333,0.9855555555555554,0.9855555555555554,0.9855555555555554,0.9855555555555554,14
2022-05-01 20:00:00+00:00,0.0,-1.3,3.3,0,0,6,20,False,0.0,5,0.995,0.995,0.995,0.995,0.995,0.995,13
2022-05-01 21:00:00+00:00,0.0,-1.3,4.6,0,0,6,21,False,0.0,5,0.4797222222222222,0.4472222222222222,0.9855555555555552,0.9855555555555552,0.9855555555555552,0.9855555555555552,13
2022-05-01 22:00:00+00:00,0.0,-1.2,5.5,0,0,6,22,False,0.0,5,0.9802777777777776,0.9802777777777776,0.9802777777777776,0.9802777777777776,0.9802777777777776,0.9802777777777776,15
2022-05-01 23:00:00+00:00,0.0,-0.7,6.2,0,0,6,23,False,0.0,5,0.9830555555555552,0.9830555555555552,0.9830555555555552,0.9830555555555552,0.9830555555555552,0.9830555555555552,15
2022-05-02 00:00:00+00:00,0.0,-1.6,1.7,0,0,0,0,False,0.0,5,0.9699999999999998,0.9699999999999998,0.9699999999999998,0.9699999999999998,0.9699999999999998,0.9699999999999998,15
2022-05-02 01:00:00+00:00,0.0,-2.3,1.9,0,0,0,1,False,0.0,5,0.968333333333333,0.968333333333333,0.968333333333333,0.968333333333333,0.968333333333333,0.968333333333333,15
2022-05-02 02:00:00+00:00,0.0,-3.5,0.4,0,0,0,2,False,0.0,5,0.9913888888888888,0.9913888888888888,0.9913888888888888,0.9913888888888888,0.9913888888888888,0.9913888888888888,15
2022-05-02 03:00:00+00:00,0.0,-3.5,1.6,0,0,0,3,False,0.0,5,0.9819444444444446,0.9819444444444446,0.9819444444444446,0.9819444444444446,0.9819444444444446,0.9819444444444446,15
2022-05-02 04:00:00+00:00,0.0,-2.7,1.0,0,0,0,4,False,0.0,5,0.987222222222222,0.987222222222222,0.987222222222222,0.987222222222222,0.987222222222222,0.987222222222222,15
2022-05-02 05:00:00+00:00,0.0,-4.1,1.4,0,0,0,5,False,0.0,5,0.985555555555556,0.985555555555556,0.985555555555556,0.985555555555556,0.985555555555556,0.985555555555556,15
2022-05-02 06:00:00+00:00,0.0,-4.8,0.7,0,1,0,6,False,0.0,5,0.9866666666666664,0.9866666666666664,0.9866666666666664,0.9866666666666664,0.9866666666666664,0.9866666666666664,15
2022-05-02 07:00:00+00:00,0.0,-5.0,1.2,1,2,0,7,False,1.0,5,0.4444444444444445,0.5102777777777778,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,15
2022-05-02 08:00:00+00:00,0.0,-4.3,1.1,1,0,0,8,False,2.0,5,0.0363888888888888,0.0,0.9869444444444444,0.9619444444444444,0.9869444444444444,0.9869444444444444,22
2022-05-02 09:00:00+00:00,0.0,-3.6,1.3,1,0,0,9,False,0.0,5,0.0,0.0,0.2963888888888888,0.3175,0.0519444444444444,0.0363888888888888,40
2022-05-02 10:00:00+00:00,0.0,-1.7,1.9,4,0,0,10,False,0.0,5,0.0,0.0,0.9808333333333332,0.9808333333333332,0.0,0.0,41
2022-05-02 11:00:00+00:00,0.0,-0.4,1.3,4,1,0,11,False,0.0,5,0.0,0.0,0.6633333333333336,0.7030555555555558,0.0,0.0,42
2022-05-02 12:00:00+00:00,0.0,3.0,2.4,4,1,0,12,False,1.0,5,0.0,0.0,0.9858333333333332,0.9858333333333332,0.0227777777777777,0.0227777777777777,42
2022-05-02 13:00:00+00:00,0.0,2.8,3.6,4,5,0,13,False,1.0,5,0.9177777777777776,0.9352777777777778,0.9841666666666664,0.9841666666666664,0.0,0.0,42
2022-05-02 14:00:00+00:00,0.0,3.0,2.2,4,3,0,14,False,5.0,5,0.9880555555555556,0.9880555555555556,0.9880555555555556,0.9880555555555556,0.0,0.0,42
2022-05-02 15:00:00+00:00,0.0,3.4,4.7,4,4,0,15,False,3.0,5,0.9808333333333336,0.9808333333333336,0.9808333333333336,0.9808333333333336,0.8655555555555559,0.9458333333333336,22
2022-05-02 16:00:00+00:00,0.0,2.8,4.0,7,2,0,16,False,4.0,5,0.983888888888889,0.983888888888889,0.983888888888889,0.983888888888889,0.983888888888889,0.983888888888889,19
2022-05-02 17:00:00+00:00,0.0,2.9,4.6,7,3,0,17,False,2.0,5,0.9825000000000002,0.9825000000000002,0.9825000000000002,0.9825000000000002,0.9825000000000002,0.9825000000000002,17
2022-05-02 18:00:00+00:00,0.0,2.5,3.9,7,1,0,18,False,3.0,5,0.9808333333333336,0.9808333333333336,0.9808333333333336,0.9808333333333336,0.9808333333333336,0.9808333333333336,18
2022-05-02 19:00:00+00:00,0.0,2.9,4.7,8,1,0,19,False,1.0,5,0.9855555555555556,0.9855555555555556,0.9855555555555556,0.9855555555555556,0.9855555555555556,0.9855555555555556,16
2022-05-02 20:00:00+00:00,0.0,3.0,2.9,8,0,0,20,False,1.0,5,0.9816666666666666,0.9816666666666666,0.9816666666666666,0.9816666666666666,0.9816666666666666,0.9816666666666666,13
