Unnamed: 0,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,bike_availability_4,dock_availability_4,bike_availability_523,dock_availability_523,availability,dock_availability
2022-06-01 00:00:00+00:00,0.0,-3.7,2.2,0,0,2,0,False,,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.9963888888888884,0.8430982905982903,0.9963888888888884
2022-06-01 01:00:00+00:00,0.0,-4.4,0.5,0,0,2,1,False,0.0,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.9797222222222224,0.7809829059829062,0.9797222222222224
2022-06-01 02:00:00+00:00,0.0,-1.7,5.3,0,0,2,2,False,0.0,0.9866666666666668,0.9866666666666666,0.9866666666666666,0.9866666666666666,0.7589743589743588,0.9866666666666666
2022-06-01 03:00:00+00:00,0.0,-4.3,2.5,0,4,2,3,False,0.0,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.9819444444444444,0.7553418803418803,0.9819444444444444
2022-06-01 04:00:00+00:00,0.0,-4.3,3.8,0,4,2,4,False,4.0,0.978888888888889,0.978888888888889,0.978888888888889,0.978888888888889,0.7529914529914531,0.978888888888889
2022-06-01 05:00:00+00:00,0.0,-3.8,3.7,0,34,2,5,False,4.0,0.9966666666666671,0.9966666666666671,0.9966666666666671,0.9966666666666671,0.7554914529914534,0.8497222222222226
2022-06-01 06:00:00+00:00,0.0,-4.5,1.4,0,45,2,6,False,34.0,0.984722222222222,0.984722222222222,0.984722222222222,0.984722222222222,0.7666666666666667,0.984722222222222
2022-06-01 07:00:00+00:00,0.0,-5.1,1.0,4,22,2,7,False,45.0,0.9783333333333334,0.9783333333333334,0.9783333333333334,0.9783333333333334,0.7535256410256411,0.2941666666666667
2022-06-01 08:00:00+00:00,0.0,-5.3,0.5,4,15,2,8,False,22.0,0.8670370370370369,0.6455555555555554,0.5130555555555556,0.518611111111111,0.8337820512820515,0.7794444444444446
2022-06-01 09:00:00+00:00,0.0,-5.4,2.2,4,10,2,9,False,15.0,0.2967592592592592,0.0,0.9908333333333332,0.9908333333333332,0.603525641025641,0.9908333333333332
2022-06-01 10:00:00+00:00,0.0,-5.9,1.1,2,14,2,10,False,10.0,0.0,0.0,0.9816666666666668,0.9816666666666668,0.6813888888888889,0.9816666666666668
2022-06-01 11:00:00+00:00,0.0,-4.6,1.3,2,14,2,11,False,14.0,0.2950925925925926,0.0,0.986388888888889,0.986388888888889,0.7308333333333336,0.986388888888889
2022-06-01 12:00:00+00:00,0.0,-4.2,1.2,2,12,2,12,False,14.0,0.5980555555555555,0.0,0.9838888888888888,0.9838888888888888,0.7922649572649572,0.9838888888888888
2022-06-01 13:00:00+00:00,0.0,-2.7,1.5,2,29,2,13,False,12.0,0.6042592592592592,0.0,0.9899999999999998,0.9899999999999998,0.8513675213675214,0.9899999999999998
2022-06-01 14:00:00+00:00,0.0,-3.9,0.2,2,33,2,14,False,29.0,0.5293518518518517,0.0,0.9908333333333332,0.9908333333333332,0.8093589743589742,0.9908333333333332
2022-06-01 15:00:00+00:00,0.0,-4.0,0.8,2,29,2,15,False,33.0,0.8975925925925923,0.7358333333333333,0.9874999999999996,0.9874999999999996,0.839893162393162,0.9874999999999996
2022-06-01 16:00:00+00:00,0.0,-6.6,0.0,1,23,2,16,False,29.0,0.7454629629629629,0.2716666666666666,0.982222222222222,0.982222222222222,0.8486324786324784,0.982222222222222
2022-06-01 17:00:00+00:00,0.0,-7.7,1.6,1,15,2,17,False,23.0,0.9911111111111108,0.9911111111111108,0.9911111111111108,0.9911111111111108,0.7011752136752135,0.9911111111111108
2022-06-01 18:00:00+00:00,0.0,-8.5,1.1,1,18,2,18,False,15.0,0.989444444444444,0.989444444444444,0.989444444444444,0.989444444444444,0.6708333333333331,0.3402777777777778
2022-06-01 19:00:00+00:00,0.0,-9.0,1.7,0,10,2,19,False,18.0,0.9933333333333332,0.9933333333333332,0.9933333333333332,0.9933333333333332,0.6950213675213675,0.9258333333333332
2022-06-01 20:00:00+00:00,0.0,-9.0,2.7,0,13,2,20,False,10.0,0.9983333333333332,0.9983333333333332,0.9983333333333332,0.9983333333333332,0.5496581196581195,0.9983333333333332
2022-06-01 21:00:00+00:00,0.0,-9.5,1.8,0,11,2,21,False,13.0,0.9899999999999995,0.9899999999999995,0.9899999999999995,0.9899999999999995,0.5937820512820511,0.9899999999999995
2022-06-01 22:00:00+00:00,0.0,-9.2,2.2,5,2,2,22,False,11.0,0.9877777777777776,0.9877777777777776,0.9877777777777776,0.9877777777777776,0.724551282051282,0.9877777777777776
2022-06-01 23:00:00+00:00,0.0,-8.2,1.9,5,0,2,23,False,2.0,0.979722222222222,0.979722222222222,0.979722222222222,0.979722222222222,0.694273504273504,0.979722222222222
2022-06-02 00:00:00+00:00,0.0,3.1,0.9,8,0,3,0,False,0.0,0.9847222222222224,0.9847222222222224,0.9847222222222224,0.9847222222222224,0.6605341880341882,0.9847222222222224
2022-06-02 01:00:00+00:00,0.0,2.3,2.2,8,0,3,1,False,0.0,0.9841666666666667,0.9841666666666667,0.9841666666666667,0.9841666666666667,0.5299358974358974,0.9841666666666667
2022-06-02 02:00:00+00:00,0.0,1.1,2.5,8,0,3,2,False,0.0,0.9808333333333332,0.9808333333333332,0.9808333333333332,0.9808333333333332,0.5281410256410255,0.9808333333333332
2022-06-02 03:00:00+00:00,0.0,1.4,5.6,8,5,3,3,False,0.0,0.9911111111111108,0.9911111111111108,0.9911111111111108,0.9911111111111108,0.5336752136752134,0.9911111111111108
2022-06-02 04:00:00+00:00,0.0,2.1,6.3,8,12,3,4,False,5.0,0.9866666666666664,0.9866666666666664,0.9866666666666664,0.9866666666666664,0.5312820512820511,0.9866666666666664
2022-06-02 05:00:00+00:00,0.0,1.2,5.4,8,24,3,5,False,12.0,0.984444444444444,0.984444444444444,0.984444444444444,0.984444444444444,0.5430555555555553,0.984444444444444
2022-06-02 06:00:00+00:00,0.0,-0.3,4.1,8,57,3,6,False,24.0,0.9861111111111108,0.9861111111111108,0.9861111111111108,0.9861111111111108,0.6737606837606835,0.9861111111111108
2022-06-02 07:00:00+00:00,0.0,-0.8,4.1,3,19,3,7,False,57.0,0.9877777777777776,0.9877777777777776,0.9877777777777776,0.9877777777777776,0.7619017094017093,0.8838888888888888
