Unnamed: 0,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,month,num_bikes_available
2021-06-23 11:00:00+00:00,0.0,20.7,2.1,1,1,2,11,False,0.0,6,21
2021-06-23 12:00:00+00:00,0.0,22.0,2.7,1,0,2,12,False,1.0,6,21
2021-06-23 13:00:00+00:00,0.0,22.7,1.6,1,0,2,13,False,0.0,6,22
2021-06-23 14:00:00+00:00,0.0,23.1,2.6,1,0,2,14,False,0.0,6,21
2021-06-23 15:00:00+00:00,0.0,23.8,2.8,1,0,2,15,False,0.0,6,21
2021-06-23 16:00:00+00:00,0.0,24.7,2.8,1,2,2,16,False,0.0,6,21
2021-06-23 17:00:00+00:00,0.0,23.5,3.7,1,2,2,17,False,2.0,6,21
2021-06-23 18:00:00+00:00,0.0,21.8,5.0,1,0,2,18,False,2.0,6,21
2021-06-23 19:00:00+00:00,0.0,19.8,4.6,1,2,2,19,False,0.0,6,19
2021-06-23 20:00:00+00:00,0.0,18.5,4.1,1,0,2,20,False,2.0,6,17
2021-06-23 21:00:00+00:00,0.0,17.6,2.6,1,0,2,21,False,0.0,6,17
2021-06-23 22:00:00+00:00,0.0,16.6,2.0,1,0,2,22,False,0.0,6,16
2021-06-23 23:00:00+00:00,0.0,15.2,2.0,1,0,2,23,False,0.0,6,16
2021-06-24 00:00:00+00:00,0.0,14.3,1.1,1,0,3,0,False,0.0,6,16
2021-06-24 01:00:00+00:00,0.0,13.9,1.6,1,0,3,1,False,0.0,6,16
2021-06-24 02:00:00+00:00,0.0,14.2,1.8,1,0,3,2,False,0.0,6,16
2021-06-24 03:00:00+00:00,0.0,14.1,1.8,1,0,3,3,False,0.0,6,16
2021-06-24 04:00:00+00:00,0.0,14.1,2.0,1,0,3,4,False,0.0,6,16
2021-06-24 05:00:00+00:00,0.0,14.6,2.2,1,0,3,5,False,0.0,6,16
2021-06-24 06:00:00+00:00,0.0,14.6,2.5,1,0,3,6,False,0.0,6,16
2021-06-24 07:00:00+00:00,0.0,14.9,2.5,7,0,3,7,False,0.0,6,16
2021-06-24 08:00:00+00:00,0.0,16.6,2.1,7,0,3,8,False,0.0,6,16
2021-06-24 09:00:00+00:00,0.0,16.1,2.8,7,1,3,9,False,0.0,6,17
2021-06-24 10:00:00+00:00,0.0,18.2,2.3,2,0,3,10,False,1.0,6,17
2021-06-24 11:00:00+00:00,0.0,19.8,2.0,2,0,3,11,False,0.0,6,17
2021-06-24 12:00:00+00:00,0.0,20.9,2.5,2,0,3,12,False,0.0,6,16
2021-06-24 13:00:00+00:00,0.0,20.9,4.6,1,2,3,13,False,0.0,6,16
2021-06-24 14:00:00+00:00,0.0,20.8,5.4,1,0,3,14,False,2.0,6,16
2021-06-24 15:00:00+00:00,0.0,21.2,5.2,1,1,3,15,False,0.0,6,16
2021-06-24 16:00:00+00:00,0.0,21.2,3.6,1,0,3,16,False,1.0,6,14
2021-06-24 17:00:00+00:00,0.0,20.6,3.2,1,3,3,17,False,0.0,6,14
2021-06-24 18:00:00+00:00,0.0,20.3,2.8,1,0,3,18,False,3.0,6,13
2021-06-24 19:00:00+00:00,0.0,18.3,4.3,1,0,3,19,False,0.0,6,14
2021-06-24 20:00:00+00:00,0.0,15.4,4.3,1,0,3,20,False,0.0,6,12
2021-06-24 21:00:00+00:00,0.0,14.4,3.6,1,1,3,21,False,0.0,6,12
2021-06-24 22:00:00+00:00,0.0,14.6,2.9,6,0,3,22,False,1.0,6,13
2021-06-24 23:00:00+00:00,0.0,14.3,2.9,6,0,3,23,False,0.0,6,13
2021-06-25 00:00:00+00:00,0.0,13.9,3.0,6,0,4,0,False,0.0,6,12
2021-06-25 01:00:00+00:00,0.0,13.7,2.3,6,0,4,1,False,0.0,6,12
2021-06-25 02:00:00+00:00,0.0,13.5,2.2,6,0,4,2,False,0.0,6,12
2021-06-25 03:00:00+00:00,0.0,13.3,1.6,6,0,4,3,False,0.0,6,12
2021-06-25 04:00:00+00:00,0.0,13.6,1.5,6,0,4,4,False,0.0,6,12
2021-06-25 05:00:00+00:00,0.0,13.7,1.2,6,0,4,5,False,0.0,6,12
2021-06-25 06:00:00+00:00,0.0,14.3,1.7,6,0,4,6,False,0.0,6,12
