Unnamed: 0,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,month,bike_availability_551.0,dock_availability_551.0,num_bikes_available
2021-06-01 00:00:00+00:00,0.0,-10.6,0.4,1,0,1,0,False,,6,0.0,0.0,11
2021-06-01 01:00:00+00:00,0.0,-10.3,0.7,1,0,1,1,False,0.0,6,0.0,0.0,11
2021-06-01 02:00:00+00:00,0.0,-11.2,1.8,1,0,1,2,False,0.0,6,0.0,0.0,11
2021-06-01 03:00:00+00:00,0.0,-11.0,2.0,1,1,1,3,False,0.0,6,0.0,0.0,11
2021-06-01 04:00:00+00:00,0.0,-10.8,1.6,1,0,1,4,False,1.0,6,0.0,0.0,11
2021-06-01 05:00:00+00:00,0.0,-11.3,0.8,1,4,1,5,False,0.0,6,0.0,0.0,11
2021-06-01 06:00:00+00:00,0.0,-11.0,0.7,1,4,1,6,False,4.0,6,0.0,0.0,10
2021-06-01 07:00:00+00:00,0.0,-11.1,0.8,1,0,1,7,False,4.0,6,0.4647222222222222,0.7338888888888888,9
2021-06-01 08:00:00+00:00,0.0,-10.8,2.5,1,1,1,8,False,0.0,6,0.9775,0.9775,6
2021-06-01 09:00:00+00:00,0.0,-10.8,1.8,1,1,1,9,False,1.0,6,0.9836111111111112,0.9836111111111112,3
2021-06-01 10:00:00+00:00,0.0,-10.7,2.0,3,2,1,10,False,1.0,6,0.9163888888888888,0.9163888888888888,5
2021-06-01 11:00:00+00:00,0.0,-10.0,2.3,3,0,1,11,False,2.0,6,0.9338888888888888,0.9338888888888888,4
2021-06-01 12:00:00+00:00,0.0,-9.4,2.2,3,1,1,12,False,0.0,6,0.9419444444444446,0.9419444444444446,5
2021-06-01 13:00:00+00:00,0.0,-9.3,4.0,7,4,1,13,False,1.0,6,0.9647222222222224,0.9647222222222224,3
2021-06-01 14:00:00+00:00,0.0,-9.2,3.4,7,1,1,14,False,4.0,6,0.5330555555555556,0.5330555555555556,3
2021-06-01 15:00:00+00:00,0.1,-9.3,3.9,7,1,1,15,False,1.0,6,0.9491666666666668,0.9491666666666668,4
2021-06-01 16:00:00+00:00,0.0,-9.1,4.8,6,3,1,16,False,1.0,6,0.951388888888889,0.951388888888889,3
2021-06-01 17:00:00+00:00,0.0,-8.2,2.4,6,1,1,17,False,3.0,6,0.0755555555555555,0.8680555555555556,4
2021-06-01 18:00:00+00:00,0.0,-7.5,2.0,6,0,1,18,False,1.0,6,0.94,0.925,10
2021-06-01 19:00:00+00:00,0.0,-7.2,0.9,8,4,1,19,False,0.0,6,0.9977777777777778,0.9977777777777778,10
2021-06-01 20:00:00+00:00,0.0,-6.2,2.9,8,2,1,20,False,4.0,6,0.2880555555555555,0.0991666666666666,11
2021-06-01 21:00:00+00:00,0.0,-5.5,4.6,8,0,1,21,False,2.0,6,0.5969444444444444,0.6519444444444444,11
2021-06-01 22:00:00+00:00,0.0,-5.5,5.3,8,0,1,22,False,0.0,6,0.9458333333333332,0.8672222222222222,7
2021-06-01 23:00:00+00:00,0.0,-5.4,5.4,8,0,1,23,False,0.0,6,0.0105555555555555,0.0416666666666666,7
2021-06-02 00:00:00+00:00,0.0,-7.0,4.8,2,0,2,0,False,0.0,6,0.4502777777777778,0.0605555555555555,11
2021-06-02 01:00:00+00:00,0.0,-7.0,3.8,2,0,2,1,False,0.0,6,0.0,0.0,11
2021-06-02 02:00:00+00:00,0.0,-6.2,3.9,2,0,2,2,False,0.0,6,0.0,0.0,11
2021-06-02 03:00:00+00:00,0.0,-6.5,4.1,2,0,2,3,False,0.0,6,0.0,0.0,11
2021-06-02 04:00:00+00:00,0.0,-6.5,4.4,2,1,2,4,False,0.0,6,0.0,0.0,11
2021-06-02 05:00:00+00:00,0.0,-7.2,3.4,2,1,2,5,False,1.0,6,0.0313888888888888,0.3736111111111111,11
2021-06-02 06:00:00+00:00,0.0,-7.4,4.6,2,2,2,6,False,1.0,6,0.992777777777778,0.992777777777778,11
2021-06-02 07:00:00+00:00,0.0,-7.9,3.6,2,2,2,7,False,2.0,6,0.9933333333333334,0.9933333333333334,10
2021-06-02 08:00:00+00:00,0.0,-8.3,3.2,2,0,2,8,False,2.0,6,0.7277777777777777,0.7277777777777777,9
2021-06-02 09:00:00+00:00,0.0,-8.2,3.7,2,1,2,9,False,0.0,6,0.7355555555555555,0.7355555555555555,8
2021-06-02 10:00:00+00:00,0.0,-7.5,2.8,1,0,2,10,False,1.0,6,0.7377777777777779,0.7377777777777779,6
2021-06-02 11:00:00+00:00,0.0,-6.0,5.1,1,5,2,11,False,0.0,6,0.8230555555555557,0.8230555555555557,9
2021-06-02 12:00:00+00:00,0.0,-4.6,3.3,1,1,2,12,False,5.0,6,0.8783333333333334,0.8783333333333334,8
2021-06-02 13:00:00+00:00,0.0,-3.9,2.5,1,6,2,13,False,1.0,6,0.8325,0.8325,8
2021-06-02 14:00:00+00:00,0.0,-3.8,3.0,1,0,2,14,False,6.0,6,0.8577777777777779,0.8577777777777779,4
2021-06-02 15:00:00+00:00,0.0,-4.1,4.2,1,4,2,15,False,0.0,6,0.9780555555555556,0.9780555555555556,3
2021-06-02 16:00:00+00:00,0.0,-4.6,3.0,1,3,2,16,False,4.0,6,0.6391666666666665,0.6558333333333333,1
2021-06-02 17:00:00+00:00,0.0,-5.9,3.3,1,5,2,17,False,3.0,6,0.5044444444444444,0.7983333333333332,11
2021-06-02 18:00:00+00:00,0.0,-7.1,2.6,1,1,2,18,False,5.0,6,0.8711111111111112,0.8711111111111112,10
2021-06-02 19:00:00+00:00,0.0,-7.2,2.8,0,3,2,19,False,1.0,6,0.0672222222222222,0.1427777777777777,9
2021-06-02 20:00:00+00:00,0.0,-7.3,3.0,0,0,2,20,False,3.0,6,0.1738888888888888,0.1855555555555555,11
2021-06-02 21:00:00+00:00,0.0,-7.1,3.9,0,0,2,21,False,0.0,6,0.4263888888888889,0.4605555555555555,11
2021-06-02 22:00:00+00:00,0.0,-6.5,6.8,2,0,2,22,False,0.0,6,0.1663888888888889,0.5230555555555556,9
2021-06-02 23:00:00+00:00,0.0,-6.6,5.3,2,0,2,23,False,0.0,6,0.1147222222222222,0.0,11
2021-06-03 00:00:00+00:00,0.0,-3.1,0.6,2,0,3,0,False,0.0,6,0.0,0.0,11
2021-06-03 01:00:00+00:00,0.0,-3.2,0.0,2,0,3,1,False,0.0,6,0.7297222222222223,0.7652777777777778,11
2021-06-03 02:00:00+00:00,0.0,-2.7,1.1,2,0,3,2,False,0.0,6,0.9336111111111112,0.9336111111111112,11
2021-06-03 03:00:00+00:00,0.0,-2.3,1.0,2,0,3,3,False,0.0,6,0.95,0.95,11
2021-06-03 04:00:00+00:00,0.0,-2.4,1.3,2,1,3,4,False,0.0,6,0.9508333333333334,0.9508333333333334,11
2021-06-03 05:00:00+00:00,0.0,-3.3,1.3,2,4,3,5,False,1.0,6,0.775,0.775,11
2021-06-03 06:00:00+00:00,0.0,-3.7,0.8,2,0,3,6,False,4.0,6,0.8461111111111111,0.8461111111111111,11
2021-06-03 07:00:00+00:00,0.0,-2.8,1.5,3,4,3,7,False,0.0,6,0.8563888888888889,0.8563888888888889,11
2021-06-03 08:00:00+00:00,0.0,-1.9,1.3,3,0,3,8,False,4.0,6,0.7738888888888888,0.7738888888888888,8
2021-06-03 09:00:00+00:00,0.0,-1.4,1.0,3,3,3,9,False,0.0,6,0.7822222222222223,0.7822222222222223,6
2021-06-03 10:00:00+00:00,0.0,-0.1,1.1,7,1,3,10,False,3.0,6,0.8605555555555555,0.8605555555555555,3
2021-06-03 11:00:00+00:00,0.0,1.2,0.6,7,1,3,11,False,1.0,6,0.8108333333333335,0.8108333333333335,4
2021-06-03 12:00:00+00:00,0.0,2.3,1.6,7,0,3,12,False,1.0,6,0.9505555555555556,0.9505555555555556,1
2021-06-03 13:00:00+00:00,0.0,4.3,2.2,7,0,3,13,False,0.0,6,0.8966666666666666,0.8966666666666666,1
2021-06-03 14:00:00+00:00,0.0,5.9,3.9,7,0,3,14,False,0.0,6,0.9086111111111111,0.9086111111111111,0
2021-06-03 15:00:00+00:00,0.0,7.6,6.5,7,2,3,15,False,0.0,6,0.9186111111111112,0.9186111111111112,1
2021-06-03 16:00:00+00:00,0.0,7.5,6.0,7,2,3,16,False,2.0,6,0.9402777777777778,0.9402777777777778,3
2021-06-03 17:00:00+00:00,0.0,7.7,6.0,7,6,3,17,False,2.0,6,0.9219444444444446,0.9219444444444446,7
2021-06-03 18:00:00+00:00,0.0,7.0,4.2,7,2,3,18,False,6.0,6,0.285,0.0,10
2021-06-03 19:00:00+00:00,0.0,7.1,5.8,5,4,3,19,False,2.0,6,0.6452777777777778,0.9116666666666668,12
2021-06-03 20:00:00+00:00,0.0,6.7,5.7,5,2,3,20,False,4.0,6,0.8144444444444445,0.5883333333333334,8
2021-06-03 21:00:00+00:00,0.0,6.1,4.0,5,0,3,21,False,2.0,6,0.7380555555555555,0.7380555555555555,8
2021-06-03 22:00:00+00:00,0.0,5.9,4.5,5,0,3,22,False,0.0,6,0.7758333333333334,0.5786111111111112,6
2021-06-03 23:00:00+00:00,0.0,4.6,2.5,5,0,3,23,False,0.0,6,0.0,0.0,6
2021-06-04 00:00:00+00:00,0.0,2.2,6.1,0,0,4,0,False,0.0,6,0.4138888888888888,0.2763888888888889,12
2021-06-04 01:00:00+00:00,0.0,2.1,5.3,0,0,4,1,False,0.0,6,0.0,0.0,12
2021-06-04 02:00:00+00:00,0.0,2.0,5.7,0,0,4,2,False,0.0,6,0.0,0.0,12
2021-06-04 03:00:00+00:00,0.0,1.6,2.5,0,0,4,3,False,0.0,6,0.0,0.0,12
2021-06-04 04:00:00+00:00,0.0,0.6,1.8,0,1,4,4,False,0.0,6,0.0,0.0,12
2021-06-04 05:00:00+00:00,0.0,1.4,3.5,0,5,4,5,False,1.0,6,0.0,0.0,12
2021-06-04 06:00:00+00:00,0.0,0.9,1.5,0,3,4,6,False,5.0,6,0.3286111111111111,0.6244444444444445,12
2021-06-04 07:00:00+00:00,0.0,2.1,2.5,6,1,4,7,False,3.0,6,0.71,0.71,11
2021-06-04 08:00:00+00:00,0.0,3.6,3.6,6,1,4,8,False,1.0,6,0.7083333333333334,0.7083333333333334,8
2021-06-04 09:00:00+00:00,0.0,5.0,3.2,6,3,4,9,False,1.0,6,0.6430555555555556,0.6430555555555556,6
2021-06-04 10:00:00+00:00,0.0,5.4,3.5,6,1,4,10,False,3.0,6,0.6452777777777777,0.6452777777777777,7
2021-06-04 11:00:00+00:00,0.0,5.8,5.0,6,3,4,11,False,1.0,6,0.6416666666666667,0.6416666666666667,7
2021-06-04 12:00:00+00:00,0.0,6.1,4.6,6,4,4,12,False,3.0,6,0.7833333333333333,0.7833333333333333,6
2021-06-04 13:00:00+00:00,0.0,6.8,4.3,7,7,4,13,False,4.0,6,0.7825,0.7825,7
2021-06-04 14:00:00+00:00,0.0,8.5,4.1,7,1,4,14,False,7.0,6,0.8986111111111112,0.8986111111111112,8
2021-06-04 15:00:00+00:00,0.0,8.7,3.6,7,2,4,15,False,1.0,6,0.7044444444444445,0.7044444444444445,8
2021-06-04 16:00:00+00:00,0.0,8.6,4.6,5,3,4,16,False,2.0,6,0.7069444444444444,0.7069444444444444,2
2021-06-04 17:00:00+00:00,0.0,6.4,7.5,5,1,4,17,False,3.0,6,0.7911111111111111,0.7911111111111111,2
2021-06-04 18:00:00+00:00,0.0,2.7,5.1,5,0,4,18,False,1.0,6,0.5505555555555556,0.4794444444444444,5
2021-06-04 19:00:00+00:00,0.0,2.8,4.9,7,1,4,19,False,0.0,6,0.2180555555555555,0.4413888888888889,5
2021-06-04 20:00:00+00:00,0.0,2.4,2.1,7,0,4,20,False,1.0,6,0.4855555555555556,0.4061111111111111,11
2021-06-04 21:00:00+00:00,0.0,2.7,2.0,7,1,4,21,False,0.0,6,0.933888888888889,0.5775,12
2021-06-04 22:00:00+00:00,0.0,2.3,1.3,2,2,4,22,False,1.0,6,0.1041666666666666,0.1591666666666666,12
2021-06-04 23:00:00+00:00,0.0,1.1,1.2,2,0,4,23,False,2.0,6,0.0213888888888888,0.0,12
2021-06-05 00:00:00+00:00,0.0,2.4,5.6,8,0,5,0,False,0.0,6,0.1169444444444444,0.4291666666666667,12
2021-06-05 01:00:00+00:00,0.0,2.4,6.6,8,0,5,1,False,0.0,6,0.0,0.0,11
2021-06-05 02:00:00+00:00,0.0,2.8,8.3,8,0,5,2,False,0.0,6,0.0,0.0,12
2021-06-05 03:00:00+00:00,0.0,2.3,7.0,8,0,5,3,False,0.0,6,0.0,0.0,12
2021-06-05 04:00:00+00:00,0.0,2.4,7.0,8,1,5,4,False,0.0,6,0.0,0.0,12
2021-06-05 05:00:00+00:00,0.0,2.4,6.2,8,0,5,5,False,1.0,6,0.0,0.0,12
2021-06-05 06:00:00+00:00,0.0,2.2,5.0,8,1,5,6,False,0.0,6,0.2869444444444444,0.7294444444444445,12
2021-06-05 07:00:00+00:00,0.0,3.4,5.5,6,2,5,7,False,1.0,6,0.8405555555555557,0.8405555555555557,11
2021-06-05 08:00:00+00:00,0.0,4.6,5.8,6,2,5,8,False,2.0,6,0.841388888888889,0.841388888888889,11
2021-06-05 09:00:00+00:00,0.0,6.1,4.9,6,0,5,9,False,2.0,6,0.8941666666666667,0.8941666666666667,11
2021-06-05 10:00:00+00:00,0.0,7.0,5.8,4,0,5,10,False,0.0,6,0.898888888888889,0.898888888888889,9
2021-06-05 11:00:00+00:00,0.0,6.7,4.9,4,6,5,11,False,0.0,6,0.9991666666666666,0.9991666666666666,7
2021-06-05 12:00:00+00:00,0.0,8.2,5.2,4,8,5,12,False,6.0,6,0.996388888888889,0.996388888888889,12
2021-06-05 13:00:00+00:00,0.1,9.4,3.1,6,7,5,13,False,8.0,6,0.9872222222222222,0.9872222222222222,12
2021-06-05 14:00:00+00:00,0.0,10.2,2.3,6,3,5,14,False,7.0,6,0.7091666666666666,0.7091666666666666,8
2021-06-05 15:00:00+00:00,0.1,9.0,3.6,6,0,5,15,False,3.0,6,0.7527777777777778,0.7527777777777778,4
2021-06-05 16:00:00+00:00,0.0,8.9,2.4,5,2,5,16,False,0.0,6,0.7561111111111111,0.7561111111111111,0
2021-06-05 17:00:00+00:00,0.0,9.2,1.6,5,2,5,17,False,2.0,6,0.8822222222222221,0.8822222222222221,0
2021-06-05 18:00:00+00:00,0.0,9.0,3.5,5,0,5,18,False,2.0,6,0.9544444444444444,0.9544444444444444,2
